b	epr	epra	sepr	seprs	sepra	seprsa
325.941	-21	7.66512	-8	201.286	7.1946	-0.47052
325.944	-22	8.43575	-8	201.286	7.88294	-0.55281
325.948	-20	9.21321	-9	200.286	8.56786	-0.64535
325.951	-19	9.99409	-8	201.286	9.2562	-0.73789
325.954	-21	10.7681	-7	202.286	9.94796	-0.82017
325.958	-20	11.5456	-6	203.286	10.6431	-0.90245
325.961	-20	12.3231	-6	203.286	11.3383	-0.98475
325.965	-17	13.1108	-4	205.286	12.0403	-1.07044
325.968	-15	13.9053	-2	207.286	12.7492	-1.15615
325.972	-12	14.7101	-1	208.286	13.4614	-1.24869
325.975	-11	15.5184	0	209.286	14.1771	-1.34123
325.978	-12	16.3232	0	209.286	14.8928	-1.43035
325.982	-12	17.128	0	209.286	15.6085	-1.51947
325.985	-11	17.9362	-2	207.286	16.3174	-1.61885
325.989	-11	18.7445	-2	207.286	17.0262	-1.71823
325.992	-11	19.5527	-2	207.286	17.7351	-1.81761
325.995	-12	20.3575	-4	205.286	18.4371	-1.92041
325.999	-15	21.152	-5	204.286	19.1357	-2.01637
326.002	-19	21.9329	-6	203.286	19.8309	-2.10207
326.006	-21	22.707	-7	202.286	20.5226	-2.18436
326.009	-22	23.4776	-8	201.286	21.211	-2.26665
326.013	-23	24.2448	-9	200.286	21.8959	-2.34892
326.016	-24	25.0086	-9	200.286	22.5808	-2.42779
326.019	-23	25.7758	-8	201.286	23.2691	-2.50666
326.023	-22	26.5464	-7	202.286	23.9609	-2.58553
326.026	-23	27.3136	-7	202.286	24.6527	-2.66098
326.03	-24	28.0774	-6	203.286	25.3478	-2.72958
326.033	-26	28.8344	-5	204.286	26.0464	-2.78794
326.037	-29	29.5811	-3	206.286	26.7519	-2.82919
326.04	-32	30.3175	-1	208.286	27.4641	-2.85336
326.043	-35	31.0437	-1	208.286	28.1764	-2.86727
326.047	-38	31.7596	-1	208.286	28.8887	-2.87093
326.05	-40	32.4687	-1	208.286	29.6009	-2.86774
326.054	-40	33.1778	-1	208.286	30.3132	-2.86456
326.057	-41	33.8834	-2	207.286	31.0221	-2.86137
326.06	-40	34.5925	-4	205.286	31.7241	-2.86844
326.064	-40	35.3016	-7	202.286	32.4158	-2.88578
326.067	-38	36.0175	-10	199.286	33.0973	-2.92019
326.071	-36	36.7403	-13	196.286	33.7686	-2.97171
326.074	-37	37.4596	-16	193.286	34.4296	-3.03006
326.078	-38	38.1756	-18	191.286	35.0837	-3.09184
326.081	-39	38.8881	-20	189.286	35.731	-3.15703
326.084	-41	39.5937	-21	188.286	36.3749	-3.2188
326.088	-44	40.2891	-20	189.286	37.0223	-3.26689
326.091	-46	40.9777	-21	188.286	37.6661	-3.31158
326.095	-50	41.6526	-22	187.286	38.3066	-3.34599
326.098	-54	42.3138	-22	187.286	38.9471	-3.36674
326.101	-57	42.9648	-23	186.286	39.5842	-3.38066
326.105	-59	43.6089	-22	187.286	40.2246	-3.38431
326.108	-61	44.2462	-21	188.286	40.8685	-3.3777
326.112	-62	44.8801	-20	189.286	41.5158	-3.36426
326.115	-62	45.514	-17	192.286	42.1734	-3.34057
326.119	-59	46.1581	-15	194.286	42.8378	-3.32029
326.122	-56	46.8125	-12	197.286	43.5125	-3.30002
326.125	-53	47.4771	-11	198.286	44.1906	-3.28658
326.129	-52	48.1452	-12	197.286	44.8652	-3.27997
326.132	-49	48.8235	-12	197.286	45.5399	-3.28363
326.136	-46	49.5121	-13	196.286	46.2111	-3.30095
326.139	-44	50.2075	-14	195.286	46.879	-3.32853
326.142	-43	50.9063	-18	191.286	47.5331	-3.37321
326.146	-43	51.6052	-21	188.286	48.177	-3.42815
326.149	-44	52.3006	-24	185.286	48.8107	-3.48993
326.153	-44	52.996	-26	183.286	49.4374	-3.55853
326.156	-45	53.688	-29	180.286	50.054	-3.63398
326.16	-47	54.3731	-33	176.286	50.6569	-3.71626
326.163	-47	55.0583	-35	174.286	51.2529	-3.80539
326.166	-48	55.74	-35	174.286	51.8489	-3.89109
326.17	-47	56.4252	-35	174.286	52.445	-3.98021
326.173	-46	57.1138	-36	173.286	53.0376	-4.07617
326.177	-46	57.8023	-36	173.286	53.6302	-4.17213
326.18	-47	58.4875	-37	172.286	54.2194	-4.26809
326.184	-47	59.1726	-37	172.286	54.8086	-4.36405
326.187	-46	59.8612	-36	173.286	55.4012	-4.46001
326.19	-43	60.56	-36	173.286	55.9938	-4.56622
326.194	-40	61.2691	-36	173.286	56.5864	-4.6827
326.197	-37	61.9885	-36	173.286	57.179	-4.80943
326.201	-35	62.7147	-36	173.286	57.7717	-4.943
326.204	-33	63.4477	-36	173.286	58.3643	-5.0834
326.207	-31	64.1875	-36	173.286	58.9569	-5.23063
326.211	-27	64.9411	-35	174.286	59.5529	-5.38814
326.214	-23	65.7083	-35	174.286	60.1489	-5.55931
326.218	-21	66.4823	-35	174.286	60.745	-5.73732
326.221	-19	67.2632	-35	174.286	61.341	-5.92216
326.225	-19	68.0441	-34	175.286	61.9405	-6.1036
326.228	-19	68.8249	-34	175.286	62.5399	-6.28502
326.231	-19	69.6058	-35	174.286	63.136	-6.46986
326.235	-18	70.3901	-35	174.286	63.732	-6.65814
326.238	-17	71.1778	-34	175.286	64.3314	-6.8464
326.242	-17	71.9656	-33	176.286	64.9343	-7.03125
326.245	-18	72.7499	-32	177.286	65.5406	-7.20926
326.248	-21	73.5239	-32	177.286	66.1469	-7.37701
326.252	-24	74.2877	-31	178.286	66.7566	-7.53109
326.255	-27	75.0412	-31	178.286	67.3663	-7.67491
326.259	-27	75.7947	-30	179.286	67.9794	-7.81532
326.262	-27	76.5483	-29	180.286	68.596	-7.9523
326.266	-27	77.3018	-29	180.286	69.2125	-8.08928
326.269	-25	78.0622	-30	179.286	69.8256	-8.23653
326.272	-24	78.826	-31	178.286	70.4354	-8.39061
326.276	-24	79.5897	-32	177.286	71.0417	-8.54809
326.279	-22	80.3604	-32	177.286	71.6479	-8.71244
326.283	-22	81.131	-34	175.286	72.2474	-8.88362
326.286	-19	81.9119	-34	175.286	72.8468	-9.06505
326.289	-19	82.6928	-34	175.286	73.4463	-9.24647
326.293	-21	83.4668	-35	174.286	74.0423	-9.42447
326.296	-24	84.2306	-36	173.286	74.6349	-9.59564
326.3	-28	84.9807	-36	173.286	75.2275	-9.75315
326.303	-31	85.7206	-35	174.286	75.8236	-9.89697
326.307	-32	86.457	-35	174.286	76.4196	-10.0374
326.31	-34	87.1866	-33	176.286	77.0225	-10.1641
326.313	-35	87.9128	-31	178.286	77.6322	-10.2806
326.317	-35	88.6389	-29	180.286	78.2487	-10.3902
326.32	-35	89.3651	-28	181.286	78.8687	-10.4964
326.324	-34	90.0947	-29	180.286	79.4852	-10.6095
326.327	-33	90.8277	-29	180.286	80.1018	-10.726
326.331	-32	91.5642	-29	180.286	80.7184	-10.8458
326.334	-31	92.304	-28	181.286	81.3383	-10.9657
326.337	-29	93.0507	-29	180.286	81.9548	-11.0959
326.341	-26	93.8077	-30	179.286	82.568	-11.2397
326.344	-25	94.568	-30	179.286	83.1811	-11.3869
326.348	-25	95.3284	-31	178.286	83.7908	-11.5376
326.351	-25	96.0888	-34	175.286	84.3903	-11.6985
326.354	-25	96.8491	-35	174.286	84.9863	-11.8628
326.358	-25	97.6095	-37	172.286	85.5755	-12.034
326.361	-26	98.3665	-40	169.286	86.1544	-12.212
326.365	-27	99.12	-42	167.286	86.7265	-12.3935
326.368	-29	99.8667	-42	167.286	87.2986	-12.5681
326.372	-30	100.61	-41	168.286	87.8742	-12.7358
326.375	-30	101.353	-41	168.286	88.4497	-12.9036
326.378	-30	102.097	-40	169.286	89.0286	-13.0679
326.382	-31	102.836	-40	169.286	89.6076	-13.2288
326.385	-29	103.583	-38	171.286	90.1933	-13.3897
326.389	-28	104.333	-37	172.286	90.7825	-13.5506
326.392	-27	105.087	-37	172.286	91.3717	-13.715
326.395	-29	105.833	-37	172.286	91.9609	-13.8725
326.399	-31	106.573	-37	172.286	92.5501	-14.0231
326.402	-32	107.31	-36	173.286	93.1427	-14.167
326.406	-32	108.046	-37	172.286	93.7319	-14.3142
326.409	-31	108.786	-37	172.286	94.3211	-14.4649
326.413	-31	109.526	-37	172.286	94.9103	-14.6155
326.416	-32	110.262	-38	171.286	95.4961	-14.7662
326.419	-32	110.999	-39	170.286	96.0785	-14.9203
326.423	-32	111.735	-40	169.286	96.6574	-15.0777
326.426	-31	112.475	-40	169.286	97.2363	-15.2387
326.43	-30	113.218	-42	167.286	97.8084	-15.4098
326.433	-30	113.962	-42	167.286	98.3805	-15.581
326.437	-31	114.701	-41	168.286	98.9561	-15.7454
326.44	-31	115.441	-41	168.286	99.5316	-15.9097
326.443	-30	116.185	-41	168.286	100.107	-16.0774
326.447	-29	116.931	-41	168.286	100.683	-16.2486
326.45	-29	117.678	-42	167.286	101.255	-16.4232
326.454	-27	118.431	-43	166.286	101.823	-16.6081
326.457	-26	119.188	-46	163.286	102.382	-16.8066
326.46	-25	119.949	-48	161.286	102.933	-17.0154
326.464	-25	120.709	-49	160.286	103.482	-17.2276
326.467	-25	121.47	-53	156.286	104.016	-17.4534
326.471	-27	122.223	-54	155.286	104.547	-17.6759
326.474	-29	122.97	-56	153.286	105.071	-17.8983
326.478	-32	123.706	-59	150.286	105.585	-18.1208
326.481	-34	124.436	-62	147.286	106.089	-18.3467
326.484	-35	125.162	-66	143.286	106.579	-18.5828
326.488	-39	125.874	-68	141.286	107.062	-18.8121
326.491	-44	126.57	-69	140.286	107.542	-19.0277
326.495	-47	127.255	-70	139.286	108.019	-19.2365
326.498	-50	127.93	-70	139.286	108.495	-19.435
326.501	-53	128.595	-69	140.286	108.975	-19.6199
326.505	-54	129.256	-67	142.286	109.461	-19.7944
326.508	-56	129.91	-66	143.286	109.951	-19.9588
326.512	-56	130.565	-66	143.286	110.441	-20.1231
326.515	-55	131.222	-66	143.286	110.932	-20.2909
326.519	-54	131.884	-65	144.286	111.425	-20.4586
326.522	-54	132.545	-64	145.286	111.922	-20.6229
326.525	-51	133.216	-61	148.286	112.429	-20.7873
326.529	-50	133.891	-59	150.286	112.943	-20.9482
326.532	-50	134.566	-56	153.286	113.467	-21.0989
326.536	-49	135.244	-56	153.286	113.991	-21.2529
326.539	-45	135.936	-57	152.286	114.512	-21.4241
326.542	-44	136.632	-58	151.286	115.03	-21.6021
326.546	-45	137.324	-60	149.286	115.54	-21.7835
326.549	-46	138.012	-59	150.286	116.054	-21.9581
326.553	-46	138.701	-58	151.286	116.572	-22.1293
326.556	-46	139.39	-58	151.286	117.089	-22.3005
326.56	-47	140.075	-56	153.286	117.613	-22.4614
326.563	-49	140.753	-56	153.286	118.138	-22.6155
326.566	-52	141.421	-54	155.286	118.669	-22.7525
326.57	-54	142.082	-53	156.286	119.203	-22.8792
326.573	-54	142.744	-54	155.286	119.734	-23.0093
326.577	-56	143.398	-55	154.286	120.262	-23.1361
326.58	-56	144.052	-54	155.286	120.793	-23.2594
326.584	-56	144.707	-52	157.286	121.331	-23.3758
326.587	-56	145.361	-50	159.286	121.876	-23.4855
326.59	-58	146.009	-49	160.286	122.424	-23.5849
326.594	-61	146.646	-49	160.286	122.972	-23.674
326.597	-64	147.273	-50	159.286	123.517	-23.7563
326.601	-66	147.893	-53	156.286	124.051	-23.842
326.604	-68	148.506	-56	153.286	124.575	-23.9311
326.607	-68	149.12	-59	150.286	125.089	-24.0305
326.611	-67	149.737	-60	149.286	125.6	-24.1367
326.614	-65	150.36	-62	147.286	126.104	-24.2566
326.618	-64	150.987	-63	146.286	126.604	-24.3833
326.621	-64	151.614	-64	145.286	127.101	-24.5135
326.625	-63	152.245	-64	145.286	127.598	-24.647
326.628	-63	152.875	-61	148.286	128.105	-24.7703
326.631	-63	153.506	-59	150.286	128.619	-24.8868
326.635	-61	154.143	-57	152.286	129.14	-25.0033
326.638	-59	154.787	-56	153.286	129.664	-25.1232
326.642	-57	155.438	-57	152.286	130.185	-25.2533
326.645	-58	156.086	-58	151.286	130.702	-25.3835
326.648	-61	156.723	-60	149.286	131.213	-25.5102
326.652	-63	157.353	-63	146.286	131.713	-25.6403
326.655	-64	157.98	-63	146.286	132.213	-25.7671
326.659	-62	158.614	-63	146.286	132.714	-25.9006
326.662	-61	159.252	-62	147.286	133.217	-26.0342
326.666	-62	159.885	-62	147.286	133.721	-26.1643
326.669	-65	160.509	-62	147.286	134.225	-26.2842
326.672	-69	161.119	-62	147.286	134.729	-26.3904
326.676	-72	161.719	-61	148.286	135.236	-26.483
326.679	-72	162.318	-59	150.286	135.75	-26.5687
326.683	-72	162.918	-57	152.286	136.271	-26.6475
326.686	-72	163.518	-55	154.286	136.798	-26.7196
326.689	-69	164.128	-55	154.286	137.326	-26.8019
326.693	-68	164.741	-54	155.286	137.857	-26.8842
326.696	-67	165.358	-55	154.286	138.385	-26.9733
326.7	-67	165.975	-54	155.286	138.916	-27.059
326.703	-67	166.591	-53	156.286	139.45	-27.1413
326.707	-67	167.208	-50	159.286	139.995	-27.2133
326.71	-67	167.825	-48	161.286	140.546	-27.2785
326.713	-69	168.435	-48	161.286	141.098	-27.3368
326.717	-73	169.031	-47	162.286	141.653	-27.3781
326.72	-77	169.614	-46	163.286	142.211	-27.4023
326.724	-80	170.186	-46	163.286	142.77	-27.4162
326.727	-81	170.755	-47	162.286	143.325	-27.4301
326.731	-82	171.321	-48	161.286	143.877	-27.444
326.734	-83	171.883	-51	158.286	144.418	-27.4647
326.737	-85	172.438	-52	157.286	144.956	-27.4821
326.741	-87	172.986	-52	157.286	145.494	-27.4926
326.744	-90	173.524	-53	156.286	146.028	-27.4962
326.748	-93	174.052	-55	154.286	146.556	-27.4965
326.751	-94	174.577	-57	152.286	147.077	-27.5001
326.754	-94	175.101	-58	151.286	147.594	-27.5072
326.758	-94	175.626	-59	150.286	148.108	-27.5177
326.761	-94	176.15	-59	150.286	148.622	-27.5282
326.765	-93	176.678	-59	150.286	149.136	-27.5421
326.768	-93	177.206	-57	152.286	149.657	-27.5491
326.772	-93	177.734	-56	153.286	150.181	-27.5528
326.775	-90	178.272	-56	153.286	150.705	-27.5667
326.778	-89	178.814	-55	154.286	151.233	-27.5806
326.782	-89	179.355	-55	154.286	151.761	-27.5945
326.785	-92	179.886	-54	155.286	152.292	-27.5948
326.789	-93	180.414	-53	156.286	152.826	-27.5881
326.792	-94	180.939	-52	157.286	153.364	-27.5747
326.795	-95	181.46	-51	158.286	153.905	-27.5544
326.799	-96	181.977	-52	157.286	154.443	-27.5342
326.802	-98	182.488	-53	156.286	154.978	-27.5105
326.806	-98	182.999	-55	154.286	155.505	-27.4936
326.809	-97	183.513	-57	152.286	156.026	-27.487
326.813	-95	184.034	-60	149.286	156.537	-27.4975
326.816	-92	184.566	-62	147.286	157.041	-27.5251
326.819	-92	185.097	-61	148.286	157.548	-27.5493
326.823	-91	185.632	-60	149.286	158.058	-27.5734
326.826	-88	186.177	-57	152.286	158.579	-27.5976
326.83	-86	186.729	-56	153.286	159.103	-27.6252
326.833	-86	187.28	-54	155.286	159.634	-27.6459
326.837	-86	187.832	-54	155.286	160.166	-27.6667
326.84	-87	188.381	-55	154.286	160.693	-27.6874
326.843	-86	188.932	-57	152.286	161.214	-27.7184
326.847	-83	189.494	-58	151.286	161.731	-27.7631
326.85	-79	190.07	-59	150.286	162.245	-27.8249
326.854	-76	190.656	-60	149.286	162.756	-27.9003
326.857	-74	191.249	-61	148.286	163.263	-27.986
326.86	-72	191.849	-62	147.286	163.767	-28.082
326.864	-70	192.455	-62	147.286	164.271	-28.1848
326.867	-70	193.062	-62	147.286	164.774	-28.2876
326.871	-71	193.665	-62	147.286	165.278	-28.387
326.874	-71	194.268	-60	149.286	165.789	-28.4795
326.878	-71	194.871	-60	149.286	166.299	-28.572
326.881	-72	195.471	-60	149.286	166.81	-28.6612
326.884	-72	196.071	-58	151.286	167.327	-28.7434
326.888	-70	196.677	-56	153.286	167.851	-28.8257
326.891	-69	197.287	-54	155.286	168.382	-28.9046
326.895	-68	197.9	-53	156.286	168.917	-28.9834
326.898	-68	198.514	-52	157.286	169.455	-29.0589
326.901	-70	199.12	-51	158.286	169.996	-29.1241
326.905	-70	199.727	-50	159.286	170.541	-29.1859
326.908	-70	200.333	-51	158.286	171.082	-29.251
326.912	-68	200.947	-51	158.286	171.624	-29.3231
326.915	-66	201.567	-50	159.286	172.168	-29.3985
326.919	-64	202.194	-50	159.286	172.713	-29.4808
326.922	-60	202.835	-50	159.286	173.258	-29.5768
326.925	-58	203.482	-50	159.286	173.803	-29.6796
326.929	-56	204.137	-49	160.286	174.351	-29.7858
326.932	-55	204.794	-49	160.286	174.899	-29.8954
326.936	-55	205.452	-49	160.286	175.447	-30.005
326.939	-56	206.107	-49	160.286	175.995	-30.1113
326.942	-56	206.761	-47	162.286	176.55	-30.2106
326.946	-57	207.412	-48	161.286	177.102	-30.31
326.949	-57	208.063	-47	162.286	177.657	-30.406
326.953	-58	208.71	-47	162.286	178.212	-30.4985
326.956	-58	209.358	-48	161.286	178.763	-30.5945
326.96	-61	209.995	-50	159.286	179.308	-30.687
326.963	-62	210.629	-51	158.286	179.85	-30.7796
326.966	-64	211.256	-53	156.286	180.384	-30.8721
326.97	-64	211.883	-54	155.286	180.915	-30.9681
326.973	-62	212.517	-54	155.286	181.446	-31.0709
326.977	-58	213.165	-56	153.286	181.97	-31.1942
326.98	-53	213.829	-58	151.286	182.488	-31.3414
326.983	-51	214.501	-60	149.286	182.998	-31.5023
326.987	-50	215.176	-63	146.286	183.499	-31.6769
326.99	-50	215.851	-67	142.286	183.985	-31.8652
326.994	-51	216.522	-71	138.286	184.458	-32.0637
326.997	-49	217.2	-74	135.286	184.921	-32.2793
327.001	-48	217.882	-75	134.286	185.38	-32.5018
327.004	-47	218.567	-77	132.286	185.833	-32.7345
327.007	-46	219.256	-78	131.286	186.282	-32.974
327.011	-45	219.948	-77	132.286	186.734	-33.2136
327.014	-43	220.647	-77	132.286	187.187	-33.46
327.018	-42	221.349	-76	133.286	187.643	-33.7063
327.021	-42	222.051	-75	134.286	188.102	-33.9493
327.025	-41	222.757	-75	134.286	188.561	-34.1957
327.028	-41	223.462	-74	135.286	189.024	-34.4387
327.031	-42	224.165	-72	137.286	189.493	-34.6714
327.035	-44	224.86	-70	139.286	189.97	-34.8904
327.038	-46	225.549	-67	142.286	190.456	-35.0924
327.042	-48	226.23	-65	144.286	190.95	-35.2806
327.045	-53	226.895	-62	147.286	191.454	-35.4415
327.048	-58	227.543	-59	150.286	191.968	-35.5751
327.052	-63	228.173	-58	151.286	192.485	-35.6882
327.055	-67	228.79	-56	153.286	193.009	-35.7807
327.059	-71	229.393	-54	155.286	193.54	-35.8527
327.062	-74	229.986	-52	157.286	194.078	-35.9077
327.066	-77	230.568	-51	158.286	194.619	-35.9489
327.069	-81	231.137	-51	158.286	195.161	-35.9765
327.072	-84	231.696	-50	159.286	195.706	-35.9904
327.076	-86	232.248	-49	160.286	196.254	-35.9941
327.079	-87	232.796	-48	161.286	196.805	-35.9909
327.083	-89	233.338	-46	163.286	197.364	-35.974
327.086	-90	233.876	-45	164.286	197.926	-35.9503
327.089	-91	234.411	-44	165.286	198.491	-35.9198
327.093	-92	234.942	-43	166.286	199.06	-35.8824
327.096	-93	235.47	-43	166.286	199.628	-35.8417
327.1	-90	236.008	-44	165.286	200.193	-35.8145
327.103	-86	236.56	-44	165.286	200.759	-35.8011
327.107	-82	237.125	-45	164.286	201.321	-35.8047
327.11	-79	237.701	-45	164.286	201.882	-35.8186
327.113	-75	238.291	-44	165.286	202.448	-35.8428
327.117	-73	238.887	-45	164.286	203.01	-35.8772
327.12	-72	239.486	-45	164.286	203.571	-35.9151
327.124	-72	240.086	-44	165.286	204.137	-35.9495
327.127	-73	240.682	-44	165.286	204.702	-35.9805
327.131	-73	241.279	-46	163.286	205.26	-36.0183
327.134	-75	241.868	-49	160.286	205.809	-36.0596
327.137	-73	242.464	-50	159.286	206.353	-36.1111
327.141	-72	243.064	-52	157.286	206.891	-36.1729
327.144	-70	243.671	-54	155.286	207.422	-36.2483
327.148	-68	244.284	-56	153.286	207.946	-36.3375
327.151	-69	244.894	-58	151.286	208.464	-36.43
327.154	-72	245.494	-59	150.286	208.978	-36.5157
327.158	-76	246.08	-60	149.286	209.488	-36.5911
327.161	-79	246.655	-61	148.286	209.996	-36.6597
327.165	-82	247.221	-61	148.286	210.503	-36.7181
327.168	-84	247.78	-61	148.286	211.01	-36.7696
327.172	-85	248.335	-62	147.286	211.514	-36.8211
327.175	-85	248.89	-62	147.286	212.017	-36.8727
327.178	-84	249.449	-61	148.286	212.524	-36.9242
327.182	-84	250.007	-59	150.286	213.038	-36.9688
327.185	-84	250.566	-59	150.286	213.552	-37.0135
327.189	-83	251.128	-59	150.286	214.066	-37.0617
327.192	-82	251.694	-58	151.286	214.584	-37.1097
327.195	-81	252.262	-59	150.286	215.098	-37.1647
327.199	-81	252.831	-58	151.286	215.615	-37.2162
327.202	-81	253.4	-56	153.286	216.139	-37.2608
327.206	-81	253.969	-55	154.286	216.667	-37.3021
327.209	-82	254.535	-55	154.286	217.195	-37.3399
327.213	-85	255.09	-55	154.286	217.722	-37.3675
327.216	-88	255.635	-55	154.286	218.25	-37.3849
327.219	-90	256.173	-57	152.286	218.771	-37.4022
327.223	-92	256.704	-58	151.286	219.288	-37.4161
327.226	-92	257.236	-55	154.286	219.816	-37.4198
327.23	-92	257.767	-54	155.286	220.347	-37.42
327.233	-92	258.298	-52	157.286	220.885	-37.4134
327.236	-91	258.833	-53	156.286	221.419	-37.4136
327.24	-92	259.364	-54	155.286	221.951	-37.4138
327.243	-93	259.892	-54	155.286	222.482	-37.4107
327.247	-96	260.41	-54	155.286	223.013	-37.3972
327.25	-99	260.917	-54	155.286	223.544	-37.3736
327.254	-101	261.418	-54	155.286	224.075	-37.343
327.257	-102	261.915	-55	154.286	224.602	-37.3125
327.26	-102	262.412	-57	152.286	225.123	-37.2888
327.264	-100	262.916	-57	152.286	225.644	-37.2719
327.267	-98	263.427	-58	151.286	226.162	-37.2653
327.271	-96	263.944	-59	150.286	226.676	-37.2689
327.274	-95	264.466	-59	150.286	227.189	-37.2761
327.278	-97	264.98	-59	150.286	227.703	-37.2763
327.281	-98	265.491	-58	151.286	228.221	-37.2697
327.284	-99	265.998	-58	151.286	228.738	-37.2596
327.288	-99	266.505	-58	151.286	229.256	-37.2496
327.291	-99	267.013	-59	150.286	229.77	-37.243
327.295	-98	267.524	-60	149.286	230.28	-37.2433
327.298	-99	268.031	-63	146.286	230.781	-37.2503
327.301	-99	268.538	-65	144.286	231.274	-37.2643
327.305	-101	269.039	-65	144.286	231.767	-37.2713
327.308	-102	269.536	-65	144.286	232.261	-37.275
327.312	-103	270.03	-64	145.286	232.758	-37.2718
327.315	-105	270.516	-63	146.286	233.258	-37.2583
327.319	-107	270.997	-62	147.286	233.762	-37.2347
327.322	-110	271.466	-62	147.286	234.266	-37.2007
327.325	-111	271.933	-61	148.286	234.773	-37.1599
327.329	-110	272.402	-60	149.286	235.283	-37.1191
327.332	-108	272.879	-58	151.286	235.801	-37.0783
327.336	-106	273.362	-57	152.286	236.322	-37.0409
327.339	-102	273.86	-58	151.286	236.839	-37.0207
327.342	-97	274.374	-58	151.286	237.356	-37.0175
327.346	-95	274.895	-58	151.286	237.874	-37.0211
327.349	-94	275.419	-57	152.286	238.395	-37.0248
327.353	-92	275.951	-56	153.286	238.919	-37.0319
327.356	-94	276.475	-55	154.286	239.446	-37.0287
327.36	-96	276.993	-53	156.286	239.981	-37.0118
327.363	-97	277.507	-51	158.286	240.522	-36.9847
327.366	-98	278.018	-50	159.286	241.067	-36.9507
327.37	-99	278.525	-49	160.286	241.615	-36.91
327.373	-99	279.033	-50	159.286	242.16	-36.8726
