b	f3	3	3a	f7	7	7a	f12	12	12a	f17	17	17a	f23	23	23a	f30	30	30a
335.388	9.44095	534.936	1492.53	9.44092	354.293	987.314	9.4409	197.743	506.209	9.44089	119.844	320.63	9.44087	88.2748	191.331	9.44083	30.7451	60.259
335.39	9.44088	541.925	1493.9	9.44085	358.285	988.206	9.44083	199.743	506.717	9.44082	118.844	320.929	9.4408	90.2749	191.56	9.44076	30.747	60.3289
335.392	9.44081	549.915	1495.28	9.44078	362.277	989.107	9.44076	201.744	507.23	9.44075	118.845	321.228	9.44073	90.2751	191.79	9.44069	30.7489	60.3989
335.395	9.44074	557.904	1496.68	9.44071	367.269	990.021	9.44069	204.744	507.751	9.44068	118.845	321.528	9.44066	88.2752	192.014	9.44062	31.7508	60.4713
335.397	9.44067	565.894	1498.11	9.44064	373.261	990.95	9.44062	207.745	508.279	9.44061	119.846	321.829	9.44059	88.2754	192.239	9.44055	32.7527	60.5462
335.4	9.4406	572.883	1499.55	9.44057	378.253	991.892	9.44055	209.746	508.812	9.44054	121.846	322.136	9.44052	88.2755	192.464	9.44048	32.7545	60.6212
335.402	9.44053	578.873	1501	9.4405	381.245	992.84	9.44048	210.746	509.347	9.44047	122.847	322.445	9.44045	88.2756	192.688	9.44041	31.7564	60.6936
335.405	9.44046	583.863	1502.47	9.44043	384.237	993.797	9.44041	211.747	509.885	9.4404	124.847	322.759	9.44038	89.2758	192.915	9.44034	30.7583	60.7636
335.407	9.44039	590.852	1503.96	9.44036	385.229	994.755	9.44034	211.747	510.423	9.44033	127.848	323.08	9.44031	92.2759	193.15	9.44027	28.7602	60.8286
335.41	9.44032	598.842	1505.46	9.44029	387.221	995.719	9.44027	211.748	510.961	9.44026	130.848	323.409	9.44024	95.2761	193.392	9.4402	26.762	60.8886
335.412	9.44025	605.831	1506.99	9.44022	389.213	996.687	9.4402	211.749	511.499	9.44019	134.849	323.748	9.44017	98.2762	193.641	9.44013	24.7639	60.9437
335.415	9.44018	611.821	1508.52	9.44015	391.205	997.661	9.44013	213.749	512.042	9.44012	137.849	324.095	9.4401	98.2763	193.89	9.44006	24.7658	60.9987
335.417	9.44011	616.811	1510.07	9.44008	394.197	998.642	9.44006	214.75	512.588	9.44005	140.85	324.448	9.44003	97.2765	194.137	9.43999	24.7677	61.0538
335.42	9.44004	620.8	1511.63	9.44001	399.189	999.635	9.43999	215.75	513.136	9.43998	143.85	324.81	9.43996	97.2766	194.384	9.43992	24.7696	61.1089
335.422	9.43997	625.79	1513.21	9.43994	406.181	1000.65	9.43992	214.751	513.681	9.43991	146.851	325.178	9.43989	97.2768	194.631	9.43985	24.7715	61.164
335.425	9.4399	632.779	1514.8	9.43987	412.173	1001.67	9.43985	213.751	514.224	9.43984	149.851	325.555	9.43982	95.2769	194.873	9.43978	24.7733	61.219
335.427	9.43983	639.769	1516.4	9.4398	420.165	1002.72	9.43978	214.752	514.77	9.43977	152.852	325.938	9.43975	94.2771	195.113	9.43971	24.7752	61.2741
335.43	9.43976	647.758	1518.03	9.43973	427.157	1003.78	9.43971	215.753	515.318	9.4397	152.852	326.322	9.43968	93.2772	195.35	9.43964	24.7771	61.3292
335.432	9.43969	657.748	1519.68	9.43966	434.149	1004.86	9.43964	216.753	515.868	9.43963	152.853	326.706	9.43961	91.2773	195.582	9.43957	22.779	61.3794
335.435	9.43962	665.738	1521.35	9.43959	440.14	1005.96	9.43957	216.754	516.419	9.43956	152.853	327.089	9.43954	90.2775	195.811	9.4395	21.7809	61.427
335.437	9.43955	673.727	1523.05	9.43952	445.132	1007.06	9.4395	216.754	516.969	9.43949	152.854	327.473	9.43947	90.2776	196.041	9.43943	18.7827	61.4672
335.44	9.43948	680.717	1524.76	9.43945	451.124	1008.19	9.43943	218.755	517.525	9.43942	152.854	327.857	9.4394	91.2777	196.273	9.43936	17.7846	61.5049
335.442	9.43941	687.706	1526.48	9.43938	457.116	1009.32	9.43936	220.756	518.085	9.43935	154.855	328.245	9.43933	91.2779	196.505	9.43929	16.7865	61.5401
335.445	9.43934	695.696	1528.23	9.43931	464.108	1010.48	9.43929	222.756	518.65	9.43928	155.855	328.636	9.43926	92.278	196.739	9.43922	17.7884	61.5779
335.447	9.43927	701.685	1529.99	9.43924	471.1	1011.65	9.43922	223.757	519.218	9.43921	155.856	329.028	9.43919	92.2782	196.974	9.43915	17.7903	61.6156
335.45	9.4392	707.675	1531.77	9.43917	481.092	1012.85	9.43915	226.757	519.794	9.43914	156.856	329.421	9.43912	94.2783	197.213	9.43908	18.7921	61.6558
335.452	9.43913	713.665	1533.56	9.4391	491.084	1014.07	9.43908	229.758	520.376	9.43907	158.857	329.82	9.43905	96.2785	197.458	9.43901	19.794	61.6985
335.455	9.43906	722.654	1535.37	9.43903	497.076	1015.3	9.43901	232.758	520.967	9.439	160.857	330.223	9.43898	100.279	197.712	9.43894	20.7959	61.7437
335.457	9.43899	730.644	1537.2	9.43896	503.068	1016.56	9.43894	235.759	521.564	9.43893	162.858	330.632	9.43891	103.279	197.974	9.43887	21.7978	61.7914
335.46	9.43892	740.633	1539.06	9.4389	509.06	1017.82	9.43888	238.76	522.17	9.43886	164.858	331.046	9.43884	105.279	198.241	9.4388	23.7997	61.8441
335.462	9.43885	749.623	1540.94	9.43882	514.052	1019.1	9.4388	243.76	522.787	9.43879	165.859	331.462	9.43877	107.279	198.513	9.43873	24.8015	61.8992
335.465	9.43878	759.613	1542.85	9.43875	520.044	1020.4	9.43873	246.761	523.412	9.43872	164.859	331.875	9.4387	110.279	198.792	9.43866	25.8034	61.9569
335.467	9.43871	769.602	1544.78	9.43869	526.036	1021.7	9.43867	250.761	524.047	9.43865	162.86	332.284	9.43863	112.279	199.076	9.43859	26.8053	62.017
335.47	9.43864	781.592	1546.74	9.43862	532.028	1023.03	9.4386	255.762	524.695	9.43858	160.86	332.687	9.43856	114.279	199.365	9.43852	25.8072	62.0747
335.472	9.43857	791.581	1548.72	9.43855	537.02	1024.36	9.43853	258.763	525.35	9.43851	160.86	333.091	9.43849	114.28	199.655	9.43845	23.8091	62.1273
335.475	9.4385	798.571	1550.72	9.43848	541.012	1025.71	9.43846	260.763	526.01	9.43844	162.861	333.499	9.43842	114.28	199.944	9.43838	22.8109	62.1775
335.477	9.43843	805.56	1552.74	9.43841	544.004	1027.06	9.43839	264.764	526.679	9.43837	164.861	333.913	9.43835	114.28	200.233	9.43831	20.8128	62.2228
335.48	9.43836	812.55	1554.78	9.43834	547.996	1028.43	9.43832	267.764	527.357	9.4383	165.862	334.329	9.43828	112.28	200.517	9.43824	21.8147	62.2705
335.482	9.43829	820.54	1556.84	9.43827	549.988	1029.8	9.43825	272.765	528.046	9.43823	166.862	334.747	9.43821	109.28	200.794	9.43817	22.8166	62.3207
335.485	9.43822	828.529	1558.91	9.4382	552.98	1031.17	9.43818	277.765	528.749	9.43816	166.863	335.166	9.43814	107.28	201.066	9.4381	24.8185	62.3759
335.487	9.43815	838.519	1561.01	9.43813	555.972	1032.55	9.43811	282.766	529.463	9.43809	165.863	335.582	9.43807	106.28	201.335	9.43803	27.8203	62.4386
335.489	9.43808	848.508	1563.14	9.43806	560.964	1033.95	9.43804	285.767	530.185	9.43802	166.864	336	9.438	106.281	201.605	9.43796	30.8222	62.5087
335.492	9.43801	859.498	1565.29	9.43799	564.956	1035.36	9.43797	290.767	530.92	9.43795	167.864	336.421	9.43793	107.281	201.876	9.43789	32.8241	62.5838
335.494	9.43794	870.487	1567.48	9.43792	570.948	1036.78	9.4379	293.768	531.662	9.43788	168.865	336.845	9.43786	108.281	202.151	9.43782	34.826	62.6639
335.497	9.43787	880.477	1569.68	9.43785	578.94	1038.22	9.43783	296.768	532.411	9.43781	169.865	337.271	9.43779	108.281	202.425	9.43775	35.8279	62.7465
335.499	9.4378	891.467	1571.91	9.43778	587.932	1039.68	9.43776	298.769	533.165	9.43774	170.866	337.699	9.43772	109.281	202.702	9.43768	35.8297	62.8291
335.502	9.43773	903.456	1574.18	9.43771	594.924	1041.16	9.43769	301.77	533.927	9.43767	172.866	338.133	9.43765	110.281	202.981	9.43761	35.8316	62.9116
335.504	9.43766	916.446	1576.47	9.43764	599.916	1042.65	9.43762	304.77	534.697	9.4376	173.867	338.569	9.43758	112.281	203.265	9.43754	36.8335	62.9967
335.507	9.4376	928.435	1578.8	9.43757	606.908	1044.16	9.43755	307.771	535.473	9.43753	175.867	339.009	9.43751	113.282	203.552	9.43747	37.8354	63.0843
335.509	9.43753	940.425	1581.15	9.4375	613.9	1045.69	9.43748	312.771	536.262	9.43746	177.868	339.455	9.43744	114.282	203.841	9.4374	38.8373	63.1743
335.512	9.43745	953.415	1583.54	9.43743	619.892	1047.23	9.43741	317.772	537.064	9.43739	179.868	339.906	9.43737	114.282	204.13	9.43733	40.8391	63.2694
335.514	9.43739	964.404	1585.95	9.43736	625.884	1048.79	9.43734	322.773	537.878	9.43732	183.869	340.367	9.4373	116.282	204.425	9.43727	41.841	63.3669
335.517	9.43732	975.394	1588.4	9.43729	631.876	1050.36	9.43727	326.773	538.702	9.43725	188.869	340.84	9.43723	118.282	204.724	9.4372	40.8429	63.4619
335.519	9.43725	986.383	1590.86	9.43722	639.868	1051.95	9.4372	331.774	539.539	9.43718	194.87	341.328	9.43716	120.282	205.028	9.43712	41.8448	63.5595
335.522	9.43718	996.373	1593.36	9.43715	648.86	1053.56	9.43713	335.774	540.385	9.43711	198.87	341.827	9.43709	121.282	205.334	9.43706	40.8467	63.6545
335.524	9.43711	1006.36	1595.88	9.43708	658.851	1055.2	9.43706	341.775	541.246	9.43704	201.871	342.332	9.43702	123.283	205.646	9.43699	40.8486	63.7496
335.527	9.43704	1016.35	1598.42	9.43701	668.843	1056.87	9.43699	348.775	542.125	9.43697	204.871	342.845	9.43695	126.283	205.965	9.43692	39.8504	63.8421
335.529	9.43697	1027.34	1600.99	9.43694	679.835	1058.56	9.43692	353.776	543.016	9.4369	208.872	343.368	9.43688	129.283	206.292	9.43685	39.8523	63.9347
335.532	9.4369	1038.33	1603.59	9.43687	689.827	1060.27	9.43685	358.777	543.92	9.43683	213.872	343.903	9.43681	131.283	206.623	9.43678	38.8542	64.0248
335.534	9.43683	1049.32	1606.22	9.4368	699.819	1062.02	9.43678	361.777	544.831	9.43676	217.873	344.449	9.43674	133.283	206.96	9.43671	37.8561	64.1124
335.537	9.43676	1061.31	1608.87	9.43673	707.811	1063.78	9.43671	362.778	545.744	9.43669	221.873	345.004	9.43667	134.283	207.299	9.43664	36.858	64.1976
335.539	9.43669	1074.3	1611.56	9.43666	713.803	1065.55	9.43664	365.778	546.665	9.43662	225.874	345.569	9.4366	135.283	207.64	9.43657	36.8598	64.2827
335.542	9.43662	1087.29	1614.28	9.43659	719.795	1067.34	9.43657	368.779	547.594	9.43655	226.874	346.137	9.43653	135.284	207.981	9.4365	35.8617	64.3653
335.544	9.43655	1100.28	1617.03	9.43652	726.787	1069.15	9.4365	371.78	548.53	9.43648	228.875	346.71	9.43646	135.284	208.323	9.43643	34.8636	64.4455
335.547	9.43648	1112.27	1619.81	9.43645	732.779	1070.97	9.43643	374.78	549.473	9.43641	232.875	347.292	9.43639	136.284	208.667	9.43636	33.8655	64.5232
335.549	9.43641	1124.26	1622.62	9.43638	738.771	1072.81	9.43636	377.781	550.424	9.43634	235.876	347.882	9.43632	140.284	209.021	9.43629	33.8674	64.6009
335.552	9.43634	1135.25	1625.46	9.43631	744.763	1074.66	9.43629	381.781	551.385	9.43627	239.876	348.483	9.43625	143.284	209.382	9.43622	35.8692	64.6836
335.554	9.43627	1146.24	1628.33	9.43624	749.755	1076.53	9.43622	385.782	552.355	9.4362	242.877	349.09	9.43618	145.284	209.748	9.43615	36.8711	64.7687
335.557	9.4362	1157.23	1631.22	9.43617	754.747	1078.41	9.43615	388.783	553.334	9.43613	247.877	349.71	9.43611	147.284	210.119	9.43608	38.873	64.8589
335.559	9.43613	1166.22	1634.14	9.4361	758.739	1080.29	9.43608	393.783	554.324	9.43606	251.878	350.34	9.43604	149.284	210.496	9.43601	39.8749	64.9515
335.562	9.43606	1176.21	1637.08	9.43603	762.731	1082.19	9.43601	396.784	555.322	9.43599	255.878	350.98	9.43597	151.285	210.877	9.43594	39.8768	65.0442
335.564	9.43599	1184.2	1640.04	9.43596	767.723	1084.1	9.43594	399.784	556.328	9.43592	257.879	351.624	9.4359	153.285	211.263	9.43587	41.8786	65.1418
335.567	9.43592	1193.19	1643.03	9.43589	772.715	1086.02	9.43587	403.785	557.343	9.43585	260.879	352.277	9.43583	156.285	211.657	9.4358	42.8805	65.2419
335.569	9.43585	1201.17	1646.03	9.43582	777.707	1087.96	9.4358	408.785	558.371	9.43578	264.88	352.939	9.43576	159.285	212.058	9.43573	43.8824	65.3445
335.572	9.43578	1208.16	1649.05	9.43575	783.699	1089.91	9.43573	412.786	559.409	9.43571	267.88	353.609	9.43569	161.285	212.464	9.43566	46.8843	65.4545
335.574	9.43571	1216.15	1652.09	9.43568	787.691	1091.86	9.43566	414.787	560.452	9.43564	269.88	354.283	9.43562	162.285	212.873	9.43559	48.8862	65.5696
335.576	9.43564	1224.14	1655.15	9.43561	793.683	1093.84	9.43559	415.787	561.497	9.43557	268.881	354.955	9.43555	163.285	213.284	9.43552	49.888	65.6871
335.579	9.43557	1229.13	1658.22	9.43554	799.675	1095.83	9.43552	417.788	562.547	9.4355	269.881	355.63	9.43548	164.286	213.697	9.43545	50.8899	65.8071
335.581	9.4355	1234.12	1661.31	9.43547	805.667	1097.83	9.43545	421.788	563.608	9.43543	271.882	356.31	9.43541	166.286	214.116	9.43538	51.8918	65.9297
335.584	9.43543	1239.11	1664.4	9.4354	810.659	1099.85	9.43538	424.789	564.675	9.43536	274.882	356.997	9.43534	168.286	214.539	9.43531	51.8937	66.0522
335.586	9.43536	1242.1	1667.51	9.43533	816.651	1101.88	9.43531	427.79	565.751	9.43529	277.883	357.691	9.43527	169.286	214.965	9.43524	50.8956	66.1722
335.589	9.43529	1247.09	1670.63	9.43526	822.643	1103.93	9.43524	430.79	566.833	9.43522	280.883	358.393	9.4352	170.286	215.394	9.43517	51.8974	66.2947
335.591	9.43522	1252.08	1673.76	9.43519	828.635	1105.99	9.43517	434.791	567.926	9.43515	282.884	359.1	9.43513	170.286	215.822	9.4351	51.8993	66.4173
335.594	9.43515	1256.07	1676.9	9.43512	831.627	1108.06	9.4351	437.791	569.026	9.43508	281.884	359.805	9.43506	171.286	216.253	9.43503	52.9012	66.5423
335.596	9.43508	1260.06	1680.05	9.43505	834.619	1110.13	9.43503	441.792	570.136	9.43501	281.885	360.509	9.43499	173.287	216.689	9.43496	52.9031	66.6673
335.599	9.43501	1263.05	1683.2	9.43498	837.611	1112.21	9.43496	445.792	571.256	9.43494	280.885	361.211	9.43492	174.287	217.127	9.43489	52.905	66.7923
335.601	9.43494	1268.04	1686.37	9.43491	838.603	1114.3	9.43489	447.793	572.381	9.43487	280.886	361.913	9.43485	174.287	217.566	9.43482	52.9068	66.9174
335.604	9.43487	1273.03	1689.55	9.43484	843.595	1116.4	9.43482	448.794	573.508	9.4348	279.886	362.613	9.43478	175.287	218.007	9.43475	52.9087	67.0424
335.606	9.4348	1281.02	1692.76	9.43477	846.587	1118.5	9.43475	447.794	574.633	9.43473	279.887	363.312	9.43471	175.287	218.448	9.43468	52.9106	67.1675
335.609	9.43473	1288.01	1695.97	9.4347	850.579	1120.62	9.43468	446.795	575.755	9.43466	278.887	364.009	9.43464	175.287	218.889	9.43461	51.9125	67.29
335.611	9.43466	1293	1699.21	9.43463	852.571	1122.74	9.43461	446.795	576.878	9.43459	275.888	364.699	9.43457	177.287	219.334	9.43454	51.9144	67.4126
335.614	9.43459	1296.99	1702.45	9.43456	855.563	1124.87	9.43454	448.796	578.005	9.43452	273.888	365.384	9.4345	179.288	219.785	9.43447	51.9162	67.5352
335.616	9.43452	1300.98	1705.7	9.43449	858.554	1127	9.43447	453.797	579.145	9.43445	272.889	366.066	9.43443	182.288	220.244	9.4344	51.9181	67.6577
335.619	9.43445	1303.97	1708.96	9.43442	858.546	1129.14	9.4344	458.797	580.297	9.43438	274.889	366.753	9.43436	182.288	220.702	9.43433	51.92	67.7803
335.621	9.43438	1305.96	1712.22	9.43435	856.538	1131.27	9.43433	463.798	581.462	9.43431	276.89	367.445	9.43429	182.288	221.16	9.43426	51.9219	67.9029
335.624	9.43431	1307.95	1715.49	9.43428	855.53	1133.4	9.43426	466.798	582.634	9.43424	277.89	368.139	9.43422	182.288	221.618	9.43419	51.9238	68.0255
335.626	9.43424	1308.94	1718.76	9.43421	853.522	1135.52	9.43419	467.799	583.809	9.43417	278.891	368.837	9.43415	183.288	222.079	9.43412	53.9256	68.1531
335.629	9.43417	1311.92	1722.04	9.43414	852.514	1137.64	9.43412	468.8	584.986	9.4341	279.891	369.536	9.43408	184.288	222.543	9.43405	55.9275	68.2856
335.631	9.4341	1314.91	1725.32	9.43407	852.506	1139.76	9.43405	469.8	586.166	9.43404	280.892	370.238	9.43401	187.289	223.013	9.43398	55.9294	68.4182
335.634	9.43403	1316.9	1728.62	9.434	854.498	1141.89	9.43398	468.801	587.343	9.43397	281.892	370.943	9.43394	187.289	223.484	9.43391	54.9313	68.5482
335.636	9.43396	1319.89	1731.91	9.43393	855.49	1144.02	9.43391	467.801	588.517	9.4339	281.893	371.647	9.43387	187.289	223.955	9.43384	55.9332	68.6808
335.639	9.43389	1322.88	1735.22	9.43386	856.482	1146.15	9.43384	466.802	589.69	9.43383	281.893	372.352	9.4338	187.289	224.426	9.43377	57.935	68.8183
335.641	9.43382	1326.87	1738.54	9.43379	857.474	1148.28	9.43377	465.802	590.859	9.43376	283.894	373.061	9.43373	187.289	224.896	9.4337	58.9369	68.9584
335.644	9.43375	1329.86	1741.86	9.43372	857.466	1150.41	9.4337	462.803	592.022	9.43369	284.894	373.773	9.43366	188.289	225.369	9.43363	59.9388	69.1009
335.646	9.43368	1329.85	1745.18	9.43365	856.458	1152.54	9.43363	459.804	593.176	9.43362	284.895	374.485	9.43359	186.289	225.838	9.43356	58.9407	69.2409
335.649	9.43361	1329.84	1748.5	9.43358	854.45	1154.67	9.43356	457.804	594.326	9.43355	284.895	375.197	9.43352	183.29	226.299	9.43349	58.9426	69.381
335.651	9.43354	1328.83	1751.82	9.43351	854.442	1156.79	9.43349	455.805	595.471	9.43348	284.896	375.909	9.43345	181.29	226.754	9.43342	57.9444	69.5185
335.654	9.43347	1327.82	1755.14	9.43344	854.434	1158.92	9.43342	453.805	596.611	9.43341	284.896	376.621	9.43338	178.29	227.203	9.43335	53.9463	69.6462
335.656	9.4334	1325.81	1758.46	9.43337	856.426	1161.05	9.43335	452.806	597.748	9.43334	282.897	377.328	9.43331	175.29	227.644	9.43328	50.9482	69.7663
335.659	9.43333	1324.8	1761.77	9.4333	856.418	1163.18	9.43328	452.807	598.885	9.43327	280.897	378.03	9.43324	173.29	228.08	9.43321	48.9501	69.8815
335.661	9.43326	1325.79	1765.08	9.43323	855.41	1165.31	9.43321	452.807	600.023	9.4332	277.898	378.724	9.43317	172.29	228.513	9.43314	46.952	69.9917
335.664	9.43319	1324.78	1768.39	9.43316	854.402	1167.43	9.43314	452.808	601.16	9.43313	273.898	379.409	9.4331	173.29	228.949	9.43307	43.9539	70.0945
335.666	9.43312	1322.77	1771.7	9.43309	854.394	1169.56	9.43307	451.808	602.295	9.43306	269.899	380.084	9.43303	175.291	229.39	9.433	41.9557	70.1923
335.668	9.43305	1319.76	1774.99	9.43302	855.386	1171.68	9.433	450.809	603.428	9.43299	267.899	380.754	9.43296	176.291	229.833	9.43293	38.9576	70.2827
335.671	9.43298	1316.75	1778.28	9.43295	854.378	1173.81	9.43293	450.809	604.56	9.43292	266.9	381.421	9.43289	175.291	230.274	9.43286	36.9595	70.3681
335.673	9.43291	1311.74	1781.56	9.43288	853.37	1175.93	9.43286	448.81	605.687	9.43285	266.9	382.088	9.43282	175.291	230.715	9.43279	36.9614	70.4535
335.676	9.43284	1305.73	1784.82	9.43281	852.362	1178.05	9.43279	447.811	606.812	9.43278	266.901	382.755	9.43275	174.291	231.153	9.43272	35.9633	70.5364
335.678	9.43277	1299.72	1788.07	9.43274	850.354	1180.17	9.43272	445.811	607.932	9.43271	267.901	383.425	9.43268	174.291	231.592	9.43265	35.9651	70.6193
335.681	9.4327	1293.71	1791.31	9.43267	844.346	1182.27	9.43265	443.812	609.047	9.43264	265.901	384.09	9.43261	175.291	232.033	9.43258	35.967	70.7022
335.683	9.43263	1287.7	1794.52	9.4326	835.338	1184.34	9.43258	440.812	610.155	9.43257	264.902	384.752	9.43254	176.292	232.476	9.43251	36.9689	70.7876
335.686	9.43256	1279.69	1797.72	9.43253	826.33	1186.4	9.43251	436.813	611.253	9.4325	262.902	385.409	9.43247	175.292	232.917	9.43244	37.9708	70.8755
335.688	9.43249	1269.67	1800.9	9.43246	818.322	1188.44	9.43244	433.814	612.343	9.43243	261.903	386.064	9.4324	173.292	233.353	9.43237	37.9727	70.9634
335.691	9.43242	1260.66	1804.05	9.43239	812.314	1190.46	9.43237	430.814	613.425	9.43236	260.903	386.716	9.43234	173.292	233.789	9.4323	36.9745	71.0489
335.693	9.43235	1252.65	1807.18	9.43232	806.306	1192.46	9.4323	425.815	614.496	9.43229	259.904	387.366	9.43227	173.292	234.225	9.43223	36.9764	71.1343
335.696	9.43228	1245.64	1810.29	9.43225	802.298	1194.46	9.43223	420.815	615.553	9.43222	258.904	388.014	9.4322	173.292	234.661	9.43216	37.9783	71.2222
335.698	9.43221	1239.63	1813.39	9.43218	798.29	1196.44	9.43216	416.816	616.601	9.43215	257.905	388.659	9.43213	171.292	235.092	9.43209	39.9802	71.3151
335.701	9.43214	1233.62	1816.47	9.43211	794.281	1198.42	9.43209	413.817	617.642	9.43208	257.905	389.303	9.43206	169.292	235.518	9.43202	41.9821	71.413
335.703	9.43207	1225.61	1819.54	9.43204	790.274	1200.38	9.43202	409.817	618.672	9.43201	257.906	389.948	9.43199	168.293	235.941	9.43195	45.9839	71.5208
335.706	9.432	1217.6	1822.58	9.43197	785.265	1202.34	9.43195	405.818	619.693	9.43194	257.906	390.593	9.43192	166.293	236.36	9.43188	47.9858	71.6336
335.708	9.43193	1207.59	1825.6	9.4319	779.257	1204.28	9.43188	400.818	620.701	9.43187	257.907	391.238	9.43185	164.293	236.773	9.43181	49.9877	71.7514
335.711	9.43186	1197.58	1828.6	9.43183	772.249	1206.2	9.43181	396.819	621.699	9.4318	256.907	391.88	9.43178	161.293	237.179	9.43174	50.9896	71.8716
335.713	9.43179	1186.57	1831.56	9.43176	765.241	1208.1	9.43174	392.819	622.687	9.43173	255.908	392.52	9.43171	158.293	237.578	9.43167	51.9915	71.9944
335.716	9.43172	1174.56	1834.5	9.43169	759.233	1209.99	9.43167	389.82	623.668	9.43166	254.908	393.158	9.43164	155.293	237.969	9.4316	51.9933	72.1171
335.718	9.43165	1163.55	1837.41	9.43162	753.225	1211.86	9.4316	387.821	624.644	9.43159	254.909	393.795	9.43157	152.293	238.353	9.43153	51.9952	72.2399
335.721	9.43158	1151.54	1840.29	9.43155	746.217	1213.72	9.43153	384.821	625.612	9.43152	253.909	394.43	9.4315	149.294	238.729	9.43146	53.9971	72.3677
335.723	9.43151	1139.53	1843.14	9.43149	738.209	1215.55	9.43147	381.822	626.573	9.43145	251.91	395.06	9.43143	146.294	239.098	9.43139	54.999	72.4979
335.726	9.43144	1130.52	1845.97	9.43142	730.201	1217.37	9.4314	378.822	627.526	9.43138	249.91	395.685	9.43136	145.294	239.464	9.43132	55.0009	72.6282
335.728	9.43137	1120.51	1848.77	9.43135	722.193	1219.17	9.43133	376.823	628.475	9.43131	248.911	396.308	9.43129	144.294	239.828	9.43125	55.0027	72.7584
335.731	9.4313	1111.5	1851.55	9.43128	716.185	1220.95	9.43126	374.824	629.418	9.43124	246.911	396.925	9.43122	144.294	240.192	9.43118	55.0046	72.8887
335.733	9.43123	1104.49	1854.31	9.43121	708.177	1222.71	9.43119	371.824	630.354	9.43117	245.912	397.54	9.43115	144.294	240.556	9.43111	56.0065	73.0214
335.736	9.43116	1096.48	1857.05	9.43114	702.169	1224.46	9.43112	367.825	631.28	9.4311	243.912	398.15	9.43108	145.294	240.922	9.43104	56.0084	73.1541
335.738	9.43109	1086.47	1859.77	9.43107	696.161	1226.19	9.43105	364.825	632.199	9.43103	243.913	398.76	9.43101	145.295	241.289	9.43097	57.0103	73.2894
335.741	9.43103	1075.46	1862.46	9.431	690.153	1227.91	9.43098	360.826	633.108	9.43096	241.913	399.365	9.43094	143.295	241.65	9.43091	57.0121	73.4246
335.743	9.43096	1064.45	1865.13	9.43093	684.145	1229.61	9.43091	359.826	634.014	9.43089	241.914	399.97	9.43087	140.295	242.004	9.43084	56.014	73.5574
335.746	9.43089	1051.43	1867.76	9.43086	679.137	1231.3	9.43084	358.827	634.918	9.43082	240.914	400.573	9.4308	136.295	242.348	9.43077	52.0159	73.6802
335.748	9.43082	1037.42	1870.35	9.43079	676.129	1232.98	9.43077	358.828	635.821	9.43075	238.915	401.171	9.43073	132.295	242.682	9.4307	46.0178	73.7881
335.751	9.43075	1021.41	1872.91	9.43072	671.121	1234.65	9.4307	356.828	636.72	9.43068	236.915	401.763	9.43066	129.295	243.008	9.43063	39.0197	73.8786
335.753	9.43068	1003.4	1875.42	9.43065	666.113	1236.3	9.43063	352.829	637.609	9.43061	232.916	402.346	9.43059	127.295	243.33	9.43056	33.0215	73.9542
335.756	9.43061	984.393	1877.88	9.43058	660.105	1237.95	9.43056	346.829	638.483	9.43054	227.916	402.917	9.43052	126.296	243.649	9.43049	28.0234	74.0174
335.758	9.43054	964.383	1880.3	9.43051	651.097	1239.57	9.43049	338.83	639.337	9.43047	222.917	403.474	9.43045	125.296	243.966	9.43042	25.0253	74.0731
335.76	9.43047	945.372	1882.67	9.43044	642.089	1241.16	9.43042	330.831	640.171	9.4304	217.917	404.02	9.43038	124.296	244.28	9.43035	23.0272	74.1239
335.763	9.4304	927.362	1884.99	9.43037	632.081	1242.74	9.43035	322.831	640.985	9.43033	213.918	404.555	9.43031	123.296	244.591	9.43028	22.0291	74.1721
335.765	9.43033	911.352	1887.27	9.4303	622.073	1244.28	9.43028	316.832	641.784	9.43026	209.918	405.081	9.43024	121.296	244.898	9.43021	22.0309	74.2204
335.768	9.43026	898.341	1889.52	9.43023	611.065	1245.8	9.43021	313.832	642.576	9.43019	203.919	405.592	9.43017	121.296	245.205	9.43014	22.0328	74.2686
335.77	9.43019	886.331	1891.74	9.43016	598.057	1247.29	9.43014	308.833	643.356	9.43012	198.919	406.09	9.4301	121.296	245.511	9.43007	22.0347	74.3169
335.773	9.43012	872.32	1893.93	9.43009	586.049	1248.75	9.43007	305.833	644.128	9.43005	193.92	406.576	9.43003	121.297	245.818	9.43	21.0366	74.3627
335.775	9.43005	858.31	1896.08	9.43002	574.041	1250.18	9.43	302.834	644.892	9.42998	190.92	407.054	9.42996	120.297	246.122	9.42993	20.0385	74.406
335.778	9.42998	844.299	1898.19	9.42995	565.033	1251.58	9.42993	299.835	645.649	9.42991	187.921	407.525	9.42989	118.297	246.421	9.42986	18.0403	74.4444
335.78	9.42991	831.289	1900.28	9.42988	556.025	1252.97	9.42986	295.835	646.396	9.42984	182.921	407.983	9.42982	115.297	246.713	9.42979	17.0422	74.4802
335.783	9.42984	817.279	1902.32	9.42981	547.017	1254.33	9.42979	290.836	647.131	9.42977	177.922	408.429	9.42975	111.297	246.995	9.42972	16.0441	74.5136
335.785	9.42977	804.268	1904.34	9.42974	538.009	1255.67	9.42972	284.836	647.85	9.4297	173.922	408.865	9.42968	107.297	247.267	9.42965	14.046	74.542
