b	f3	3	3a	f7	7	7a	f12	12	12a	f17	17	17a	f23	23	23a	f30	30	30a
332.476	9.52363	37.1389	20.5124	9.5236	52.6939	21.6971	9.52358	-3.94366	2.35199	9.52356	-0.72805	0.45688	9.52354	12.1104	-1.34837	9.52351	-2.45675	-4.76388
332.479	9.52356	34.1285	20.6139	9.52353	51.6859	21.8265	9.52351	-3.94308	2.35372	9.52349	1.27243	0.46367	9.52347	12.1105	-1.31318	9.52344	-4.45487	-4.78147
332.481	9.52349	30.118	20.7053	9.52346	50.6779	21.9533	9.52344	-3.94249	2.35546	9.52342	2.27292	0.47295	9.5234	10.1107	-1.28297	9.52336	-3.45299	-4.79656
332.483	9.52341	27.1076	20.7893	9.52339	49.6698	22.0776	9.52337	-2.9419	2.35968	9.52335	3.27341	0.48472	9.52333	6.11079	-1.2627	9.52329	-2.45111	-4.80916
332.486	9.52334	24.0972	20.8658	9.52331	48.6618	22.1994	9.52329	-0.94132	2.36887	9.52328	4.2739	0.49897	9.52326	3.11094	-1.2499	9.52322	-1.44923	-4.81928
332.488	9.52327	24.0868	20.9423	9.52324	47.6538	22.3187	9.52322	2.05927	2.38553	9.52321	4.27439	0.51323	9.52318	1.11108	-1.24206	9.52315	-0.44735	-4.8269
332.491	9.5232	27.0764	21.0262	9.52317	45.6458	22.433	9.52315	5.05985	2.40965	9.52314	3.27488	0.525	9.52311	1.11122	-1.23423	9.52308	0.55453	-4.83203
332.493	9.52313	29.0659	21.115	9.5231	43.6377	22.5423	9.52308	8.06044	2.44122	9.52307	3.27536	0.53677	9.52304	2.11136	-1.2239	9.52301	1.55641	-4.83467
332.496	9.52306	30.0555	21.2063	9.52303	40.6297	22.6442	9.52301	11.061	2.48026	9.52299	3.27585	0.54854	9.52297	2.1115	-1.21358	9.52294	2.55829	-4.83481
332.498	9.52299	31.0451	21.3001	9.52296	39.6217	22.7435	9.52294	14.0616	2.52676	9.52292	3.27634	0.56032	9.5229	2.11164	-1.20326	9.52287	3.56017	-4.83247
332.501	9.52292	32.0347	21.3963	9.52289	37.6136	22.8378	9.52287	17.0622	2.58072	9.52285	2.27683	0.56961	9.52283	2.11178	-1.19293	9.52279	2.56205	-4.83261
332.503	9.52285	31.0242	21.4901	9.52282	35.6056	22.9272	9.5228	19.0628	2.63965	9.52278	0.27732	0.57393	9.52276	4.11192	-1.17764	9.52272	1.56393	-4.83523
332.506	9.52277	30.0138	21.5813	9.52274	36.5976	23.019	9.52272	21.0634	2.70356	9.52271	-1.72219	0.57327	9.52269	5.11206	-1.15985	9.52265	0.56581	-4.84033
332.508	9.5227	30.0034	21.6725	9.52267	39.5896	23.1182	9.52265	20.064	2.76498	9.52264	-3.7217	0.56765	9.52261	5.1122	-1.14207	9.52258	-0.43231	-4.84792
332.511	9.52263	29.993	21.7636	9.5226	43.5815	23.2274	9.52258	19.0645	2.82392	9.52257	-5.72122	0.55705	9.52254	5.11234	-1.12429	9.52251	-0.43043	-4.8555
332.513	9.52256	30.9826	21.8572	9.52253	46.5735	23.344	9.52251	18.0651	2.88037	9.5225	-9.72073	0.53651	9.52247	5.11248	-1.1065	9.52244	-1.42855	-4.86556
332.516	9.52249	31.9721	21.9533	9.52246	49.5655	23.4681	9.52244	19.0657	2.93931	9.52242	-13.7202	0.50602	9.5224	4.11262	-1.0912	9.52237	-1.42667	-4.87561
332.518	9.52242	35.9617	22.0593	9.52239	52.5575	23.5996	9.52237	19.0663	2.99825	9.52235	-17.7198	0.46559	9.52233	3.11276	-1.07839	9.5223	-1.42479	-4.88566
332.521	9.52235	39.9513	22.1752	9.52232	54.5494	23.736	9.5223	20.0669	3.05968	9.52228	-19.7193	0.42019	9.52226	2.1129	-1.06807	9.52223	-1.4229	-4.89571
332.523	9.52228	42.9409	22.2985	9.52225	56.5414	23.8774	9.52223	21.0675	3.1236	9.52221	-19.7188	0.37479	9.52219	1.11304	-1.06023	9.52215	-1.42102	-4.90575
332.526	9.5222	44.9305	22.4269	9.52217	58.5334	24.0238	9.52215	20.0681	3.18503	9.52214	-20.7183	0.32691	9.52212	1.11318	-1.05238	9.52208	-1.41914	-4.91579
332.528	9.52213	46.92	22.5601	9.5221	58.5253	24.1701	9.52208	19.0687	3.24398	9.52207	-19.7178	0.28151	9.52204	2.11332	-1.04206	9.52201	-0.41726	-4.92334
332.531	9.52206	48.9096	22.6983	9.52203	58.5173	24.3164	9.52201	17.0692	3.29795	9.522	-19.7173	0.23612	9.52197	1.11346	-1.03422	9.52194	-1.41538	-4.93336
332.533	9.52199	50.8992	22.8414	9.52196	59.5093	24.4652	9.52194	14.0698	3.34447	9.52193	-19.7168	0.19072	9.5219	-0.8864	-1.03135	9.52187	-1.4135	-4.94339
332.536	9.52192	51.8888	22.987	9.52189	59.5012	24.6139	9.52187	12.0704	3.38602	9.52185	-18.7163	0.14781	9.52183	-3.88626	-1.03594	9.5218	-0.41162	-4.95092
332.538	9.52185	53.8783	23.1376	9.52182	60.4932	24.7652	9.5218	11.071	3.42508	9.52178	-17.7158	0.10739	9.52176	-6.88612	-1.04799	9.52173	0.59026	-4.95596
332.541	9.52178	54.8679	23.2906	9.52175	60.4852	24.9164	9.52173	12.0716	3.46663	9.52171	-14.7154	0.07443	9.52169	-9.88598	-1.06749	9.52166	1.59214	-4.95851
332.543	9.52171	54.8575	23.4435	9.52168	60.4772	25.0676	9.52166	13.0722	3.51067	9.52164	-10.7149	0.05142	9.52162	-13.8858	-1.09694	9.52158	1.59402	-4.96106
332.546	9.52163	54.8471	23.5965	9.52161	58.4691	25.2138	9.52159	14.0727	3.55719	9.52157	-6.71438	0.03836	9.52155	-14.8857	-1.12888	9.52151	2.5959	-4.96111
332.548	9.52156	54.8367	23.7494	9.52153	57.4611	25.3574	9.52151	14.0733	3.60372	9.5215	-2.71389	0.03524	9.52148	-15.8856	-1.16331	9.52144	1.59778	-4.96365
332.551	9.52149	54.8262	23.9023	9.52146	55.4531	25.4961	9.52144	16.0739	3.65522	9.52143	1.2866	0.04206	9.5214	-14.8854	-1.19524	9.52137	1.59966	-4.96618
332.553	9.52142	52.8158	24.0502	9.52139	55.4451	25.6348	9.52137	17.0745	3.70921	9.52136	3.28709	0.05386	9.52133	-14.8853	-1.22718	9.5213	1.60154	-4.96871
332.556	9.52135	53.8054	24.2006	9.52132	54.437	25.771	9.5213	17.0751	3.7632	9.52129	7.28757	0.07561	9.52126	-12.8851	-1.25415	9.52123	1.60342	-4.97123
332.558	9.52128	53.795	24.3509	9.52125	54.429	25.9071	9.52123	16.0757	3.81471	9.52121	10.2881	0.10482	9.52119	-9.88499	-1.27365	9.52116	1.6053	-4.97375
332.561	9.52121	53.7846	24.5012	9.52118	53.421	26.0408	9.52116	14.0763	3.86124	9.52114	13.2886	0.14149	9.52112	-7.88485	-1.28818	9.52109	1.60718	-4.97626
332.563	9.52114	50.7741	24.644	9.52111	51.4129	26.1694	9.52109	12.0769	3.9028	9.52107	13.289	0.17816	9.52105	-4.88471	-1.29525	9.52101	1.60906	-4.97877
332.566	9.52107	48.7637	24.7819	9.52104	49.4049	26.2931	9.52102	10.0774	3.9394	9.521	12.2895	0.21234	9.52098	-2.88457	-1.29735	9.52094	1.61094	-4.98127
332.568	9.52099	47.7533	24.9172	9.52096	48.3969	26.4142	9.52094	8.07802	3.97102	9.52093	11.29	0.24404	9.52091	-0.88443	-1.29448	9.52087	2.61282	-4.98128
332.57	9.52092	48.7429	25.055	9.52089	47.3889	26.5329	9.52087	8.07861	4.00264	9.52086	11.2905	0.27574	9.52083	2.11571	-1.28415	9.5208	2.6147	-4.98129
332.573	9.52085	49.7325	25.1952	9.52082	47.3808	26.6515	9.5208	8.07919	4.03426	9.52079	11.291	0.30744	9.52076	4.11585	-1.26884	9.52073	3.61658	-4.97881
332.575	9.52078	48.722	25.3329	9.52075	47.3728	26.7701	9.52073	10.0798	4.07086	9.52072	10.2915	0.33666	9.52069	7.11599	-1.24607	9.52066	3.61846	-4.97632
332.578	9.52071	46.7116	25.4656	9.52068	47.3648	26.8887	9.52066	11.0804	4.10995	9.52064	9.29197	0.36339	9.52062	11.1161	-1.21336	9.52059	3.62034	-4.97383
332.58	9.52064	46.7012	25.5983	9.52061	47.3567	27.0072	9.52059	12.081	4.15152	9.52057	8.29246	0.38764	9.52055	13.1163	-1.17568	9.52052	4.62222	-4.96884
332.583	9.52057	46.6908	25.731	9.52054	47.3487	27.1258	9.52052	11.0815	4.19061	9.5205	7.29295	0.4094	9.52048	14.1164	-1.13551	9.52045	6.6241	-4.95888
332.585	9.5205	46.6803	25.8637	9.52047	49.3407	27.2493	9.52045	11.0821	4.2297	9.52043	7.29344	0.43116	9.52041	13.1166	-1.09782	9.52037	7.62598	-4.94643
332.588	9.52042	44.6699	25.9913	9.5204	49.3327	27.3727	9.52037	9.08271	4.26382	9.52036	6.29392	0.45044	9.52034	10.1167	-1.0676	9.5203	8.62786	-4.93149
332.59	9.52035	44.6595	26.1189	9.52032	49.3246	27.4962	9.5203	6.0833	4.29048	9.52029	4.29441	0.46474	9.52027	6.11683	-1.04731	9.52023	7.62974	-4.91903
332.593	9.52028	46.6491	26.2515	9.52025	49.3166	27.6196	9.52023	4.08388	4.31217	9.52022	2.2949	0.47408	9.52019	3.11697	-1.03449	9.52016	8.63163	-4.90407
332.595	9.52021	48.6387	26.389	9.52018	48.3086	27.7405	9.52016	5.08447	4.33635	9.52015	1.29539	0.48092	9.52012	1.11711	-1.02664	9.52009	8.6335	-4.88912
332.598	9.52014	49.6282	26.529	9.52011	47.3006	27.859	9.52009	5.08506	4.36053	9.52008	1.29588	0.48777	9.52005	0.11725	-1.02128	9.52002	8.63539	-4.87416
332.6	9.52007	50.6178	26.6714	9.52004	46.2925	27.9749	9.52002	6.08564	4.38719	9.52	1.29637	0.49463	9.51998	0.11739	-1.01591	9.51995	9.63727	-4.8567
332.603	9.52	51.6074	26.8163	9.51997	46.2845	28.0908	9.51995	6.08623	4.41386	9.51993	1.29685	0.50148	9.51991	-0.88247	-1.01303	9.51988	10.6392	-4.83676
332.605	9.51993	52.597	26.9637	9.5199	48.2765	28.2116	9.51988	5.08681	4.43804	9.51986	1.29734	0.50833	9.51984	-1.88232	-1.01264	9.5198	12.641	-4.81184
332.608	9.51986	53.5866	27.1135	9.51983	49.2684	28.335	9.51981	2.0874	4.45477	9.51979	1.29783	0.51519	9.51977	-2.88218	-1.01473	9.51973	14.6429	-4.78194
332.61	9.51978	56.5761	27.2707	9.51975	51.2604	28.4632	9.51973	0.08799	4.46652	9.51972	2.29832	0.52453	9.5197	-4.88204	-1.0218	9.51966	15.6448	-4.74955
332.613	9.51971	58.5657	27.4329	9.51968	54.2524	28.5989	9.51966	0.08857	4.47828	9.51965	2.29881	0.53387	9.51963	-6.8819	-1.03384	9.51959	15.6467	-4.71716
332.615	9.51964	59.5553	27.5976	9.51961	57.2443	28.7421	9.51959	0.08916	4.49004	9.51958	2.2993	0.54322	9.51955	-7.88176	-1.04836	9.51952	14.6486	-4.68724
332.618	9.51957	60.5449	27.7647	9.51954	59.2363	28.8902	9.51952	3.08974	4.50926	9.51951	4.29978	0.55754	9.51948	-8.88162	-1.06537	9.51945	13.6504	-4.65981
332.62	9.5195	59.5345	27.9293	9.51947	58.2283	29.0358	9.51945	5.09033	4.53345	9.51943	6.30027	0.57683	9.51941	-8.88148	-1.08238	9.51938	12.6523	-4.63486
332.623	9.51943	57.524	28.0889	9.5194	56.2203	29.1764	9.51938	5.09092	4.55764	9.51936	9.30076	0.60358	9.51934	-8.88134	-1.09939	9.51931	11.6542	-4.6124
332.625	9.51936	55.5136	28.2435	9.51933	55.2122	29.3145	9.51931	6.0915	4.58432	9.51929	11.3013	0.63531	9.51927	-8.8812	-1.1164	9.51924	11.6561	-4.58992
332.628	9.51929	55.5032	28.3981	9.51926	55.2042	29.4525	9.51924	6.09209	4.61101	9.51922	14.3017	0.6745	9.5192	-7.88106	-1.13092	9.51916	10.658	-4.56993
332.63	9.51921	55.4928	28.5527	9.51919	55.1962	29.5906	9.51917	7.09267	4.64018	9.51915	14.3022	0.71369	9.51913	-6.88092	-1.14296	9.51909	7.65983	-4.5574
332.633	9.51914	54.4823	28.7047	9.51911	54.1882	29.7261	9.51909	8.09326	4.67184	9.51908	14.3027	0.75288	9.51906	-5.88078	-1.15251	9.51902	5.66171	-4.54983
332.635	9.51907	52.4719	28.8517	9.51904	53.1801	29.8592	9.51902	6.09385	4.69852	9.51901	14.3032	0.79207	9.51898	-4.88064	-1.15957	9.51895	4.66359	-4.54474
332.638	9.519	50.4615	28.9938	9.51897	51.1721	29.9872	9.51895	8.09443	4.73019	9.51894	15.3037	0.83375	9.51891	-2.8805	-1.16166	9.51888	3.66547	-4.54214
332.64	9.51893	49.4511	29.1333	9.5189	49.1641	30.1103	9.51888	9.09502	4.76433	9.51887	14.3042	0.87294	9.51884	-2.88036	-1.16374	9.51881	4.66735	-4.53704
332.643	9.51886	51.4407	29.2778	9.51883	47.156	30.2283	9.51881	10.0956	4.80097	9.51879	12.3047	0.90716	9.51877	-4.88022	-1.17081	9.51874	5.66923	-4.52946
332.645	9.51879	52.4302	29.4248	9.51876	45.148	30.3414	9.51874	12.0962	4.84258	9.51872	12.3052	0.94138	9.5187	-6.88008	-1.18284	9.51867	5.67111	-4.52186
332.648	9.51872	51.4198	29.5692	9.51869	46.14	30.457	9.51867	12.0968	4.8842	9.51865	12.3057	0.97561	9.51863	-7.87994	-1.19736	9.5186	6.67299	-4.51178
332.65	9.51865	51.4094	29.7136	9.51862	46.132	30.5725	9.5186	13.0974	4.9283	9.51858	13.3061	1.01232	9.51856	-9.8798	-1.21685	9.51852	6.67487	-4.50169
332.653	9.51857	53.399	29.8629	9.51854	46.1239	30.688	9.51852	13.098	4.9724	9.51851	13.3066	1.04903	9.51849	-9.87966	-1.23634	9.51845	4.67675	-4.49657
332.655	9.5185	56.3886	30.0197	9.51847	46.1159	30.8035	9.51845	12.0985	5.01402	9.51844	12.3071	1.08326	9.51842	-11.8795	-1.26081	9.51838	4.67863	-4.49145
332.658	9.51843	56.3781	30.1765	9.5184	45.1079	30.9164	9.51838	11.0991	5.05315	9.51837	12.3076	1.11749	9.51834	-12.8794	-1.28776	9.51831	2.68051	-4.49129
332.66	9.51836	54.3677	30.3282	9.51833	45.0999	31.0294	9.51831	10.0997	5.0898	9.5183	12.3081	1.15172	9.51827	-13.8792	-1.31719	9.51824	0.68239	-4.49611
332.662	9.51829	52.3573	30.475	9.51826	44.0918	31.1398	9.51824	9.10029	5.12396	9.51823	15.3086	1.19341	9.5182	-12.8791	-1.34414	9.51817	-1.31573	-4.50589
332.665	9.51822	51.3469	30.6193	9.51819	45.0838	31.2527	9.51817	9.10088	5.15812	9.51815	16.3091	1.23759	9.51813	-12.879	-1.37109	9.5181	-1.31385	-4.51566
332.667	9.51815	49.3364	30.7585	9.51812	47.0758	31.3706	9.5181	6.10147	5.18483	9.51808	16.3096	1.28177	9.51806	-13.8788	-1.40052	9.51803	-1.31196	-4.52543
332.67	9.51808	47.326	30.8927	9.51805	48.0677	31.4909	9.51803	1.10205	5.1991	9.51801	16.31	1.32595	9.51799	-14.8787	-1.43244	9.51796	-1.31008	-4.5352
332.672	9.51801	47.3156	31.027	9.51798	49.0597	31.6137	9.51796	-3.89736	5.20095	9.51794	15.3105	1.36764	9.51792	-15.8785	-1.46685	9.51788	-1.3082	-4.54496
332.675	9.51793	49.3052	31.1661	9.5179	49.0517	31.7365	9.51788	-6.89678	5.19534	9.51787	15.311	1.40934	9.51785	-13.8784	-1.49628	9.51781	-1.30632	-4.55472
332.677	9.51786	50.2948	31.3078	9.51783	49.0437	31.8592	9.51781	-7.89619	5.18724	9.5178	15.3115	1.45104	9.51778	-13.8783	-1.52572	9.51774	-2.30444	-4.56696
332.68	9.51779	52.2843	31.4544	9.51776	48.0356	31.9795	9.51774	-7.8956	5.17915	9.51773	14.312	1.49025	9.5177	-13.8781	-1.55515	9.51767	-3.30256	-4.58168
332.682	9.51772	52.2739	31.6009	9.51769	47.0276	32.0973	9.51767	-8.89502	5.16857	9.51766	11.3125	1.52201	9.51763	-11.878	-1.57961	9.5176	-4.30068	-4.59888
332.685	9.51765	53.2635	31.7499	9.51762	48.0196	32.2175	9.5176	-7.89443	5.16047	9.51758	9.31297	1.54879	9.51756	-8.87783	-1.59661	9.51753	-5.2988	-4.61856
332.687	9.51758	54.2531	31.9014	9.51755	47.0115	32.3352	9.51753	-6.89385	5.15487	9.51751	6.31346	1.56812	9.51749	-4.87769	-1.60367	9.51746	-5.29692	-4.63824
332.69	9.51751	57.2426	32.0603	9.51748	47.0035	32.4528	9.51746	-5.89326	5.15175	9.51744	5.31395	1.58496	9.51742	-0.87755	-1.60078	9.51739	-5.29504	-4.65792
332.692	9.51744	59.2322	32.2242	9.51741	44.9955	32.5655	9.51739	-5.89267	5.14864	9.51737	4.31444	1.59931	9.51735	2.12259	-1.59043	9.51731	-6.29316	-4.68007
332.695	9.51737	60.2218	32.3905	9.51734	43.9875	32.6757	9.51732	-4.89209	5.14801	9.5173	4.31493	1.61367	9.51728	4.12273	-1.5751	9.51724	-7.29128	-4.70471
332.697	9.51729	61.2114	32.5592	9.51726	42.9794	32.7834	9.51724	-4.8915	5.14738	9.51723	3.31541	1.62554	9.51721	5.12287	-1.55729	9.51717	-9.2894	-4.73431
332.7	9.51722	62.201	32.7305	9.51719	41.9714	32.8886	9.51717	-3.89092	5.14924	9.51716	2.3159	1.63492	9.51713	8.12301	-1.53202	9.5171	-9.28752	-4.76392
332.702	9.51715	62.1906	32.9017	9.51712	40.9634	32.9912	9.5171	-2.89033	5.15359	9.51709	1.31639	1.64183	9.51706	11.1232	-1.49929	9.51703	-10.2856	-4.796
332.705	9.51708	65.1801	33.0803	9.51705	39.9553	33.0914	9.51703	-1.88974	5.16043	9.51702	0.31688	1.64624	9.51699	13.1233	-1.46159	9.51696	-9.28376	-4.82559
332.707	9.51701	67.1697	33.2639	9.51698	39.9473	33.1915	9.51696	-0.88916	5.16976	9.51694	0.31737	1.65066	9.51692	15.1234	-1.41892	9.51689	-8.28188	-4.85269
332.71	9.51694	67.1593	33.4475	9.51691	39.9393	33.2917	9.51689	-0.88857	5.17908	9.51687	0.31786	1.65508	9.51685	16.1236	-1.37375	9.51682	-8.28	-4.87979
332.712	9.51687	66.1489	33.6285	9.51684	41.9313	33.3967	9.51682	1.11202	5.19338	9.5168	1.31834	1.66198	9.51678	17.1237	-1.32611	9.51675	-8.27812	-4.90688
332.715	9.5168	65.1384	33.8071	9.51677	41.9232	33.5018	9.51675	4.1126	5.21515	9.51673	3.31883	1.67386	9.51671	16.1239	-1.28094	9.51667	-8.27624	-4.93396
332.717	9.51672	64.128	33.9831	9.5167	41.9152	33.6068	9.51668	7.11319	5.24437	9.51666	5.31932	1.69072	9.51664	17.124	-1.23329	9.5166	-6.27436	-4.95607
332.72	9.51665	62.1176	34.1541	9.51662	40.9072	33.7094	9.5166	12.1138	5.28602	9.51659	6.31981	1.71006	9.51657	18.1241	-1.18316	9.51653	-5.27248	-4.97569
332.722	9.51658	60.1072	34.3202	9.51655	38.8991	33.8069	9.51653	15.1144	5.33514	9.51652	6.3203	1.7294	9.51649	17.1243	-1.13551	9.51646	-4.2706	-4.99282
332.725	9.51651	57.0968	34.4787	9.51648	36.8911	33.8994	9.51646	17.115	5.38923	9.51645	5.32079	1.74626	9.51642	18.1244	-1.08537	9.51639	-4.26872	-5.00994
332.727	9.51644	56.0863	34.6347	9.51641	34.8831	33.987	9.51639	19.1155	5.44829	9.51638	6.32127	1.7656	9.51635	18.1246	-1.03524	9.51632	-4.26684	-5.02706
332.73	9.51637	56.0759	34.7908	9.51634	33.8751	34.072	9.51632	19.1161	5.50736	9.5163	7.32176	1.78744	9.51628	16.1247	-0.99007	9.51625	-3.26496	-5.04169
332.732	9.5163	60.0655	34.9567	9.51627	31.867	34.1521	9.51625	18.1167	5.56394	9.51623	9.32225	1.81424	9.51621	15.1248	-0.94739	9.51618	-0.26308	-5.04885
332.735	9.51623	62.0551	35.1275	9.5162	28.859	34.2246	9.51618	18.1173	5.62052	9.51616	11.3227	1.84602	9.51614	13.125	-0.90969	9.51611	1.7388	-5.05103
332.737	9.51616	64.0447	35.3034	9.51613	25.851	34.2897	9.51611	18.1179	5.6771	9.51609	13.3232	1.88278	9.51607	9.12512	-0.88193	9.51603	3.74068	-5.04824
332.74	9.51608	67.0342	35.4866	9.51606	24.8429	34.3523	9.51604	17.1185	5.7312	9.51602	14.3237	1.92202	9.516	5.12526	-0.86411	9.51596	6.74257	-5.03799
332.742	9.51601	67.0238	35.6698	9.51598	23.8349	34.4124	9.51596	16.1191	5.78281	9.51595	14.3242	1.96126	9.51593	4.1254	-0.84878	9.51589	9.74445	-5.02027
332.745	9.51594	67.0134	35.8531	9.51591	24.8269	34.4749	9.51589	14.1196	5.82946	9.51588	14.3247	2.00051	9.51585	3.12554	-0.83594	9.51582	10.7463	-5.00006
332.747	9.51587	67.003	36.0362	9.51584	27.8189	34.5449	9.51582	14.1202	5.8761	9.51581	14.3252	2.03975	9.51578	2.12568	-0.82558	9.51575	10.7482	-4.97984
332.75	9.5158	67.9925	36.2219	9.51577	31.8108	34.6248	9.51575	15.1208	5.92523	9.51574	16.3257	2.08397	9.51571	2.12582	-0.81522	9.51568	9.75009	-4.96211
332.752	9.51573	69.9821	36.4124	9.5157	37.8028	34.7196	9.51568	14.1214	5.97188	9.51566	15.3262	2.12571	9.51564	1.12596	-0.80735	9.51561	8.75197	-4.94686
332.754	9.51566	71.9717	36.608	9.51563	42.7948	34.8269	9.51561	13.122	6.01604	9.51559	12.3267	2.15998	9.51557	1.1261	-0.79947	9.51554	7.75385	-4.93409
332.757	9.51559	73.9613	36.8084	9.51556	46.7867	34.944	9.51554	14.1226	6.06269	9.51552	11.3271	2.19177	9.5155	1.12624	-0.7916	9.51547	5.75573	-4.92629
332.759	9.51552	73.9509	37.0089	9.51549	49.7787	35.0686	9.51547	14.1232	6.10934	9.51545	11.3276	2.22357	9.51543	0.12638	-0.78621	9.51539	3.75761	-4.92345
332.762	9.51544	73.9404	37.2093	9.51542	53.7707	35.2031	9.5154	16.1237	6.16096	9.51538	11.3281	2.25536	9.51536	-1.87348	-0.7858	9.51532	2.75949	-4.9231
332.764	9.51537	73.93	37.4097	9.51534	56.7627	35.3451	9.51532	18.1243	6.21756	9.51531	11.3286	2.28715	9.51529	-3.87334	-0.79036	9.51525	1.76137	-4.92523
332.767	9.5153	73.9196	37.6101	9.51527	60.7546	35.4969	9.51525	18.1249	6.27416	9.51524	11.3291	2.31895	9.51521	-6.8732	-0.80237	9.51518	1.76325	-4.92735
332.769	9.51523	75.9092	37.8154	9.5152	61.7466	35.6513	9.51518	18.1255	6.33077	9.51517	10.3296	2.34826	9.51514	-8.87306	-0.81936	9.51511	1.76513	-4.92947
332.772	9.51516	77.8988	38.0257	9.51513	61.7386	35.8056	9.51511	19.1261	6.38986	9.5151	11.3301	2.38006	9.51507	-8.87292	-0.83635	9.51504	3.76701	-4.92662
332.774	9.51509	81.8883	38.2459	9.51506	59.7306	35.9549	9.51504	20.1267	6.45143	9.51502	11.3306	2.41186	9.515	-6.87278	-0.84836	9.51497	3.76889	-4.92376
332.777	9.51502	84.8779	38.4735	9.51499	57.7225	36.0992	9.51497	21.1273	6.5155	9.51495	12.331	2.44615	9.51493	-5.87264	-0.85789	9.5149	2.77077	-4.92337
332.779	9.51495	84.8675	38.7011	9.51492	55.7145	36.2386	9.5149	23.1278	6.58454	9.51488	12.3315	2.48044	9.51486	-5.8725	-0.86742	9.51483	0.77265	-4.92796
332.782	9.51488	81.8571	38.9212	9.51485	52.7065	36.3705	9.51483	23.1284	6.65358	9.51481	14.332	2.5197	9.51479	-5.87236	-0.87695	9.51475	-0.22547	-4.93503
332.784	9.51481	75.8466	39.1263	9.51478	49.6984	36.4948	9.51476	22.129	6.72014	9.51474	16.3325	2.56394	9.51472	-6.87222	-0.88896	9.51468	-2.22359	-4.94707
332.787	9.51473	69.8362	39.3166	9.5147	47.6904	36.6142	9.51468	20.1296	6.78172	9.51467	17.333	2.61066	9.51465	-7.87207	-0.90346	9.51461	-4.22171	-4.96408
332.789	9.51466	65.8258	39.4968	9.51463	46.6824	36.7311	9.51461	17.1302	6.83585	9.5146	18.3335	2.65987	9.51458	-9.87193	-0.92294	9.51454	-5.21983	-4.98356
332.792	9.51459	62.8154	39.6696	9.51456	43.6744	36.8405	9.51454	16.1308	6.88749	9.51453	18.334	2.70908	9.5145	-9.87179	-0.94241	9.51447	-5.21795	-5.00305
332.794	9.51452	61.805	39.8398	9.51449	41.6663	36.9449	9.51447	14.1314	6.93416	9.51446	18.3345	2.7583	9.51443	-8.87165	-0.95939	9.5144	-5.21607	-5.02252
332.797	9.51445	61.7945	40.0101	9.51442	39.6583	37.0444	9.5144	10.1319	6.97089	9.51439	21.3349	2.81497	9.51436	-7.87151	-0.97389	9.51433	-6.21419	-5.04448
332.799	9.51438	62.7841	40.1827	9.51435	37.6503	37.1388	9.51433	6.13253	6.99768	9.51431	23.3354	2.87662	9.51429	-6.87137	-0.9859	9.51426	-6.21231	-5.06644
332.802	9.51431	63.7737	40.3579	9.51428	35.6422	37.2282	9.51426	1.13311	7.01203	9.51424	24.3359	2.94076	9.51422	-5.87123	-0.99543	9.51419	-6.21043	-5.08839
332.804	9.51424	63.7633	40.533	9.51421	35.6342	37.3176	9.51419	-2.8663	7.01644	9.51417	24.3364	3.00489	9.51415	-5.87109	-1.00495	9.51412	-5.20855	-5.10785
332.807	9.51417	62.7529	40.7056	9.51414	38.6262	37.4145	9.51412	-5.86571	7.01339	9.5141	25.3369	3.07152	9.51408	-6.87095	-1.01696	9.51404	-2.20667	-5.11984
332.809	9.51409	60.7424	40.8732	9.51406	41.6182	37.5188	9.51404	-6.86513	7.00786	9.51403	24.3374	3.13566	9.51401	-5.87081	-1.02649	9.51397	-1.20479	-5.12935
332.812	9.51402	57.732	41.0333	9.51399	42.6101	37.6255	9.51397	-8.86454	6.99735	9.51396	23.3379	3.19731	9.51394	-4.87067	-1.03352	9.5139	0.79709	-5.13387
332.814	9.51395	56.7216	41.191	9.51392	41.6021	37.7298	9.5139	-9.86396	6.98436	9.51389	21.3384	3.25399	9.51386	-4.87053	-1.04056	9.51383	2.79898	-5.13342
332.817	9.51388	57.7112	41.351	9.51385	40.5941	37.8316	9.51383	-11.8634	6.9664	9.51382	21.3389	3.31068	9.51379	-4.87039	-1.0476	9.51376	5.80086	-5.12551
332.819	9.51381	58.7007	41.5136	9.51378	37.5861	37.9258	9.51376	-10.8628	6.95093	9.51375	21.3394	3.36736	9.51372	-3.87025	-1.05215	9.51369	8.80274	-5.11013
332.822	9.51374	62.6903	41.686	9.51371	34.578	38.0126	9.51369	-10.8622	6.93546	9.51367	21.3398	3.42405	9.51365	-3.87011	-1.0567	9.51362	10.8046	-5.08978
332.824	9.51367	65.6799	41.8659	9.51364	34.57	38.0994	9.51362	-9.86161	6.92248	9.5136	20.3403	3.47825	9.51358	-4.86997	-1.06373	9.51355	12.8065	-5.06444
332.827	9.5136	68.6695	42.0532	9.51357	34.562	38.1861	9.51355	-6.86103	6.91695	9.51353	19.3408	3.52997	9.51351	-5.86983	-1.07325	9.51348	13.8084	-5.03662
332.829	9.51353	71.6591	42.248	9.5135	34.5539	38.2729	9.51348	-4.86044	6.9164	9.51346	17.3413	3.57671	9.51344	-5.86969	-1.08278	9.5134	13.8103	-5.00879
332.832	9.51345	73.6486	42.4477	9.51343	34.5459	38.3596	9.51341	-2.85985	6.92083	9.51339	15.3418	3.61848	9.51337	-5.86955	-1.0923	9.51333	14.8121	-4.97847
