xb	xfa	a	aa	xfb	b	ba	xfc	c	ca	xfd	d	da	xfe	e	ea	xff	f	fa	xfh	h	ha	xfg	g	ga	xfi	i	ia	xfk	k	ka
329.077	9.61946	-3.35162	-7.01579	9.61329	9.742	-11.8377	9.61463	16.5634	-5.60777	9.61366	-64	1.30297	9.61356	20.2521	-2.10108	9.61071	-13.3455	-1.75516	9.62415	-17.8314	-0.09304	9.61204	-0.16422	-1.27345	9.61205	5.02411	0.61345	9.61205	-7.48318	-0.94566
329.079	9.61939	-2.32811	-7.14944	9.61322	9.77925	-11.957	9.61456	15.5856	-5.67871	9.61358	-65	1.33521	9.61349	21.2598	-2.09344	9.61064	-13.3393	-1.80338	9.62408	-18.8342	-0.13455	9.61197	-2.16204	-1.28433	9.61198	5.02528	0.6414	9.61198	-8.48025	-0.96858
329.082	9.61932	-0.3046	-7.27806	9.61314	10.8165	-12.0738	9.61448	14.6078	-5.75208	9.61351	-65	1.36744	9.61342	20.2674	-2.08826	9.61057	-13.3331	-1.85158	9.624	-18.8369	-0.17606	9.6119	-3.15985	-1.29769	9.6119	4.02645	0.66685	9.6119	-7.47732	-0.989
329.084	9.61925	0.71891	-7.40413	9.61307	10.8538	-12.1905	9.61441	13.63	-5.82789	9.61344	-66	1.39719	9.61334	18.2751	-2.08804	9.6105	-12.327	-1.89729	9.62393	-17.8396	-0.21509	9.61182	-3.15767	-1.31104	9.61183	4.02761	0.69232	9.61183	-5.47439	-1.00445
329.087	9.61917	2.74242	-7.52518	9.613	10.891	-12.3071	9.61434	14.6522	-5.90115	9.61336	-66	1.42694	9.61327	17.2827	-2.09029	9.61042	-12.3208	-1.94297	9.62386	-16.8423	-0.25165	9.61175	-4.15548	-1.32687	9.61176	3.02878	0.71529	9.61176	-4.47147	-1.0174
329.089	9.6191	3.76593	-7.64368	9.61293	11.9283	-12.4212	9.61426	15.6745	-5.97187	9.61329	-66	1.45669	9.6132	17.2904	-2.09252	9.61035	-12.3147	-1.98864	9.62379	-14.8451	-0.28324	9.61168	-4.1533	-1.3427	9.61168	1.02994	0.7333	9.61168	-4.46854	-1.03034
329.092	9.61903	4.78944	-7.75963	9.61285	12.9656	-12.5326	9.61419	16.6967	-6.04005	9.61322	-67	1.48396	9.61313	18.298	-2.09224	9.61028	-12.3085	-2.0343	9.62371	-14.8478	-0.31483	9.61161	-4.15111	-1.35852	9.61161	1.03111	0.75132	9.61161	-4.46561	-1.04328
329.094	9.61896	5.81295	-7.87304	9.61278	14.0028	-12.6415	9.61412	18.7189	-6.1032	9.61315	-68	1.50873	9.61305	18.3056	-2.09194	9.61021	-12.3024	-2.07994	9.62364	-13.8505	-0.34395	9.61153	-5.14892	-1.37682	9.61154	0.03228	0.76684	9.61154	-3.46268	-1.05372
329.097	9.61888	7.83646	-7.98142	9.61271	14.0401	-12.7503	9.61405	19.7411	-6.16381	9.61307	-70	1.52854	9.61298	19.3133	-2.08914	9.61013	-12.2962	-2.12556	9.62357	-12.8532	-0.37058	9.61146	-5.14674	-1.39512	9.61147	-1.96656	0.7774	9.61147	-3.45975	-1.06415
329.099	9.61881	8.85997	-8.08725	9.61264	15.0773	-12.8565	9.61397	21.7633	-6.21939	9.613	-71	1.54586	9.61291	19.3209	-2.08632	9.61006	-12.29	-2.17117	9.6235	-9.85594	-0.38976	9.61139	-6.14455	-1.4159	9.61139	-2.96539	0.78548	9.61139	-2.45682	-1.0721
329.102	9.61874	8.88348	-8.19303	9.61256	14.1146	-12.9651	9.6139	23.7855	-6.26994	9.61293	-73	1.5582	9.61284	18.3286	-2.08596	9.60999	-10.2839	-2.21179	9.62342	-8.85867	-0.40647	9.61131	-7.14237	-1.43916	9.61132	-2.96423	0.79355	9.61132	-2.45389	-1.08003
329.104	9.61866	7.90699	-8.30123	9.61249	15.1518	-13.0711	9.61383	24.8077	-6.31796	9.61286	-75	1.56557	9.61276	16.3362	-2.09056	9.60992	-9.27772	-2.24991	9.62335	-6.86139	-0.41821	9.61124	-9.14018	-1.46739	9.61125	-2.96306	0.80163	9.61125	-2.45097	-1.08796
329.106	9.61859	7.9305	-8.40938	9.61242	16.1891	-13.1745	9.61376	24.83	-6.36591	9.61278	-77	1.56797	9.61269	13.3439	-2.1026	9.60984	-6.27156	-2.28056	9.62328	-5.86411	-0.42746	9.61117	-9.138	-1.49561	9.61118	-2.96189	0.80972	9.61118	-3.44804	-1.09836
329.109	9.61852	6.95401	-8.51995	9.61235	16.2264	-13.2778	9.61368	26.8522	-6.40884	9.61271	-78	1.56789	9.61262	8.35151	-2.12706	9.60977	-5.2654	-2.3087	9.62321	-4.86684	-0.43424	9.6111	-8.13581	-1.52134	9.6111	-2.96073	0.8178	9.6111	-4.44511	-1.11125
329.111	9.61845	6.97753	-8.63046	9.61227	15.2636	-13.3836	9.61361	28.8744	-6.44674	9.61264	-78	1.5678	9.61255	3.35915	-2.16392	9.6097	-5.25924	-2.33683	9.62313	-2.86956	-0.43606	9.61102	-6.13363	-1.54209	9.61103	-1.95956	0.82838	9.61103	-6.44218	-1.1291
329.114	9.61837	7.00104	-8.74092	9.6122	14.3009	-13.4917	9.61354	28.8966	-6.48459	9.61257	-78	1.56772	9.61247	1.3668	-2.20574	9.60962	-4.25308	-2.36245	9.62306	-0.87228	-0.4329	9.61095	-5.13144	-1.56035	9.61096	-0.9584	0.84145	9.61096	-8.43925	-1.15191
329.116	9.6183	7.02455	-8.85131	9.61213	13.3381	-13.6022	9.61347	27.9188	-6.52487	9.61249	-77	1.57012	9.6124	0.37444	-2.25003	9.60955	-3.24692	-2.38558	9.62299	0.125	-0.42727	9.61088	-4.12925	-1.57612	9.61089	0.04277	0.857	9.61089	-9.43632	-1.17721
329.119	9.61823	7.04806	-8.96165	9.61206	11.3754	-13.7176	9.61339	24.9411	-6.57254	9.61242	-75	1.57749	9.61233	-0.61792	-2.29678	9.60948	-4.24076	-2.41117	9.62291	0.12227	-0.42164	9.61081	-4.12707	-1.59188	9.61081	0.04394	0.87256	9.61081	-9.4334	-1.2025
329.121	9.61816	9.07157	-9.06696	9.61198	10.4126	-13.8354	9.61332	22.9633	-6.62514	9.61235	-73	1.58983	9.61226	-0.61027	-2.34352	9.60941	-4.23461	-2.43675	9.62284	0.11955	-0.41602	9.61073	-4.12488	-1.60764	9.61074	-0.9549	0.88563	9.61074	-8.43047	-1.22529
329.124	9.61808	11.0951	-9.16724	9.61191	10.4499	-13.9531	9.61325	22.9855	-6.67769	9.61228	-71	1.60715	9.61218	-0.60263	-2.39023	9.60933	-3.22845	-2.45983	9.62277	0.11683	-0.41041	9.61066	-3.1227	-1.6209	9.61067	-1.95373	0.89622	9.61067	-7.42754	-1.24559
329.126	9.61801	12.1186	-9.26497	9.61184	10.4872	-14.0707	9.61318	23.0077	-6.73017	9.6122	-69	1.62944	9.61211	0.40502	-2.43444	9.60926	-2.22229	-2.48041	9.6227	2.1141	-0.39983	9.61059	-2.12051	-1.63168	9.6106	-1.95256	0.90681	9.6106	-6.42461	-1.2634
329.129	9.61794	12.1421	-9.36264	9.61176	11.5244	-14.1858	9.6131	22.0299	-6.78509	9.61213	-66	1.65919	9.61204	-1.58734	-2.4836	9.60919	-1.21613	-2.49849	9.62262	5.11138	-0.3818	9.61052	-2.11833	-1.64244	9.61052	-2.9514	0.91492	9.61052	-4.42168	-1.27622
329.131	9.61787	11.1656	-9.46274	9.61169	13.5617	-14.2957	9.61303	22.0521	-6.83996	9.61206	-63	1.6964	9.61196	-2.57969	-2.53524	9.60912	1.79003	-2.50909	9.62255	8.10866	-0.35632	9.61044	-2.11614	-1.65321	9.61045	-3.95023	0.92055	9.61045	-4.41875	-1.28904
329.134	9.61779	9.18912	-9.56776	9.61162	15.599	-14.4006	9.61296	22.0743	-6.89476	9.61198	-61	1.73858	9.61189	-3.57205	-2.58933	9.60904	3.79619	-2.5147	9.62248	11.1059	-0.32339	9.61037	-1.11395	-1.66148	9.61038	-4.94907	0.92369	9.61038	-3.41582	-1.29937
329.136	9.61772	7.21263	-9.67769	9.61155	17.6362	-14.5005	9.61289	23.0966	-6.94703	9.61191	-60	1.78325	9.61182	-4.56441	-2.6459	9.60897	6.80235	-2.51284	9.62241	13.1032	-0.28548	9.6103	-1.11177	-1.66974	9.61031	-5.9479	0.92435	9.61031	-2.4129	-1.3072
329.139	9.61765	7.23614	-9.78756	9.61147	18.6735	-14.5977	9.61281	23.1188	-6.99924	9.61184	-59	1.83041	9.61175	-6.55676	-2.70742	9.6089	7.8085	-2.50848	9.62233	15.1005	-0.24262	9.61023	-1.10958	-1.678	9.61023	-8.94673	0.91755	9.61023	-2.40997	-1.31503
329.141	9.61757	7.25965	-9.89737	9.6114	17.7107	-14.6974	9.61274	21.141	-7.05637	9.61177	-58	1.88005	9.61167	-7.54912	-2.77141	9.60883	7.81466	-2.5041	9.62226	15.0978	-0.19976	9.61015	-1.1074	-1.68626	9.61016	-12.9456	0.90081	9.61016	-1.40704	-1.32036
329.144	9.6175	5.28316	-10.0121	9.61133	18.748	-14.7944	9.61267	17.1632	-7.12339	9.61169	-58	1.92969	9.6116	-9.54147	-2.84035	9.60875	6.82082	-2.50219	9.62219	14.095	-0.15939	9.61008	-3.10521	-1.69948	9.61009	-17.9444	0.87165	9.61009	-0.40411	-1.3232
329.146	9.61743	3.30667	-10.1317	9.61126	17.7852	-14.8939	9.61259	15.1854	-7.19533	9.61162	-59	1.97684	9.61153	-12.5338	-2.91673	9.60868	3.82698	-2.50773	9.62211	11.0923	-0.12649	9.61001	-3.10303	-1.7127	9.61002	-21.9432	0.83254	9.61002	0.59882	-1.32354
329.149	9.61736	2.33018	-10.2538	9.61118	17.8225	-14.9933	9.61252	14.2076	-7.26969	9.61155	-61	2.01902	9.61146	-14.5262	-2.99806	9.60861	-0.16686	-2.52319	9.62204	8.0896	-0.10105	9.60994	-3.10084	-1.72591	9.60994	-23.9421	0.78846	9.60994	2.60175	-1.3189
329.151	9.61728	2.35369	-10.3758	9.61111	16.8598	-15.0951	9.61245	14.2299	-7.344	9.61148	-64	2.05375	9.61138	-15.5185	-3.08187	9.60854	-3.1607	-2.5461	9.62197	6.08688	-0.0806	9.60986	-5.09866	-1.74409	9.60987	-24.9409	0.74189	9.60987	3.60468	-1.31177
329.154	9.61721	3.3772	-10.4953	9.61104	15.897	-15.1992	9.61238	13.2521	-7.42075	9.6114	-66	2.0835	9.61131	-16.5109	-3.16813	9.60846	-5.15455	-2.57397	9.6219	5.08415	-0.06263	9.60979	-6.09647	-1.76474	9.6098	-23.9397	0.69782	9.6098	3.6076	-1.30464
329.156	9.61714	3.40071	-10.6147	9.61097	14.9343	-15.3058	9.6123	12.2743	-7.49992	9.61133	-68	2.10827	9.61124	-15.5033	-3.2519	9.60839	-7.14839	-2.6068	9.62182	3.08143	-0.04965	9.60972	-7.09428	-1.78788	9.60972	-20.9386	0.6612	9.60972	4.61053	-1.29501
329.159	9.61707	4.42422	-10.7316	9.61089	12.9715	-15.4172	9.61223	11.2965	-7.58153	9.61126	-69	2.13056	9.61117	-14.4956	-3.33316	9.60832	-8.14223	-2.64209	9.62175	2.07871	-0.03916	9.60965	-8.0921	-1.81351	9.60965	-18.9374	0.62957	9.60965	5.61346	-1.28288
329.161	9.61699	6.44773	-10.8434	9.61082	12.0088	-15.531	9.61216	10.3187	-7.66557	9.61119	-68	2.15534	9.61109	-12.488	-3.40942	9.60825	-9.13607	-2.67986	9.62168	1.07598	-0.03116	9.60957	-9.08991	-1.84161	9.60958	-16.9362	0.60291	9.60958	4.61639	-1.27324
329.164	9.61692	5.47124	-10.9576	9.61075	11.0461	-15.6473	9.61209	8.34094	-7.75452	9.61111	-67	2.18261	9.61102	-12.4803	-3.48567	9.60817	-9.12991	-2.71761	9.62161	0.07326	-0.02566	9.6095	-9.08773	-1.8697	9.60951	-14.9351	0.58122	9.60951	5.61932	-1.2611
329.166	9.61685	4.49475	-11.0743	9.61068	10.0833	-15.7659	9.61201	7.36315	-7.8459	9.61104	-69	2.2049	9.61095	-13.4727	-3.56439	9.6081	-9.12375	-2.75535	9.62153	-0.92946	-0.02265	9.60943	-11.0855	-1.90277	9.60943	-12.9339	0.56451	9.60943	4.62225	-1.25144
329.169	9.61678	4.51826	-11.191	9.6106	10.1206	-15.8844	9.61194	8.38537	-7.93475	9.61097	-71	2.22221	9.61088	-14.465	-3.64557	9.60803	-10.1176	-2.79556	9.62146	-1.93218	-0.02213	9.60935	-10.0834	-1.93334	9.60936	-9.93274	0.55526	9.60936	4.62517	-1.24177
329.171	9.6167	2.54177	-11.3125	9.61053	10.1578	-16.0028	9.61187	8.40759	-8.02354	9.6109	-73	2.23456	9.6108	-15.4574	-3.72922	9.60795	-9.11144	-2.83326	9.62139	-2.93491	-0.0241	9.60928	-11.0812	-1.96639	9.60929	-8.93158	0.5485	9.60929	4.6281	-1.2321
329.174	9.61663	2.56528	-11.434	9.61046	9.19509	-16.1236	9.6118	9.4298	-8.10978	9.61082	-74	2.24442	9.61073	-14.4497	-3.81036	9.60788	-9.10528	-2.87095	9.62132	-4.93763	-0.03106	9.60921	-11.079	-1.99944	9.60922	-8.93041	0.54174	9.60922	4.63103	-1.22242
329.176	9.61656	1.5888	-11.5579	9.61039	8.23235	-16.2468	9.61172	9.45202	-8.19598	9.61075	-74	2.25428	9.61066	-14.4421	-3.89149	9.60781	-8.09912	-2.90614	9.62124	-6.94035	-0.04299	9.60914	-10.0768	-2.03	9.60914	-7.92924	0.53748	9.60914	5.63396	-1.21024
329.179	9.61648	1.61231	-11.6817	9.61031	7.26961	-16.3725	9.61165	9.47423	-8.28211	9.61068	-74	2.26414	9.61059	-13.4345	-3.97011	9.60774	-9.09296	-2.9438	9.62117	-7.94308	-0.05742	9.60906	-10.0746	-2.06055	9.60907	-7.92808	0.53321	9.60907	5.63689	-1.19806
329.181	9.61641	1.63582	-11.8056	9.61024	7.30687	-16.498	9.61158	8.49645	-8.37068	9.61061	-73	2.27648	9.61051	-12.4268	-4.04622	9.60766	-11.0868	-2.98642	9.6211	-8.9458	-0.07434	9.60899	-9.07243	-2.0886	9.609	-7.92691	0.52895	9.609	6.63982	-1.18338
329.184	9.61634	1.65933	-11.9293	9.61017	6.34413	-16.6259	9.61151	7.51867	-8.46168	9.61053	-73	2.28883	9.61044	-10.4192	-4.11735	9.60759	-13.0806	-3.03399	9.62102	-9.94852	-0.09376	9.60892	-8.07024	-2.11417	9.60893	-7.92575	0.52469	9.60893	7.64275	-1.16621
329.186	9.61627	1.68284	-12.053	9.6101	5.38138	-16.7562	9.61143	7.54088	-8.55262	9.61046	-72	2.30366	9.61037	-7.41152	-4.18099	9.60752	-14.0745	-3.08404	9.62095	-11.9512	-0.11815	9.60885	-8.06806	-2.13973	9.60885	-7.92458	0.52044	9.60885	6.64567	-1.15152
329.189	9.61619	2.70635	-12.1741	9.61002	5.41864	-16.8864	9.61136	7.5631	-8.64351	9.61039	-70	2.32347	9.61029	-4.40388	-4.23716	9.60745	-16.0683	-3.13904	9.62088	-12.954	-0.14503	9.60877	-8.06587	-2.16529	9.60878	-6.92341	0.51867	9.60878	7.6486	-1.13434
329.191	9.61612	2.72986	-12.2952	9.60995	4.4559	-17.019	9.61129	7.58531	-8.73434	9.61032	-69	2.34576	9.61022	-2.39623	-4.28833	9.60737	-18.0622	-3.199	9.62081	-13.9567	-0.17441	9.6087	-7.06369	-2.18835	9.60871	-6.92225	0.51691	9.60871	7.65153	-1.11715
329.194	9.61605	2.75337	-12.4162	9.60988	3.49316	-17.154	9.61122	8.60753	-8.82263	9.61024	-69	2.36805	9.61015	0.61141	-4.33203	9.6073	-19.056	-3.26144	9.62073	-14.9594	-0.20629	9.60863	-5.0615	-2.20644	9.60864	-8.92108	0.51018	9.60864	8.65446	-1.09746
329.196	9.61598	2.77688	-12.5371	9.6098	2.53042	-17.2914	9.61114	7.62975	-8.91336	9.61017	-69	2.39034	9.61008	2.61905	-4.37074	9.60723	-17.0498	-3.31888	9.62066	-15.9621	-0.24065	9.60856	-5.05931	-2.22452	9.60856	-9.91992	0.50096	9.60856	10.6574	-1.0728
329.198	9.6159	3.80039	-12.6556	9.60973	1.56768	-17.4312	9.61107	7.65196	-9.00402	9.6101	-68	2.41512	9.61	5.6267	-4.40196	9.60716	-16.0437	-3.37382	9.62059	-16.9649	-0.27751	9.60848	-5.05713	-2.24259	9.60849	-11.9187	0.48677	9.60849	11.6603	-1.04564
329.201	9.61583	4.8239	-12.7714	9.60966	0.60494	-17.5734	9.611	7.67418	-9.09464	9.61002	-69	2.43741	9.60993	6.63434	-4.43069	9.60708	-14.0375	-3.42377	9.62052	-17.9676	-0.31686	9.60841	-6.05494	-2.26315	9.60842	-12.9176	0.4701	9.60842	10.6632	-1.02096
329.203	9.61576	5.84741	-12.8848	9.60959	1.6422	-17.713	9.61092	8.69639	-9.18271	9.60995	-68	2.46218	9.60986	6.64199	-4.45939	9.60701	-16.0314	-3.47869	9.62044	-18.9703	-0.35871	9.60834	-7.05276	-2.28619	9.60835	-15.9164	0.44598	9.60835	9.66617	-0.99876
329.206	9.61569	5.87092	-12.998	9.60951	3.67946	-17.8475	9.61085	10.7186	-9.26575	9.60988	-67	2.48945	9.60979	4.64963	-4.49304	9.60694	-18.0252	-3.53855	9.62037	-19.973	-0.40304	9.60827	-7.05057	-2.30922	9.60827	-17.9153	0.41688	9.60827	6.6691	-0.98401
329.208	9.61561	5.89443	-13.1112	9.60944	5.71671	-17.977	9.61078	10.7408	-9.34874	9.60981	-67	2.51671	9.60971	2.65727	-4.53165	9.60687	-19.0191	-3.60089	9.6203	-19.9758	-0.44739	9.60819	-8.04839	-2.33473	9.6082	-18.9141	0.3853	9.6082	4.67203	-0.97423
329.211	9.61554	4.91794	-13.2269	9.60937	7.75397	-18.1014	9.61071	9.76304	-9.43415	9.60973	-66	2.54646	9.60964	1.66492	-4.57273	9.60679	-19.0129	-3.66322	9.62023	-19.9785	-0.49174	9.60812	-10.0462	-2.36521	9.60813	-18.9129	0.35373	9.60813	2.67496	-0.96941
329.213	9.61547	1.94145	-13.3499	9.6093	9.79123	-18.2207	9.61063	9.78526	-9.51952	9.60966	-65	2.5787	9.60957	1.67256	-4.61379	9.60672	-17.0067	-3.72056	9.62015	-19.9812	-0.5361	9.60805	-11.044	-2.39817	9.60806	-20.9118	0.31718	9.60806	0.67789	-0.96956
329.216	9.6154	-0.03504	-13.4778	9.60922	11.8285	-18.335	9.61056	10.8075	-9.60234	9.60959	-64	2.61342	9.6095	0.68021	-4.65732	9.60665	-14.0006	-3.77042	9.62008	-19.9839	-0.58046	9.60798	-11.0418	-2.43112	9.60798	-21.9106	0.27815	9.60798	-0.31918	-0.97218
329.218	9.61532	-1.01153	-13.6082	9.60915	11.8658	-18.4492	9.61049	11.8297	-9.68262	9.60952	-62	2.65312	9.60942	-0.31215	-4.70331	9.60658	-10.9944	-3.81281	9.62001	-18.9866	-0.62235	9.6079	-11.0396	-2.46407	9.60791	-21.9094	0.23912	9.60791	-0.31626	-0.9748
329.221	9.61525	-1.98802	-13.741	9.60908	11.903	-18.5633	9.61042	13.8519	-9.75787	9.60944	-59	2.70027	9.60935	-0.30451	-4.74929	9.6065	-8.98827	-3.85021	9.61993	-17.9894	-0.66176	9.60783	-10.0375	-2.49453	9.60784	-18.9082	0.20756	9.60784	-1.31333	-0.9799
329.223	9.61518	-1.96451	-13.8738	9.60901	10.9403	-18.6798	9.61034	16.8741	-9.82561	9.60937	-57	2.7524	9.60928	0.70314	-4.79275	9.60643	-6.98211	-3.88262	9.61986	-16.9921	-0.69868	9.60776	-9.03527	-2.5225	9.60777	-16.9071	0.18097	9.60777	-3.3104	-0.98997
329.226	9.6151	-0.941	-14.004	9.60893	10.9775	-18.7962	9.61027	20.8963	-9.88334	9.6093	-57	2.80452	9.60921	1.71078	-4.83372	9.60636	-4.97595	-3.91004	9.61979	-14.9948	-0.73064	9.60769	-8.03309	-2.54797	9.60769	-15.9059	0.15687	9.60769	-4.30747	-1.00251
329.228	9.61503	0.08251	-14.1316	9.60886	10.0148	-18.915	9.6102	22.9186	-9.93605	9.60923	-58	2.85416	9.60913	0.71843	-4.87715	9.60629	-3.96979	-3.93496	9.61972	-14.9975	-0.76261	9.60761	-7.0309	-2.57096	9.60762	-14.9048	0.13526	9.60762	-5.30454	-1.01753
329.231	9.61496	2.10602	-14.2543	9.60879	9.05204	-19.0361	9.61013	22.9408	-9.98871	9.60915	-60	2.89883	9.60906	1.72607	-4.91807	9.60621	-2.96363	-3.95738	9.61964	-13.0002	-0.78961	9.60754	-7.02872	-2.59393	9.60755	-14.9036	0.11365	9.60755	-7.30161	-1.03752
329.233	9.61489	3.12953	-14.3743	9.60872	7.0893	-19.1622	9.61005	20.963	-10.0463	9.60908	-63	2.93604	9.60899	3.73372	-4.95401	9.60614	-0.95747	-3.97482	9.61957	-12.003	-0.81413	9.60747	-7.02653	-2.6169	9.60747	-15.9024	0.08956	9.60747	-8.29869	-1.05998
329.236	9.61481	4.15304	-14.4919	9.60864	6.12656	-19.2906	9.60998	20.9852	-10.1038	9.60901	-63	2.97325	9.60892	4.74136	-4.98744	9.60607	1.04868	-3.98726	9.6195	-11.0057	-0.83617	9.6074	-6.02435	-2.63738	9.6074	-14.9013	0.06796	9.6074	-9.29576	-1.08493
329.238	9.61474	4.17655	-14.6094	9.60857	6.16382	-19.419	9.60991	21.0074	-10.1613	9.60894	-63	3.01046	9.60884	7.749	-5.01339	9.606	3.05484	-3.99472	9.61943	-11.0084	-0.85822	9.60732	-5.02216	-2.65537	9.60733	-14.9001	0.04636	9.60733	-11.2928	-1.11484
329.241	9.61467	5.20007	-14.7243	9.6085	6.20108	-19.5473	9.60984	20.0296	-10.2212	9.60886	-64	3.04518	9.60877	9.75665	-5.03435	9.60592	6.061	-3.9947	9.61935	-12.0112	-0.88276	9.60725	-4.01997	-2.67087	9.60726	-13.8989	0.02725	9.60726	-13.2899	-1.14972
329.243	9.6146	4.22358	-14.8417	9.60843	6.23834	-19.6754	9.60976	18.0519	-10.286	9.60879	-64	3.07991	9.6087	12.7643	-5.04783	9.60585	7.06716	-3.99218	9.61928	-12.0139	-0.90731	9.60718	-3.01779	-2.68387	9.60718	-13.8978	0.00814	9.60718	-13.287	-1.18459
329.246	9.61452	5.24709	-14.9565	9.60835	5.2756	-19.806	9.60969	15.0741	-10.3582	9.60872	-65	3.11214	9.60863	15.7719	-5.05383	9.60578	8.07332	-3.98716	9.61921	-11.0166	-0.92938	9.6071	-2.0156	-2.69439	9.60711	-12.8966	-0.00847	9.60711	-14.284	-1.22193
329.248	9.61445	4.2706	-15.0737	9.60828	5.31286	-19.9365	9.60962	13.0963	-10.4353	9.60865	-66	3.14189	9.60855	16.7796	-5.05733	9.60571	9.07948	-3.97963	9.61914	-10.0193	-0.94897	9.60703	-0.01342	-2.69992	9.60704	-11.8954	-0.0226	9.60704	-15.2811	-1.26176
329.251	9.61438	4.29411	-15.1909	9.60821	4.35012	-20.0694	9.60955	12.1185	-10.5149	9.60857	-66	3.17164	9.60848	16.7872	-5.06081	9.60563	11.0856	-3.96712	9.61906	-11.022	-0.97105	9.60696	-0.01123	-2.70545	9.60697	-10.8943	-0.03424	9.60697	-14.2782	-1.29909
329.253	9.61431	5.31762	-15.3055	9.60814	4.38737	-20.2021	9.60947	11.1407	-10.5969	9.6085	-67	3.1989	9.60841	15.7949	-5.06675	9.60556	12.0918	-3.95211	9.61899	-12.0248	-0.99563	9.60689	0.99095	-2.70849	9.60689	-9.8931	-0.04339	9.60689	-14.2753	-1.33642
329.256	9.61423	6.34113	-15.4176	9.60806	3.42463	-20.3373	9.6094	11.1629	-10.6788	9.60843	-68	3.22368	9.60834	13.8025	-5.07765	9.60549	11.098	-3.93957	9.61892	-13.0275	-1.0227	9.60681	1.99314	-2.70903	9.60682	-7.89193	-0.04757	9.60682	-13.2723	-1.37125
329.258	9.61416	8.36464	-15.5247	9.60799	3.46189	-20.4724	9.60933	12.1852	-10.7582	9.60836	-69	3.24597	9.60826	11.8102	-5.0935	9.60542	10.1041	-3.9295	9.61885	-12.0302	-1.04729	9.60674	2.99533	-2.70709	9.60675	-6.89076	-0.04925	9.60675	-13.2694	-1.40608
329.261	9.61409	11.3882	-15.6243	9.60792	3.49915	-20.6074	9.60926	13.2074	-10.835	9.60828	-72	3.26081	9.60819	9.8178	-5.11431	9.60534	9.11027	-3.9219	9.61877	-11.0329	-1.0694	9.60667	3.99751	-2.70265	9.60668	-7.8896	-0.05342	9.60668	-12.2665	-1.43841
329.263	9.61402	13.4117	-15.7188	9.60785	2.53641	-20.7447	9.60918	15.2296	-10.9069	9.60821	-75	3.26818	9.60812	8.82545	-5.13758	9.60527	8.11643	-3.91677	9.6187	-10.0357	-1.08903	9.6066	4.9997	-2.69572	9.6066	-8.88843	-0.06007	9.6066	-11.2635	-1.46825
329.266	9.61394	16.4352	-15.8058	9.60777	3.57367	-20.8795	9.60911	16.2518	-10.9762	9.60814	-77	3.27058	9.60805	6.83309	-5.16581	9.6052	7.12259	-3.91411	9.61863	-11.0384	-1.11115	9.60652	6.00188	-2.6863	9.60653	-8.88727	-0.06672	9.60653	-8.26061	-1.49062
329.268	9.61387	17.4587	-15.8902	9.6077	3.61093	-21.0143	9.60904	19.274	-11.0379	9.60807	-77	3.27298	9.60797	4.84073	-5.19899	9.60513	4.12874	-3.9189	9.61855	-10.0411	-1.1308	9.60645	6.00407	-2.67687	9.60646	-8.8861	-0.07337	9.60646	-6.25769	-1.50801
329.271	9.6138	19.4822	-15.9696	9.60763	2.64819	-21.1514	9.60897	20.2962	-11.0971	9.60799	-77	3.27538	9.6079	3.84838	-5.23464	9.60505	3.1349	-3.92616	9.61848	-9.04382	-1.14796	9.60638	7.00625	-2.66495	9.60639	-8.88493	-0.08001	9.60639	-3.25476	-1.51794
329.273	9.61373	20.5057	-16.0465	9.60755	0.68544	-21.2933	9.60889	21.3184	-11.1538	9.60792	-76	3.28027	9.60783	3.85602	-5.27027	9.60498	2.14106	-3.93588	9.61841	-9.04654	-1.16513	9.60631	6.00844	-2.65551	9.60631	-9.88377	-0.08914	9.60631	-2.25183	-1.52537
329.276	9.61365	19.5292	-16.1258	9.60748	-0.2773	-21.4377	9.60882	22.3407	-11.208	9.60785	-76	3.28515	9.60776	4.86367	-5.3034	9.60491	3.14722	-3.94311	9.61834	-9.04927	-1.18231	9.60623	6.01062	-2.64607	9.60624	-9.8826	-0.09826	9.60624	-1.2489	-1.53031
329.278	9.61358	18.5527	-16.2076	9.60741	-2.24004	-21.587	9.60875	23.3629	-11.2596	9.60778	-75	3.29252	9.60768	6.87131	-5.33153	9.60484	4.15338	-3.94784	9.61826	-9.05199	-1.19949	9.60616	6.01281	-2.63662	9.60617	-10.8814	-0.10987	9.60617	-0.24597	-1.53275
329.281	9.61351	16.5762	-16.2942	9.60734	-4.20278	-21.7411	9.60868	23.3851	-11.3111	9.6077	-74	3.30238	9.60761	9.87895	-5.35218	9.60476	4.15954	-3.95255	9.61819	-10.0547	-1.21917	9.60609	5.015	-2.62965	9.6061	-11.8803	-0.12396	9.6061	0.75696	-1.5327
329.283	9.61344	15.5997	-16.3833	9.60726	-6.16552	-21.9001	9.6086	21.4073	-11.3676	9.60763	-73	3.31473	9.60754	10.8866	-5.37033	9.60469	4.1657	-3.95724	9.61812	-9.05743	-1.23637	9.60602	4.01718	-2.62517	9.60602	-14.8791	-0.1455	9.60602	0.75988	-1.53265
