b1	1
335.894	-148165
335.896	-97675.1
335.898	-66790.4
335.9	-47258.6
335.902	-34460
335.903	-25788.4
335.905	-19732.7
335.907	-15388.8
335.909	-12197.5
335.911	-9802.75
335.913	-7971.18
335.915	-6546.08
335.917	-5419.72
335.919	-4516.49
335.921	-3782.32
335.923	-3177.82
335.925	-2673.89
335.927	-2248.64
335.929	-1885.41
335.931	-1571.3
335.933	-1296.23
335.935	-1052.15
335.937	-832.568
335.939	-632.157
335.941	-446.446
335.943	-271.61
335.945	-104.289
335.946	58.552
335.948	219.743
335.95	382.018
335.952	548.108
335.954	720.843
335.956	903.249
335.958	1098.67
335.96	1310.87
335.962	1544.24
335.964	1803.95
335.966	2096.2
335.968	2428.59
335.97	2810.46
335.972	3253.57
335.974	3772.79
335.976	4387.18
335.978	5121.56
335.98	6008.54
335.982	7091.64
335.984	8429.76
335.986	10103.9
335.988	12227.4
335.989	14961.6
335.991	18541.7
335.993	23317.5
335.995	29823.1
335.997	38897
335.999	51895.8
336.001	71085.6
336.003	100376
336.005	146696
336.007	222424
336.009	348439
336.011	549802
336.013	796761
336.015	778421
336.017	-10.5777
336.019	-778442
336.021	-796782
336.023	-549824
336.025	-348460
336.027	-222446
336.029	-146718
336.031	-100398
336.033	-71108
336.034	-51918.5
336.036	-38920.2
336.038	-29846.7
336.04	-23341.6
336.042	-18566.4
336.044	-14987
336.046	-12253.4
336.048	-10130.8
336.05	-8457.54
336.052	-7120.42
336.054	-6038.43
336.056	-5152.69
336.058	-4419.69
336.06	-3806.84
336.062	-3289.34
336.064	-2848.15
336.066	-2468.43
336.068	-2138.46
336.07	-1848.92
336.072	-1592.27
336.074	-1362.36
336.076	-1154.07
336.077	-963.113
336.079	-785.786
336.081	-618.865
336.083	-459.451
336.085	-304.874
336.087	-152.595
336.089	-0.119658
336.091	155.09
336.093	315.702
336.095	484.618
336.097	665.084
336.099	860.832
336.101	1076.25
336.103	1316.61
336.105	1588.33
336.107	1899.42
336.109	2259.92
336.111	2682.69
336.113	3184.36
336.115	3786.78
336.117	4519.06
336.119	5420.54
336.12	6545.29
336.122	7968.89
336.124	9799.07
336.126	12192.5
336.128	15382.6
336.13	19725.4
336.132	25779.9
336.134	34450.6
336.136	47248.2
336.138	66779
336.14	97662.8
336.142	148152
336.144	232164
336.146	366409
336.148	531051
336.15	518826
336.152	-126.319
336.154	-519079
336.156	-531305
336.158	-366665
336.16	-232422
336.162	-148411
336.163	-97925.9
336.165	-67045.9
336.167	-47519.6
336.169	-34727.3
336.171	-26062.5
336.173	-20014.7
336.175	-15679.4
336.177	-12497.7
336.179	-10113.5
336.181	-8293.61
336.183	-6881.33
336.185	-5769.04
336.187	-4881.27
336.189	-4164.04
336.191	-3578.14
336.193	-3094.6
336.195	-2691.75
336.197	-2353.11
336.199	-2066.05
336.201	-1820.74
336.203	-1609.46
336.205	-1426.1
336.207	-1265.72
336.208	-1124.37
336.21	-998.764
336.212	-886.218
336.214	-784.465
336.216	-691.582
336.218	-605.907
336.22	-525.975
336.222	-450.466
336.224	-378.162
336.226	-307.899
336.228	-238.529
336.23	-168.882
336.232	-97.7157
336.234	-23.6672
336.236	54.8095
336.238	139.522
336.24	232.639
336.242	336.828
336.244	455.432
336.246	592.726
336.248	754.276
336.25	947.446
336.251	1182.15
336.253	1471.98
336.255	1835.89
336.257	2300.87
336.259	2906.15
336.261	3710.1
336.263	4801.78
336.265	6321
