bcuso4	cuso4	bcucl2	cucl2
320.142	-0.754502	325.142	-0.667803
320.191	-0.760180	325.191	-0.648842
320.239	-0.767545	325.239	-0.632098
320.288	-0.776744	325.288	-0.617349
320.337	-0.787952	325.337	-0.604413
320.386	-0.801363	325.386	-0.593138
320.435	-0.817181	325.435	-0.583397
320.484	-0.835632	325.484	-0.575082
320.533	-0.856969	325.533	-0.568110
320.582	-0.881491	325.582	-0.562419
320.630	-0.909548	325.630	-0.557974
320.679	-0.941552	325.679	-0.554755
320.728	-0.977983	325.728	-0.552749
320.777	-1.01940	325.777	-0.551943
320.826	-1.06646	325.826	-0.552320
320.875	-1.11989	325.875	-0.553874
320.924	-1.18050	325.924	-0.556611
320.973	-1.24915	325.973	-0.560568
321.022	-1.32668	326.022	-0.565807
321.070	-1.41386	326.070	-0.572418
321.119	-1.51127	326.119	-0.580511
321.168	-1.61917	326.168	-0.590214
321.217	-1.73729	326.217	-0.601668
321.266	-1.86455	326.266	-0.615033
321.315	-1.99875	326.315	-0.630487
321.364	-2.13625	326.364	-0.648235
321.413	-2.27167	326.413	-0.668519
321.461	-2.39798	326.461	-0.691631
321.510	-2.50690	326.510	-0.717916
321.559	-2.58980	326.559	-0.747781
321.608	-2.63904	326.608	-0.781685
321.657	-2.64943	326.657	-0.820140
321.706	-2.61940	326.706	-0.863705
321.755	-2.55138	326.755	-0.912984
321.804	-2.45139	326.804	-0.968621
321.852	-2.32769	326.852	-1.03128
321.901	-2.18927	326.901	-1.10163
321.950	-2.04443	326.950	-1.18021
321.999	-1.89995	326.999	-1.26739
322.048	-1.76073	327.048	-1.36313
322.097	-1.62993	327.097	-1.46680
322.146	-1.50928	327.146	-1.57687
322.195	-1.39943	327.195	-1.69067
322.243	-1.30036	327.243	-1.80416
322.292	-1.21160	327.292	-1.91190
322.341	-1.13242	327.341	-2.00732
322.390	-1.06202	327.390	-2.08337
322.439	-0.999511	327.439	-2.13346
322.488	-0.944053	327.488	-2.15270
322.537	-0.894832	327.537	-2.13885
322.586	-0.851102	327.586	-2.09290
322.634	-0.812209	327.634	-2.01887
322.683	-0.777596	327.683	-1.92302
322.732	-0.746803	327.732	-1.81257
322.781	-0.719450	327.781	-1.69458
322.830	-0.695211	327.830	-1.57508
322.879	-0.673788	327.879	-1.45863
322.928	-0.654901	327.928	-1.34835
322.977	-0.638286	327.977	-1.24605
323.025	-0.623710	328.025	-1.15257
323.074	-0.610978	328.074	-1.06807
323.123	-0.599944	328.123	-0.992232
323.172	-0.590513	328.172	-0.924502
323.221	-0.582623	328.221	-0.864193
323.270	-0.576237	328.270	-0.810583
323.319	-0.571319	328.319	-0.762970
323.368	-0.567827	328.368	-0.720696
323.416	-0.565714	328.416	-0.683161
323.465	-0.564937	328.465	-0.649820
323.514	-0.565473	328.514	-0.620181
323.563	-0.567331	328.563	-0.593811
323.612	-0.570565	328.612	-0.570341
323.661	-0.575259	328.661	-0.549463
323.710	-0.581517	328.710	-0.530929
323.759	-0.589450	328.759	-0.514528
323.807	-0.599165	328.807	-0.500076
323.856	-0.610774	328.856	-0.487394
323.905	-0.624407	328.905	-0.476312
323.954	-0.640230	328.954	-0.466678
324.003	-0.658462	329.003	-0.458366
324.052	-0.679383	329.052	-0.451283
324.101	-0.703331	329.101	-0.445370
324.150	-0.730696	329.150	-0.440594
324.198	-0.761904	329.198	-0.436933
324.247	-0.797428	329.247	-0.434372
324.296	-0.837788	329.296	-0.432899
324.345	-0.883573	329.345	-0.432503
324.394	-0.935449	329.394	-0.433180
324.443	-0.994165	329.443	-0.434930
324.492	-1.06052	329.492	-0.437767
324.541	-1.13533	329.541	-0.441724
324.589	-1.21933	329.589	-0.446855
324.638	-1.31305	329.638	-0.453243
324.687	-1.41668	329.687	-0.460991
324.736	-1.52984	329.736	-0.470224
324.785	-1.65128	329.785	-0.481083
324.834	-1.77855	329.834	-0.493718
324.883	-1.90770	329.883	-0.508295
324.932	-2.03309	329.932	-0.525003
324.980	-2.14752	329.980	-0.544066
325.029	-2.24282	330.029	-0.565751
325.078	-2.31097	330.078	-0.590375
325.127	-2.34554	330.127	-0.618309
325.176	-2.34298	330.176	-0.649977
325.225	-2.30340	330.225	-0.685857
325.274	-2.23049	330.274	-0.726482
325.323	-2.13069	330.323	-0.772433
325.371	-2.01187	330.371	-0.824333
325.420	-1.88203	330.420	-0.882824
325.469	-1.74827	330.469	-0.948529
325.518	-1.61622	330.518	-1.02199
325.567	-1.48990	330.567	-1.10354
325.616	-1.37181	330.616	-1.19320
325.665	-1.26330	330.665	-1.29040
325.714	-1.16481	330.714	-1.39379
325.762	-1.07618	330.762	-1.50088
325.811	-0.996878	330.811	-1.60789
325.860	-0.926190	330.860	-1.70959
325.909	-0.863313	330.909	-1.79962
325.958	-0.807450	330.958	-1.87110
326.007	-0.757851	331.007	-1.91774
326.056	-0.713828	331.056	-1.93499
326.105	-0.674754	331.105	-1.92104
326.153	-0.640067	331.153	-1.87718
326.202	-0.609265	331.202	-1.80749
326.251	-0.581911	331.251	-1.71792
326.300	-0.557629	331.300	-1.61517
326.349	-0.536105	331.349	-1.50568
326.398	-0.517065	331.398	-1.39489
326.447	-0.500275	331.447	-1.28694
326.496	-0.485528	331.496	-1.18463
326.544	-0.472646	331.544	-1.08963
326.593	-0.461481	331.593	-1.00274
326.642	-0.451914	331.642	-0.924110
326.691	-0.443847	331.691	-0.853521
326.740	-0.437206	331.740	-0.790482
326.789	-0.431925	331.789	-0.734367
326.838	-0.427957	331.838	-0.684494
326.887	-0.425268	331.887	-0.640182
326.935	-0.423843	331.935	-0.600804
326.984	-0.423682	331.984	-0.565800
327.033	-0.424800	332.033	-0.534692
327.082	-0.427225	332.082	-0.507060
327.131	-0.430999	332.131	-0.482531
327.180	-0.436180	332.180	-0.460765
327.229	-0.442847	332.229	-0.441449
327.278	-0.451095	332.278	-0.424306
327.326	-0.461045	332.326	-0.409104
327.375	-0.472839	332.375	-0.395660
327.424	-0.486646	332.424	-0.383829
327.473	-0.502669	332.473	-0.373489
327.522	-0.521144	332.522	-0.364535
327.571	-0.542348	332.571	-0.356865
327.620	-0.566602	332.620	-0.350387
327.669	-0.594276	332.669	-0.345024
327.717	-0.625792	332.717	-0.340722
327.766	-0.661628	332.766	-0.337446
327.815	-0.702320	332.815	-0.335179
327.864	-0.748454	332.864	-0.333915
327.913	-0.800655	332.913	-0.333654
327.962	-0.859560	332.962	-0.334401
328.011	-0.925775	333.011	-0.336167
328.060	-0.999796	333.060	-0.338978
328.109	-1.08190	333.109	-0.342879
328.157	-1.17197	333.157	-0.347933
328.206	-1.26930	333.206	-0.354221
328.255	-1.37233	333.255	-0.361834
328.304	-1.47841	333.304	-0.370878
328.353	-1.58368	333.353	-0.381476
328.402	-1.68313	333.402	-0.393773
328.451	-1.77105	333.451	-0.407949
328.500	-1.84188	333.500	-0.424211
328.548	-1.89114	333.548	-0.442798
328.597	-1.91644	333.597	-0.463981
328.646	-1.91774	333.646	-0.488070
328.695	-1.89708	333.695	-0.515419
328.744	-1.85763	333.744	-0.546429
328.793	-1.80276	333.793	-0.581550
328.842	-1.73535	333.842	-0.621270
328.891	-1.65763	333.891	-0.666108
328.939	-1.57150	333.939	-0.716585
328.988	-1.47890	333.988	-0.773189
329.037	-1.38211	334.037	-0.836302
329.086	-1.28366	334.086	-0.906106
329.135	-1.18610	334.135	-0.982434
329.184	-1.09169	334.184	-1.06459
329.233	-1.00218	334.233	-1.15113
329.282	-0.918721	334.282	-1.23970
329.330	-0.841919	334.330	-1.32690
329.379	-0.771928	334.379	-1.40845
329.428	-0.708582	334.428	-1.47958
329.477	-0.651511	334.477	-1.53575
329.526	-0.600231	334.526	-1.57353
329.575	-0.554212	334.575	-1.59126
329.624	-0.512921	334.624	-1.58930
329.673	-0.475849	334.673	-1.56962
329.721	-0.442522	334.721	-1.53500
329.770	-0.412512	334.770	-1.48824
329.819	-0.385437	334.819	-1.43166
329.868	-0.360956	334.868	-1.36699
329.917	-0.338770	334.917	-1.29566
329.966	-0.318617	334.966	-1.21919
330.015	-0.300267	335.015	-1.13936
330.064	-0.283520	335.064	-1.05821
330.112	-0.268200	335.112	-0.977804
330.161	-0.254153	335.161	-0.899994
330.210	-0.241245	335.210	-0.826209
330.259	-0.229357	335.259	-0.757402
330.308	-0.218386	335.308	-0.694070
330.357	-0.208240	335.357	-0.636346
330.406	-0.198838	335.406	-0.584094
330.455	-0.190110	335.455	-0.537013
330.503	-0.181992	335.503	-0.494706
330.552	-0.174429	335.552	-0.456737
330.601	-0.167369	335.601	-0.422667
330.650	-0.160770	335.650	-0.392076
330.699	-0.154591	335.699	-0.364576
330.748	-0.148796	335.748	-0.339812
330.797	-0.143354	335.797	-0.317469
330.846	-0.138236	335.846	-0.297267
330.894	-0.133416	335.894	-0.278960
330.943	-0.128871	335.943	-0.262330
330.992	-0.124579	335.992	-0.247189
331.041	-0.120523	336.041	-0.233370
331.090	-0.116683	336.090	-0.220730
331.139	-0.113045	336.139	-0.209140
331.188	-0.109594	336.188	-0.198491
331.237	-0.106318	336.237	-0.188683
331.285	-0.103203	336.285	-0.179633
331.334	-0.100239	336.334	-0.171264
331.383	-0.0974172	336.383	-0.163510
331.432	-0.0947268	336.432	-0.156311
331.481	-0.0921599	336.481	-0.149617
331.530	-0.0897087	336.530	-0.143380
331.579	-0.0873661	336.579	-0.137560
331.628	-0.0851253	336.628	-0.132119
331.676	-0.0829804	336.676	-0.127025
331.725	-0.0809256	336.725	-0.122249
331.774	-0.0789558	336.774	-0.117764
331.823	-0.0770660	336.823	-0.113546
331.872	-0.0752517	336.872	-0.109575
331.921	-0.0735088	336.921	-0.105830
331.970	-0.0718334	336.970	-0.102295
332.019	-0.0702218	337.019	-0.0989539
332.067	-0.0686706	337.067	-0.0957919
332.116	-0.0671768	337.116	-0.0927963
332.165	-0.0657372	337.165	-0.0899551
332.214	-0.0643493	337.214	-0.0872576
332.263	-0.0630103	337.263	-0.0846939
332.312	-0.0617180	337.312	-0.0822550
332.361	-0.0604699	337.361	-0.0799326
332.410	-0.0592640	337.410	-0.0777190
332.458	-0.0580983	337.458	-0.0756074
332.507	-0.0569709	337.507	-0.0735912
332.556	-0.0558801	337.556	-0.0716646
332.605	-0.0548241	337.605	-0.0698221
332.654	-0.0538014	337.654	-0.0680586
332.703	-0.0528106	337.703	-0.0663694
332.752	-0.0518502	337.752	-0.0647503
332.801	-0.0509189	337.801	-0.0631972
332.849	-0.0500155	337.849	-0.0617065
332.898	-0.0491388	337.898	-0.0602746
332.947	-0.0482877	337.947	-0.0588983
332.996	-0.0474611	337.996	-0.0575746
333.045	-0.0466580	338.045	-0.0563008
333.094	-0.0458776	338.094	-0.0550741
333.143	-0.0451188	338.143	-0.0538923
333.192	-0.0443808	338.192	-0.0527530
333.240	-0.0436629	338.240	-0.0516540
333.289	-0.0429643	338.289	-0.0505935
333.338	-0.0422841	338.338	-0.0495694
333.387	-0.0416218	338.387	-0.0485801
333.436	-0.0409767	338.436	-0.0476239
333.485	-0.0403481	338.485	-0.0466992
333.534	-0.0397354	338.534	-0.0458047
333.583	-0.0391381	338.583	-0.0449388
333.631	-0.0385556	338.631	-0.0441004
333.680	-0.0379874	338.680	-0.0432882
333.729	-0.0374331	338.729	-0.0425010
333.778	-0.0368920	338.778	-0.0417378
333.827	-0.0363638	338.827	-0.0409976
333.876	-0.0358480	338.876	-0.0402793
333.925	-0.0353443	338.925	-0.0395820
333.974	-0.0348522	338.974	-0.0389050
334.022	-0.0343713	339.022	-0.0382473
334.071	-0.0339013	339.071	-0.0376081
334.120	-0.0334418	339.120	-0.0369869
334.169	-0.0329925	339.169	-0.0363827
334.218	-0.0325530	339.218	-0.0357950
334.267	-0.0321232	339.267	-0.0352232
334.316	-0.0317026	339.316	-0.0346665
334.365	-0.0312910	339.365	-0.0341246
334.413	-0.0308881	339.413	-0.0335967
334.462	-0.0304936	339.462	-0.0330824
334.511	-0.0301073	339.511	-0.0325812
334.560	-0.0297290	339.560	-0.0320927
334.609	-0.0293584	339.609	-0.0316163
334.658	-0.0289953	339.658	-0.0311516
334.707	-0.0286395	339.707	-0.0306983
334.756	-0.0282908	339.756	-0.0302559
334.804	-0.0279489	339.804	-0.0298241
334.853	-0.0276137	339.853	-0.0294025
334.902	-0.0272850	339.902	-0.0289907
334.951	-0.0269626	339.951	-0.0285885
335.000	-0.0266464	340.000	-0.0281955
