b1	1	b2	2	b3	3
346.34	123.21	346.34	-52.522	346.08	-792.8
346.36	122.55	346.36	-46.991	346.09	-730.89
346.37	121.96	346.37	-41.466	346.09	-675
346.38	121.44	346.38	-35.979	346.1	-624.44
346.4	121	346.4	-30.561	346.1	-578.59
346.41	120.63	346.41	-25.246	346.11	-536.92
346.42	120.32	346.42	-20.065	346.11	-498.97
346.44	120.09	346.44	-15.05	346.12	-464.34
346.45	119.92	346.45	-10.233	346.13	-432.67
346.46	119.82	346.46	-5.6462	346.13	-403.65
346.48	119.77	346.48	-1.3226	346.14	-377.01
346.49	119.78	346.49	2.7051	346.14	-352.52
346.5	119.84	346.5	6.4041	346.15	-329.94
346.52	119.95	346.52	9.7417	346.15	-309.11
346.53	120.1	346.53	12.686	346.16	-289.85
346.54	120.29	346.54	15.204	346.16	-272.01
346.56	120.5	346.56	17.267	346.17	-255.46
346.57	120.74	346.57	18.847	346.17	-240.08
346.58	121	346.58	19.916	346.18	-225.76
346.6	121.27	346.6	20.452	346.19	-212.42
346.61	121.55	346.61	20.436	346.19	-199.96
346.62	121.82	346.62	19.852	346.2	-188.31
346.64	122.07	346.64	18.692	346.2	-177.39
346.65	122.31	346.65	16.951	346.21	-167.15
346.66	122.52	346.66	14.632	346.21	-157.53
346.68	122.7	346.68	11.747	346.22	-148.47
346.69	122.83	346.69	8.3124	346.22	-139.94
346.7	122.92	346.7	4.3543	346.23	-131.88
346.72	122.95	346.72	-0.09338	346.24	-124.26
346.73	122.91	346.73	-4.9892	346.24	-117.04
346.74	122.81	346.74	-10.284	346.25	-110.19
346.76	122.64	346.76	-15.923	346.25	-103.68
346.77	122.39	346.77	-21.842	346.26	-97.487
346.78	122.05	346.78	-27.978	346.26	-91.577
346.8	121.64	346.8	-34.257	346.27	-85.931
346.81	121.14	346.81	-40.61	346.27	-80.526
346.82	120.56	346.82	-46.962	346.28	-75.342
346.84	119.89	346.84	-53.24	346.28	-70.361
346.85	119.14	346.85	-59.376	346.29	-65.566
346.86	118.31	346.86	-65.302	346.3	-60.938
346.88	117.4	346.88	-70.957	346.3	-56.465
346.89	116.42	346.89	-76.285	346.31	-52.129
346.9	115.37	346.9	-81.238	346.31	-47.919
346.92	114.25	346.92	-85.774	346.32	-43.821
346.93	113.08	346.93	-89.859	346.32	-39.823
346.94	111.86	346.94	-93.467	346.33	-35.912
346.96	110.59	346.96	-96.582	346.33	-32.077
346.97	109.29	346.97	-99.192	346.34	-28.308
346.98	107.95	346.98	-101.3	346.35	-24.592
347	106.59	347	-102.89	346.35	-20.921
347.01	105.21	347.01	-104	346.36	-17.284
347.02	103.82	347.02	-104.63	346.36	-13.671
347.04	102.42	347.04	-104.79	346.37	-10.07
347.05	101.02	347.05	-104.51	346.37	-6.474
347.06	99.636	347.06	-103.83	346.38	-2.8711
347.08	98.259	347.08	-102.75	346.38	0.7484
347.09	96.898	347.09	-101.32	346.39	4.3948
347.1	95.559	347.1	-99.56	346.4	8.0787
347.12	94.245	347.12	-97.502	346.4	11.811
347.13	92.96	347.13	-95.175	346.41	15.602
347.14	91.708	347.14	-92.61	346.41	19.465
347.16	90.492	347.16	-89.835	346.42	23.41
347.17	89.314	347.17	-86.877	346.42	27.451
347.18	88.177	347.18	-83.764	346.43	31.601
347.2	87.081	347.2	-80.521	346.43	35.874
347.21	86.03	347.21	-77.173	346.44	40.285
347.22	85.024	347.22	-73.743	346.44	44.85
347.24	84.064	347.24	-70.254	346.45	49.586
347.25	83.151	347.25	-66.726	346.46	54.51
347.26	82.285	347.26	-63.18	346.46	59.644
347.28	81.467	347.28	-59.636	346.47	65.008
347.29	80.695	347.29	-56.112	346.47	70.624
347.3	79.971	347.3	-52.628	346.48	76.519
347.32	79.292	347.32	-49.2	346.48	82.719
347.33	78.659	347.33	-45.846	346.49	89.253
347.34	78.069	347.34	-42.584	346.49	96.155
347.36	77.523	347.36	-39.43	346.5	103.46
347.37	77.017	347.37	-36.403	346.51	111.21
347.38	76.552	347.38	-33.518	346.51	119.44
347.4	76.123	347.4	-30.793	346.52	128.21
347.41	75.73	347.41	-28.245	346.52	137.56
347.42	75.369	347.42	-25.891	346.53	147.56
347.44	75.039	347.44	-23.747	346.53	158.26
347.45	74.735	347.45	-21.829	346.54	169.75
347.46	74.456	347.46	-20.153	346.54	182.1
347.48	74.197	347.48	-18.734	346.55	195.41
347.49	73.955	347.49	-17.585	346.56	209.77
347.5	73.727	347.5	-16.719	346.56	225.3
347.52	73.508	347.52	-16.147	346.57	242.13
347.53	73.295	347.53	-15.877	346.57	260.4
347.54	73.083	347.54	-15.914	346.58	280.28
347.56	72.869	347.56	-16.263	346.58	301.95
347.57	72.648	347.57	-16.923	346.59	325.62
347.58	72.416	347.58	-17.892	346.59	351.55
347.6	72.17	347.6	-19.16	346.6	379.99
347.61	71.904	347.61	-20.719	346.6	411.27
347.62	71.616	347.62	-22.551	346.61	445.75
347.64	71.302	347.64	-24.64	346.62	483.85
347.65	70.958	347.65	-26.961	346.62	526.04
347.66	70.582	347.66	-29.488	346.63	572.89
347.68	70.171	347.68	-32.192	346.63	625.04
347.69	69.723	347.69	-35.039	346.64	683.24
347.7	69.237	347.7	-37.997	346.64	748.37
347.72	68.71	347.72	-41.028	346.65	821.46
347.73	68.143	347.73	-44.097	346.65	903.7
347.74	67.534	347.74	-47.166	346.66	996.51
347.76	66.885	347.76	-50.199	346.67	1101.5
347.77	66.196	347.77	-53.163	346.67	1220.8
347.78	65.468	347.78	-56.025	346.68	1356.5
347.8	64.703	347.8	-58.755	346.68	1511.4
347.81	63.902	347.81	-61.327	346.69	1688.8
347.82	63.069	347.82	-63.719	346.69	1892.3
347.84	62.204	347.84	-65.912	346.7	2126.5
347.85	61.312	347.85	-67.891	346.7	2396.5
347.86	60.395	347.86	-69.645	346.71	2708.2
347.88	59.457	347.88	-71.167	346.71	3068.3
347.89	58.499	347.89	-72.454	346.72	3484.2
347.9	57.526	347.9	-73.505	346.73	3963.4
347.92	56.54	347.92	-74.325	346.73	4513.5
347.93	55.545	347.93	-74.919	346.74	5140.1
347.94	54.544	347.94	-75.295	346.74	5845.4
347.96	53.539	347.96	-75.464	346.75	6624.2
347.97	52.533	347.97	-75.437	346.75	7458.7
347.98	51.528	347.98	-75.228	346.76	8310.8
348	50.528	348	-74.849	346.76	9112.3
348.01	49.533	348.01	-74.315	346.77	9754.8
348.02	48.547	348.02	-73.641	346.78	10085
348.04	47.571	348.04	-72.84	346.78	9911.8
348.05	46.606	348.05	-71.927	346.79	9041.8
348.06	45.653	348.06	-70.916	346.79	7341.4
348.08	44.715	348.08	-69.819	346.8	4818.5
348.09	43.792	348.09	-68.649	346.8	1678.9
348.1	42.885	348.1	-67.417	346.81	-1690.8
348.12	41.995	348.12	-66.135	346.81	-4830.4
348.13	41.122	348.13	-64.812	346.82	-7353.3
348.14	40.267	348.14	-63.458	346.83	-9053.7
348.16	39.43	348.16	-62.081	346.83	-9923.7
348.17	38.612	348.17	-60.688	346.84	-10097
348.18	37.812	348.18	-59.287	346.84	-9766.8
348.2	37.031	348.2	-57.884	346.85	-9124.3
348.21	36.269	348.21	-56.483	346.85	-8322.9
348.22	35.525	348.22	-55.089	346.86	-7470.8
348.24	34.8	348.24	-53.708	346.86	-6636.3
348.25	34.093	348.25	-52.342	346.87	-5857.6
348.26	33.405	348.26	-50.994	346.87	-5152.3
348.28	32.734	348.28	-49.667	346.88	-4525.8
348.29	32.08	348.29	-48.363	346.89	-3975.8
348.3	31.444	348.3	-47.084	346.89	-3496.6
348.32	30.825	348.32	-45.831	346.9	-3080.8
348.33	30.222	348.33	-44.606	346.9	-2720.8
348.34	29.636	348.34	-43.41	346.91	-2409.2
348.36	29.065	348.36	-42.242	346.91	-2139.3
348.37	28.509	348.37	-41.104	346.92	-1905.2
348.38	27.969	348.38	-39.995	346.92	-1701.7
348.4	27.443	348.4	-38.916	346.93	-1524.5
348.41	26.931	348.41	-37.867	346.94	-1369.7
348.42	26.433	348.42	-36.847	346.94	-1234.1
348.44	25.949	348.44	-35.857	346.95	-1115
348.45	25.477	348.45	-34.895	346.95	-1010.1
348.46	25.018	348.46	-33.962	346.96	-917.44
348.48	24.571	348.48	-33.056	346.96	-835.35
348.49	24.137	348.49	-32.178	346.97	-762.42
348.5	23.713	348.5	-31.327	346.97	-697.46
348.52	23.301	348.52	-30.502	346.98	-639.43
348.53	22.9	348.53	-29.702	346.98	-587.46
348.54	22.509	348.54	-28.928	346.99	-540.8
348.56	22.129	348.56	-28.177	347	-498.8
348.57	21.758	348.57	-27.45	347	-460.9
348.58	21.397	348.58	-26.746	347.01	-426.64
348.6	21.045	348.6	-26.063	347.01	-395.58
348.61	20.702	348.61	-25.403	347.02	-367.36
348.62	20.367	348.62	-24.763	347.02	-341.68
348.64	20.041	348.64	-24.143	347.03	-318.25
348.65	19.724	348.65	-23.543	347.03	-296.84
348.66	19.414	348.66	-22.962	347.04	-277.23
348.68	19.111	348.68	-22.398	347.05	-259.24
348.69	18.816	348.69	-21.853	347.05	-242.71
348.7	18.529	348.7	-21.324	347.06	-227.48
348.72	18.248	348.72	-20.812	347.06	-213.44
348.73	17.974	348.73	-20.316	347.07	-200.46
348.74	17.706	348.74	-19.835	347.07	-188.45
348.76	17.445	348.76	-19.369	347.08	-177.32
348.77	17.19	348.77	-18.917	347.08	-166.98
348.78	16.94	348.78	-18.48	347.09	-157.37
348.8	16.697	348.8	-18.055	347.1	-148.41
348.81	16.459	348.81	-17.643	347.1	-140.06
348.82	16.226	348.82	-17.244	347.11	-132.26
348.84	15.999	348.84	-16.857	347.11	-124.96
348.85	15.777	348.85	-16.481	347.12	-118.12
348.86	15.56	348.86	-16.116	347.12	-111.71
348.88	15.347	348.88	-15.762	347.13	-105.68
348.89	15.139	348.89	-15.419	347.13	-100
348.9	14.936	348.9	-15.085	347.14	-94.655
348.92	14.737	348.92	-14.762	347.14	-89.608
348.93	14.542	348.93	-14.447	347.15	-84.838
348.94	14.352	348.94	-14.142	347.16	-80.322
348.96	14.165	348.96	-13.845	347.16	-76.04
348.97	13.983	348.97	-13.557	347.17	-71.975
348.98	13.804	348.98	-13.277	347.17	-68.108
349	13.629	349	-13.005	347.18	-64.426
349.01	13.457	349.01	-12.74	347.18	-60.912
349.02	13.289	349.02	-12.483	347.19	-57.555
349.04	13.124	349.04	-12.233	347.19	-54.34
349.05	12.963	349.05	-11.989	347.2	-51.258
349.06	12.805	349.06	-11.752	347.21	-48.297
349.08	12.649	349.08	-11.522	347.21	-45.447
349.09	12.497	349.09	-11.298	347.22	-42.699
349.1	12.348	349.1	-11.08	347.22	-40.043
349.12	12.202	349.12	-10.867	347.23	-37.473
349.13	12.058	349.13	-10.66	347.23	-34.978
349.14	11.918	349.14	-10.459	347.24	-32.554
349.16	11.78	349.16	-10.263	347.24	-30.191
349.17	11.644	349.17	-10.071	347.25	-27.883
349.18	11.511	349.18	-9.8852	347.25	-25.624
349.2	11.38	349.2	-9.7038	347.26	-23.407
349.21	11.252	349.21	-9.5269	347.27	-21.226
349.22	11.126	349.22	-9.3544	347.27	-19.076
349.24	11.003	349.24	-9.1863	347.28	-16.949
349.25	10.882	349.25	-9.0223	347.28	-14.842
349.26	10.762	349.26	-8.8624	347.29	-12.746
349.28	10.645	349.28	-8.7064	347.29	-10.658
349.29	10.53	349.29	-8.5542	347.3	-8.5704
349.3	10.417	349.3	-8.4057	347.3	-6.4784
349.32	10.306	349.32	-8.2608	347.31	-4.3758
349.33	10.197	349.33	-8.1193	347.32	-2.2565
349.34	10.09	349.34	-7.9812	347.32	-0.1145
349.36	9.9841	349.36	-7.8464	347.33	2.0567
349.37	9.8804	349.37	-7.7147	347.33	4.2637
349.38	9.7784	349.38	-7.5861	347.34	6.5134
349.4	9.6781	349.4	-7.4604	347.34	8.813
349.41	9.5795	349.41	-7.3377	347.35	11.17
349.42	9.4825	349.42	-7.2177	347.35	13.593
349.44	9.387	349.44	-7.1005	347.36	16.09
349.45	9.2931	349.45	-6.986	347.37	18.67
349.46	9.2008	349.46	-6.874	347.37	21.343
349.48	9.1099	349.48	-6.7645	347.38	24.119
349.49	9.0204	349.49	-6.6574	347.38	27.011
349.5	8.9323	349.5	-6.5527	347.39	30.029
349.52	8.8457	349.52	-6.4502	347.39	33.188
349.53	8.7604	349.53	-6.35	347.4	36.501
349.54	8.6764	349.54	-6.252	347.4	39.984
349.56	8.5937	349.56	-6.1561	347.41	43.655
349.57	8.5122	349.57	-6.0622	347.41	47.533
349.58	8.432	349.58	-5.9703	347.42	51.638
349.6	8.353	349.6	-5.8804	347.43	55.992
349.61	8.2752	349.61	-5.7924	347.43	60.622
349.62	8.1986	349.62	-5.7061	347.44	65.555
349.64	8.1231	349.64	-5.6217	347.44	70.822
349.65	8.0487	349.65	-5.539	347.45	76.458
349.66	7.9754	349.66	-5.4581	347.45	82.5
349.68	7.9032	349.68	-5.3787	347.46	88.992
349.69	7.832	349.69	-5.301	347.46	95.982
349.7	7.7618	349.7	-5.2248	347.47	103.52
349.72	7.6927	349.72	-5.1502	347.48	111.68
349.73	7.6245	349.73	-5.077	347.48	120.51
349.74	7.5573	349.74	-5.0053	347.49	130.1
349.76	7.4911	349.76	-4.935	347.49	140.54
349.77	7.4258	349.77	-4.8661	347.5	151.91
349.78	7.3613	349.78	-4.7985	347.5	164.35
349.8	7.2978	349.8	-4.7323	347.51	177.97
349.81	7.2352	349.81	-4.6673	347.51	192.92
349.82	7.1734	349.82	-4.6035	347.52	209.37
349.84	7.1124	349.84	-4.541	347.52	227.52
349.85	7.0523	349.85	-4.4796	347.53	247.59
349.86	6.993	349.86	-4.4194	347.54	269.83
349.88	6.9345	349.88	-4.3604	347.54	294.54
349.89	6.8767	349.89	-4.3024	347.55	322.08
349.9	6.8197	349.9	-4.2455	347.55	352.84
349.92	6.7635	349.92	-4.1897	347.56	387.31
349.93	6.708	349.93	-4.1348	347.56	426.02
349.94	6.6533	349.94	-4.081	347.57	469.64
349.96	6.5992	349.96	-4.0282	347.57	518.91
349.97	6.5459	349.97	-3.9763	347.58	574.75
349.98	6.4932	349.98	-3.9253	347.59	638.21
350	6.4412	350	-3.8753	347.59	710.54
350.01	6.3899	350.01	-3.8261	347.6	793.22
350.02	6.3392	350.02	-3.7778	347.6	887.97
350.04	6.2892	350.04	-3.7304	347.61	996.85
350.05	6.2397	350.05	-3.6837	347.61	1122.2
350.06	6.1909	350.06	-3.6379	347.62	1266.9
350.08	6.1428	350.08	-3.5929	347.62	1434
350.09	6.0952	350.09	-3.5487	347.63	1627
350.1	6.0481	350.1	-3.5052	347.64	1849.9
350.12	6.0017	350.12	-3.4625	347.64	2106.4
350.13	5.9558	350.13	-3.4204	347.65	2400
350.14	5.9105	350.14	-3.3791	347.65	2733
350.16	5.8657	350.16	-3.3385	347.66	3105.3
350.17	5.8215	350.17	-3.2986	347.66	3511.9
350.18	5.7778	350.18	-3.2593	347.67	3939.9
350.2	5.7346	350.2	-3.2207	347.67	4364
350.21	5.6919	350.21	-3.1827	347.68	4741.4
350.22	5.6497	350.22	-3.1454	347.68	5006.6
350.24	5.608	350.24	-3.1086	347.69	5071.4
350.25	5.5668	350.25	-3.0725	347.7	4833.6
350.26	5.5261	350.26	-3.0369	347.7	4201.4
350.28	5.4859	350.28	-3.0019	347.71	3133.2
350.29	5.4461	350.29	-2.9675	347.71	1678.5
350.3	5.4068	350.3	-2.9336	347.72	-6.3334
350.32	5.3679	350.32	-2.9002	347.72	-1691.2
350.33	5.3294	350.33	-2.8674	347.73	-3145.9
350.34	5.2914	350.34	-2.8351	347.73	-4214.1
350.36	5.2538	350.36	-2.8033	347.74	-4846.3
350.37	5.2167	350.37	-2.772	347.75	-5084.1
350.38	5.1799	350.38	-2.7412	347.75	-5019.3
350.4	5.1436	350.4	-2.7108	347.76	-4754.2
350.41	5.1077	350.41	-2.6809	347.76	-4376.8
350.42	5.0721	350.42	-2.6515	347.77	-3952.7
350.44	5.037	350.44	-2.6225	347.77	-3524.8
350.45	5.0022	350.45	-2.594	347.78	-3118.3
350.46	4.9678	350.46	-2.5659	347.78	-2746.1
350.48	4.9338	350.48	-2.5382	347.79	-2413.1
350.49	4.9001	350.49	-2.5109	347.79	-2119.5
350.5	4.8668	350.5	-2.4841	347.8	-1863.1
350.52	4.8339	350.52	-2.4576	347.81	-1640.3
350.53	4.8013	350.53	-2.4315	347.81	-1447.3
350.54	4.7691	350.54	-2.4058	347.82	-1280.3
350.56	4.7372	350.56	-2.3805	347.82	-1135.8
350.57	4.7056	350.57	-2.3556	347.83	-1010.5
350.58	4.6744	350.58	-2.331	347.83	-901.71
350.6	4.6434	350.6	-2.3068	347.84	-807.07
350.61	4.6129	350.61	-2.2829	347.84	-724.51
350.62	4.5826	350.62	-2.2593	347.85	-652.3
350.64	4.5526	350.64	-2.2361	347.86	-588.97
350.65	4.523	350.65	-2.2133	347.86	-533.26
350.66	4.4936	350.66	-2.1907	347.87	-484.13
350.68	4.4646	350.68	-2.1685	347.87	-440.66
350.69	4.4358	350.69	-2.1466	347.88	-402.1
350.7	4.4073	350.7	-2.125	347.88	-367.8
350.72	4.3791	350.72	-2.1037	347.89	-337.2
350.73	4.3512	350.73	-2.0826	347.89	-309.84
350.74	4.3236	350.74	-2.0619	347.9	-285.31
350.76	4.2963	350.76	-2.0415	347.91	-263.26
350.77	4.2692	350.77	-2.0213	347.91	-243.39
350.78	4.2424	350.78	-2.0014	347.92	-225.45
350.8	4.2158	350.8	-1.9818	347.92	-209.22
350.81	4.1895	350.81	-1.9625	347.93	-194.49
350.82	4.1635	350.82	-1.9434	347.93	-181.11
350.84	4.1377	350.84	-1.9245	347.94	-168.91
350.85	4.1122	350.85	-1.906	347.94	-157.79
350.86	4.0869	350.86	-1.8876	347.95	-147.62
350.88	4.0619	350.88	-1.8695	347.95	-138.3
350.89	4.037	350.89	-1.8517	347.96	-129.75
350.9	4.0125	350.9	-1.8341	347.97	-121.9
350.92	3.9882	350.92	-1.8167	347.97	-114.67
350.93	3.964	350.93	-1.7995	347.98	-108
350.94	3.9402	350.94	-1.7826	347.98	-101.84
350.96	3.9165	350.96	-1.7659	347.99	-96.142
350.97	3.8931	350.97	-1.7494	347.99	-90.867
350.98	3.8699	350.98	-1.7331	348	-85.974
351	3.8469	351	-1.717	348	-81.43
351.01	3.8241	351.01	-1.7012	348.01	-77.205
351.02	3.8015	351.02	-1.6855	348.02	-73.271
351.04	3.7792	351.04	-1.67	348.02	-69.603
351.05	3.757	351.05	-1.6547	348.03	-66.18
351.06	3.735	351.06	-1.6397	348.03	-62.981
351.08	3.7133	351.08	-1.6248	348.04	-59.989
351.09	3.6917	351.09	-1.6101	348.04	-57.187
351.1	3.6704	351.1	-1.5955	348.05	-54.56
351.12	3.6492	351.12	-1.5812	348.05	-52.095
351.13	3.6282	351.13	-1.567	348.06	-49.78
351.14	3.6074	351.14	-1.5531	348.06	-47.603
351.16	3.5868	351.16	-1.5392	348.07	-45.554
351.17	3.5664	351.17	-1.5256	348.08	-43.624
351.18	3.5461	351.18	-1.5121	348.08	-41.804
351.2	3.526	351.2	-1.4988	348.09	-40.087
351.21	3.5062	351.21	-1.4856	348.09	-38.465
351.22	3.4864	351.22	-1.4726	348.1	-36.933
351.24	3.4669	351.24	-1.4598	348.1	-35.483
351.25	3.4475	351.25	-1.4471	348.11	-34.11
351.26	3.4283	351.26	-1.4346	348.11	-32.81
351.28	3.4093	351.28	-1.4222	348.12	-31.577
351.29	3.3904	351.29	-1.4099	348.13	-30.407
351.3	3.3717	351.3	-1.3978	348.13	-29.296
351.32	3.3531	351.32	-1.3859	348.14	-28.241
351.33	3.3347	351.33	-1.3741	348.14	-27.238
351.34	3.3165	351.34	-1.3624	348.15	-26.283
351.36	3.2984	351.36	-1.3509	348.15	-25.375
351.37	3.2805	351.37	-1.3395	348.16	-24.509
351.38	3.2627	351.38	-1.3282	348.16	-23.684
351.4	3.2451	351.4	-1.3171	348.17	-22.897
351.41	3.2276	351.41	-1.306	348.18	-22.147
351.42	3.2102	351.42	-1.2952	348.18	-21.43
351.44	3.193	351.44	-1.2844	348.19	-20.745
351.45	3.176	351.45	-1.2738	348.19	-20.09
351.46	3.1591	351.46	-1.2632	348.2	-19.464
351.48	3.1423	351.48	-1.2528	348.2	-18.865
351.49	3.1257	351.49	-1.2426	348.21	-18.292
351.5	3.1092	351.5	-1.2324	348.21	-17.742
351.52	3.0928	351.52	-1.2223	348.22	-17.216
351.53	3.0766	351.53	-1.2124	348.22	-16.711
351.54	3.0605	351.54	-1.2026	348.23	-16.227
351.56	3.0445	351.56	-1.1929	348.24	-15.762
351.57	3.0287	351.57	-1.1832	348.24	-15.316
351.58	3.013	351.58	-1.1737	348.25	-14.888
351.6	2.9974	351.6	-1.1643	348.25	-14.476
351.61	2.9819	351.61	-1.155	348.26	-14.08
351.62	2.9666	351.62	-1.1459	348.26	-13.699
351.64	2.9514	351.64	-1.1368	348.27	-13.333
351.65	2.9363	351.65	-1.1278	348.27	-12.981
351.66	2.9213	351.66	-1.1189	348.28	-12.641
351.68	2.9065	351.68	-1.1101	348.29	-12.314
351.69	2.8917	351.69	-1.1014	348.29	-11.999
351.7	2.8771	351.7	-1.0927	348.3	-11.695
351.72	2.8626	351.72	-1.0842	348.3	-11.402
351.73	2.8482	351.73	-1.0758	348.31	-11.119
351.74	2.8339	351.74	-1.0674	348.31	-10.847
351.76	2.8197	351.76	-1.0592	348.32	-10.583
351.77	2.8057	351.77	-1.051	348.32	-10.329
351.78	2.7917	351.78	-1.0429	348.33	-10.083
351.8	2.7779	351.8	-1.035	348.33	-9.846
351.81	2.7641	351.81	-1.027	348.34	-9.6165
351.82	2.7505	351.82	-1.0192	348.35	-9.3946
351.84	2.7369	351.84	-1.0115	348.35	-9.1799
351.85	2.7235	351.85	-1.0038	348.36	-8.9722
351.86	2.7102	351.86	-0.99622	348.36	-8.7712
351.88	2.6969	351.88	-0.98871	348.37	-8.5765
351.89	2.6838	351.89	-0.98128	348.37	-8.388
351.9	2.6708	351.9	-0.97393	348.38	-8.2054
351.92	2.6579	351.92	-0.96665	348.38	-8.0285
351.93	2.645	351.93	-0.95944	348.39	-7.857
351.94	2.6323	351.94	-0.95231	348.4	-7.6907
351.96	2.6196	351.96	-0.94525	348.4	-7.5294
351.97	2.6071	351.97	-0.93827	348.41	-7.3729
351.98	2.5946	351.98	-0.93135	348.41	-7.2211
352	2.5822	352	-0.9245	348.42	-7.0738
352.01	2.57	352.01	-0.91772	348.42	-6.9307
352.02	2.5578	352.02	-0.91101	348.43	-6.7918
352.04	2.5457	352.04	-0.90437	348.43	-6.6569
352.05	2.5337	352.05	-0.89779	348.44	-6.5258
352.06	2.5217	352.06	-0.89128	348.45	-6.3985
352.08	2.5099	352.08	-0.88484	348.45	-6.2746
352.09	2.4981	352.09	-0.87845	348.46	-6.1543
352.1	2.4865	352.1	-0.87213	348.46	-6.0372
352.12	2.4749	352.12	-0.86587	348.47	-5.9233
352.13	2.4634	352.13	-0.85968	348.47	-5.8125
352.14	2.452	352.14	-0.85354	348.48	-5.7047
352.16	2.4406	352.16	-0.84746	348.48	-5.5998
352.17	2.4294	352.17	-0.84144	348.49	-5.4977
352.18	2.4182	352.18	-0.83548	348.49	-5.3982
352.2	2.4071	352.2	-0.82958	348.5	-5.3013
352.21	2.3961	352.21	-0.82374	348.51	-5.207
352.22	2.3851	352.22	-0.81795	348.51	-5.115
352.24	2.3743	352.24	-0.81222	348.52	-5.0254
352.25	2.3635	352.25	-0.80654	348.52	-4.9381
352.26	2.3528	352.26	-0.80091	348.53	-4.8529
352.28	2.3421	352.28	-0.79534	348.53	-4.7699
352.29	2.3316	352.29	-0.78982	348.54	-4.6889
352.3	2.3211	352.3	-0.78436	348.54	-4.6099
352.32	2.3107	352.32	-0.77894	348.55	-4.5329
352.33	2.3003	352.33	-0.77358	348.56	-4.4577
352.34	2.29	352.34	-0.76827	348.56	-4.3843
352.36	2.2798	352.36	-0.763	348.57	-4.3126
352.37	2.2697	352.37	-0.75779	348.57	-4.2427
352.38	2.2596	352.38	-0.75262	348.58	-4.1744
352.4	2.2496	352.4	-0.7475	348.58	-4.1077
352.41	2.2397	352.41	-0.74243	348.59	-4.0425
352.42	2.2298	352.42	-0.73741	348.59	-3.9789
352.44	2.22	352.44	-0.73243	348.6	-3.9167
352.45	2.2103	352.45	-0.7275	348.6	-3.8559
352.46	2.2006	352.46	-0.72262	348.61	-3.7964
352.48	2.191	352.48	-0.71777	348.62	-3.7383
352.49	2.1815	352.49	-0.71298	348.62	-3.6815
352.5	2.172	352.5	-0.70822	348.63	-3.626
352.52	2.1626	352.52	-0.70351	348.63	-3.5716
352.53	2.1533	352.53	-0.69884	348.64	-3.5185
352.54	2.144	352.54	-0.69422	348.64	-3.4665
352.56	2.1348	352.56	-0.68963	348.65	-3.4156
352.57	2.1256	352.57	-0.68509	348.65	-3.3658
352.58	2.1165	352.58	-0.68059	348.66	-3.3171
352.6	2.1074	352.6	-0.67613	348.67	-3.2694
352.61	2.0985	352.61	-0.6717	348.67	-3.2227
352.62	2.0895	352.62	-0.66732	348.68	-3.1769
352.64	2.0807	352.64	-0.66298	348.68	-3.1321
352.65	2.0719	352.65	-0.65867	348.69	-3.0883
352.66	2.0631	352.66	-0.6544	348.69	-3.0453
352.68	2.0544	352.68	-0.65017	348.7	-3.0032
352.69	2.0458	352.69	-0.64598	348.7	-2.9619
352.7	2.0372	352.7	-0.64183	348.71	-2.9215
352.72	2.0287	352.72	-0.63771	348.72	-2.8819
