b	1epr	1epra	2epr	2epa	1sepr	1sepra	2sepr1	2sepr1a	2sepr2	2sepr2a
330.116	21	4E-5	-53	2E-5	-60	0	-26	-3E-5	-141	1E-5
330.119	16	-0.37757	-52	0.01749	-59	0.40684	-22	0.78822	-138	0.83036
330.122	10	-0.77257	-51	0.03786	-72	0.77596	-17	1.59097	-134	1.67231
330.125	5	-1.18209	-51	0.05823	-82	1.11608	-11	2.41112	-131	2.52297
330.127	0	-1.6061	-51	0.0786	-86	1.44459	-7	3.24288	-128	3.38233
330.13	-2	-2.03592	-52	0.09607	-82	1.7847	-4	4.08334	-124	4.25329
330.133	-3	-2.46864	-53	0.11064	-86	2.11322	0	4.93541	-120	5.13586
330.136	-6	-2.91006	-53	0.12521	-81	2.45623	2	5.79328	-116	6.03002
330.139	-8	-3.35728	-53	0.13978	-83	2.79345	2	6.65114	-113	6.93289
330.142	-9	-3.80741	-52	0.15725	-83	3.13067	1	7.50611	-110	7.84447
330.145	-9	-4.25753	-50	0.18053	-74	3.49399	-2	8.35237	-107	8.76474
330.148	-8	-4.70475	-48	0.2096	-67	3.87761	-4	9.19283	-103	9.69662
330.151	-8	-5.15197	-47	0.24157	-60	4.28155	-5	10.0304	-99	10.6401
330.154	-9	-5.6021	-47	0.27355	-61	4.68258	-6	10.8651	-96	11.5923
330.156	-11	-6.05802	-47	0.30552	-63	5.07781	-7	11.6968	-94	12.5503
330.159	-12	-6.51685	-47	0.3375	-70	5.45273	-7	12.5286	-92	13.514
330.162	-15	-6.98438	-48	0.36657	-77	5.80735	-7	13.3603	-89	14.4865
330.165	-17	-7.4577	-50	0.38984	-84	6.14167	-7	14.1921	-89	15.459
330.168	-19	-7.93684	-51	0.41021	-88	6.46438	-9	15.0181	-91	16.4257
330.171	-21	-8.42177	-52	0.42768	-86	6.79289	-8	15.8469	-93	17.3866
330.174	-22	-8.9096	-53	0.44225	-78	7.14461	-6	16.6816	-95	18.3417
330.177	-22	-9.39743	-53	0.45682	-74	7.50794	-4	17.522	-97	19.291
330.18	-22	-9.88527	-52	0.47429	-81	7.85095	-3	18.3654	-98	20.2373
330.183	-23	-10.376	-52	0.49176	-88	8.17366	-2	19.2116	-98	21.1837
330.185	-23	-10.8667	-53	0.50633	-89	8.49347	-2	20.0579	-98	22.1301
330.188	-24	-11.3604	-53	0.5209	-87	8.81909	-3	20.9013	-97	23.0794
330.191	-24	-11.854	-54	0.53257	-87	9.1447	-4	21.7417	-97	24.0287
330.194	-25	-12.3505	-56	0.53844	-86	9.47321	-5	22.5793	-96	24.9809
330.197	-26	-12.85	-57	0.54141	-85	9.80463	-4	23.4198	-95	25.9359
330.2	-24	-13.3436	-57	0.54437	-87	10.1302	-3	24.2631	-93	26.8968
330.203	-21	-13.8285	-58	0.54444	-86	10.4588	-1	25.1123	-91	27.8635
330.206	-17	-14.3019	-61	0.5358	-85	10.7902	1	25.9673	-90	28.8331
330.209	-14	-14.7665	-63	0.52136	-86	11.1187	2	26.8251	-87	29.8114
330.212	-13	-15.2282	-66	0.49822	-80	11.4646	4	27.6888	-85	30.7955
330.214	-13	-15.69	-69	0.46638	-79	11.8134	5	28.5554	-84	31.7825
330.217	-13	-16.1517	-70	0.43164	-82	12.1535	7	29.4277	-84	32.7695
330.22	-12	-16.6105	-69	0.3998	-82	12.4937	7	30.3001	-83	33.7594
330.223	-10	-17.0635	-67	0.37375	-77	12.8483	6	31.1696	-82	34.7522
330.226	-11	-17.5194	-65	0.35352	-68	13.229	5	32.0361	-80	35.7507
330.229	-13	-17.9812	-63	0.33908	-68	13.6097	4	32.8998	-78	36.7551
330.232	-13	-18.4429	-62	0.32754	-78	13.9614	3	33.7606	-77	37.7624
330.235	-12	-18.9017	-62	0.316	-83	14.2987	1	34.6155	-76	38.7726
330.238	-12	-19.3606	-62	0.30447	-79	14.6475	0	35.4676	-76	39.7828
330.241	-11	-19.8165	-62	0.29293	-85	14.9789	-1	36.3168	-76	40.793
330.243	-11	-20.2724	-63	0.27849	-85	15.3103	-3	37.1601	-76	41.8032
330.246	-10	-20.7254	-65	0.25825	-82	15.6504	-5	37.9977	-76	42.8134
330.249	-9	-21.1756	-67	0.23221	-75	16.0108	-5	38.8353	-78	43.8178
330.252	-9	-21.6257	-67	0.20617	-71	16.3829	-3	39.6786	-80	44.8164
330.255	-9	-22.0758	-67	0.18013	-69	16.7607	-1	40.5278	-82	45.8092
330.258	-8	-22.523	-67	0.15409	-68	17.1414	2	41.3856	-85	46.7933
330.261	-9	-22.9731	-68	0.12515	-72	17.5105	3	42.2464	-87	47.7716
330.264	-10	-23.4262	-69	0.0933	-67	17.8942	3	43.1072	-89	48.7441
330.267	-11	-23.8821	-68	0.06436	-68	18.2749	3	43.9679	-90	49.7137
330.27	-13	-24.3438	-68	0.03542	-73	18.6411	2	44.8258	-89	50.6862
330.272	-14	-24.8084	-69	0.00358	-75	19.0015	0	45.6779	-87	51.6645
330.275	-14	-25.2731	-69	-0.02826	-83	19.3388	-1	46.527	-84	52.6514
330.278	-13	-25.7348	-66	-0.0514	-83	19.676	0	47.3791	-81	53.6471
330.281	-13	-26.1965	-64	-0.06874	-84	20.0103	2	48.237	-78	54.6515
330.284	-13	-26.6582	-63	-0.08318	-80	20.3562	3	49.0977	-75	55.6646
330.287	-14	-27.1229	-62	-0.09472	-79	20.705	3	49.9585	-73	56.6835
330.29	-16	-27.5933	-61	-0.10336	-76	21.0625	2	50.8164	-72	57.7053
330.293	-17	-28.0666	-60	-0.10909	-71	21.4346	3	51.6771	-74	58.7213
330.296	-18	-28.5429	-59	-0.11193	-72	21.8037	4	52.5408	-75	59.7344
330.299	-18	-29.0191	-58	-0.11186	-68	22.1844	4	53.4045	-76	60.7446
330.301	-17	-29.4924	-59	-0.11469	-67	22.568	3	54.2652	-77	61.7519
330.304	-17	-29.9658	-61	-0.12333	-69	22.9459	2	55.1231	-79	62.7534
330.307	-18	-30.442	-65	-0.14357	-67	23.3295	1	55.9781	-81	63.7491
330.31	-18	-30.9182	-69	-0.17541	-73	23.6957	3	56.8388	-82	64.7419
330.313	-19	-31.3973	-71	-0.21306	-73	24.0619	6	57.7083	-82	65.7347
330.316	-19	-31.8765	-73	-0.2565	-71	24.434	8	58.5836	-81	66.7304
330.319	-19	-32.3556	-73	-0.29995	-70	24.8089	11	59.4676	-79	67.7319
330.322	-21	-32.8405	-72	-0.34049	-68	25.1896	13	60.3573	-77	68.7392
330.325	-22	-33.3284	-69	-0.37234	-77	25.5442	16	61.2558	-74	69.7552
330.328	-21	-33.8133	-68	-0.40128	-75	25.9047	19	62.163	-71	70.7799
330.33	-21	-34.2982	-67	-0.42732	-72	26.2738	23	63.0818	-68	71.8133
330.333	-20	-34.7803	-67	-0.45336	-71	26.6458	25	64.0063	-65	72.8554
330.336	-19	-35.2594	-68	-0.4823	-65	27.0352	26	64.9338	-63	73.9033
330.339	-16	-35.7298	-68	-0.51124	-64	27.4276	25	65.8584	-61	74.957
330.342	-12	-36.1887	-70	-0.54599	-59	27.8344	23	66.7772	-59	76.0165
330.345	-8	-36.6359	-71	-0.58363	-46	28.2789	22	67.6931	-56	77.0847
330.348	-6	-37.0773	-71	-0.62127	-44	28.7293	23	68.6119	-53	78.1617
330.351	-4	-37.5129	-72	-0.66182	-43	29.1825	24	69.5335	-50	79.2473
330.354	-2	-37.9427	-71	-0.69946	-33	29.6648	27	70.4639	-50	80.3329
330.357	-2	-38.3725	-71	-0.73711	-30	30.1557	31	71.4059	-50	81.4185
330.359	-2	-38.8024	-71	-0.77475	-33	30.638	34	72.3566	-49	82.507
330.362	-2	-39.2322	-71	-0.81239	-34	31.1173	36	73.3131	-49	83.5956
330.365	-4	-39.6678	-71	-0.85004	-37	31.588	37	74.2725	-48	84.687
330.368	-7	-40.1121	-72	-0.89058	-40	32.05	38	75.2348	-46	85.7842
330.371	-10	-40.5652	-73	-0.93403	-28	32.5467	38	76.1971	-44	86.8872
330.374	-14	-41.0298	-71	-0.97167	-33	33.029	37	77.1565	-42	87.996
330.377	-17	-41.5031	-68	-1.00061	-39	33.4938	36	78.113	-39	89.1136
330.38	-18	-41.9793	-66	-1.02375	-41	33.9528	35	79.0666	-37	90.2369
330.383	-18	-42.4556	-64	-1.04109	-41	34.4119	34	80.0172	-34	91.3689
330.386	-17	-42.9289	-62	-1.05263	-39	34.8767	32	80.9621	-33	92.5039
330.388	-15	-43.3964	-59	-1.05546	-38	35.3445	31	81.9041	-32	93.6417
330.391	-12	-43.8552	-56	-1.0496	-30	35.8355	29	82.8403	-32	94.7795
330.394	-9	-44.3054	-53	-1.03503	-32	36.3206	29	83.7765	-34	95.9115
330.397	-8	-44.7526	-50	-1.01176	-34	36.8	31	84.7185	-36	97.0378
330.4	-8	-45.1998	-47	-0.97978	-39	37.2648	33	85.6663	-37	98.1611
330.403	-9	-45.6499	-46	-0.94491	-42	37.721	35	86.6199	-36	99.2873
330.406	-9	-46.1001	-43	-0.90133	-41	38.18	37	87.5793	-35	100.416
330.409	-10	-46.5531	-40	-0.84905	-40	38.6419	38	88.5415	-33	101.551
330.412	-12	-47.0119	-38	-0.79097	-41	39.101	37	89.5009	-31	102.692
330.415	-14	-47.4765	-37	-0.72999	-44	39.5513	36	90.4574	-28	103.842
330.417	-16	-47.947	-37	-0.66901	-50	39.9843	35	91.411	-25	105
330.42	-17	-48.4203	-38	-0.61092	-50	40.4172	34	92.3617	-19	106.175
330.423	-17	-48.8936	-40	-0.55864	-49	40.8531	35	93.3153	-16	107.359
330.426	-16	-49.364	-41	-0.50927	-52	41.2802	37	94.2747	-15	108.547
330.429	-14	-49.8287	-42	-0.46279	-53	41.7044	38	95.237	-14	109.737
330.432	-11	-50.2846	-44	-0.42211	-55	42.1229	39	96.2022	-15	110.924
330.435	-9	-50.7347	-46	-0.38724	-61	42.5239	41	97.1732	-17	112.105
330.438	-8	-51.182	-48	-0.35816	-60	42.9278	42	98.1471	-17	113.287
330.441	-8	-51.6292	-50	-0.33489	-58	43.3376	43	99.1239	-19	114.462
330.444	-5	-52.0677	-49	-0.30872	-55	43.756	44	100.104	-22	115.629
330.447	-2	-52.4975	-49	-0.28255	-52	44.1831	43	101.08	-25	116.787
330.449	-1	-52.9244	-48	-0.25347	-51	44.6132	43	102.057	-27	117.939
330.452	-1	-53.3513	-48	-0.2244	-48	45.0519	43	103.034	-27	119.092
330.455	-2	-53.7812	-48	-0.19533	-46	45.4965	43	104.011	-28	120.241
330.458	-4	-54.2168	-48	-0.16625	-51	45.9265	43	104.988	-28	121.391
330.461	-4	-54.6524	-49	-0.14008	-41	46.3856	44	105.967	-28	122.54
330.464	-5	-55.0909	-50	-0.11681	-35	46.862	45	106.95	-30	123.684
330.467	-8	-55.5381	-52	-0.09934	-41	47.3211	46	107.935	-31	124.824
330.47	-9	-55.9883	-54	-0.08767	-48	47.7598	48	108.927	-33	125.959
330.473	-10	-56.4413	-56	-0.0818	-55	48.1782	49	109.921	-34	127.091
330.476	-10	-56.8943	-58	-0.08173	-57	48.5909	50	110.918	-36	128.218
330.478	-8	-57.3415	-60	-0.08747	-51	49.0209	51	111.918	-37	129.341
330.481	-6	-57.783	-62	-0.09901	-47	49.4626	51	112.918	-38	130.461
330.484	-4	-58.2186	-63	-0.11345	-53	49.8868	52	113.921	-38	131.582
330.487	-1	-58.6455	-64	-0.13078	-57	50.2994	53	114.927	-38	132.702
330.49	1	-59.0666	-64	-0.14812	-54	50.7208	54	115.935	-37	133.825
330.493	2	-59.4848	-66	-0.17126	-48	51.1595	55	116.947	-36	134.952
330.496	5	-59.8943	-68	-0.2002	-42	51.6157	55	117.959	-34	136.084
330.499	6	-60.301	-69	-0.23205	-46	52.0602	56	118.973	-31	137.224
330.502	8	-60.7018	-68	-0.26099	-47	52.5018	58	119.993	-28	138.374
330.505	8	-61.1026	-68	-0.28993	-44	52.9522	61	121.022	-26	139.529
330.507	7	-61.5063	-68	-0.31887	-42	53.4083	65	122.063	-25	140.687
330.51	3	-61.9216	-69	-0.35071	-43	53.8616	67	123.109	-24	141.848
330.513	1	-62.3427	-71	-0.38836	-43	54.3148	68	124.159	-25	143.006
330.516	-2	-62.7725	-70	-0.4231	-55	54.7332	69	125.211	-25	144.165
330.519	-3	-63.2052	-67	-0.44914	-55	55.1517	70	126.266	-26	145.32
330.522	-4	-63.6409	-64	-0.46648	-44	55.602	72	127.327	-25	146.478
330.525	-5	-64.0794	-61	-0.47512	-38	56.0698	74	128.394	-23	147.642
330.528	-5	-64.5179	-59	-0.47795	-39	56.5346	76	129.466	-21	148.812
330.531	-6	-64.9593	-58	-0.47789	-40	56.9966	77	130.542	-17	149.993
330.534	-7	-65.4036	-56	-0.47202	-38	57.4643	75	131.611	-15	151.18
330.536	-8	-65.8509	-54	-0.46035	-36	57.9379	72	132.672	-14	152.37
330.539	-9	-66.301	-52	-0.44288	-37	58.4085	69	133.724	-14	153.56
330.542	-11	-66.7569	-50	-0.41961	-37	58.8792	67	134.771	-15	154.747
330.545	-12	-67.2157	-49	-0.39344	-45	59.3266	66	135.814	-16	155.932
330.548	-13	-67.6775	-49	-0.36726	-51	59.7567	65	136.855	-17	157.113
330.551	-13	-68.1392	-50	-0.34399	-55	60.1751	65	137.896	-18	158.291
330.554	-14	-68.6038	-52	-0.32652	-63	60.5703	65	138.936	-19	159.467
330.557	-14	-69.0684	-54	-0.31485	-64	60.9627	64	139.974	-20	160.64
330.56	-14	-69.5331	-56	-0.30898	-65	61.3521	64	141.012	-20	161.812
330.563	-14	-69.9977	-58	-0.30892	-71	61.7241	63	142.046	-18	162.991
330.565	-12	-70.4565	-60	-0.31465	-64	62.1164	63	143.081	-17	164.172
330.568	-11	-70.9125	-61	-0.32329	-49	62.5523	66	144.125	-15	165.359
330.571	-10	-71.3655	-63	-0.33773	-47	62.9939	69	145.177	-14	166.549
330.574	-11	-71.8214	-63	-0.35217	-47	63.4356	73	146.241	-12	167.745
330.577	-11	-72.2773	-61	-0.3608	-42	63.8917	76	147.313	-13	168.938
330.58	-11	-72.7332	-60	-0.36654	-42	64.3479	79	148.395	-14	170.128
330.583	-10	-73.1863	-60	-0.37227	-50	64.7808	81	149.482	-15	171.315
330.586	-10	-73.6393	-60	-0.37801	-50	65.2138	83	150.574	-16	172.499
330.589	-9	-74.0894	-60	-0.38375	-51	65.6438	83	151.667	-17	173.681
330.592	-8	-74.5366	-59	-0.38658	-54	66.0651	83	152.76	-16	174.865
330.594	-6	-74.9781	-60	-0.39232	-51	66.4952	83	153.853	-15	176.052
330.597	-4	-75.4137	-60	-0.39805	-50	66.9281	83	154.946	-14	177.242
330.6	-5	-75.8522	-59	-0.40089	-61	67.3291	84	156.041	-14	178.432
330.603	-7	-76.2965	-56	-0.39502	-58	67.7389	84	157.137	-12	179.628
330.606	-6	-76.7379	-52	-0.37755	-57	68.1515	83	158.23	-10	180.83
330.609	-6	-77.1794	-48	-0.34847	-52	68.5786	83	159.323	-8	182.037
330.612	-5	-77.6179	-46	-0.3136	-54	69	84	160.419	-6	183.25
330.615	-4	-78.0535	-44	-0.27292	-53	69.4242	86	161.52	-3	184.472
330.618	-5	-78.492	-43	-0.22935	-59	69.8311	88	162.627	0	185.703
330.621	-5	-78.9305	-43	-0.18577	-56	70.2466	91	163.743	2	186.939
330.623	-5	-79.3691	-42	-0.13929	-51	70.6766	95	164.871	4	188.182
330.626	-4	-79.8047	-41	-0.08991	-51	71.1067	99	166.01	8	189.436
330.629	-4	-80.2403	-38	-0.03183	-56	71.5222	103	167.161	12	190.701
330.632	-4	-80.6759	-35	0.03495	-58	71.9319	105	168.318	15	191.975
330.635	-2	-81.1057	-34	0.10464	-56	72.3475	107	169.48	18	193.258
330.638	0	-81.5298	-34	0.17432	-51	72.7775	110	170.651	20	194.547
330.641	1	-81.9509	-35	0.2411	-47	73.2191	113	171.831	23	195.844
330.644	1	-82.372	-35	0.30789	-47	73.6608	118	173.026	27	197.153
330.647	-1	-82.7989	-36	0.37177	-38	74.1286	122	174.232	29	198.468
330.65	-2	-83.2287	-36	0.43565	-36	74.6021	124	175.443	29	199.783
330.652	-4	-83.6643	-38	0.49373	-37	75.0727	126	176.661	29	201.097
330.655	-5	-84.1029	-40	0.54601	-42	75.5289	127	177.881	29	202.412
330.658	-5	-84.5414	-42	0.59249	-44	75.9792	127	179.102	29	203.727
330.661	-5	-84.9799	-44	0.63317	-42	76.4354	127	180.322	30	205.045
330.664	-3	-85.4126	-46	0.66804	-39	76.9002	128	181.546	30	206.362
330.667	-2	-85.8424	-48	0.69712	-40	77.3622	130	182.775	30	207.68
330.67	-1	-86.2694	-49	0.72329	-39	77.827	132	184.01	29	208.995
330.673	-2	-86.6992	-51	0.74366	-35	78.3035	135	185.253	28	210.307
330.676	-3	-87.1319	-54	0.75533	-31	78.7915	138	186.506	26	211.613
330.679	-5	-87.5704	-55	0.7641	-19	79.3144	140	187.764	24	212.913
330.681	-7	-88.0147	-55	0.77286	-10	79.8634	142	189.028	25	214.216
330.684	-8	-88.462	-56	0.77873	-15	80.3978	143	190.295	26	215.522
330.687	-8	-88.9092	-57	0.7817	-4	80.9642	143	191.562	26	216.828
330.69	-8	-89.3564	-57	0.78466	3	81.5509	143	192.829	27	218.137
330.693	-7	-89.8007	-58	0.78473	2	82.1347	144	194.098	27	219.446
330.696	-8	-90.248	-56	0.7906	-3	82.704	145	195.371	26	220.752
330.699	-8	-90.6952	-56	0.79647	-10	83.2529	145	196.644	25	222.056
330.702	-9	-91.1453	-56	0.80233	-9	83.8048	146	197.919	23	223.353
330.705	-9	-91.5954	-56	0.8082	-14	84.3422	146	199.195	22	224.647
330.708	-10	-92.0484	-56	0.81407	-14	84.8795	147	200.473	23	225.945
330.71	-10	-92.5015	-55	0.82284	-17	85.4082	146	201.749	24	227.245
330.713	-12	-92.9603	-55	0.8316	-18	85.9339	145	203.022	27	228.554
330.716	-13	-93.422	-54	0.84327	-17	86.4626	145	204.294	30	229.872
330.719	-14	-93.8866	-53	0.85784	-13	87.0029	146	205.57	32	231.195
330.722	-16	-94.3571	-52	0.87531	-15	87.5374	147	206.848	34	232.524
330.725	-19	-94.8362	-51	0.89568	-17	88.066	146	208.124	33	233.851
330.728	-21	-95.3211	-50	0.91896	-23	88.5773	145	209.397	32	235.174
330.731	-20	-95.8032	-49	0.94513	-20	89.0973	145	210.669	32	236.498
330.734	-19	-96.2823	-49	0.9713	-15	89.6317	146	211.945	33	237.824
330.737	-17	-96.7556	-49	0.99747	-16	90.1633	147	213.223	34	239.153
330.739	-15	-97.2232	-49	1.02365	-16	90.6949	148	214.505	34	240.483
330.742	-14	-97.6878	-50	1.04692	-21	91.2119	148	215.786	35	241.815
330.745	-14	-98.1524	-51	1.06729	-25	91.7174	150	217.073	35	243.147
330.748	-15	-98.6199	-51	1.08766	-29	92.2112	151	218.363	36	244.482
330.751	-15	-99.0875	-53	1.10223	-26	92.7138	153	219.659	36	245.817
330.754	-16	-99.5579	-54	1.1139	-28	93.2105	154	220.958	37	247.155
330.757	-16	-100.028	-55	1.12267	-17	93.7392	153	222.254	38	248.496
330.76	-15	-100.496	-56	1.12854	-13	94.2795	152	223.547	39	249.84
330.763	-12	-100.955	-56	1.1344	-16	94.811	151	224.837	40	251.187
330.766	-9	-101.405	-55	1.14317	-19	95.3339	150	226.124	41	252.536
330.768	-6	-101.846	-54	1.15484	-11	95.88	150	227.411	41	253.886
330.771	-4	-102.282	-53	1.16941	-15	96.4144	149	228.696	41	255.235
330.774	-2	-102.712	-52	1.18688	-20	96.9344	149	229.98	42	256.588
330.777	0	-103.136	-52	1.20435	-24	97.4428	150	231.267	44	257.946
330.78	2	-103.554	-54	1.21602	-28	97.9395	152	232.56	46	259.31
330.783	3	-103.969	-56	1.22189	-22	98.4537	155	233.862	48	260.68
330.786	5	-104.379	-58	1.22195	-21	98.9707	158	235.172	51	262.059
330.789	5	-104.788	-58	1.22202	-21	99.4878	163	236.497	53	263.443
330.792	6	-105.195	-58	1.22208	-24	99.9962	168	237.836	56	264.836
330.795	7	-105.599	-59	1.21925	-27	100.496	175	239.196	58	266.235
330.797	10	-105.994	-61	1.21061	-35	100.972	180	240.57	59	267.637
330.8	13	-106.38	-61	1.20198	-26	101.475	183	241.953	61	269.045
330.803	14	-106.763	-60	1.19624	-19	101.998	185	243.342	62	270.455
330.806	15	-107.144	-60	1.1905	-21	102.515	187	244.736	63	271.868
330.809	14	-107.527	-60	1.18477	-25	103.02	188	246.134	64	273.285
330.812	14	-107.911	-61	1.17613	-28	103.517	188	247.531	64	274.701
330.815	13	-108.297	-62	1.1646	-29	104.011	190	248.934	65	276.12
330.818	11	-108.689	-62	1.15306	-30	104.502	191	250.34	64	277.537
330.821	11	-109.081	-62	1.14152	-34	104.981	193	251.752	64	278.953
330.824	11	-109.473	-63	1.12708	-37	105.452	195	253.17	64	280.369
330.827	11	-109.865	-66	1.10394	-36	105.925	196	254.591	66	281.791
330.829	9	-110.263	-69	1.0721	-35	106.402	196	256.011	67	283.216
330.832	8	-110.664	-72	1.03156	-31	106.89	195	257.429	68	284.644
330.835	7	-111.068	-74	0.98521	-31	107.378	194	258.844	69	286.075
330.838	8	-111.469	-75	0.93596	-36	107.851	195	260.262	67	287.5
330.841	8	-111.869	-76	0.88382	-36	108.325	195	261.679	66	288.922
330.844	8	-112.27	-76	0.83167	-37	108.796	197	263.103	64	290.338
330.847	7	-112.674	-75	0.78242	-38	109.263	199	264.532	63	291.752
330.85	5	-113.083	-74	0.73607	-34	109.743	200	265.964	63	293.165
330.853	1	-113.505	-73	0.69263	-34	110.222	201	267.399	63	294.579
330.856	-3	-113.937	-72	0.65208	-33	110.704	202	268.837	64	295.995
330.858	-6	-114.379	-69	0.62024	-33	111.187	204	270.281	64	297.411
330.861	-9	-114.829	-65	0.6	-31	111.675	204	271.725	63	298.825
330.864	-11	-115.285	-62	0.58846	-27	112.174	202	273.163	63	300.238
330.867	-12	-115.744	-60	0.58273	-29	112.668	202	274.601	63	301.651
330.87	-13	-116.205	-59	0.57989	-26	113.171	203	276.042	64	303.068
330.873	-14	-116.67	-58	0.57996	-17	113.699	204	277.486	66	304.49
330.876	-15	-117.137	-58	0.58003	-12	114.243	206	278.935	68	305.918
330.879	-18	-117.614	-59	0.57719	-14	114.78	207	280.388	69	307.349
330.882	-19	-118.093	-59	0.57436	-12	115.323	209	281.846	69	308.779
330.885	-20	-118.575	-57	0.57732	-9	115.875	212	283.313	69	310.21
330.887	-20	-119.057	-55	0.58609	-3	116.444	215	284.789	68	311.638
330.89	-20	-119.539	-54	0.59776	-7	117.002	217	286.271	67	313.063
330.893	-19	-120.018	-56	0.60363	-14	117.539	220	287.761	65	314.482
330.896	-19	-120.497	-59	0.60079	-9	118.091	222	289.257	62	315.893
330.899	-20	-120.979	-61	0.59216	-7	118.649	225	290.762	60	317.298
330.902	-20	-121.461	-63	0.57772	1	119.23	229	292.278	60	318.702
330.905	-20	-121.943	-66	0.55458	0	119.808	233	293.806	61	320.11
330.908	-19	-122.422	-68	0.52564	-5	120.371	235	295.34	65	321.529
330.911	-19	-122.901	-70	0.49089	1	120.952	237	296.879	69	322.96
330.914	-19	-123.381	-72	0.45035	1	121.533	238	298.422	70	324.394
330.916	-19	-123.86	-72	0.4098	-5	122.096	239	299.967	71	325.83
330.919	-19	-124.339	-73	0.36636	3	122.683	242	301.521	73	327.273
330.922	-18	-124.815	-74	0.32001	6	123.278	245	303.084	74	328.718
330.925	-17	-125.288	-73	0.27657	-1	123.854	247	304.652	77	330.172
330.928	-15	-125.756	-72	0.23602	-8	124.408	249	306.227	78	331.629
330.931	-13	-126.218	-73	0.19258	-18	124.934	250	307.804	80	333.092
330.934	-14	-126.682	-74	0.14623	-21	125.451	253	309.39	82	334.56
330.937	-14	-127.147	-73	0.10278	-17	125.98	256	310.985	84	336.034
330.94	-13	-127.609	-74	0.05644	-7	126.537	258	312.585	86	337.514
330.943	-12	-128.068	-76	0.00429	-6	127.098	259	314.188	85	338.992
330.945	-12	-128.526	-76	-0.04786	-6	127.659	259	315.792	84	340.466
330.948	-11	-128.982	-75	-0.0971	-7	128.216	259	317.395	84	341.94
330.951	-10	-129.435	-75	-0.14635	-9	128.768	258	318.995	83	343.412
330.954	-11	-129.891	-74	-0.1927	0	129.346	257	320.593	82	344.88
330.957	-11	-130.347	-73	-0.23614	8	129.947	257	322.191	81	346.346
330.96	-11	-130.803	-73	-0.27959	11	130.557	258	323.791	81	347.811
330.963	-10	-131.256	-72	-0.32013	13	131.173	257	325.389	80	349.274
330.966	-8	-131.703	-73	-0.36358	6	131.768	255	326.98	80	350.737
330.969	-6	-132.145	-73	-0.40702	-5	132.332	254	328.569	80	352.2
330.972	-3	-132.577	-73	-0.45047	-12	132.875	253	330.155	79	353.659
330.974	1	-132.999	-74	-0.49682	-19	133.398	251	331.735	79	355.119
330.977	4	-133.411	-73	-0.54026	-17	133.926	251	333.316	80	356.582
330.98	6	-133.818	-73	-0.58371	-22	134.441	250	334.893	81	358.048
330.983	6	-134.224	-72	-0.62425	-24	134.949	249	336.467	83	359.519
330.986	4	-134.637	-72	-0.6648	-18	135.475	249	338.041	84	360.993
330.989	3	-135.052	-71	-0.70244	-18	136.001	251	339.622	84	362.468
330.992	0	-135.476	-71	-0.74008	-22	136.515	254	341.21	85	363.945
330.995	-5	-135.914	-72	-0.78063	-23	137.026	257	342.808	88	365.431
330.998	-8	-136.362	-76	-0.83278	-28	137.523	259	344.411	91	366.925
331.001	-11	-136.818	-79	-0.89363	-29	138.017	263	346.026	93	368.426
331.003	-11	-137.274	-80	-0.95738	-27	138.516	267	347.653	95	369.932
331.006	-9	-137.724	-81	-1.02403	-22	139.03	269	349.285	97	371.444
331.009	-8	-138.171	-81	-1.09068	-18	139.556	272	350.926	99	372.962
331.012	-7	-138.615	-79	-1.15153	-21	140.073	274	352.573	102	374.488
331.015	-6	-139.057	-78	-1.20948	-22	140.587	278	354.232	105	376.024
331.018	-4	-139.492	-77	-1.26453	-17	141.116	281	355.899	108	377.568
331.021	-2	-139.922	-78	-1.32248	-13	141.656	283	357.572	111	379.12
331.024	-1	-140.349	-79	-1.38333	-9	142.208	284	359.248	112	380.676
331.027	-1	-140.776	-79	-1.44418	-5	142.772	287	360.932	113	382.234
331.03	-2	-141.206	-77	-1.49923	3	143.358	289	362.623	113	383.793
331.032	-5	-141.644	-75	-1.54847	0	143.936	289	364.313	113	385.351
331.035	-7	-142.089	-73	-1.59192	-3	144.506	289	366.003	112	386.907
331.038	-10	-142.542	-71	-1.62956	4	145.095	289	367.694	111	388.459
331.041	-11	-142.998	-70	-1.66431	6	145.691	288	369.381	109	390.006
331.044	-11	-143.453	-68	-1.69325	6	146.286	289	371.072	108	391.55
331.047	-10	-143.906	-65	-1.71349	0	146.864	290	372.765	106	393.088
331.05	-9	-144.357	-62	-1.72502	-4	147.43	291	374.461	104	394.621
331.053	-7	-144.801	-59	-1.72786	0	148.008	293	376.163	103	396.15
331.056	-4	-145.237	-56	-1.72199	0	148.586	296	377.874	101	397.674
331.059	0	-145.661	-53	-1.70742	5	149.179	298	379.59	100	399.194
331.061	3	-146.076	-51	-1.68705	-7	149.736	300	381.313	99	400.712
331.064	6	-146.482	-50	-1.66378	-12	150.28	304	383.047	98	402.227
331.067	8	-146.883	-49	-1.63761	-6	150.84	307	384.789	98	403.742
331.07	9	-147.281	-51	-1.61723	3	151.427	309	386.538	99	405.26
331.073	9	-147.679	-53	-1.60267	8	152.028	311	388.292	99	406.778
331.076	7	-148.083	-55	-1.5939	13	152.644	314	390.055	99	408.296
331.079	5	-148.492	-56	-1.58803	6	153.239	315	391.82	100	409.816
331.082	1	-148.913	-57	-1.58506	4	153.829	318	393.595	99	411.334
