b	1epr	1epra	2epr	2epa	1sepr	1sepra	2sepr1	2sepr1a	2sepr2	2sepr2a
340.036	273	-360.768	-22	-189.301	-184	-284.023	-221	-335.051	-490	-74.8422
340.039	277	-360.389	-25	-189.206	-188	-283.99	-219	-334.834	-487	-75.0242
340.042	279	-360.003	-27	-189.116	-182	-283.94	-218	-334.614	-484	-75.1976
340.045	280	-359.615	-28	-189.029	-173	-283.864	-216	-334.389	-482	-75.3651
340.048	280	-359.227	-28	-188.942	-162	-283.756	-213	-334.155	-481	-75.5297
340.051	279	-358.842	-28	-188.854	-148	-283.607	-210	-333.912	-481	-75.6943
340.054	278	-358.459	-28	-188.767	-133	-283.415	-208	-333.663	-481	-75.8589
340.057	278	-358.077	-27	-188.677	-130	-283.214	-207	-333.411	-482	-76.0264
340.06	278	-357.694	-26	-188.584	-134	-283.025	-206	-333.157	-482	-76.1939
340.063	279	-357.309	-25	-188.489	-142	-282.859	-206	-332.902	-483	-76.3643
340.065	279	-356.924	-25	-188.393	-142	-282.693	-206	-332.648	-484	-76.5376
340.068	279	-356.539	-26	-188.3	-147	-282.541	-205	-332.39	-487	-76.7197
340.071	280	-356.15	-27	-188.21	-145	-282.384	-205	-332.133	-490	-76.9104
340.074	280	-355.762	-27	-188.12	-149	-282.238	-206	-331.879	-494	-77.1127
340.077	280	-355.374	-27	-188.03	-150	-282.095	-208	-331.63	-494	-77.315
340.08	280	-354.986	-28	-187.943	-150	-281.952	-210	-331.387	-492	-77.5115
340.083	279	-354.6	-28	-187.856	-150	-281.809	-212	-331.15	-490	-77.7022
340.086	280	-354.212	-26	-187.763	-147	-281.658	-214	-330.919	-487	-77.8842
340.089	280	-353.824	-24	-187.664	-150	-281.515	-215	-330.69	-484	-78.0576
340.092	279	-353.439	-23	-187.563	-154	-281.384	-215	-330.462	-481	-78.2222
340.094	279	-353.053	-19	-187.449	-152	-281.247	-215	-330.233	-478	-78.3781
340.097	278	-352.671	-15	-187.325	-148	-281.098	-214	-330.002	-476	-78.5282
340.1	276	-352.294	-12	-187.191	-151	-280.958	-213	-329.768	-475	-78.6754
340.103	275	-351.921	-8	-187.046	-153	-280.824	-212	-329.531	-475	-78.8226
340.106	277	-351.541	-3	-186.886	-152	-280.687	-211	-329.291	-476	-78.9727
340.109	278	-351.159	2	-186.712	-155	-280.558	-208	-329.042	-476	-79.1228
340.112	281	-350.768	7	-186.524	-159	-280.442	-206	-328.788	-478	-79.2787
340.115	283	-350.371	11	-186.324	-152	-280.305	-203	-328.524	-480	-79.4404
340.118	285	-349.968	15	-186.112	-147	-280.153	-202	-328.258	-481	-79.605
340.121	286	-349.563	17	-185.894	-147	-280.001	-202	-327.992	-481	-79.7696
340.123	286	-349.157	19	-185.671	-144	-279.841	-200	-327.72	-483	-79.94
340.126	286	-348.751	21	-185.441	-143	-279.678	-198	-327.442	-483	-80.1105
340.129	288	-348.34	23	-185.206	-136	-279.495	-196	-327.159	-484	-80.2838
340.132	288	-347.929	24	-184.968	-137	-279.314	-195	-326.873	-485	-80.46
340.135	289	-347.514	24	-184.731	-138	-279.136	-195	-326.586	-484	-80.6333
340.138	290	-347.097	24	-184.493	-148	-278.988	-193	-326.294	-484	-80.8066
340.141	291	-346.677	24	-184.255	-155	-278.859	-191	-325.996	-485	-80.9828
340.144	291	-346.257	24	-184.017	-160	-278.745	-189	-325.692	-485	-81.159
340.147	292	-345.834	22	-183.785	-165	-278.646	-188	-325.385	-486	-81.3381
340.15	294	-345.405	20	-183.558	-158	-278.526	-189	-325.082	-485	-81.5143
340.152	296	-344.97	19	-183.335	-151	-278.386	-190	-324.781	-484	-81.6877
340.155	297	-344.533	18	-183.114	-145	-278.229	-190	-324.48	-482	-81.8552
340.158	298	-344.093	17	-182.897	-144	-278.069	-190	-324.179	-477	-82.0082
340.161	297	-343.655	16	-182.682	-146	-277.914	-189	-323.875	-472	-82.1467
340.164	295	-343.223	16	-182.467	-140	-277.742	-189	-323.571	-468	-82.2736
340.167	293	-342.797	16	-182.253	-134	-277.553	-188	-323.264	-463	-82.386
340.17	292	-342.374	16	-182.038	-134	-277.364	-188	-322.958	-459	-82.4868
340.173	290	-341.957	15	-181.826	-142	-277.198	-186	-322.645	-456	-82.5788
340.176	288	-341.546	14	-181.617	-148	-277.049	-185	-322.33	-453	-82.6622
340.179	288	-341.134	13	-181.411	-145	-276.892	-183	-322.008	-452	-82.7427
340.181	287	-340.726	13	-181.205	-141	-276.723	-182	-321.684	-450	-82.8174
340.184	287	-340.317	12	-181.002	-136	-276.539	-180	-321.354	-448	-82.8863
340.187	287	-339.909	11	-180.802	-130	-276.338	-178	-321.019	-446	-82.9494
340.19	287	-339.5	12	-180.599	-126	-276.126	-177	-320.68	-445	-83.0096
340.193	287	-339.092	12	-180.395	-121	-275.899	-177	-320.341	-443	-83.0639
340.196	288	-338.681	12	-180.192	-126	-275.686	-178	-320.006	-442	-83.1154
340.199	289	-338.266	14	-179.983	-134	-275.497	-179	-319.673	-443	-83.1698
340.202	291	-337.846	14	-179.775	-137	-275.317	-179	-319.34	-446	-83.2329
340.205	291	-337.426	13	-179.569	-135	-275.13	-179	-319.007	-449	-83.3047
340.208	292	-337.003	11	-179.368	-133	-274.938	-178	-318.672	-452	-83.3851
340.21	293	-336.577	7	-179.18	-132	-274.743	-178	-318.336	-452	-83.4656
340.213	295	-336.145	4	-179	-134	-274.554	-179	-318.003	-452	-83.5461
340.216	297	-335.708	1	-178.829	-134	-274.364	-180	-317.673	-452	-83.6266
340.219	299	-335.265	-1	-178.663	-131	-274.166	-181	-317.346	-452	-83.7071
340.222	300	-334.818	-2	-178.501	-120	-273.937	-180	-317.016	-452	-83.7876
340.225	300	-334.372	-2	-178.338	-121	-273.71	-180	-316.686	-453	-83.871
340.228	299	-333.929	0	-178.17	-119	-273.477	-183	-316.365	-453	-83.9544
340.231	298	-333.488	4	-177.99	-119	-273.244	-185	-316.049	-452	-84.0348
340.234	298	-333.048	8	-177.798	-119	-273.011	-185	-315.734	-449	-84.1066
340.237	299	-332.605	10	-177.601	-114	-272.764	-183	-315.413	-445	-84.1668
340.239	301	-332.156	10	-177.404	-114	-272.517	-181	-315.086	-441	-84.2154
340.242	304	-331.698	12	-177.201	-116	-272.275	-180	-314.756	-437	-84.2524
340.245	307	-331.231	13	-176.995	-118	-272.039	-179	-314.423	-435	-84.2835
340.248	307	-330.765	15	-176.783	-119	-271.807	-179	-314.09	-435	-84.3147
340.251	307	-330.298	16	-176.568	-116	-271.565	-177	-313.752	-436	-84.3488
340.254	304	-329.84	17	-176.35	-113	-271.315	-176	-313.41	-437	-84.3858
340.257	302	-329.388	18	-176.13	-113	-271.065	-176	-313.069	-439	-84.4285
340.26	301	-328.939	18	-175.909	-114	-270.818	-177	-312.73	-441	-84.4771
340.263	300	-328.493	17	-175.692	-116	-270.576	-177	-312.391	-441	-84.5257
340.266	300	-328.047	16	-175.477	-116	-270.335	-177	-312.053	-442	-84.5772
340.268	300	-327.601	16	-175.262	-111	-270.079	-177	-311.714	-443	-84.6316
340.271	300	-327.154	17	-175.045	-101	-269.794	-177	-311.375	-445	-84.6917
340.274	300	-326.708	20	-174.818	-100	-269.506	-176	-311.034	-447	-84.7577
340.277	299	-326.265	22	-174.586	-101	-269.221	-174	-310.686	-448	-84.8266
340.28	298	-325.824	20	-174.36	-106	-268.95	-172	-310.333	-446	-84.8897
340.283	297	-325.387	17	-174.142	-108	-268.685	-169	-309.972	-444	-84.947
340.286	295	-324.955	13	-173.936	-110	-268.427	-169	-309.61	-442	-84.9984
340.289	294	-324.526	8	-173.745	-109	-268.165	-170	-309.251	-439	-85.0412
340.292	293	-324.101	5	-173.562	-111	-267.909	-171	-308.895	-435	-85.0724
340.295	293	-323.675	3	-173.385	-113	-267.659	-172	-308.542	-431	-85.092
340.297	293	-323.249	1	-173.214	-106	-267.388	-171	-308.186	-429	-85.1057
340.3	294	-322.82	1	-173.043	-107	-267.12	-169	-307.824	-429	-85.1195
340.303	295	-322.388	1	-172.871	-107	-266.853	-167	-307.456	-427	-85.1275
340.306	296	-321.954	1	-172.7	-105	-266.579	-164	-307.08	-425	-85.1296
340.309	297	-321.516	2	-172.526	-105	-266.306	-162	-306.698	-425	-85.1318
340.312	299	-321.073	4	-172.346	-107	-266.038	-161	-306.313	-424	-85.1311
340.315	301	-320.624	6	-172.16	-110	-265.78	-163	-305.933	-423	-85.1274
340.318	302	-320.172	8	-171.969	-112	-265.526	-165	-305.56	-422	-85.1209
340.321	303	-319.717	8	-171.777	-116	-265.285	-167	-305.192	-421	-85.1115
340.324	305	-319.256	7	-171.589	-103	-265.006	-168	-304.828	-421	-85.102
340.326	306	-318.792	7	-171.4	-92	-264.695	-169	-304.466	-421	-85.0926
340.329	305	-318.332	9	-171.206	-91	-264.381	-169	-304.104	-423	-85.0889
340.332	304	-317.874	9	-171.011	-98	-264.087	-169	-303.742	-424	-85.0882
340.335	305	-317.413	8	-170.82	-96	-263.787	-170	-303.383	-424	-85.0875
340.338	305	-316.952	8	-170.628	-93	-263.479	-170	-303.024	-424	-85.0867
340.341	304	-316.495	9	-170.434	-97	-263.183	-171	-302.668	-425	-85.0889
340.344	304	-316.037	12	-170.231	-100	-262.895	-172	-302.315	-425	-85.0911
340.347	305	-315.576	14	-170.022	-94	-262.589	-173	-301.965	-424	-85.0903
340.35	305	-315.115	16	-169.807	-93	-262.281	-172	-301.612	-423	-85.0867
340.353	305	-314.655	17	-169.589	-92	-261.97	-171	-301.256	-423	-85.0831
340.355	306	-314.191	18	-169.369	-95	-261.668	-169	-300.894	-422	-85.0765
340.358	306	-313.727	21	-169.14	-99	-261.377	-167	-300.526	-423	-85.0729
340.361	305	-313.267	22	-168.908	-102	-261.095	-165	-300.153	-423	-85.0693
340.364	305	-312.806	23	-168.673	-105	-260.821	-164	-299.776	-422	-85.0627
340.367	304	-312.348	22	-168.44	-107	-260.554	-164	-299.4	-421	-85.0533
340.37	304	-311.89	22	-168.208	-109	-260.292	-163	-299.021	-419	-85.0381
340.373	305	-311.43	21	-167.979	-108	-260.027	-161	-298.636	-418	-85.0199
340.376	305	-310.969	20	-167.753	-103	-259.748	-160	-298.248	-417	-84.9989
340.379	306	-310.505	19	-167.529	-104	-259.472	-160	-297.86	-416	-84.9749
340.382	308	-310.036	21	-167.3	-106	-259.201	-159	-297.469	-416	-84.951
340.384	309	-309.564	23	-167.065	-104	-258.925	-159	-297.078	-416	-84.927
340.387	309	-309.091	25	-166.824	-107	-258.657	-157	-296.681	-416	-84.9031
340.39	310	-308.616	28	-166.575	-111	-258.401	-156	-296.282	-415	-84.8763
340.393	309	-308.144	30	-166.319	-113	-258.151	-154	-295.877	-415	-84.8494
340.396	308	-307.674	34	-166.052	-111	-257.895	-152	-295.465	-415	-84.8226
340.399	308	-307.205	38	-165.774	-112	-257.642	-150	-295.048	-416	-84.7986
340.402	309	-306.733	42	-165.484	-108	-257.377	-149	-294.629	-418	-84.7805
340.405	307	-306.266	45	-165.185	-98	-257.084	-149	-294.209	-420	-84.7682
340.408	305	-305.805	48	-164.877	-95	-256.781	-146	-293.78	-421	-84.7587
340.411	303	-305.351	50	-164.564	-91	-256.467	-144	-293.346	-420	-84.7464
340.414	301	-304.901	51	-164.248	-92	-256.156	-142	-292.906	-420	-84.734
340.416	300	-304.455	49	-163.937	-75	-255.796	-139	-292.457	-421	-84.7246
340.419	301	-304.006	46	-163.636	-77	-255.441	-136	-291.999	-421	-84.7152
340.422	302	-303.554	43	-163.343	-83	-255.104	-134	-291.536	-420	-84.7028
340.425	304	-303.096	41	-163.055	-88	-254.781	-132	-291.067	-419	-84.6876
340.428	307	-302.63	40	-162.771	-89	-254.461	-130	-290.592	-419	-84.6724
340.431	310	-302.155	40	-162.487	-93	-254.153	-131	-290.12	-418	-84.6542
340.434	311	-301.676	41	-162.199	-94	-253.848	-134	-289.656	-418	-84.6361
340.437	311	-301.198	41	-161.912	-95	-253.546	-136	-289.199	-418	-84.6179
340.44	312	-300.717	41	-161.625	-91	-253.232	-137	-288.744	-418	-84.5998
340.443	314	-300.23	41	-161.338	-83	-252.894	-138	-288.292	-417	-84.5788
340.445	315	-299.741	40	-161.053	-77	-252.54	-139	-287.843	-416	-84.5548
340.448	315	-299.251	40	-160.769	-69	-252.162	-141	-287.4	-415	-84.528
340.451	314	-298.764	37	-160.493	-73	-251.796	-143	-286.963	-414	-84.4982
340.454	313	-298.28	33	-160.229	-71	-251.424	-145	-286.532	-413	-84.4656
340.457	312	-297.799	29	-159.977	-66	-251.037	-146	-286.103	-412	-84.4301
340.46	313	-297.315	25	-159.736	-71	-250.665	-146	-285.675	-411	-84.3916
340.463	314	-296.828	21	-159.507	-72	-250.296	-147	-285.249	-411	-84.3532
340.466	315	-296.339	18	-159.286	-69	-249.918	-147	-284.823	-411	-84.3147
340.469	316	-295.846	14	-159.077	-74	-249.555	-149	-284.403	-412	-84.2792
340.472	317	-295.351	12	-158.874	-81	-249.212	-151	-283.989	-414	-84.2494
340.474	316	-294.858	11	-158.674	-88	-248.889	-152	-283.578	-416	-84.2255
340.477	316	-294.365	12	-158.471	-84	-248.555	-152	-283.167	-417	-84.2045
340.48	316	-293.873	14	-158.262	-86	-248.226	-151	-282.753	-418	-84.1863
340.483	316	-293.38	17	-158.044	-83	-247.889	-149	-282.333	-418	-84.1682
340.486	317	-292.885	19	-157.821	-76	-247.532	-150	-281.916	-420	-84.1559
340.489	317	-292.389	21	-157.592	-66	-247.145	-150	-281.499	-421	-84.1464
340.492	316	-291.896	22	-157.36	-59	-246.738	-149	-281.079	-422	-84.1399
340.495	314	-291.41	24	-157.122	-56	-246.323	-150	-280.663	-423	-84.1362
340.498	312	-290.929	24	-156.884	-57	-245.91	-151	-280.248	-424	-84.1355
340.501	311	-290.45	25	-156.643	-49	-245.474	-151	-279.834	-424	-84.1348
340.503	311	-289.972	26	-156.399	-51	-245.044	-151	-279.42	-421	-84.1253
340.506	314	-289.486	27	-156.153	-49	-244.608	-151	-279.006	-419	-84.1101
340.509	316	-288.993	27	-155.906	-49	-244.172	-150	-278.589	-418	-84.0919
340.512	319	-288.492	26	-155.662	-51	-243.742	-147	-278.164	-418	-84.0738
340.515	322	-287.982	26	-155.418	-54	-243.321	-146	-277.735	-418	-84.0557
340.518	325	-287.463	24	-155.181	-60	-242.917	-145	-277.304	-416	-84.0317
340.521	329	-286.933	24	-154.943	-58	-242.507	-144	-276.869	-413	-83.9991
340.524	331	-286.396	26	-154.699	-55	-242.089	-142	-276.429	-410	-83.9578
340.527	332	-285.857	28	-154.449	-53	-241.665	-139	-275.98	-409	-83.9135
340.53	332	-285.318	30	-154.194	-55	-241.246	-138	-275.529	-408	-83.8663
340.532	333	-284.776	31	-153.936	-64	-240.854	-137	-275.074	-406	-83.8134
340.535	331	-284.24	31	-153.678	-69	-240.476	-136	-274.616	-402	-83.7489
340.538	330	-283.707	30	-153.422	-64	-240.084	-134	-274.153	-400	-83.6785
340.541	330	-283.174	29	-153.17	-61	-239.683	-133	-273.687	-398	-83.6024
340.544	329	-282.643	30	-152.914	-54	-239.261	-134	-273.223	-399	-83.5291
340.547	330	-282.11	31	-152.656	-42	-238.805	-134	-272.76	-399	-83.4558
340.55	332	-281.571	33	-152.392	-42	-238.349	-135	-272.3	-400	-83.3855
340.553	332	-281.032	35	-152.122	-43	-237.896	-135	-271.839	-400	-83.3151
340.556	334	-280.487	36	-151.85	-44	-237.446	-136	-271.382	-399	-83.2419
340.559	337	-279.934	36	-151.577	-45	-236.998	-135	-270.921	-397	-83.1628
340.561	339	-279.374	37	-151.301	-48	-236.559	-134	-270.458	-397	-83.0838
340.564	342	-278.806	37	-151.026	-51	-236.129	-133	-269.991	-397	-83.0047
340.567	345	-278.23	38	-150.747	-52	-235.702	-133	-269.525	-395	-82.9199
340.57	347	-277.647	39	-150.466	-53	-235.278	-133	-269.059	-394	-82.8321
340.573	349	-277.059	38	-150.187	-52	-234.851	-132	-268.59	-394	-82.7443
340.576	350	-276.467	38	-149.909	-53	-234.427	-132	-268.121	-394	-82.6566
340.579	350	-275.876	38	-149.63	-54	-234.005	-132	-267.651	-394	-82.5688
340.582	350	-275.285	38	-149.351	-49	-233.569	-132	-267.182	-394	-82.4811
340.585	351	-274.691	38	-149.073	-49	-233.134	-134	-266.719	-393	-82.3904
340.588	351	-274.097	37	-148.797	-46	-232.689	-136	-266.261	-393	-82.2998
340.59	350	-273.505	35	-148.527	-50	-232.256	-139	-265.812	-392	-82.2062
340.593	349	-272.917	33	-148.263	-55	-231.838	-143	-265.375	-392	-82.1126
340.596	347	-272.335	31	-148.005	-61	-231.437	-145	-264.944	-393	-82.022
340.599	345	-271.758	30	-147.75	-69	-231.059	-147	-264.518	-392	-81.9284
340.602	344	-271.184	28	-147.5	-70	-230.684	-147	-264.092	-389	-81.8262
340.605	345	-270.607	26	-147.257	-72	-230.315	-147	-263.667	-387	-81.7181
340.608	344	-270.033	23	-147.022	-72	-229.946	-145	-263.235	-385	-81.6042
340.611	344	-269.46	21	-146.792	-81	-229.603	-143	-262.798	-383	-81.4846
340.614	346	-268.88	20	-146.566	-81	-229.26	-141	-262.355	-382	-81.362
340.617	346	-268.3	21	-146.337	-74	-228.896	-140	-261.909	-382	-81.2394
340.619	346	-267.721	23	-146.102	-69	-228.518	-139	-261.46	-382	-81.1169
340.622	344	-267.147	24	-145.864	-58	-228.109	-139	-261.011	-384	-81.0001
340.625	342	-266.579	27	-145.617	-54	-227.687	-140	-260.565	-386	-80.8891
340.628	339	-266.019	30	-145.362	-51	-227.257	-140	-260.119	-388	-80.784
340.631	337	-265.466	31	-145.104	-50	-226.824	-140	-259.673	-390	-80.6846
340.634	336	-264.915	30	-144.848	-47	-226.383	-142	-259.233	-390	-80.5853
340.637	335	-264.367	29	-144.596	-51	-225.953	-143	-258.796	-391	-80.4888
340.64	333	-263.825	28	-144.346	-59	-225.546	-145	-258.365	-395	-80.4039
340.643	330	-263.292	30	-144.091	-62	-225.148	-147	-257.939	-399	-80.3307
340.646	327	-262.768	32	-143.83	-56	-224.732	-148	-257.516	-402	-80.2661
340.648	324	-262.252	33	-143.566	-54	-224.311	-149	-257.096	-404	-80.2074
340.651	323	-261.739	35	-143.296	-52	-223.884	-149	-256.676	-405	-80.1515
340.654	322	-261.229	37	-143.02	-55	-223.465	-148	-256.254	-405	-80.0957
340.657	322	-260.719	37	-142.745	-57	-223.053	-146	-255.825	-404	-80.0369
340.66	323	-260.206	38	-142.466	-61	-222.652	-145	-255.394	-403	-79.9753
340.663	325	-259.687	39	-142.185	-61	-222.251	-144	-254.959	-402	-79.9107
340.666	328	-259.16	42	-141.895	-63	-221.855	-142	-254.519	-401	-79.8433
340.669	331	-258.624	46	-141.593	-59	-221.448	-141	-254.076	-401	-79.7758
340.672	335	-258.076	49	-141.282	-57	-221.036	-138	-253.624	-401	-79.7084
340.675	339	-257.517	52	-140.963	-62	-220.638	-136	-253.167	-400	-79.638
340.677	341	-256.951	55	-140.635	-62	-220.24	-133	-252.701	-396	-79.5561
340.68	342	-256.383	56	-140.305	-64	-219.847	-131	-252.228	-394	-79.4683
340.683	340	-255.821	55	-139.977	-68	-219.467	-130	-251.754	-394	-79.3806
340.686	338	-255.265	54	-139.652	-64	-219.074	-129	-251.276	-395	-79.2957
340.689	335	-254.717	54	-139.327	-58	-218.664	-129	-250.798	-397	-79.2166
340.692	334	-254.172	53	-139.005	-57	-218.252	-128	-250.317	-400	-79.1463
340.695	334	-253.627	52	-138.686	-59	-217.845	-127	-249.833	-402	-79.0817
340.698	336	-253.077	53	-138.364	-68	-217.464	-125	-249.344	-402	-79.0172
340.701	339	-252.517	53	-138.042	-67	-217.081	-123	-248.849	-403	-78.9555
340.704	342	-251.949	54	-137.717	-65	-216.691	-122	-248.35	-402	-78.891
340.706	343	-251.378	54	-137.392	-71	-216.319	-122	-247.852	-402	-78.8264
340.709	343	-250.807	54	-137.067	-73	-215.953	-123	-247.357	-401	-78.759
340.712	342	-250.239	54	-136.742	-76	-215.595	-125	-246.868	-399	-78.6857
340.715	341	-249.674	52	-136.423	-73	-215.229	-126	-246.381	-397	-78.6067
340.718	341	-249.109	51	-136.106	-75	-214.869	-127	-245.897	-395	-78.5218
340.721	342	-248.541	50	-135.793	-73	-214.503	-128	-245.417	-392	-78.4283
340.724	342	-247.973	50	-135.48	-72	-214.133	-129	-244.939	-390	-78.3289
340.727	341	-247.408	50	-135.166	-68	-213.753	-127	-244.455	-389	-78.2267
340.73	340	-246.846	52	-134.847	-63	-213.357	-125	-243.965	-389	-78.1244
340.733	338	-246.289	53	-134.525	-63	-212.962	-123	-243.47	-388	-78.0192
340.735	338	-245.733	54	-134.2	-67	-212.579	-120	-242.966	-389	-77.917
340.738	336	-245.182	54	-133.875	-64	-212.186	-117	-242.454	-390	-77.8176
340.741	333	-244.64	54	-133.55	-59	-211.779	-115	-241.935	-392	-77.724
340.744	329	-244.11	55	-133.222	-44	-211.329	-113	-241.411	-395	-77.6392
340.747	326	-243.588	57	-132.889	-38	-210.861	-110	-240.878	-397	-77.5601
340.75	325	-243.07	57	-132.555	-45	-210.414	-107	-240.336	-397	-77.4811
340.753	325	-242.551	58	-132.219	-55	-209.995	-105	-239.789	-396	-77.3991
340.756	325	-242.032	57	-131.885	-58	-209.586	-105	-239.241	-394	-77.3114
340.759	326	-241.51	57	-131.551	-55	-209.167	-106	-238.697	-391	-77.2149
340.762	327	-240.986	55	-131.223	-59	-208.76	-107	-238.155	-387	-77.1068
340.764	327	-240.461	54	-130.898	-62	-208.362	-109	-237.619	-383	-76.9872
340.767	326	-239.94	52	-130.579	-69	-207.985	-110	-237.086	-379	-76.8559
340.77	326	-239.418	52	-130.26	-74	-207.621	-109	-236.55	-376	-76.7159
340.773	326	-238.896	50	-129.947	-66	-207.235	-108	-236.011	-373	-76.5673
340.776	328	-238.369	48	-129.639	-63	-206.839	-107	-235.47	-370	-76.4099
340.779	330	-237.836	47	-129.335	-63	-206.444	-107	-234.928	-369	-76.2496
340.782	332	-237.297	46	-129.033	-61	-206.043	-107	-234.386	-370	-76.0922
340.785	332	-236.758	45	-128.734	-60	-205.639	-108	-233.848	-371	-75.9378
340.788	332	-236.219	44	-128.438	-63	-205.244	-111	-233.317	-372	-75.7862
340.791	332	-235.68	45	-128.139	-64	-204.852	-113	-232.793	-372	-75.6346
340.793	331	-235.144	47	-127.835	-61	-204.451	-115	-232.275	-370	-75.4772
340.796	330	-234.61	47	-127.53	-59	-204.044	-116	-231.759	-370	-75.3199
340.799	328	-234.083	48	-127.222	-55	-203.625	-118	-231.249	-369	-75.1596
340.802	327	-233.558	49	-126.912	-59	-203.219	-119	-230.742	-368	-74.9964
340.805	327	-233.034	49	-126.602	-57	-202.806	-120	-230.239	-369	-74.8361
340.808	328	-232.506	51	-126.285	-55	-202.387	-120	-229.735	-371	-74.6817
340.811	327	-231.982	52	-125.966	-60	-201.984	-121	-229.233	-373	-74.533
340.814	326	-231.46	53	-125.644	-59	-201.577	-121	-228.732	-376	-74.393
340.817	325	-230.941	54	-125.319	-57	-201.164	-121	-228.231	-378	-74.2588
340.82	324	-230.426	54	-124.994	-55	-200.746	-121	-227.73	-381	-74.1334
340.823	325	-229.907	54	-124.669	-67	-200.362	-121	-227.229	-384	-74.0166
340.825	325	-229.388	54	-124.344	-70	-199.987	-122	-226.731	-387	-73.9086
340.828	323	-228.875	54	-124.019	-69	-199.609	-123	-226.236	-388	-73.8034
340.831	322	-228.365	52	-123.7	-61	-199.208	-123	-225.74	-388	-73.6982
340.834	322	-227.855	50	-123.387	-57	-198.796	-123	-225.245	-387	-73.5902
340.837	323	-227.342	47	-123.082	-60	-198.392	-123	-224.75	-384	-73.4734
340.84	324	-226.826	45	-122.783	-59	-197.985	-123	-224.255	-383	-73.3537
340.843	327	-226.302	45	-122.485	-58	-197.575	-122	-223.756	-382	-73.2312
340.846	329	-225.772	46	-122.183	-58	-197.165	-122	-223.258	-381	-73.1057
340.849	330	-225.238	46	-121.881	-61	-196.764	-123	-222.763	-381	-72.9802
340.852	331	-224.702	45	-121.582	-58	-196.355	-123	-222.268	-382	-72.8577
340.854	331	-224.166	43	-121.289	-64	-195.962	-123	-221.772	-383	-72.738
340.857	331	-223.63	42	-120.999	-70	-195.587	-122	-221.274	-383	-72.6183
340.86	331	-223.094	42	-120.709	-69	-195.21	-121	-220.773	-381	-72.4929
340.863	329	-222.563	43	-120.416	-66	-194.823	-122	-220.275	-379	-72.3616
340.866	328	-222.036	44	-120.12	-62	-194.425	-123	-219.78	-378	-72.2274
340.869	325	-221.517	45	-119.821	-58	-194.015	-124	-219.287	-377	-72.0904
340.872	324	-221.001	47	-119.516	-60	-193.611	-122	-218.789	-375	-71.9475
340.875	323	-220.489	49	-119.206	-57	-193.199	-120	-218.285	-374	-71.8017
340.878	323	-219.976	51	-118.89	-52	-192.771	-121	-217.784	-373	-71.653
340.881	323	-219.463	52	-118.571	-54	-192.35	-122	-217.286	-373	-71.5044
340.883	323	-218.95	53	-118.248	-58	-191.94	-124	-216.794	-371	-71.3499
340.886	323	-218.437	53	-117.926	-56	-191.525	-126	-216.307	-370	-71.1925
340.889	324	-217.921	53	-117.604	-55	-191.106	-129	-215.829	-369	-71.0322
340.892	325	-217.402	52	-117.285	-62	-190.708	-130	-215.354	-369	-70.872
340.895	324	-216.886	50	-116.972	-70	-190.333	-129	-214.876	-370	-70.7146
340.898	323	-216.374	49	-116.661	-80	-189.987	-127	-214.393	-371	-70.5601
340.901	323	-215.861	48	-116.354	-79	-189.639	-124	-213.9	-371	-70.4056
340.904	323	-215.348	48	-116.046	-77	-189.284	-122	-213.402	-371	-70.2512
340.907	324	-214.832	48	-115.739	-74	-188.921	-121	-212.901	-369	-70.0909
340.91	324	-214.316	49	-115.428	-74	-188.557	-121	-212.4	-366	-69.9219
340.912	324	-213.8	49	-115.118	-71	-188.185	-121	-211.899	-364	-69.7471
340.915	325	-213.281	50	-114.805	-69	-187.807	-120	-211.395	-362	-69.5665
340.918	326	-212.76	51	-114.488	-68	-187.427	-119	-210.888	-359	-69.3773
340.921	327	-212.235	52	-114.169	-65	-187.037	-120	-210.384	-356	-69.1793
340.924	328	-211.708	53	-113.847	-64	-186.645	-121	-209.883	-352	-68.9697
340.927	329	-211.178	54	-113.522	-65	-186.256	-121	-209.382	-351	-68.7572
340.93	329	-210.647	54	-113.197	-64	-185.863	-123	-208.887	-352	-68.5476
340.933	328	-210.12	52	-112.878	-72	-185.494	-125	-208.397	-354	-68.3438
340.936	327	-209.595	50	-112.565	-76	-185.137	-126	-207.911	-356	-68.1458
340.939	326	-209.074	47	-112.26	-83	-184.799	-124	-207.418	-358	-67.9536
340.941	325	-208.555	44	-111.964	-85	-184.468	-124	-206.926	-359	-67.7644
340.944	324	-208.039	41	-111.677	-82	-184.128	-124	-206.434	-360	-67.578
340.947	323	-207.526	38	-111.398	-78	-183.776	-123	-205.938	-361	-67.3945
340.95	322	-207.016	37	-111.123	-70	-183.401	-123	-205.443	-363	-67.2168
340.953	322	-206.506	36	-110.85	-64	-183.009	-123	-204.948	-366	-67.0478
340.956	322	-205.996	34	-110.583	-59	-182.602	-123	-204.452	-368	-66.8847
340.959	322	-205.486	31	-110.325	-56	-182.187	-123	-203.957	-371	-66.7302
340.962	323	-204.973	30	-110.069	-55	-181.768	-124	-203.465	-372	-66.5786
340.965	322	-204.463	29	-109.817	-57	-181.355	-124	-202.972	-373	-66.43
340.968	321	-203.956	29	-109.565	-59	-180.949	-126	-202.486	-374	-66.2842
340.97	320	-203.452	30	-109.309	-64	-180.556	-129	-202.008	-376	-66.1442
340.973	320	-202.947	30	-109.054	-60	-180.152	-133	-201.542	-378	-66.01
