b	f	mn	mna
358.463	8.83361	9958.04	44521
358.487	8.83301	9963.09	44763.4
358.512	8.83241	9964.15	45005.8
358.536	8.83181	9961.21	45248.1
358.561	8.8312	9955.26	45490.4
358.585	8.8306	9944.31	45732.3
358.61	8.83	9927.37	45973.8
358.634	8.8294	9904.42	46214.8
358.658	8.8288	9875.48	46455.1
358.683	8.82819	9843.53	46694.5
358.707	8.82759	9806.59	46933.1
358.732	8.82699	9765.64	47170.7
358.756	8.82639	9721.7	47407.2
358.781	8.82579	9674.75	47642.5
358.805	8.82519	9622.81	47876.6
358.83	8.82458	9565.86	48109.3
358.854	8.82398	9504.92	48340.5
358.878	8.82338	9437.97	48570.1
358.903	8.82278	9365.03	48797.9
358.927	8.82218	9286.08	49023.7
358.952	8.82158	9204.14	49247.6
358.976	8.82098	9116.19	49469.2
359.001	8.82038	9022.25	49688.6
359.025	8.81978	8922.3	49905.6
359.05	8.81918	8816.36	50120
359.074	8.81858	8704.41	50331.6
359.099	8.81798	8588.47	50540.4
359.123	8.81737	8466.52	50746.2
359.147	8.81677	8338.58	50948.9
359.172	8.81617	8204.63	51148.3
359.196	8.81557	8066.69	51344.3
359.221	8.81497	7922.74	51536.9
359.245	8.81437	7774.8	51725.8
359.27	8.81377	7621.85	51910.9
359.294	8.81317	7463.91	52092.2
359.319	8.81258	7301.96	52269.6
359.343	8.81198	7136.02	52442.8
359.367	8.81138	6963.07	52611.9
359.392	8.81078	6786.13	52776.6
359.416	8.81018	6603.18	52936.9
359.441	8.80958	6413.23	53092.5
359.465	8.80898	6218.29	53243.3
359.49	8.80838	6019.34	53389.3
359.514	8.80778	5817.4	53530.3
359.539	8.80718	5612.45	53666.4
359.563	8.80658	5404.51	53797.3
359.587	8.80598	5190.56	53923
359.612	8.80539	4973.62	54043.5
359.636	8.80479	4749.67	54158.4
359.661	8.80419	4520.73	54267.7
359.685	8.80359	4285.78	54371.3
359.71	8.80299	4048.84	54469.1
359.734	8.80239	3808.89	54561.1
359.759	8.80179	3564.95	54647
359.783	8.8012	3318	54727
359.808	8.8006	3066.06	54800.8
359.832	8.8	2811.11	54868.3
359.856	8.7994	2553.17	54929.5
359.881	8.79881	2294.22	54984.4
359.905	8.79821	2032.28	55032.9
359.93	8.79761	1769.33	55075
359.954	8.79701	1505.39	55110.6
359.979	8.79641	1243.44	55139.8
360.003	8.79582	982.497	55162.7
360.028	8.79522	719.552	55179.1
360.052	8.79462	454.607	55189
360.076	8.79403	186.662	55192.4
360.101	8.79343	-83.2836	55189.2
360.125	8.79283	-354.229	55179.3
360.15	8.79223	-627.174	55162.8
360.174	8.79164	-900.119	55139.6
360.199	8.79104	-1173.06	55109.7
360.223	8.79044	-1444.01	55073.2
360.248	8.78985	-1712.95	55030.2
360.272	8.78925	-1978.9	54980.6
360.297	8.78865	-2243.84	54924.6
360.321	8.78806	-2506.79	54862.1
360.345	8.78746	-2767.73	54793.2
360.37	8.78687	-3026.68	54718
360.394	8.78627	-3283.63	54636.6
360.419	8.78567	-3539.57	54548.8
360.443	8.78508	-3793.52	54454.9
360.468	8.78448	-4046.46	54354.8
360.492	8.78389	-4296.41	54248.5
360.517	8.78329	-4543.35	54136.3
360.541	8.78269	-4787.3	54018
360.565	8.7821	-5027.24	53893.9
360.59	8.7815	-5263.19	53764.1
360.614	8.78091	-5493.13	53628.6
360.639	8.78031	-5720.08	53487.5
360.663	8.77972	-5943.02	53341
360.688	8.77912	-6161.97	53189.2
360.712	8.77853	-6375.91	53032.1
360.737	8.77793	-6583.86	52870
360.761	8.77734	-6788.8	52702.8
360.786	8.77674	-6988.75	52530.8
360.81	8.77615	-7184.69	52353.9
360.834	8.77555	-7377.64	52172.3
360.859	8.77496	-7566.58	51986.1
360.883	8.77436	-7751.53	51795.4
360.908	8.77377	-7932.47	51600.3
360.932	8.77318	-8110.42	51400.8
360.957	8.77258	-8283.36	51197.1
360.981	8.77199	-8450.31	50989.3
361.006	8.77139	-8612.25	50777.6
361.03	8.7708	-8769.2	50562
361.054	8.77021	-8921.14	50342.7
361.079	8.76961	-9068.09	50119.8
361.103	8.76902	-9209.03	49893.5
361.128	8.76842	-9345.98	49663.8
361.152	8.76783	-9475.92	49430.9
361.177	8.76724	-9603.87	49194.9
361.201	8.76664	-9724.81	48955.9
361.226	8.76605	-9838.76	48714.2
361.25	8.76546	-9947.71	48469.8
361.274	8.76486	-10051.6	48222.9
361.299	8.76427	-10149.6	47973.5
361.323	8.76368	-10241.5	47721.9
361.348	8.76308	-10327.5	47468.3
361.372	8.76249	-10410.4	47212.5
361.397	8.7619	-10489.4	46954.9
361.421	8.76131	-10564.3	46695.4
361.446	8.76071	-10637.3	46434.2
361.47	8.76012	-10704.2	46171.3
361.495	8.75953	-10767.2	45906.8
361.519	8.75894	-10825.1	45641
361.543	8.75834	-10878	45373.8
361.568	8.75775	-10928	45105.5
361.592	8.75716	-10971.9	44836
361.617	8.75657	-11009.9	44565.6
361.641	8.75598	-11044.8	44294.4
361.666	8.75538	-11074.8	44022.5
361.69	8.75479	-11102.7	43749.8
361.715	8.7542	-11127.7	43476.6
361.739	8.75361	-11148.6	43202.8
361.763	8.75302	-11166.6	42928.6
361.788	8.75243	-11183.5	42654
361.812	8.75183	-11198.4	42379
361.837	8.75124	-11208.4	42103.8
361.861	8.75065	-11215.3	41828.4
361.886	8.75006	-11218.3	41552.9
361.91	8.74947	-11216.2	41277.5
361.935	8.74888	-11213.2	41002.2
361.959	8.74829	-11206.1	40727
361.984	8.7477	-11196.1	40452.1
362.008	8.74711	-11183	40177.5
362.032	8.74651	-11167.9	39903.2
362.057	8.74592	-11149.9	39629.4
362.081	8.74533	-11128.8	39356.2
362.106	8.74474	-11105.8	39083.4
362.13	8.74415	-11078.7	38811.4
362.155	8.74356	-11048.7	38540.1
362.179	8.74297	-11015.6	38269.6
362.204	8.74238	-10978.6	38000
362.228	8.74179	-10940.5	37731.3
362.252	8.7412	-10902.5	37463.5
362.277	8.74061	-10864.4	37196.7
362.301	8.74002	-10825.3	36930.9
362.326	8.73943	-10784.3	36666
362.35	8.73884	-10742.2	36402.2
362.375	8.73825	-10696.2	36139.5
362.399	8.73766	-10648.1	35878
362.424	8.73707	-10599.1	35617.6
362.448	8.73648	-10547	35358.6
362.473	8.7359	-10494	35100.8
362.497	8.73531	-10440.9	34844.4
362.521	8.73472	-10385.9	34589.2
362.546	8.73413	-10329.8	34335.5
362.57	8.73354	-10273.7	34083.1
362.595	8.73295	-10217.7	33832.1
362.619	8.73236	-10160.6	33582.5
362.644	8.73177	-10103.6	33334.3
362.668	8.73118	-10047.5	33087.5
362.693	8.7306	-9989.47	32842
362.717	8.73001	-9930.41	32598.1
362.741	8.72942	-9872.36	32355.5
362.766	8.72883	-9813.3	32114.4
362.79	8.72824	-9753.25	31874.7
362.815	8.72765	-9690.19	31636.6
362.839	8.72707	-9625.14	31400.1
362.864	8.72648	-9561.08	31165.2
362.888	8.72589	-9497.03	30931.8
362.913	8.7253	-9430.97	30700
362.937	8.72471	-9365.92	30469.9
362.961	8.72413	-9299.86	30241.3
362.986	8.72354	-9233.81	30014.3
363.01	8.72295	-9167.75	29789
363.035	8.72236	-9099.7	29565.3
363.059	8.72178	-9033.64	29343.3
363.084	8.72119	-8968.59	29122.8
363.108	8.7206	-8904.53	28903.9
363.133	8.72001	-8839.48	28686.6
363.157	8.71943	-8772.42	28471
363.182	8.71884	-8705.37	28256.9
363.206	8.71825	-8639.31	28044.5
363.23	8.71767	-8574.26	27833.7
363.255	8.71708	-8508.21	27624.5
363.279	8.71649	-8440.15	27416.9
363.304	8.71591	-8372.1	27211.1
363.328	8.71532	-8304.04	27006.9
363.353	8.71473	-8237.99	26804.3
363.377	8.71415	-8171.93	26603.3
363.402	8.71356	-8102.88	26404
363.426	8.71297	-8034.82	26206.3
363.45	8.71239	-7966.77	26010.4
363.475	8.7118	-7896.71	25816.1
363.499	8.71122	-7827.66	25623.5
363.524	8.71063	-7759.6	25432.6
363.548	8.71005	-7691.55	25243.4
363.573	8.70946	-7623.49	25055.8
363.597	8.70887	-7555.44	24869.9
363.622	8.70829	-7489.38	24685.6
363.646	8.7077	-7425.33	24502.9
363.671	8.70712	-7362.27	24321.7
363.695	8.70653	-7298.22	24142.1
363.719	8.70595	-7237.16	23963.9
363.744	8.70536	-7177.11	23787.3
363.768	8.70478	-7117.05	23612.1
363.793	8.70419	-7057	23438.4
363.817	8.70361	-6996.94	23266.1
363.842	8.70302	-6935.89	23095.3
363.866	8.70244	-6875.83	22926
363.891	8.70185	-6815.78	22758.2
363.915	8.70127	-6756.72	22591.8
363.939	8.70068	-6698.67	22426.9
363.964	8.7001	-6642.61	22263.3
363.988	8.69951	-6586.56	22101
364.013	8.69893	-6529.5	21940.2
364.037	8.69835	-6472.45	21780.8
364.062	8.69776	-6415.39	21622.7
364.086	8.69718	-6360.34	21466
364.111	8.69659	-6306.28	21310.7
364.135	8.69601	-6251.23	21156.7
364.16	8.69543	-6195.17	21004
364.184	8.69484	-6140.12	20852.7
364.208	8.69426	-6086.06	20702.7
364.233	8.69367	-6030.01	20554.1
364.257	8.69309	-5974.96	20406.8
364.282	8.69251	-5921.9	20260.8
364.306	8.69192	-5869.85	20116.1
364.331	8.69134	-5818.79	19972.7
364.355	8.69076	-5768.74	19830.5
364.38	8.69017	-5717.68	19689.5
364.404	8.68959	-5666.63	19549.7
364.428	8.68901	-5616.57	19411.2
364.453	8.68843	-5567.52	19273.9
364.477	8.68784	-5520.46	19137.8
364.502	8.68726	-5473.41	19002.8
364.526	8.68668	-5425.35	18868.9
364.551	8.68609	-5377.3	18736.3
364.575	8.68551	-5331.24	18604.7
364.6	8.68493	-5286.19	18474.3
364.624	8.68435	-5241.13	18345
364.648	8.68376	-5194.08	18216.8
364.673	8.68318	-5148.02	18089.7
364.697	8.6826	-5101.97	17963.8
364.722	8.68202	-5056.91	17839
364.746	8.68144	-5011.86	17715.3
364.771	8.68085	-4965.8	17592.7
364.795	8.68027	-4920.75	17471.2
364.82	8.67969	-4876.69	17350.8
364.844	8.67911	-4832.64	17231.4
364.869	8.67853	-4789.58	17113.1
364.893	8.67795	-4747.53	16995.9
364.917	8.67737	-4705.47	16879.6
364.942	8.67678	-4663.42	16764.4
364.966	8.6762	-4622.36	16650.2
364.991	8.67562	-4581.31	16537
365.015	8.67504	-4539.25	16424.9
365.04	8.67446	-4497.2	16313.7
365.064	8.67388	-4457.14	16203.6
365.089	8.6733	-4420.09	16094.3
365.113	8.67272	-4383.03	15986
365.137	8.67214	-4344.98	15878.5
365.162	8.67156	-4306.93	15772
365.186	8.67097	-4268.87	15666.5
365.211	8.67039	-4230.82	15561.9
365.235	8.66981	-4192.76	15458.2
365.26	8.66923	-4156.71	15355.3
365.284	8.66865	-4123.65	15253.3
365.309	8.66807	-4091.6	15152.1
365.333	8.66749	-4058.54	15051.7
365.358	8.66691	-4024.49	14952.1
365.382	8.66633	-3990.43	14853.4
365.406	8.66575	-3955.38	14755.5
365.431	8.66517	-3921.32	14658.4
365.455	8.66459	-3887.27	14562.2
365.48	8.66401	-3851.21	14466.8
365.504	8.66343	-3816.16	14372.3
365.529	8.66286	-3782.1	14278.7
365.553	8.66228	-3749.05	14185.8
365.578	8.6617	-3715.99	14093.8
365.602	8.66112	-3682.94	14002.6
365.626	8.66054	-3649.88	13912.1
365.651	8.65996	-3618.83	13822.5
365.675	8.65938	-3588.77	13733.5
365.7	8.6588	-3558.72	13645.3
365.724	8.65822	-3527.66	13557.9
365.749	8.65764	-3496.61	13471.2
365.773	8.65706	-3464.55	13385.3
365.798	8.65649	-3434.5	13300.2
365.822	8.65591	-3405.44	13215.7
365.846	8.65533	-3377.39	13132
365.871	8.65475	-3350.33	13048.9
365.895	8.65417	-3324.28	12966.4
365.92	8.65359	-3297.22	12884.6
365.944	8.65302	-3272.17	12803.4
365.969	8.65244	-3246.11	12722.9
365.993	8.65186	-3219.06	12643
366.018	8.65128	-3191	12563.8
366.042	8.6507	-3161.95	12485.3
366.067	8.65013	-3134.89	12407.4
366.091	8.64955	-3107.84	12330.3
366.115	8.64897	-3080.79	12253.8
366.14	8.64839	-3054.73	12177.9
366.164	8.64782	-3028.68	12102.6
366.189	8.64724	-3003.62	12028
366.213	8.64666	-2977.57	11954
366.238	8.64608	-2951.51	11880.7
366.262	8.64551	-2925.46	11808
366.287	8.64493	-2901.4	11735.8
366.311	8.64435	-2879.35	11664.3
366.335	8.64378	-2858.29	11593.2
366.36	8.6432	-2838.24	11522.6
366.384	8.64262	-2817.18	11452.5
366.409	8.64205	-2796.13	11383
366.433	8.64147	-2775.07	11314
366.458	8.64089	-2753.02	11245.5
366.482	8.64032	-2729.96	11177.5
366.507	8.63974	-2708.91	11110.1
366.531	8.63916	-2687.85	11043.2
366.556	8.63859	-2668.8	10976.8
366.58	8.63801	-2649.74	10910.8
366.604	8.63743	-2630.69	10845.3
366.629	8.63686	-2611.63	10780.2
366.653	8.63628	-2591.58	10715.7
366.678	8.63571	-2572.52	10651.6
366.702	8.63513	-2553.47	10588
366.727	8.63456	-2534.41	10524.8
366.751	8.63398	-2516.36	10462.1
366.776	8.6334	-2496.3	10399.9
366.8	8.63283	-2475.25	10338.2
366.824	8.63225	-2456.19	10277
366.849	8.63168	-2436.14	10216.2
366.873	8.6311	-2416.08	10156
366.898	8.63053	-2395.03	10096.2
366.922	8.62995	-2375.97	10036.9
366.947	8.62938	-2356.92	9978.13
366.971	8.6288	-2339.86	9919.73
366.996	8.62823	-2323.81	9861.73
367.02	8.62765	-2307.75	9804.12
367.045	8.62708	-2290.7	9746.92
367.069	8.6265	-2274.65	9690.12
367.093	8.62593	-2259.59	9633.69
367.118	8.62535	-2244.54	9577.63
367.142	8.62478	-2228.48	9521.95
367.167	8.62421	-2211.43	9466.7
367.191	8.62363	-2195.37	9411.83
367.216	8.62306	-2179.32	9357.36
367.24	8.62248	-2163.26	9303.29
367.265	8.62191	-2147.21	9249.6
367.289	8.62134	-2132.15	9196.28
367.313	8.62076	-2118.1	9143.31
367.338	8.62019	-2103.04	9090.71
367.362	8.61961	-2087.99	9038.47
367.387	8.61904	-2069.93	8986.67
367.411	8.61847	-2051.88	8935.32
367.436	8.61789	-2033.82	8884.4
367.46	8.61732	-2018.77	8833.86
367.485	8.61675	-2001.71	8783.73
367.509	8.61617	-1986.66	8733.97
367.534	8.6156	-1971.6	8684.58
367.558	8.61503	-1957.55	8635.53
367.582	8.61445	-1943.49	8586.82
367.607	8.61388	-1929.44	8538.46
367.631	8.61331	-1916.38	8490.42
367.656	8.61274	-1903.33	8442.7
367.68	8.61216	-1889.27	8395.32
367.705	8.61159	-1876.22	8348.26
367.729	8.61102	-1864.16	8301.5
367.754	8.61045	-1853.11	8255
367.778	8.60987	-1841.05	8208.8
367.802	8.6093	-1829	8162.9
367.827	8.60873	-1816.94	8117.29
367.851	8.60816	-1803.89	8071.99
367.876	8.60758	-1790.83	8027.02
367.9	8.60701	-1778.78	7982.34
367.925	8.60644	-1767.72	7937.94
367.949	8.60587	-1757.67	7893.78
367.974	8.6053	-1748.61	7849.84
367.998	8.60472	-1738.56	7806.14
368.022	8.60415	-1729.51	7762.67
368.047	8.60358	-1719.45	7719.44
368.071	8.60301	-1708.4	7676.49
368.096	8.60244	-1695.34	7633.85
368.12	8.60187	-1683.29	7591.51
368.145	8.6013	-1671.23	7549.46
368.169	8.60072	-1659.18	7507.7
368.194	8.60015	-1646.12	7466.27
368.218	8.59958	-1634.07	7425.13
368.243	8.59901	-1620.01	7384.34
368.267	8.59844	-1606.96	7343.86
368.291	8.59787	-1593.9	7303.7
368.316	8.5973	-1581.85	7263.84
368.34	8.59673	-1569.79	7224.27
368.365	8.59616	-1557.74	7185
368.389	8.59559	-1546.68	7146
368.414	8.59502	-1535.63	7107.26
368.438	8.59445	-1525.57	7068.78
368.463	8.59388	-1514.52	7030.56
368.487	8.59331	-1502.46	6992.64
368.511	8.59274	-1491.41	6954.99
368.536	8.59217	-1479.35	6917.63
368.56	8.5916	-1468.3	6880.54
368.585	8.59103	-1455.24	6843.77
368.609	8.59046	-1442.19	6807.33
368.634	8.58989	-1430.13	6771.17
368.658	8.58932	-1419.08	6735.29
368.683	8.58875	-1409.02	6699.65
368.707	8.58818	-1397.97	6664.29
368.732	8.58761	-1387.91	6629.17
368.756	8.58704	-1378.86	6594.27
368.78	8.58647	-1369.8	6559.59
368.805	8.5859	-1361.75	6525.11
368.829	8.58533	-1353.69	6490.82
368.854	8.58476	-1346.64	6456.71
368.878	8.58419	-1337.58	6422.82
368.903	8.58362	-1327.53	6389.17
368.927	8.58306	-1318.47	6355.75
368.952	8.58249	-1309.42	6322.55
368.976	8.58192	-1297.37	6289.64
369	8.58135	-1285.31	6257.03
369.025	8.58078	-1275.26	6224.66
369.049	8.58021	-1266.2	6192.52
369.074	8.57964	-1257.15	6160.59
369.098	8.57908	-1247.09	6128.92
369.123	8.57851	-1238.04	6097.46
369.147	8.57794	-1229.98	6066.2
369.172	8.57737	-1220.93	6035.16
369.196	8.5768	-1212.87	6004.32
369.221	8.57624	-1205.82	5973.65
369.245	8.57567	-1199.76	5943.13
369.269	8.5751	-1194.71	5912.73
369.294	8.57453	-1189.65	5882.46
369.318	8.57396	-1183.6	5852.33
369.343	8.5734	-1177.54	5822.36
369.367	8.57283	-1170.49	5792.55
369.392	8.57226	-1164.43	5762.89
369.416	8.57169	-1157.38	5733.41
369.441	8.57113	-1150.32	5704.1
369.465	8.57056	-1143.27	5674.96
369.489	8.56999	-1135.21	5646.01
369.514	8.56943	-1128.16	5617.24
369.538	8.56886	-1120.1	5588.67
369.563	8.56829	-1112.05	5560.29
369.587	8.56773	-1103.99	5532.11
369.612	8.56716	-1094.94	5504.16
369.636	8.56659	-1085.88	5476.42
369.661	8.56603	-1076.83	5448.9
369.685	8.56546	-1068.77	5421.58
369.709	8.56489	-1061.72	5394.44
369.734	8.56433	-1056.66	5367.42
369.758	8.56376	-1052.61	5340.49
369.783	8.56319	-1047.55	5313.69
369.807	8.56263	-1041.5	5287.04
369.832	8.56206	-1035.44	5260.54
369.856	8.56149	-1029.39	5234.19
369.881	8.56093	-1023.33	5207.98
369.905	8.56036	-1016.28	5181.94
369.93	8.5598	-1009.23	5156.08
369.954	8.55923	-1002.17	5130.39
369.978	8.55867	-996.115	5104.85
370.003	8.5581	-990.06	5079.45
370.027	8.55754	-986.006	5054.16
370.052	8.55697	-980.951	5028.99
370.076	8.5564	-976.896	5003.92
370.101	8.55584	-973.841	4978.92
370.125	8.55527	-968.786	4954.05
370.15	8.55471	-964.731	4929.27
370.174	8.55414	-959.676	4904.62
370.198	8.55358	-954.622	4880.09
370.223	8.55301	-948.567	4855.71
370.247	8.55245	-942.512	4831.48
370.272	8.55188	-936.457	4807.4
370.296	8.55132	-931.402	4783.44
370.321	8.55076	-927.347	4759.58
370.345	8.55019	-922.292	4735.84
370.37	8.54963	-917.237	4712.23
370.394	8.54906	-910.183	4688.79
370.419	8.5485	-904.128	4665.49
370.443	8.54793	-898.073	4642.35
370.467	8.54737	-892.018	4619.35
370.492	8.54681	-885.963	4596.5
370.516	8.54624	-878.908	4573.83
370.541	8.54568	-870.853	4551.35
370.565	8.54511	-864.798	4529.02
370.59	8.54455	-857.744	4506.86
370.614	8.54399	-851.689	4484.85
370.639	8.54342	-847.634	4462.94
370.663	8.54286	-844.579	4441.1
370.687	8.5423	-843.524	4419.29
370.712	8.54173	-843.469	4397.48
370.736	8.54117	-841.414	4375.72
370.761	8.54061	-840.36	4353.98
370.785	8.54004	-838.305	4332.3
370.81	8.53948	-835.25	4310.69
370.834	8.53892	-831.195	4289.18
370.859	8.53835	-824.14	4267.84
370.883	8.53779	-816.085	4246.7
370.907	8.53723	-808.03	4225.76
370.932	8.53667	-799.975	4205.01
370.956	8.5361	-792.921	4184.44
370.981	8.53554	-785.866	4164.04
371.005	8.53498	-779.811	4143.78
371.03	8.53442	-773.756	4123.68
371.054	8.53385	-767.701	4103.72
371.079	8.53329	-762.646	4083.89
371.103	8.53273	-757.591	4064.18
371.128	8.53217	-753.536	4044.57
371.152	8.5316	-747.482	4025.1
371.176	8.53104	-743.427	4005.74
371.201	8.53048	-740.372	3986.45
371.225	8.52992	-735.317	3967.29
371.25	8.52936	-730.262	3948.24
371.274	8.52879	-725.207	3929.33
371.299	8.52823	-721.152	3910.51
371.323	8.52767	-719.097	3891.74
371.348	8.52711	-715.043	3873.07
371.372	8.52655	-710.988	3854.5
371.396	8.52599	-706.933	3836.02
371.421	8.52543	-702.878	3817.65
371.445	8.52487	-698.823	3799.38
371.47	8.5243	-696.768	3781.16
371.494	8.52374	-694.713	3762.98
371.519	8.52318	-692.658	3744.86
371.543	8.52262	-688.604	3726.84
371.568	8.52206	-686.549	3708.86
371.592	8.5215	-682.494	3690.99
371.617	8.52094	-679.439	3673.19
371.641	8.52038	-676.384	3655.46
371.665	8.51982	-675.329	3637.77
371.69	8.51926	-673.274	3620.12
371.714	8.5187	-672.219	3602.49
371.739	8.51814	-669.165	3584.95
371.763	8.51758	-666.11	3567.47
371.788	8.51702	-661.055	3550.12
371.812	8.51646	-655	3532.92
371.837	8.5159	-648.945	3515.87
371.861	8.51534	-644.89	3498.91
371.885	8.51478	-641.835	3482.03
371.91	8.51422	-638.781	3465.23
371.934	8.51366	-634.726	3448.52
371.959	8.5131	-631.671	3431.89
371.983	8.51254	-628.616	3415.33
372.008	8.51198	-624.561	3398.87
372.032	8.51142	-619.506	3382.54
372.057	8.51086	-614.451	3366.33
372.081	8.5103	-610.396	3350.22
372.106	8.50974	-606.342	3334.21
372.13	8.50918	-604.287	3318.24
372.154	8.50862	-603.232	3302.31
372.179	8.50806	-601.177	3286.42
372.203	8.50751	-598.122	3270.61
372.228	8.50695	-595.067	3254.87
372.252	8.50639	-592.012	3239.21
372.277	8.50583	-588.957	3223.63
372.301	8.50527	-585.903	3208.11
372.326	8.50471	-582.848	3192.68
372.35	8.50415	-578.793	3177.34
372.374	8.5036	-576.738	3162.05
372.399	8.50304	-574.683	3146.81
372.423	8.50248	-573.628	3131.6
372.448	8.50192	-571.573	3116.43
372.472	8.50136	-571.518	3101.27
372.497	8.50081	-569.464	3086.16
372.521	8.50025	-567.409	3071.1
372.546	8.49969	-564.354	3056.12
372.57	8.49913	-562.299	3041.18
372.594	8.49857	-560.244	3026.3
372.619	8.49802	-558.189	3011.46
372.643	8.49746	-555.134	2996.7
372.668	8.4969	-551.079	2982.04
372.692	8.49634	-548.025	2967.45
372.717	8.49579	-544.97	2952.94
372.741	8.49523	-541.915	2938.5
372.766	8.49467	-540.86	2924.09
372.79	8.49411	-537.805	2909.76
372.815	8.49356	-535.75	2895.47
372.839	8.493	-531.695	2881.28
372.863	8.49244	-526.64	2867.22
372.888	8.49189	-520.586	2853.3
372.912	8.49133	-516.531	2839.49
372.937	8.49077	-512.476	2825.77
372.961	8.49022	-510.421	2812.1
372.986	8.48966	-506.366	2798.54
373.01	8.4891	-503.311	2785.04
373.035	8.48855	-499.256	2771.65
373.059	8.48799	-496.202	2758.33
373.083	8.48744	-495.147	2745.04
373.108	8.48688	-494.092	2731.77
373.132	8.48632	-494.037	2718.5
373.157	8.48577	-493.982	2705.24
373.181	8.48521	-492.927	2692
373.206	8.48466	-488.872	2678.86
373.23	8.4841	-484.817	2665.82
373.255	8.48354	-481.763	2652.85
373.279	8.48299	-479.708	2639.93
373.304	8.48243	-477.653	2627.07
373.328	8.48188	-474.598	2614.28
373.352	8.48132	-470.543	2601.58
373.377	8.48077	-465.488	2589.02
373.401	8.48021	-461.433	2576.55
373.426	8.47966	-459.378	2564.13
373.45	8.4791	-457.324	2551.76
373.475	8.47855	-457.269	2539.39
373.499	8.47799	-459.214	2526.98
373.524	8.47744	-461.159	2514.51
373.548	8.47688	-462.104	2502.03
373.572	8.47633	-463.049	2489.52
373.597	8.47577	-464.994	2476.96
373.621	8.47522	-465.939	2464.38
373.646	8.47466	-465.885	2451.8
373.67	8.47411	-464.83	2439.25
373.695	8.47355	-460.775	2426.8
373.719	8.473	-454.72	2414.49
373.744	8.47244	-448.665	2402.34
373.768	8.47189	-440.61	2390.38
373.793	8.47134	-434.555	2378.56
373.817	8.47078	-430.501	2366.85
373.841	8.47023	-427.446	2355.21
373.866	8.46967	-424.391	2343.65
373.89	8.46912	-419.336	2332.21
373.915	8.46857	-414.281	2320.89
373.939	8.46801	-410.226	2309.67
373.964	8.46746	-406.171	2298.56
373.988	8.46691	-402.116	2287.54
374.013	8.46635	-400.062	2276.57
374.037	8.4658	-397.007	2265.67
374.061	8.46525	-396.952	2254.78
374.086	8.46469	-397.897	2243.86
374.11	8.46414	-398.842	2232.93
374.135	8.46359	-399.787	2221.96
374.159	8.46303	-399.732	2211
374.184	8.46248	-397.677	2200.09
374.208	8.46193	-395.623	2189.23
374.233	8.46137	-394.568	2178.4
374.257	8.46082	-394.513	2167.56
374.281	8.46027	-391.458	2156.81
374.306	8.45972	-390.403	2146.07
374.33	8.45916	-390.348	2135.34
374.355	8.45861	-391.293	2124.59
374.379	8.45806	-392.238	2113.81
374.404	8.45751	-393.184	2103.01
374.428	8.45695	-394.129	2092.18
374.453	8.4564	-397.074	2081.29
374.477	8.45585	-398.019	2070.37
374.502	8.4553	-395.964	2059.5
374.526	8.45475	-390.909	2048.76
374.55	8.45419	-384.854	2038.16
374.575	8.45364	-380.799	2027.66
374.599	8.45309	-375.745	2017.29
374.624	8.45254	-372.69	2006.99
374.648	8.45199	-369.635	1996.76
374.673	8.45144	-367.58	1986.59
374.697	8.45088	-366.525	1976.44
374.722	8.45033	-365.47	1966.32
374.746	8.44978	-363.415	1956.24
374.77	8.44923	-360.361	1946.24
374.795	8.44868	-358.306	1936.3
374.819	8.44813	-355.251	1926.42
374.844	8.44758	-353.196	1916.6
374.868	8.44703	-350.141	1906.85
374.893	8.44647	-347.086	1897.18
374.917	8.44592	-344.031	1887.58
374.942	8.44537	-341.976	1878.03
374.966	8.44482	-340.922	1868.51
374.991	8.44427	-337.867	1859.06
375.015	8.44372	-334.812	1849.69
375.039	8.44317	-333.757	1840.34
375.064	8.44262	-334.702	1830.97
375.088	8.44207	-334.647	1821.6
375.113	8.44152	-333.592	1812.25
375.137	8.44097	-332.537	1802.94
375.162	8.44042	-331.483	1793.64
375.186	8.43987	-328.428	1784.43
375.211	8.43932	-325.373	1775.28
375.235	8.43877	-322.318	1766.22
375.259	8.43822	-320.263	1757.2
375.284	8.43767	-317.208	1748.25
375.308	8.43712	-314.153	1739.39
375.333	8.43657	-312.098	1730.57
375.357	8.43602	-310.044	1721.8
375.382	8.43547	-306.989	1713.11
375.406	8.43492	-303.934	1704.49
375.431	8.43437	-300.879	1695.94
375.455	8.43382	-296.824	1687.5
375.479	8.43327	-294.769	1679.1
375.504	8.43273	-293.714	1670.74
375.528	8.43218	-292.659	1662.39
375.553	8.43163	-290.605	1654.1
375.577	8.43108	-286.55	1645.91
375.602	8.43053	-283.495	1637.79
375.626	8.42998	-278.44	1629.79
375.651	8.42943	-275.385	1621.87
375.675	8.42888	-273.33	1614
375.7	8.42834	-272.275	1606.16
375.724	8.42779	-272.221	1598.31
375.748	8.42724	-272.166	1590.47
375.773	8.42669	-273.111	1582.61
375.797	8.42614	-273.056	1574.74
375.822	8.42559	-275.001	1566.83
375.846	8.42505	-277.946	1558.85
375.871	8.4245	-280.891	1550.79
375.895	8.42395	-283.836	1542.67
375.92	8.4234	-284.782	1534.52
375.944	8.42285	-284.727	1526.37
375.968	8.42231	-283.672	1518.24
375.993	8.42176	-284.617	1510.1
376.017	8.42121	-283.562	1501.98
376.042	8.42066	-281.507	1493.91
376.066	8.42012	-279.452	1485.89
376.091	8.41957	-276.397	1477.94
