mag	a	aa	b	ba	c	ca	d	da	e	ea	f	fa	g	ga	h	ha	i	ia	k	ka
331.27	72.3845	-36.8761	127.604	-31.2197	98.158	-15.6828	-30	49.4198	34.9943	4.4574	22.0863	-8.0605	-7.23298	5.89729	-4.23653	-10.9584	-9.94742	-7.44916	-3.90026	-9.48633
331.272	72.408	-36.8239	127.642	-31.046	98.1802	-15.5484	-32	49.5341	35.0019	4.49921	20.0925	-8.02559	-8.2357	5.88213	-5.23435	-10.9769	-9.94626	-7.45844	-1.89733	-9.49288
331.275	72.4316	-36.7717	127.679	-30.8722	97.2024	-15.4164	-34	49.6434	35.0096	4.54104	19.0986	-7.99316	-8.23842	5.86697	-6.23216	-10.9979	-9.94509	-7.46772	0.1056	-9.49445
331.277	73.4551	-36.7169	128.716	-30.6959	97.2246	-15.2843	-34	49.7527	36.0172	4.58538	18.1048	-7.9632	-8.24115	5.8518	-6.22997	-11.0189	-9.94393	-7.477	1.10853	-9.49352
331.28	75.4786	-36.6571	128.753	-30.5194	96.2468	-15.1547	-34	49.8621	37.0249	4.63222	18.1109	-7.93322	-7.24387	5.83911	-6.22779	-11.0399	-10.9428	-7.48876	2.11145	-9.49011
331.282	78.5021	-36.5898	129.791	-30.3404	95.2691	-15.0275	-34	49.9714	36.0325	4.67659	20.1171	-7.89825	-6.24659	5.8289	-6.2256	-11.0609	-11.9416	-7.503	1.11438	-9.48917
331.285	81.5256	-36.5149	129.828	-30.1613	93.2913	-14.9053	-34	50.0807	35.0401	4.7185	21.1233	-7.86078	-3.24932	5.82615	-5.22342	-11.0794	-11.9404	-7.51724	0.11731	-9.49071
331.287	82.5491	-36.4376	129.865	-29.9821	92.3135	-14.7854	-33	50.1925	32.0478	4.75296	22.1294	-7.82081	-0.25204	5.83084	-5.22123	-11.0978	-12.9393	-7.53396	-0.87976	-9.49473
331.29	82.5726	-36.3601	129.902	-29.8028	90.3357	-14.6705	-33	50.3043	29.0554	4.77998	22.1356	-7.78083	0.74524	5.83802	-3.21905	-11.1114	-13.9381	-7.55317	-1.87683	-9.50123
331.292	80.5961	-36.2876	129.94	-29.6234	87.3579	-14.563	-32	50.4186	26.0631	4.79957	23.1417	-7.73834	1.74252	5.84767	-2.21686	-11.1224	-14.9369	-7.57486	-1.8739	-9.50772
331.294	77.6196	-36.2225	128.977	-29.4464	84.3802	-14.4629	-30	50.5378	25.0707	4.81668	24.1479	-7.69335	1.73979	5.85732	-0.21468	-11.1284	-12.9358	-7.59157	-1.87097	-9.51421
331.297	75.6432	-36.1622	128.014	-29.2718	83.4024	-14.3652	-28	50.6621	24.0784	4.83133	25.1541	-7.64586	1.73707	5.86696	1.78751	-11.1295	-12.9346	-7.60829	-0.86805	-9.5182
331.299	75.6667	-36.102	126.051	-29.1021	81.4246	-14.2725	-26	50.7913	24.086	4.846	25.1602	-7.59836	0.73435	5.87411	2.7897	-11.128	-11.9334	-7.62251	1.13488	-9.51721
331.302	76.6902	-36.0391	127.089	-28.9298	81.4468	-14.1797	-25	50.923	24.0937	4.86069	25.1664	-7.55084	-1.26837	5.87628	4.79188	-11.1216	-11.9323	-7.63673	3.13781	-9.51124
331.304	75.7137	-35.9787	127.126	-28.7574	81.469	-14.0868	-24	51.0571	27.1013	4.88286	26.1725	-7.50082	-2.2711	5.87595	6.79407	-11.1102	-12.9311	-7.65343	5.14074	-9.50029
331.307	75.7372	-35.9183	128.163	-28.5824	82.4912	-13.9914	-21	51.1988	30.1089	4.9125	27.1787	-7.44829	-0.27382	5.88059	7.79625	-11.0963	-13.9299	-7.67262	7.14367	-9.48436
331.309	76.7607	-35.8553	129.2	-28.4049	82.5134	-13.8959	-19	51.3454	33.1166	4.94963	29.1849	-7.39078	2.72346	5.89269	6.79844	-11.0849	-16.9288	-7.69926	6.1466	-9.47091
331.312	77.7842	-35.7898	130.238	-28.2248	83.5357	-13.7979	-17	51.497	35.1242	4.99174	31.191	-7.32828	6.72073	5.91472	6.80062	-11.0735	-18.9276	-7.73088	5.14953	-9.45994
331.314	77.8077	-35.7242	130.275	-28.0445	84.5579	-13.6974	-14	51.656	38.1319	5.04133	33.1972	-7.26079	10.718	5.94669	6.80281	-11.0621	-19.9264	-7.76497	4.15245	-9.45145
331.317	76.8312	-35.661	129.312	-27.8667	84.5801	-13.5968	-13	51.8175	40.1395	5.09592	35.2033	-7.18832	13.7153	5.98611	5.80499	-11.0532	-19.9253	-7.79906	2.15538	-9.44793
331.319	76.8547	-35.5978	129.349	-27.6888	83.6023	-13.4986	-11	51.984	43.1472	5.15798	35.2095	-7.11582	14.7126	6.02801	4.80718	-11.0467	-20.9241	-7.83564	-0.84169	-9.45185
331.322	77.8782	-35.532	131.387	-27.5058	83.6245	-13.4004	-10	52.153	47.1548	5.23	35.2156	-7.04332	15.7098	6.0724	5.80937	-11.0378	-20.9229	-7.87221	-3.83876	-9.46323
331.324	78.9018	-35.4637	133.424	-27.3177	82.6467	-13.3046	-9	52.3245	50.1625	5.3095	33.2218	-6.97577	14.7071	6.11428	5.81155	-11.0288	-19.9218	-7.9063	-5.83583	-9.47957
331.327	79.9253	-35.3928	134.461	-27.1271	80.669	-13.2137	-9	52.496	53.1701	5.39649	30.228	-6.91566	12.7044	6.1512	7.81374	-11.0149	-18.9206	-7.9379	-6.8329	-9.4984
331.329	82.9488	-35.3145	136.499	-26.9314	79.6912	-13.1252	-12	52.66	55.1777	5.48846	27.2341	-6.863	11.7017	6.18561	10.8159	-10.9935	-18.9194	-7.96949	-7.82998	-9.5197
331.332	85.9723	-35.2286	138.536	-26.7306	78.7134	-13.0392	-14	52.819	57.1854	5.58543	24.2403	-6.81778	11.699	6.22002	12.8181	-10.9672	-16.9183	-7.99611	-8.82705	-9.54348
331.334	86.9958	-35.1401	140.573	-26.5248	76.7356	-12.9581	-15	52.9756	57.193	5.68241	23.2464	-6.77504	11.6962	6.25442	15.8203	-10.9333	-14.9171	-8.01775	-9.82412	-9.56974
331.337	88.0193	-35.0491	142.61	-26.3139	77.7578	-12.8745	-15	53.1321	55.2007	5.77444	23.2526	-6.73227	10.6935	6.28633	17.8225	-10.8945	-11.9159	-8.03193	-10.8212	-9.59848
331.339	90.0428	-34.9531	142.648	-26.1029	79.78	-12.7858	-14	53.2912	54.2083	5.86401	24.2587	-6.68701	9.69078	6.31575	17.8247	-10.8557	-9.91477	-8.04113	-10.8183	-9.62721
331.342	93.0663	-34.8496	141.685	-25.8943	80.8023	-12.6946	-14	53.4502	53.216	5.95111	26.2649	-6.63676	7.68806	6.34019	15.8269	-10.8218	-8.91361	-8.04785	-9.81533	-9.65345
331.344	95.0898	-34.741	139.722	-25.6906	81.8245	-12.6009	-14	53.6092	53.2236	6.03822	29.2711	-6.57903	5.68534	6.35964	14.829	-10.7905	-6.91244	-8.04958	-8.81241	-9.67719
331.347	97.1134	-34.6274	138.759	-25.4893	82.8467	-12.5046	-12	53.7732	55.2313	6.13032	30.2772	-6.5188	3.68261	6.37412	12.8312	-10.7641	-4.91128	-8.04635	-7.80948	-9.69844
331.349	98.1369	-34.5113	137.797	-25.2904	84.8689	-12.4033	-11	53.9397	57.2389	6.22742	31.2834	-6.45607	2.67989	6.38611	11.8334	-10.7402	-3.91011	-8.04062	-7.80655	-9.71968
331.352	99.1604	-34.3926	136.834	-25.0939	88.8911	-12.2919	-11	54.1062	61.2465	6.33448	30.2895	-6.39581	0.67717	6.39311	11.8356	-10.7162	-2.90894	-8.03241	-7.80362	-9.74092
331.354	98.1839	-34.2763	134.871	-24.9022	90.9133	-12.1756	-9	54.2777	65.2542	6.45151	27.2957	-6.343	-0.32555	6.39763	11.8378	-10.6923	-2.90778	-8.02419	-8.80069	-9.76463
331.357	98.2074	-34.16	133.908	-24.7129	92.9356	-12.0542	-8	54.4517	68.2618	6.57602	24.3019	-6.29763	-2.32828	6.39716	11.84	-10.6684	-2.90661	-8.01597	-9.79776	-9.79083
331.359	97.2309	-34.0461	132.946	-24.5261	93.9578	-11.9303	-7	54.6281	70.2695	6.70551	21.308	-6.2597	-3.331	6.3942	11.8422	-10.6444	-1.90545	-8.00526	-9.79483	-9.81701
331.362	96.2544	-33.9347	132.983	-24.3391	93.98	-11.8063	-6	54.807	71.2771	6.83752	16.3142	-6.23419	-4.33372	6.38875	12.8443	-10.618	0.09572	-7.98957	-9.79191	-9.84319
331.364	93.2779	-33.8306	132.02	-24.1546	94.0022	-11.6823	-6	54.986	71.2848	6.96954	13.3203	-6.21612	-4.33645	6.38329	13.8465	-10.5891	2.09689	-7.96891	-9.78898	-9.86936
331.367	89.3014	-33.7364	133.057	-23.9674	94.0244	-11.5582	-7	55.1624	70.2924	7.09909	11.3265	-6.20301	-3.33917	6.38031	15.8487	-10.5551	2.09805	-7.94825	-9.78605	-9.89553
331.369	85.325	-33.6522	133.095	-23.7802	94.0466	-11.434	-8	55.3364	69.3	7.22618	12.3327	-6.1874	-2.34189	6.37981	16.8509	-10.5188	3.09922	-7.92509	-9.78312	-9.92169
331.372	83.3485	-33.5728	133.132	-23.5929	96.0688	-11.3049	-9	55.5078	68.3077	7.3508	13.3388	-6.16929	-3.34461	6.37681	15.8531	-10.4848	3.10038	-7.90194	-9.78019	-9.94784
331.374	83.372	-33.4934	133.169	-23.4054	97.0911	-11.1732	-9	55.6793	66.3153	7.47047	16.345	-6.1437	-3.34734	6.37381	13.8553	-10.4559	3.10155	-7.87878	-10.7773	-9.97646
331.377	85.3955	-33.4089	134.206	-23.2154	100.113	-11.0339	-11	55.8458	64.323	7.58518	18.3511	-6.11313	-4.35006	6.36832	12.8575	-10.4294	1.10272	-7.86059	-10.7743	-10.0051
331.379	88.419	-33.3169	134.244	-23.0254	102.135	-10.8897	-13	56.0074	65.3306	7.70239	19.3573	-6.08005	-3.35278	6.3653	11.8596	-10.4054	0.10388	-7.84488	-10.7714	-10.0337
331.382	90.4425	-33.2199	133.281	-22.8377	104.158	-10.7404	-14	56.1664	65.3383	7.81963	20.3635	-6.04447	-3.35551	6.36228	10.8618	-10.3839	-0.89495	-7.83166	-9.76848	-10.0598
331.384	94.466	-33.1129	133.318	-22.6499	106.18	-10.5861	-14	56.3254	66.3459	7.93937	21.3696	-6.00639	-3.35823	6.35925	9.86401	-10.3649	-1.89379	-7.82092	-7.76555	-10.081
331.386	97.4895	-32.9984	132.355	-22.4645	108.202	-10.4268	-13	56.487	66.3535	8.05913	24.3758	-5.96083	-4.36095	6.35373	7.86619	-10.3508	-3.89262	-7.81515	-6.76262	-10.0996
331.389	100.513	-32.8764	132.393	-22.279	109.224	-10.2649	-11	56.6535	66.3612	8.17891	26.3819	-5.91029	-5.36367	6.34572	6.86838	-10.3393	-4.89145	-7.81186	-5.75969	-10.1158
331.391	102.537	-32.7493	131.43	-22.0959	110.247	-10.1005	-10	56.8224	66.3688	8.29871	29.3881	-5.85227	-5.3664	6.3377	6.87056	-10.3277	-6.89029	-7.81355	-4.75676	-10.1294
331.394	103.56	-32.6197	131.467	-21.9127	109.269	-9.93848	-8	56.9964	65.3765	8.41605	30.3942	-5.79176	-5.36912	6.32967	5.87275	-10.3186	-8.88912	-7.8202	-3.75384	-10.1406
331.396	105.584	-32.485	131.505	-21.7294	109.291	-9.77645	-6	57.1753	63.3841	8.52842	29.4004	-5.73371	-6.37184	6.31915	5.87493	-10.3095	-11.888	-7.83431	-2.75091	-10.1493
331.399	106.607	-32.3478	132.542	-21.5436	109.313	-9.61435	-4	57.3592	61.3918	8.63585	30.4066	-5.67316	-8.37457	6.30365	5.87712	-10.3004	-15.8868	-7.85836	-2.74798	-10.1579
331.401	106.631	-32.2106	133.579	-21.3551	109.335	-9.4522	-3	57.5456	60.3994	8.74081	33.4127	-5.60513	-9.37729	6.28566	5.8793	-10.2913	-18.8856	-7.88987	-2.74505	-10.1666
331.404	106.654	-32.0733	134.616	-21.1641	110.358	-9.2875	-4	57.7295	61.4071	8.84827	34.4189	-5.53461	-10.38	6.26517	4.88149	-10.2846	-20.8845	-7.92635	-1.74212	-10.1728
331.406	106.678	-31.9359	135.654	-20.9705	111.38	-9.12026	-7	57.906	61.4147	8.95575	35.425	-5.46158	-10.3827	6.24468	3.88368	-10.2805	-21.8833	-7.96531	-0.73919	-10.1764
331.409	105.701	-31.8009	136.691	-20.7743	110.402	-8.95545	-10	58.075	62.4224	9.06573	34.4312	-5.39103	-11.3855	6.22169	4.88586	-10.2738	-21.8821	-8.00427	0.26374	-10.1776
331.411	105.725	-31.6659	137.728	-20.5756	108.424	-8.79556	-12	58.239	62.43	9.17574	33.4374	-5.32294	-10.3882	6.20118	4.88805	-10.2672	-21.881	-8.04322	0.26666	-10.1788
331.414	104.748	-31.5333	137.765	-20.3767	107.447	-8.63811	-13	58.4005	61.4376	9.28328	31.4435	-5.25981	-9.3909	6.18316	3.89023	-10.263	-20.8798	-8.07969	0.26959	-10.1799
331.416	103.772	-31.4032	137.803	-20.1778	106.469	-8.48308	-14	58.5595	61.4453	9.39083	29.4497	-5.20164	-7.39363	6.1701	3.89242	-10.2588	-19.8786	-8.11367	0.27252	-10.1811
331.419	103.795	-31.273	137.84	-19.9788	105.491	-8.33049	-15	58.7161	62.4529	9.5009	29.4558	-5.14346	-6.39635	6.15951	4.8946	-10.2522	-18.8775	-8.14516	-0.72455	-10.1847
331.421	102.819	-31.1452	137.877	-19.7796	104.513	-8.18033	-14	58.8751	62.4606	9.61098	28.462	-5.08774	-5.39907	6.15141	5.89679	-10.243	-17.8763	-8.17416	-2.72162	-10.1933
331.424	100.842	-31.0223	137.914	-19.5804	104.535	-8.03011	-12	59.0391	63.4682	9.72357	27.4681	-5.0345	-4.40179	6.14579	6.89898	-10.2313	-16.8751	-8.20066	-3.71869	-10.2044
331.426	99.8657	-30.9019	138.952	-19.3786	105.558	-7.87734	-10	59.2081	64.4759	9.83866	28.4743	-4.97875	-4.40452	6.14016	9.90116	-10.2122	-13.874	-8.21971	-4.71577	-10.218
331.429	97.8892	-30.7863	139.989	-19.1742	105.58	-7.72453	-10	59.3771	64.4835	9.95378	28.4805	-4.92299	-3.40724	6.13701	10.9034	-10.1906	-11.8728	-8.23379	-5.71284	-10.234
331.431	95.9127	-30.6757	141.026	-18.9673	102.602	-7.57912	-11	59.5436	64.4912	10.0689	30.4866	-4.86224	-2.40996	6.13634	12.9055	-10.164	-9.87163	-8.24288	-6.70991	-10.2525
331.434	92.9362	-30.5725	144.063	-18.7528	100.624	-7.43863	-12	59.7076	64.4988	10.184	31.4928	-4.79899	-1.41269	6.13815	13.9077	-10.135	-8.87046	-8.24949	-7.70698	-10.2735
331.436	90.9597	-30.4742	146.101	-18.5332	97.6465	-7.30554	-15	59.8642	64.5064	10.2992	31.4989	-4.73573	0.58459	6.14493	12.9099	-10.1084	-7.8693	-8.25361	-8.70405	-10.297
331.439	90.9832	-30.3759	148.138	-18.3086	93.6687	-7.18234	-18	60.0133	64.5141	10.4144	30.5051	-4.67493	2.58187	6.15667	12.9121	-10.0818	-7.86813	-8.25772	-8.70112	-10.3204
331.441	93.0067	-30.2725	152.175	-18.0739	91.6909	-7.06406	-19	60.1599	64.5217	10.5296	31.5113	-4.61164	2.57915	6.1684	12.9143	-10.0551	-6.86697	-8.25935	-8.69819	-10.3439
331.444	95.0303	-30.1641	154.212	-17.8342	89.7131	-6.95069	-20	60.304	64.5294	10.6448	30.5174	-4.55081	-0.42358	6.17267	11.9165	-10.031	-6.8658	-8.26097	-8.69526	-10.3674
331.446	96.0538	-30.0531	155.25	-17.5918	89.7353	-6.83727	-20	60.4481	65.537	10.7626	31.5236	-4.48748	-3.4263	6.16947	10.9187	-10.0094	-7.86463	-8.26508	-8.69234	-10.3908
331.449	97.0773	-29.9396	155.287	-17.3494	91.7575	-6.71882	-20	60.5923	66.5447	10.8828	31.5297	-4.42414	-5.42902	6.1613	9.92083	-9.9902	-7.86347	-8.26918	-8.68941	-10.4142
331.451	97.1008	-29.826	156.324	-17.1044	91.7798	-6.60031	-20	60.7364	66.5523	11.0031	32.5359	-4.3583	-8.43174	6.14565	9.92302	-9.97103	-9.8623	-8.27825	-7.68648	-10.4352
331.454	96.1243	-29.7149	156.361	-16.8593	90.802	-6.48424	-20	60.8805	68.5599	11.1283	32.5421	-4.29244	-10.4345	6.12503	8.9252	-9.95434	-10.8611	-8.28981	-6.68355	-10.4536
331.456	96.1478	-29.6037	156.399	-16.6142	91.8242	-6.36563	-19	61.0271	69.5676	11.2561	30.5482	-4.23154	-13.4372	6.09694	8.92739	-9.93764	-11.86	-8.30385	-5.68062	-10.4696
331.459	96.1713	-29.4924	155.436	-16.3714	92.8464	-6.24447	-19	61.1737	71.5752	11.3888	29.5544	-4.17311	-15.4399	6.06388	9.92957	-9.91846	-12.8588	-8.32038	-4.67769	-10.4831
331.461	95.1948	-29.3836	154.473	-16.131	92.8686	-6.12326	-18	61.3228	71.5829	11.5216	27.5605	-4.11963	-16.4426	6.02832	8.93176	-9.90175	-13.8576	-8.33938	-4.67477	-10.4965
331.464	94.2184	-29.2772	154.511	-15.8905	93.8909	-5.99951	-18	61.4719	69.5905	11.6494	24.5667	-4.0736	-16.4454	5.99275	7.93394	-9.88752	-14.8565	-8.36087	-3.67184	-10.5075
331.466	92.2418	-29.1757	153.548	-15.6524	95.9131	-5.87073	-19	61.6185	68.5982	11.7747	22.5728	-4.03253	-16.4481	5.95718	6.93613	-9.87578	-16.8553	-8.38733	-1.66891	-10.5135
331.469	90.2654	-29.0792	152.585	-15.4167	96.9353	-5.73941	-19	61.7651	66.6058	11.8951	21.579	-3.99393	-18.4508	5.91662	7.93832	-9.86154	-18.8541	-8.41876	-0.66598	-10.517
331.471	88.2889	-28.9875	152.622	-15.1809	97.9575	-5.60555	-20	61.9092	64.6135	12.0105	22.5851	-3.95283	-19.4535	5.87358	9.9405	-9.84233	-18.853	-8.45019	1.33695	-10.5155
331.474	85.3124	-28.9033	152.66	-14.9451	96.9797	-5.47411	-20	62.0534	63.6211	12.1235	24.5913	-3.90674	-20.4563	5.82804	11.9427	-9.81814	-17.8518	-8.47913	2.33988	-10.5115
331.476	81.3359	-28.8289	152.697	-14.7091	96.0019	-5.34512	-19	62.2	63.6287	12.2365	26.5975	-3.85566	-19.459	5.78498	13.9449	-9.78897	-16.8506	-8.50558	2.3428	-10.5075
331.478	79.3594	-28.7594	153.734	-14.4705	94.0241	-5.22103	-19	62.3466	63.6364	12.3495	29.6036	-3.79711	-17.4617	5.74688	15.9471	-9.75482	-16.8495	-8.53202	1.34573	-10.506
331.481	78.3829	-28.6924	153.771	-14.2319	94.0464	-5.09689	-19	62.4932	62.644	12.46	32.6098	-3.73108	-14.4644	5.71624	15.9492	-9.72066	-14.8483	-8.55349	-1.65134	-10.5119
331.483	78.4064	-28.6253	152.809	-13.9956	94.0686	-4.97269	-21	62.6348	60.6517	12.5656	34.6159	-3.66006	-12.4671	5.69057	15.9514	-9.6865	-13.8471	-8.57247	-4.64841	-10.5253
331.486	78.4299	-28.5582	150.846	-13.7643	95.0908	-4.84596	-21	62.7765	59.6593	12.6687	35.6221	-3.58655	-10.4699	5.66986	14.9536	-9.65482	-11.846	-8.58648	-5.64548	-10.5412
331.488	80.4535	-28.486	149.883	-13.5353	95.113	-4.71917	-21	62.9181	58.667	12.7694	36.6283	-3.51053	-8.47259	5.65411	12.9558	-9.62811	-8.84481	-8.59302	-6.64255	-10.5595
331.491	82.477	-28.4088	148.92	-13.3087	94.1352	-4.5948	-21	63.0597	59.6746	12.8725	36.6344	-3.43449	-7.47531	5.64085	12.958	-9.6014	-5.84365	-8.5921	-7.63962	-10.5803
331.493	82.5005	-28.3315	148.958	-13.082	94.1574	-4.47039	-20	63.2039	60.6823	12.9782	35.6406	-3.36093	-7.47803	5.62758	12.9602	-9.57467	-5.84248	-8.59118	-7.6367	-10.6012
331.496	81.524	-28.2567	148.995	-12.8553	93.1797	-4.34841	-18	63.353	61.6899	13.0864	35.6467	-3.28735	-9.48076	5.60933	13.9624	-9.54546	-3.84131	-8.58529	-6.63377	-10.6195
331.498	82.5475	-28.1793	147.032	-12.6334	94.2019	-4.22388	-16	63.507	61.6975	13.1945	35.6529	-3.21376	-9.48348	5.59107	14.9645	-9.51375	-2.84015	-8.5769	-5.63084	-10.6353
331.501	82.571	-28.1019	145.069	-12.4164	94.2241	-4.0993	-13	63.6685	61.7052	13.3028	34.6591	-3.14263	-9.4862	5.57281	15.9667	-9.47956	-1.83898	-8.56602	-3.62791	-10.6462
331.503	83.5945	-28.0219	144.107	-12.2018	95.2463	-3.97218	-11	63.835	60.7128	13.4085	34.6652	-3.0715	-8.48892	5.55702	13.9689	-9.45033	-0.83781	-8.55266	-1.62498	-10.652
331.506	85.618	-27.9369	144.144	-11.9871	95.2685	-3.845	-10	64.004	61.7205	13.5167	33.6714	-3.00283	-6.49165	5.5462	12.9711	-9.42358	0.16335	-8.53681	-0.62205	-10.6554
331.508	86.6415	-27.8494	144.181	-11.7723	97.2907	-3.71279	-9	64.1755	62.7281	13.6275	32.6775	-2.93663	-4.49437	5.54035	12.9733	-9.39682	0.16452	-8.52095	-0.61913	-10.6588
331.511	87.665	-27.7593	144.218	-11.5574	99.313	-3.57556	-8	64.3495	63.7358	13.7407	31.6837	-2.87291	-3.49709	5.53698	12.9755	-9.37006	1.16568	-8.5026	-1.6162	-10.6647
331.513	88.6886	-27.6666	144.256	-11.3424	100.335	-3.43578	-5	64.5309	63.7434	13.854	30.6899	-2.81165	-2.49982	5.53608	13.9777	-9.34081	0.16685	-8.48674	-2.61327	-10.673
331.516	90.7121	-27.5689	143.293	-11.1298	101.357	-3.29347	-3	64.7173	63.751	13.9673	30.696	-2.75038	0.49746	5.54264	13.9798	-9.31155	-1.83198	-8.47585	-1.61034	-10.6788
331.518	90.7356	-27.4712	143.33	-10.9171	100.38	-3.15359	-2	64.9061	63.7587	14.0806	31.7022	-2.68661	2.49474	5.55417	11.982	-9.28726	-2.83082	-8.46744	-0.60741	-10.6822
331.521	89.7591	-27.3759	142.367	-10.7068	100.402	-3.01364	1	65.1025	62.7663	14.1914	33.7083	-2.61785	3.49202	5.56817	10.9842	-9.26545	-3.82965	-8.46151	0.39552	-10.683
331.523	90.7826	-27.278	142.405	-10.4964	98.424	-2.87862	2	65.3013	61.774	14.2998	33.7145	-2.54908	3.48929	5.58217	10.9864	-9.24364	-3.82849	-8.45558	0.39845	-10.6839
331.526	90.8061	-27.1801	143.442	-10.2835	97.4463	-2.74603	2	65.5001	60.7816	14.4057	33.7206	-2.48029	3.48657	5.59616	9.98858	-9.2243	-2.82732	-8.44717	0.40137	-10.6847
331.528	91.8296	-27.0797	145.479	-10.0654	95.4685	-2.61835	1	65.6965	58.7893	14.5067	33.7268	-2.41149	4.48385	5.61263	7.99077	-9.20994	0.17385	-8.43128	0.4043	-10.6855
331.531	93.8531	-26.9742	147.516	-9.84235	93.4907	-2.49559	1	65.8928	56.7969	14.6027	31.733	-2.34764	4.48112	5.62909	5.99296	-9.20054	3.17501	-8.40794	1.40723	-10.6839
331.533	95.8766	-26.8637	149.554	-9.61419	90.5129	-2.38024	1	66.0891	55.8046	14.6962	27.7391	-2.29372	4.4784	5.64555	3.99514	-9.19611	5.17618	-8.37963	3.41016	-10.6772
331.536	97.9001	-26.7481	151.591	-9.38097	88.5351	-2.2698	0	66.283	55.8122	14.7898	25.7453	-2.24476	3.47568	5.65952	1.99733	-9.19664	5.17734	-8.35131	6.41309	-10.6631
331.538	99.9236	-26.6275	153.628	-9.14268	87.5573	-2.16179	0	66.4768	56.8199	14.8858	22.7514	-2.20325	1.47296	5.6685	1.99951	-9.19717	5.17851	-8.32298	9.41602	-10.6415
331.541	100.947	-26.5044	155.666	-8.89933	87.5795	-2.05373	1	66.6732	57.8275	14.9844	20.7576	-2.16669	-0.52977	5.6725	1.0017	-9.20018	5.17968	-8.29466	10.419	-10.6175
331.543	101.971	-26.3788	157.703	-8.65091	89.6018	-1.94065	1	66.8695	56.8351	15.0805	19.7638	-2.1326	-2.53249	5.67153	1.00388	-9.20319	5.18084	-8.26633	11.4219	-10.5909
331.546	101.994	-26.253	159.74	-8.39743	93.624	-1.81755	1	67.0658	55.8428	15.1741	19.7699	-2.0985	-3.53521	5.66806	2.00607	-9.2037	5.18201	-8.238	11.4248	-10.5643
331.548	102.018	-26.1272	159.777	-8.14385	97.6462	-1.68447	0	67.2597	54.8504	15.2653	19.7761	-2.06438	-2.53794	5.66707	3.00825	-9.20172	5.18317	-8.20966	11.4277	-10.5377
331.551	102.041	-26.0014	159.815	-7.89018	101.668	-1.54138	-2	67.4485	55.8581	15.3589	20.7822	-2.02776	-1.54066	5.66856	4.01044	-9.19725	4.18434	-8.18381	8.43066	-10.5186
331.553	101.065	-25.8779	157.852	-7.64139	104.691	-1.39077	-4	67.6325	58.8657	15.4601	20.7884	-1.99112	-0.54338	5.67254	7.01263	-9.18532	2.18551	-8.16293	5.43359	-10.5069
331.556	100.088	-25.757	156.889	-7.39499	105.713	-1.23763	-6	67.8114	60.8734	15.5662	18.7945	-1.95944	0.4539	5.67899	7.01481	-9.17338	1.18667	-8.14453	3.43652	-10.5002
331.558	101.112	-25.6334	155.926	-7.15099	105.735	-1.08443	-8	67.9853	62.881	15.6773	17.8007	-1.93024	1.45117	5.68792	6.017	-9.16392	-0.81216	-8.1311	1.43944	-10.4985
331.561	100.135	-25.5123	156.964	-6.90441	105.757	-0.93117	-9	68.1568	63.8886	15.791	17.8069	-1.90101	1.44845	5.69684	5.01918	-9.15694	-2.811	-8.12264	1.44237	-10.4967
331.563	100.159	-25.3911	158.001	-6.65525	105.779	-0.77786	-11	68.3233	64.8963	15.9071	17.813	-1.87178	2.44573	5.70824	4.02137	-9.15244	-2.80983	-8.11418	1.4453	-10.4949
331.565	99.1823	-25.2724	160.038	-6.40102	106.802	-0.622	-12	68.4873	66.9039	16.0282	15.8192	-1.8475	3.443	5.72213	3.02355	-9.15042	-3.80866	-8.1082	1.44823	-10.4932
331.568	98.2058	-25.1561	160.075	-6.14671	107.824	-0.46361	-14	68.6464	67.9116	16.1519	12.8253	-1.83066	4.44028	5.73849	3.02574	-9.1484	-4.8075	-8.10471	2.45116	-10.4889
331.57	99.2293	-25.0372	160.113	-5.89229	107.846	-0.30515	-15	68.8029	67.9192	16.2755	10.8315	-1.81878	4.43756	5.75484	3.02793	-9.14638	-5.80633	-8.10369	2.45409	-10.4847
331.573	101.253	-24.9133	160.15	-5.63779	107.868	-0.14665	-15	68.9595	67.9269	16.3992	10.8377	-1.80689	5.43484	5.77368	2.03011	-9.14683	-5.80517	-8.10268	2.45702	-10.4804
331.575	103.276	-24.7844	162.187	-5.37822	109.891	0.01688	-14	69.1185	65.9345	16.5179	11.8438	-1.79249	5.43211	5.79251	2.0323	-9.14728	-6.804	-8.10415	3.45994	-10.4736
331.578	104.3	-24.6529	162.224	-5.11857	110.913	0.18296	-12	69.2825	63.9421	16.6317	12.85	-1.77559	5.42939	5.81133	2.03448	-9.14772	-5.80283	-8.10313	4.46287	-10.4644
331.58	105.323	-24.5189	162.262	-4.85881	111.935	0.35157	-9	69.454	60.9498	16.738	15.8561	-1.75122	5.42667	5.83014	0.03667	-9.15313	-5.80167	-8.10211	4.4658	-10.4551
331.583	105.347	-24.3849	162.299	-4.59896	112.957	0.52273	-7	69.6304	57.9574	16.8369	18.8623	-1.71937	5.42394	5.84895	-1.96115	-9.16351	-6.8005	-8.10357	3.46873	-10.4483
331.585	105.37	-24.2507	162.336	-4.33902	111.979	0.69146	-7	69.8069	54.9651	16.9283	22.8684	-1.67757	5.42122	5.86775	-1.95896	-9.17388	-6.79934	-8.10503	3.47166	-10.4415
