b	fn2	n2	n2a	fo2	o2	o2a
335.223	9.44754	-2448.44	1872.48	9.46058	-393.014	827.981
335.224	9.4475	-2455.42	1869.45	9.46054	-396.006	827.518
335.225	9.44747	-2463.41	1866.41	9.46051	-398.997	827.052
335.227	9.44743	-2471.39	1863.36	9.46047	-400.988	826.583
335.228	9.4474	-2476.38	1860.3	9.46044	-404.98	826.109
335.229	9.44736	-2482.36	1857.24	9.4604	-408.971	825.63
335.23	9.44733	-2487.35	1854.17	9.46037	-412.963	825.147
335.232	9.44729	-2489.33	1851.1	9.46033	-413.954	824.662
335.233	9.44726	-2491.32	1848.02	9.4603	-412.946	824.178
335.234	9.44722	-2490.3	1844.95	9.46026	-411.937	823.696
335.235	9.44719	-2489.29	1841.88	9.46023	-409.929	823.216
335.236	9.44715	-2487.27	1838.81	9.46019	-408.92	822.737
335.238	9.44712	-2483.26	1835.75	9.46016	-407.912	822.26
335.239	9.44708	-2478.24	1832.69	9.46012	-406.903	821.784
335.24	9.44705	-2471.23	1829.64	9.46009	-404.895	821.31
335.241	9.44701	-2460.21	1826.6	9.46005	-401.886	820.84
335.243	9.44698	-2447.2	1823.58	9.46002	-398.878	820.374
335.244	9.44694	-2433.18	1820.58	9.45998	-396.869	819.91
335.245	9.44691	-2416.17	1817.6	9.45995	-394.86	819.449
335.246	9.44687	-2397.15	1814.64	9.45991	-392.852	818.99
335.248	9.44684	-2377.14	1811.71	9.45988	-391.843	818.533
335.249	9.4468	-2357.12	1808.8	9.45984	-391.835	818.075
335.25	9.44677	-2332.11	1805.93	9.45981	-392.826	817.617
335.251	9.44673	-2306.09	1803.08	9.45977	-395.818	817.154
335.253	9.4467	-2282.08	1800.27	9.45974	-396.809	816.691
335.254	9.44666	-2260.06	1797.48	9.4597	-398.801	816.225
335.255	9.44663	-2238.04	1794.72	9.45967	-396.792	815.761
335.256	9.44659	-2215.03	1791.99	9.45963	-393.784	815.301
335.258	9.44656	-2193.01	1789.29	9.4596	-390.775	814.845
335.259	9.44652	-2169	1786.61	9.45956	-388.767	814.391
335.26	9.44649	-2142.98	1783.97	9.45953	-385.758	813.942
335.261	9.44645	-2117.97	1781.36	9.45949	-382.749	813.495
335.263	9.44642	-2093.95	1778.78	9.45946	-381.741	813.051
335.264	9.44638	-2068.94	1776.23	9.45942	-381.732	812.606
335.265	9.44635	-2040.92	1773.72	9.45939	-378.724	812.165
335.266	9.44631	-2010.91	1771.24	9.45935	-374.715	811.728
335.268	9.44628	-1980.89	1768.8	9.45932	-372.707	811.295
335.269	9.44624	-1950.88	1766.4	9.45928	-372.698	810.861
335.27	9.44621	-1920.86	1764.03	9.45925	-370.69	810.43
335.271	9.44617	-1888.85	1761.71	9.45921	-364.681	810.006
335.273	9.44614	-1856.83	1759.42	9.45918	-358.673	809.59
335.274	9.4461	-1825.82	1757.17	9.45914	-353.664	809.18
335.275	9.44607	-1794.8	1754.97	9.45911	-349.656	808.775
335.276	9.44603	-1764.79	1752.79	9.45907	-344.647	808.376
335.278	9.446	-1734.77	1750.66	9.45904	-339.639	807.984
335.279	9.44596	-1704.76	1748.56	9.459	-335.63	807.596
335.28	9.44593	-1671.74	1746.51	9.45897	-331.621	807.214
335.281	9.44589	-1636.73	1744.5	9.45893	-330.613	806.833
335.282	9.44586	-1599.71	1742.53	9.4589	-327.604	806.455
335.284	9.44582	-1560.7	1740.61	9.45886	-327.596	806.077
335.285	9.44579	-1521.68	1738.74	9.45883	-328.587	805.699
335.286	9.44575	-1483.67	1736.92	9.45879	-324.579	805.325
335.287	9.44572	-1446.65	1735.15	9.45876	-317.57	804.96
335.289	9.44568	-1407.64	1733.42	9.45872	-308.562	804.606
335.29	9.44565	-1370.62	1731.74	9.45869	-297.553	804.265
335.291	9.44561	-1335.61	1730.1	9.45865	-286.545	803.939
335.292	9.44558	-1301.59	1728.5	9.45862	-280.536	803.62
335.294	9.44554	-1265.58	1726.95	9.45858	-278.528	803.303
335.295	9.44551	-1228.56	1725.45	9.45855	-277.519	802.988
335.296	9.44547	-1191.55	1723.99	9.45851	-275.51	802.675
335.297	9.44544	-1156.53	1722.58	9.45848	-271.502	802.367
335.299	9.4454	-1124.52	1721.2	9.45844	-266.493	802.066
335.3	9.44537	-1090.5	1719.87	9.45841	-261.485	801.77
335.301	9.44533	-1058.49	1718.57	9.45837	-255.476	801.482
335.302	9.4453	-1027.47	1717.32	9.45834	-251.468	801.2
335.304	9.44526	-994.457	1716.11	9.4583	-245.459	800.924
335.305	9.44523	-962.442	1714.93	9.45826	-238.451	800.657
335.306	9.44519	-931.427	1713.8	9.45823	-229.442	800.402
335.307	9.44516	-900.411	1712.7	9.45819	-219.434	800.159
335.309	9.44512	-870.396	1711.64	9.45816	-211.425	799.926
335.31	9.44509	-839.381	1710.62	9.45812	-202.417	799.704
335.311	9.44505	-808.366	1709.64	9.45809	-195.408	799.49
335.312	9.44502	-777.351	1708.7	9.45805	-190.4	799.283
335.314	9.44498	-746.336	1707.79	9.45802	-186.391	799.081
335.315	9.44495	-714.321	1706.92	9.45798	-180.382	798.887
335.316	9.44491	-683.306	1706.1	9.45795	-174.374	798.7
335.317	9.44488	-653.291	1705.31	9.45791	-169.365	798.519
335.319	9.44484	-625.276	1704.55	9.45788	-164.357	798.344
335.32	9.44481	-599.261	1703.83	9.45784	-162.348	798.172
335.321	9.44477	-572.245	1703.14	9.45781	-160.34	798.003
335.322	9.44474	-543.23	1702.49	9.45777	-159.331	797.834
335.324	9.4447	-513.215	1701.88	9.45774	-159.323	797.666
335.325	9.44467	-485.2	1701.29	9.4577	-158.314	797.499
335.326	9.44463	-457.185	1700.75	9.45767	-156.306	797.334
335.327	9.4446	-431.17	1700.24	9.45763	-152.297	797.174
335.328	9.44456	-407.155	1699.75	9.4576	-146.289	797.022
335.33	9.44453	-384.14	1699.3	9.45756	-140.28	796.878
335.331	9.44449	-361.125	1698.87	9.45753	-134.272	796.74
335.332	9.44446	-338.11	1698.47	9.45749	-127.263	796.612
335.333	9.44442	-315.095	1698.1	9.45746	-118.254	796.495
335.335	9.44439	-290.08	1697.77	9.45742	-108.246	796.39
335.336	9.44435	-263.064	1697.46	9.45739	-98.2374	796.297
335.337	9.44432	-236.049	1697.19	9.45735	-88.2288	796.217
335.338	9.44428	-208.034	1696.96	9.45732	-78.2203	796.15
335.34	9.44425	-180.019	1696.75	9.45728	-71.2118	796.091
335.341	9.44421	-154.004	1696.59	9.45725	-67.2032	796.037
335.342	9.44418	-126.989	1696.45	9.45721	-61.1947	795.991
335.343	9.44414	-99.9739	1696.35	9.45718	-55.1862	795.952
335.345	9.44411	-75.9588	1696.28	9.45714	-48.1776	795.921
335.346	9.44407	-53.9438	1696.23	9.45711	-43.1691	795.897
335.347	9.44404	-31.9287	1696.22	9.45707	-36.1606	795.882
335.348	9.444	-9.91359	1696.23	9.45704	-30.152	795.874
335.35	9.44397	12.1015	1696.26	9.457	-26.1435	795.872
335.351	9.44393	34.1166	1696.33	9.45697	-22.135	795.874
335.352	9.4439	58.1317	1696.42	9.45693	-17.1264	795.882
335.353	9.44386	83.1467	1696.55	9.4569	-12.1179	795.897
335.355	9.44383	106.162	1696.71	9.45686	-7.10936	795.918
335.356	9.44379	131.177	1696.89	9.45683	-1.10082	795.946
335.357	9.44376	158.192	1697.11	9.45679	4.90771	795.982
335.358	9.44372	188.207	1697.37	9.45676	10.9163	796.025
335.36	9.44369	217.222	1697.66	9.45672	16.9248	796.076
335.361	9.44365	246.237	1697.99	9.45669	23.9333	796.135
335.362	9.44362	275.252	1698.35	9.45665	33.9419	796.207
335.363	9.44358	303.267	1698.75	9.45662	43.9504	796.291
335.365	9.44355	330.283	1699.19	9.45658	51.9589	796.386
335.366	9.44351	356.298	1699.65	9.45655	61.9674	796.492
335.367	9.44348	382.313	1700.15	9.45651	71.976	796.612
335.368	9.44344	408.328	1700.68	9.45648	81.9845	796.743
335.37	9.44341	433.343	1701.24	9.45644	89.9931	796.885
335.371	9.44337	460.358	1701.84	9.45641	96.0016	797.034
335.372	9.44334	488.373	1702.47	9.45637	102.01	797.19
335.373	9.4433	519.388	1703.14	9.45634	108.019	797.354
335.374	9.44327	549.403	1703.84	9.4563	114.027	797.526
335.376	9.44323	579.418	1704.58	9.45627	120.036	797.705
335.377	9.4432	607.433	1705.36	9.45623	126.044	797.891
335.378	9.44316	635.448	1706.18	9.4562	131.053	798.084
335.379	9.44313	663.464	1707.02	9.45616	135.061	798.281
335.381	9.44309	689.479	1707.9	9.45613	137.07	798.481
335.382	9.44306	716.494	1708.82	9.45609	139.078	798.684
335.383	9.44302	745.509	1709.77	9.45606	145.087	798.894
335.384	9.44299	774.524	1710.75	9.45602	153.095	799.114
335.386	9.44295	802.539	1711.77	9.45599	161.104	799.344
335.387	9.44292	831.554	1712.83	9.45595	169.113	799.584
335.388	9.44288	863.569	1713.92	9.45592	179.121	799.836
335.389	9.44285	900.584	1715.07	9.45588	188.13	800.1
335.391	9.44281	938.599	1716.26	9.45585	196.138	800.374
335.392	9.44278	976.614	1717.49	9.45581	202.147	800.654
335.393	9.44274	1013.63	1718.78	9.45578	206.155	800.94
335.394	9.44271	1051.64	1720.11	9.45574	208.164	801.229
335.396	9.44267	1091.66	1721.49	9.45571	211.172	801.521
335.397	9.44264	1132.67	1722.92	9.45567	215.181	801.818
335.398	9.4426	1171.69	1724.4	9.45564	220.189	802.122
335.399	9.44257	1211.7	1725.93	9.4556	225.198	802.431
335.401	9.44253	1252.72	1727.51	9.45557	231.206	802.749
335.402	9.4425	1293.74	1729.14	9.45553	235.215	803.071
335.403	9.44246	1334.75	1730.82	9.4555	237.224	803.395
335.404	9.44243	1372.77	1732.55	9.45546	236.232	803.719
335.406	9.44239	1407.78	1734.32	9.45543	234.241	804.04
335.407	9.44236	1439.8	1736.13	9.45539	232.249	804.358
335.408	9.44232	1470.81	1737.98	9.45536	230.258	804.674
335.409	9.44229	1504.83	1739.88	9.45532	230.266	804.99
335.411	9.44225	1539.84	1741.82	9.45529	231.275	805.307
335.412	9.44222	1574.86	1743.8	9.45525	230.283	805.623
335.413	9.44218	1610.87	1745.82	9.45521	232.292	805.942
335.414	9.44215	1646.89	1747.89	9.45518	234.3	806.262
335.416	9.44211	1683.9	1750.01	9.45515	237.309	806.587
335.417	9.44208	1719.92	1752.17	9.45511	239.317	806.914
335.418	9.44204	1753.93	1754.37	9.45507	240.326	807.243
335.419	9.44201	1787.95	1756.62	9.45504	242.334	807.574
335.42	9.44197	1819.96	1758.9	9.455	246.343	807.91
335.422	9.44194	1849.98	1761.22	9.45497	252.352	808.253
335.423	9.4419	1880.99	1763.59	9.45493	258.36	808.604
335.424	9.44187	1912.01	1765.99	9.4549	262.369	808.96
335.425	9.44183	1942.02	1768.42	9.45486	267.377	809.322
335.427	9.4418	1967.04	1770.89	9.45483	270.386	809.688
335.428	9.44176	1992.05	1773.39	9.45479	274.394	810.059
335.429	9.44173	2018.07	1775.92	9.45476	276.403	810.432
335.43	9.44169	2047.08	1778.49	9.45472	281.411	810.811
335.432	9.44166	2076.1	1781.09	9.45469	284.42	811.195
335.433	9.44162	2105.11	1783.73	9.45465	288.428	811.583
335.434	9.44159	2132.13	1786.41	9.45462	293.437	811.977
335.435	9.44155	2155.14	1789.11	9.45458	300.445	812.381
335.437	9.44152	2179.16	1791.84	9.45455	304.454	812.789
335.438	9.44148	2201.17	1794.6	9.45451	309.462	813.203
335.439	9.44145	2223.19	1797.39	9.45448	313.471	813.623
335.44	9.44141	2244.2	1800.2	9.45444	315.48	814.045
335.442	9.44138	2263.22	1803.03	9.45441	316.488	814.468
335.443	9.44134	2279.23	1805.89	9.45437	316.497	814.891
335.444	9.44131	2295.25	1808.77	9.45434	317.505	815.315
335.445	9.44127	2309.26	1811.66	9.4543	319.514	815.742
335.447	9.44124	2325.28	1814.57	9.45427	320.522	816.17
335.448	9.4412	2341.29	1817.51	9.45423	319.531	816.597
335.449	9.44117	2354.31	1820.46	9.4542	319.539	817.024
335.45	9.44113	2366.32	1823.42	9.45416	322.548	817.455
335.452	9.4411	2375.34	1826.4	9.45413	323.556	817.887
335.453	9.44106	2379.35	1829.38	9.45409	323.565	818.319
335.454	9.44103	2380.37	1832.36	9.45406	325.573	818.753
335.455	9.44099	2382.38	1835.34	9.45402	325.582	819.188
335.457	9.44096	2384.4	1838.33	9.45399	326.59	819.623
335.458	9.44092	2388.41	1841.32	9.45395	328.599	820.062
335.459	9.44089	2391.43	1844.32	9.45392	330.608	820.502
335.46	9.44085	2394.44	1847.32	9.45388	333.616	820.947
335.462	9.44082	2393.46	1850.32	9.45385	336.625	821.395
335.463	9.44078	2390.47	1853.31	9.45381	338.633	821.846
335.464	9.44075	2384.49	1856.3	9.45378	337.642	822.295
335.465	9.44071	2377.5	1859.28	9.45374	336.65	822.743
335.466	9.44068	2369.52	1862.24	9.45371	337.659	823.193
335.468	9.44064	2361.53	1865.2	9.45367	334.667	823.638
335.469	9.44061	2352.55	1868.15	9.45364	330.676	824.079
335.47	9.44057	2340.56	1871.08	9.4536	326.684	824.515
335.471	9.44054	2328.58	1874	9.45357	322.693	824.946
335.473	9.4405	2314.59	1876.9	9.45353	319.701	825.373
335.474	9.44047	2300.61	1879.78	9.4535	317.71	825.798
335.475	9.44043	2288.63	1882.65	9.45346	317.719	826.222
335.476	9.4404	2275.64	1885.5	9.45343	319.727	826.649
335.478	9.44036	2261.66	1888.34	9.45339	321.736	827.079
335.479	9.44033	2246.67	1891.15	9.45336	324.744	827.513
335.48	9.44029	2229.69	1893.95	9.45332	327.753	827.95
335.481	9.44026	2209.7	1896.72	9.45329	331.761	828.392
335.483	9.44022	2189.72	1899.46	9.45325	333.77	828.836
335.484	9.44019	2168.73	1902.18	9.45322	331.778	829.279
335.485	9.44015	2148.75	1904.88	9.45318	327.787	829.716
335.486	9.44012	2129.76	1907.55	9.45315	324.795	830.149
335.488	9.44008	2108.78	1910.19	9.45311	320.804	830.578
335.489	9.44005	2087.79	1912.81	9.45308	313.812	830.998
335.49	9.44001	2065.81	1915.4	9.45304	307.821	831.41
335.491	9.43998	2045.82	1917.96	9.45301	303.829	831.817
335.493	9.43994	2024.84	1920.5	9.45297	299.838	832.22
335.494	9.43991	2002.85	1923.02	9.45294	295.847	832.617
335.495	9.43987	1981.87	1925.5	9.4529	293.855	833.012
335.496	9.43984	1962.88	1927.97	9.45287	293.864	833.407
335.498	9.4398	1943.9	1930.41	9.45283	292.872	833.801
335.499	9.43977	1923.91	1932.82	9.4528	292.881	834.195
335.5	9.43973	1903.93	1935.21	9.45276	294.889	834.591
335.501	9.4397	1882.94	1937.57	9.45273	294.898	834.987
335.503	9.43966	1860.96	1939.91	9.45269	293.906	835.383
335.504	9.43963	1839.97	1942.22	9.45266	291.915	835.775
335.505	9.43959	1817.99	1944.5	9.45262	287.923	836.163
335.506	9.43956	1795	1946.76	9.45259	279.932	836.541
335.507	9.43952	1770.02	1948.98	9.45255	274.94	836.912
335.509	9.43949	1746.03	1951.17	9.45252	271.949	837.28
335.51	9.43945	1723.05	1953.34	9.45248	270.957	837.646
335.511	9.43942	1701.06	1955.48	9.45245	268.966	838.01
335.512	9.43938	1678.08	1957.58	9.45241	265.975	838.371
335.514	9.43935	1656.09	1959.67	9.45238	263.983	838.729
335.515	9.43931	1635.11	1961.72	9.45234	262.992	839.085
335.516	9.43928	1616.12	1963.75	9.45231	261	839.439
335.517	9.43924	1598.14	1965.76	9.45227	260.009	839.792
335.519	9.43921	1581.15	1967.75	9.45224	262.017	840.148
335.52	9.43917	1565.17	1969.72	9.4522	262.026	840.503
335.521	9.43914	1550.18	1971.67	9.45217	259.034	840.855
335.522	9.4391	1535.2	1973.6	9.45213	255.043	841.202
335.524	9.43907	1521.21	1975.52	9.4521	250.051	841.542
335.525	9.43903	1505.23	1977.41	9.45206	246.06	841.878
335.526	9.439	1489.24	1979.28	9.45203	241.068	842.207
335.527	9.43896	1475.26	1981.14	9.45199	236.077	842.53
335.529	9.43893	1461.27	1982.98	9.45196	228.086	842.844
335.53	9.43889	1446.29	1984.8	9.45192	218.094	843.144
335.531	9.43886	1430.3	1986.6	9.45189	209.103	843.434
335.532	9.43882	1415.32	1988.38	9.45185	199.111	843.711
335.534	9.43879	1404.33	1990.15	9.45182	189.12	843.976
335.535	9.43875	1395.35	1991.91	9.45178	179.128	844.229
335.536	9.43872	1387.36	1993.66	9.45175	171.137	844.471
335.537	9.43868	1379.38	1995.39	9.45171	166.145	844.707
335.539	9.43865	1372.39	1997.12	9.45168	161.154	844.937
335.54	9.43861	1364.41	1998.84	9.45164	157.162	845.162
335.541	9.43858	1355.42	2000.55	9.45161	153.171	845.382
335.542	9.43854	1348.44	2002.25	9.45157	147.179	845.595
335.544	9.43851	1339.45	2003.94	9.45154	141.188	845.8
335.545	9.43847	1330.47	2005.61	9.4515	135.196	845.998
335.546	9.43844	1325.48	2007.28	9.45147	128.205	846.187
335.547	9.4384	1322.5	2008.95	9.45143	120.214	846.366
335.549	9.43837	1321.52	2010.62	9.4514	110.222	846.533
335.55	9.43833	1320.53	2012.28	9.45136	102.231	846.69
335.551	9.4383	1319.55	2013.94	9.45133	93.2391	846.835
335.552	9.43826	1319.56	2015.61	9.45129	85.2477	846.971
335.553	9.43823	1320.58	2017.27	9.45126	79.2562	847.099
335.555	9.43819	1318.59	2018.93	9.45122	75.2647	847.223
335.556	9.43816	1316.61	2020.59	9.45119	71.2733	847.341
335.557	9.43812	1313.62	2022.25	9.45115	68.2818	847.455
335.558	9.43809	1308.64	2023.9	9.45112	63.2903	847.564
335.56	9.43805	1300.65	2025.54	9.45108	58.2989	847.666
335.561	9.43802	1294.67	2027.17	9.45105	52.3074	847.761
335.562	9.43798	1291.68	2028.8	9.45101	44.316	847.846
335.563	9.43795	1288.7	2030.42	9.45098	38.3245	847.923
335.565	9.43791	1285.71	2032.04	9.45094	31.333	847.992
335.566	9.43788	1284.73	2033.66	9.45091	22.3416	848.049
335.567	9.43784	1282.74	2035.28	9.45087	15.3501	848.098
335.568	9.43781	1275.76	2036.89	9.45084	9.35863	848.139
335.57	9.43777	1267.77	2038.49	9.4508	2.36716	848.172
335.571	9.43774	1255.79	2040.07	9.45077	-6.6243	848.193
335.572	9.4377	1241.8	2041.64	9.45073	-16.6158	848.202
335.573	9.43767	1229.82	2043.19	9.4507	-27.6072	848.198
335.575	9.43763	1219.83	2044.73	9.45066	-38.5987	848.179
335.576	9.4376	1209.85	2046.26	9.45063	-48.5902	848.149
335.577	9.43756	1202.86	2047.78	9.45059	-57.5816	848.107
335.578	9.43753	1193.88	2049.28	9.45056	-64.5731	848.056
335.58	9.43749	1180.89	2050.77	9.45052	-72.5646	847.996
335.581	9.43746	1164.91	2052.24	9.45049	-81.556	847.924
335.582	9.43742	1146.92	2053.69	9.45045	-89.5475	847.842
335.583	9.43739	1123.94	2055.11	9.45042	-96.539	847.752
335.585	9.43735	1100.95	2056.5	9.45038	-106.53	847.649
335.586	9.43732	1075.97	2057.86	9.45035	-116.522	847.534
335.587	9.43728	1049.98	2059.19	9.45031	-124.513	847.409
335.588	9.43725	1023	2060.49	9.45028	-133.505	847.273
335.59	9.43721	989.013	2061.74	9.45024	-144.496	847.123
335.591	9.43718	954.028	2062.95	9.45021	-156.488	846.958
335.592	9.43714	918.043	2064.11	9.45017	-169.479	846.777
335.593	9.43711	883.058	2065.23	9.45014	-182.471	846.58
335.595	9.43707	846.073	2066.31	9.4501	-194.462	846.368
335.596	9.43704	808.088	2067.33	9.45007	-202.454	846.146
335.597	9.437	766.104	2068.31	9.45003	-208.445	845.916
335.598	9.43697	722.119	2069.23	9.45	-214.437	845.679
335.599	9.43693	675.134	2070.09	9.44996	-222.428	845.433
335.601	9.4369	627.149	2070.89	9.44993	-230.419	845.176
335.602	9.43686	580.164	2071.64	9.44989	-240.411	844.907
335.603	9.43683	531.179	2072.32	9.44986	-248.402	844.628
335.604	9.4368	478.194	2072.94	9.44982	-256.394	844.338
335.606	9.43676	424.209	2073.49	9.44979	-266.385	844.037
335.607	9.43673	369.224	2073.97	9.44975	-277.377	843.722
335.608	9.43669	315.239	2074.39	9.44972	-288.368	843.393
335.609	9.43665	257.254	2074.73	9.44968	-299.36	843.051
335.611	9.43662	198.269	2075	9.44965	-313.351	842.691
335.612	9.43659	139.285	2075.19	9.44961	-328.343	842.312
335.613	9.43655	77.2996	2075.31	9.44958	-342.334	841.916
335.614	9.43652	14.3147	2075.35	9.44954	-357.326	841.502
335.616	9.43648	-50.6702	2075.31	9.44951	-371.317	841.07
335.617	9.43645	-117.655	2075.19	9.44947	-385.308	840.621
335.618	9.43641	-185.64	2074.98	9.44944	-397.3	840.156
335.619	9.43638	-252.625	2074.69	9.4494	-409.291	839.677
335.621	9.43634	-323.61	2074.31	9.44937	-419.283	839.186
335.622	9.43631	-393.595	2073.84	9.44933	-428.274	838.683
335.623	9.43627	-465.58	2073.29	9.4493	-437.266	838.169
335.624	9.43624	-538.565	2072.64	9.44926	-446.257	837.644
335.626	9.4362	-612.549	2071.9	9.44923	-454.249	837.109
335.627	9.43617	-686.534	2071.07	9.44919	-460.24	836.566
335.628	9.43613	-759.519	2070.15	9.44916	-466.232	836.017
335.629	9.4361	-834.504	2069.13	9.44912	-472.223	835.459
335.631	9.43606	-911.489	2068.02	9.44909	-482.215	834.889
335.632	9.43603	-987.474	2066.82	9.44905	-493.206	834.306
335.633	9.43599	-1066.46	2065.52	9.44902	-505.198	833.708
335.634	9.43596	-1147.44	2064.11	9.44898	-518.189	833.093
335.636	9.43592	-1229.43	2062.61	9.44895	-533.18	832.46
335.637	9.43589	-1311.41	2061	9.44891	-548.172	831.808
335.638	9.43585	-1392.4	2059.29	9.44888	-563.163	831.138
335.639	9.43582	-1475.38	2057.48	9.44884	-578.155	830.449
335.641	9.43578	-1558.37	2055.56	9.44881	-591.146	829.744
335.642	9.43575	-1640.35	2053.55	9.44877	-600.138	829.027
335.643	9.43571	-1721.34	2051.43	9.44874	-609.129	828.3
335.644	9.43568	-1801.32	2049.21	9.4487	-616.121	827.563
335.645	9.43564	-1877.31	2046.9	9.44867	-623.112	826.818
335.647	9.43561	-1950.29	2044.5	9.44863	-633.104	826.061
335.648	9.43557	-2021.28	2042.01	9.4486	-643.095	825.291
335.649	9.43554	-2090.26	2039.44	9.44856	-655.087	824.506
335.65	9.4355	-2156.25	2036.78	9.44853	-668.078	823.706
335.652	9.43547	-2220.23	2034.04	9.44849	-682.07	822.887
335.653	9.43543	-2283.22	2031.22	9.44846	-696.061	822.052
335.654	9.4354	-2343.2	2028.33	9.44842	-709.052	821.2
335.655	9.43536	-2402.19	2025.37	9.44839	-723.044	820.331
335.657	9.43533	-2461.17	2022.33	9.44835	-735.035	819.447
335.658	9.43529	-2518.16	2019.23	9.44832	-744.027	818.552
335.659	9.43526	-2572.14	2016.05	9.44828	-753.018	817.645
335.66	9.43522	-2622.13	2012.81	9.44825	-763.01	816.726
335.662	9.43519	-2668.11	2009.52	9.44821	-775.001	815.792
335.663	9.43515	-2714.1	2006.17	9.44818	-788.993	814.841
335.664	9.43512	-2761.08	2002.76	9.44814	-799.984	813.876
335.665	9.43508	-2808.07	1999.29	9.44811	-808.976	812.9
335.667	9.43505	-2853.05	1995.77	9.44807	-817.967	811.913
335.668	9.43501	-2895.04	1992.19	9.44804	-828.959	810.912
335.669	9.43498	-2936.02	1988.56	9.448	-839.95	809.898
335.67	9.43494	-2976.01	1984.89	9.44797	-850.942	808.87
335.672	9.43491	-3014.99	1981.16	9.44793	-862.933	807.827
335.673	9.43487	-3050.98	1977.39	9.4479	-874.924	806.769
335.674	9.43484	-3084.96	1973.58	9.44786	-886.916	805.696
335.675	9.4348	-3115.95	1969.73	9.44783	-898.907	804.608
335.677	9.43477	-3146.93	1965.84	9.44779	-913.899	803.502
335.678	9.43473	-3175.92	1961.91	9.44776	-926.89	802.379
335.679	9.4347	-3201.9	1957.95	9.44772	-937.882	801.243
335.68	9.43466	-3225.89	1953.97	9.44769	-946.873	800.095
335.682	9.43463	-3247.87	1949.95	9.44765	-952.865	798.94
335.683	9.43459	-3267.86	1945.91	9.44762	-958.856	797.778
335.684	9.43456	-3287.84	1941.85	9.44758	-965.848	796.607
335.685	9.43452	-3307.83	1937.76	9.44755	-973.839	795.426
335.687	9.43449	-3326.81	1933.64	9.44751	-984.831	794.231
335.688	9.43445	-3347.8	1929.51	9.44748	-996.822	793.022
335.689	9.43442	-3366.78	1925.34	9.44744	-1011.81	791.794
335.69	9.43438	-3381.77	1921.16	9.44741	-1025.8	790.548
335.691	9.43435	-3396.75	1916.96	9.44737	-1039.8	789.285
335.693	9.43431	-3413.73	1912.74	9.44734	-1051.79	788.007
