b	f0005	0005	0005a	f0020	0020	0020a	f0100	0100	0100a	f0300	0300	0300a	f0500	0500	0500a	f0700	0700	0700a
331.941	9.539	7.40018	1.39428	9.53901	-22.5247	-4.92705	9.53904	1.51802	3.43031	9.53906	27.3114	20.9626	9.53908	22.2823	11.1412	9.53915	62.6964	30.8758
331.944	9.53893	8.39866	1.44119	9.53894	-25.5219	-4.97164	9.53897	2.51451	3.44674	9.53899	30.2962	21.0514	9.53901	24.2729	11.2236	9.53908	67.6784	31.0487
331.946	9.53885	10.3971	1.49308	9.53886	-28.519	-5.02368	9.53889	1.51099	3.46068	9.53892	34.2809	21.15	9.53894	27.2635	11.3134	9.53901	71.6605	31.2315
331.949	9.53878	10.3956	1.54496	9.53879	-30.5162	-5.08068	9.53882	0.50747	3.47212	9.53885	35.2657	21.2511	9.53887	28.2541	11.4057	9.53894	72.6425	31.4168
331.951	9.53871	9.39408	1.59435	9.53872	-32.5133	-5.14265	9.53875	-1.49604	3.47858	9.53878	37.2505	21.3572	9.5388	28.2447	11.4979	9.53887	72.6246	31.602
331.954	9.53864	8.39255	1.64125	9.53865	-34.5104	-5.20959	9.53868	-3.49956	3.48006	9.53871	38.2352	21.4657	9.53873	27.2353	11.5877	9.5388	73.6067	31.7897
331.956	9.53857	8.39103	1.68815	9.53858	-34.5076	-5.27651	9.53861	-7.50308	3.47159	9.53863	41.22	21.5816	9.53865	28.2258	11.6799	9.53872	74.5887	31.9797
331.959	9.5385	8.3895	1.73504	9.53851	-34.5047	-5.34344	9.53854	-9.50659	3.45813	9.53856	43.2048	21.7025	9.53858	29.2164	11.7745	9.53865	75.5708	32.1723
331.961	9.53843	9.38797	1.78441	9.53844	-33.5018	-5.40786	9.53847	-12.5101	3.43721	9.53849	43.1895	21.8233	9.53851	27.207	11.8642	9.53858	74.5529	32.3623
331.964	9.53835	11.3865	1.83876	9.53836	-33.499	-5.47228	9.53839	-12.5136	3.41628	9.53842	43.1743	21.9441	9.53844	25.1976	11.9489	9.53851	71.5349	32.5448
331.966	9.53828	11.3849	1.8931	9.53829	-32.4961	-5.53421	9.53832	-12.5171	3.39534	9.53835	41.1591	22.0598	9.53837	25.1882	12.0335	9.53844	68.517	32.7198
331.969	9.53821	8.38339	1.93998	9.53822	-30.4933	-5.59116	9.53825	-12.5207	3.37439	9.53828	39.1438	22.1706	9.5383	25.1788	12.1182	9.53837	65.499	32.8873
331.971	9.53814	6.38187	1.98188	9.53815	-28.4904	-5.64312	9.53818	-13.5242	3.35094	9.53821	37.1286	22.2763	9.53823	27.1694	12.2077	9.5383	61.4811	33.0448
331.974	9.53807	4.38034	2.0188	9.53808	-25.4875	-5.68762	9.53811	-14.5277	3.325	9.53813	34.1133	22.3746	9.53815	28.1599	12.2998	9.53822	61.4631	33.2022
331.976	9.538	2.37882	2.05075	9.53801	-23.4847	-5.72715	9.53804	-14.5312	3.29905	9.53806	32.0981	22.4678	9.53808	32.1505	12.4017	9.53815	62.4452	33.3622
331.979	9.53793	3.37729	2.08518	9.53794	-23.4818	-5.76666	9.53797	-15.5347	3.27061	9.53799	33.0829	22.5635	9.53801	36.1411	12.5136	9.53808	63.4273	33.5245
331.981	9.53785	2.37576	2.11712	9.53786	-22.4789	-5.80368	9.53789	-15.5382	3.24216	9.53792	33.0676	22.6592	9.53794	39.1317	12.6329	9.53801	63.4093	33.6868
331.984	9.53778	-0.62576	2.1416	9.53779	-22.4761	-5.84069	9.53782	-12.5418	3.22115	9.53785	34.0524	22.7572	9.53787	41.1223	12.7572	9.53794	63.3914	33.849
331.986	9.53771	-4.62729	2.15613	9.53772	-22.4732	-5.8777	9.53775	-8.54527	3.21009	9.53778	34.0371	22.8553	9.5378	41.1129	12.8814	9.53787	63.3735	34.0113
331.989	9.53764	-6.62882	2.16568	9.53765	-22.4703	-5.9147	9.53768	-5.54879	3.20647	9.53771	34.0219	22.9533	9.53773	40.1035	13.0032	9.5378	62.3555	34.1709
331.991	9.53757	-8.63034	2.17025	9.53758	-23.4675	-5.95418	9.53761	-2.55231	3.21031	9.53763	33.0067	23.0488	9.53765	36.0941	13.1149	9.53772	61.3376	34.3281
331.994	9.5375	-9.63187	2.17234	9.53751	-23.4646	-5.99365	9.53754	-0.55582	3.21911	9.53756	31.9914	23.1418	9.53758	32.0846	13.2167	9.53765	60.3196	34.4827
331.996	9.53743	-8.63339	2.17691	9.53744	-22.4617	-6.03063	9.53747	2.44066	3.23535	9.53749	30.9762	23.2323	9.53751	28.0752	13.3086	9.53758	60.3017	34.6373
331.999	9.53735	-7.63492	2.18396	9.53736	-22.4589	-6.0676	9.53739	5.43714	3.25905	9.53742	28.961	23.3177	9.53744	25.0658	13.3929	9.53751	59.2838	34.7893
332.001	9.53728	-4.63645	2.19846	9.53729	-22.456	-6.10456	9.53732	6.43363	3.28523	9.53735	24.9457	23.3931	9.53737	24.0564	13.4747	9.53744	58.2658	34.9388
332.004	9.53721	-1.63797	2.22042	9.53722	-21.4532	-6.13903	9.53725	6.43011	3.3114	9.53728	22.9305	23.4636	9.5373	25.047	13.559	9.53737	59.2479	35.0908
332.006	9.53714	1.3605	2.24984	9.53715	-19.4503	-6.16852	9.53718	6.42659	3.33756	9.53721	22.9152	23.534	9.53723	25.0376	13.6433	9.5373	61.23	35.2477
332.009	9.53707	2.35897	2.28174	9.53708	-18.4474	-6.19552	9.53711	7.42308	3.3662	9.53713	24.9	23.6093	9.53715	24.0282	13.7251	9.53722	62.212	35.407
332.011	9.537	3.35745	2.31612	9.53701	-18.4446	-6.22251	9.53704	8.41956	3.39731	9.53706	27.8848	23.6921	9.53708	24.0187	13.8068	9.53715	63.1941	35.5688
332.014	9.53693	1.35592	2.34553	9.53694	-19.4417	-6.25198	9.53697	10.416	3.43339	9.53699	29.8695	23.7798	9.53701	26.0093	13.8935	9.53708	64.1761	35.733
332.016	9.53685	-0.6456	2.36995	9.53686	-21.4388	-6.28641	9.53689	13.4125	3.47692	9.53692	32.8543	23.8749	9.53694	25.9999	13.9802	9.53701	67.1582	35.9046
332.019	9.53678	0.35287	2.39687	9.53679	-23.436	-6.32581	9.53682	15.409	3.52541	9.53685	34.8391	23.975	9.53687	24.9905	14.0643	9.53694	69.1402	36.0811
332.021	9.53671	1.35134	2.42626	9.53672	-27.4331	-6.37515	9.53675	18.4055	3.58135	9.53678	33.8238	24.0725	9.5368	24.9811	14.1485	9.53687	71.1223	36.2626
332.024	9.53664	1.34982	2.45565	9.53665	-31.4303	-6.43443	9.53668	20.402	3.64226	9.53671	31.8086	24.165	9.53673	22.9717	14.2276	9.5368	71.1044	36.444
332.026	9.53657	0.34829	2.48255	9.53658	-32.4274	-6.49618	9.53661	22.3985	3.70813	9.53663	28.7933	24.25	9.53665	21.9623	14.3042	9.53672	71.0864	36.6254
332.028	9.5365	-0.65324	2.50696	9.53651	-32.4245	-6.55793	9.53654	25.395	3.78145	9.53656	26.7781	24.33	9.53658	20.9529	14.3783	9.53665	69.0685	36.8018
332.031	9.53643	-1.65476	2.52888	9.53644	-33.4217	-6.62216	9.53647	28.3914	3.86223	9.53649	25.7629	24.4075	9.53651	21.9434	14.4549	9.53658	68.0506	36.9756
332.033	9.53635	-2.65629	2.54831	9.53636	-33.4188	-6.68638	9.53639	28.3879	3.94299	9.53642	25.7476	24.485	9.53644	21.934	14.5315	9.53651	67.0326	37.1469
332.036	9.53628	-2.65781	2.56773	9.53629	-31.4159	-6.74562	9.53632	27.3844	4.02126	9.53635	26.7324	24.5649	9.53637	21.9246	14.608	9.53644	64.0147	37.3107
332.038	9.53621	-3.65934	2.58467	9.53622	-28.4131	-6.7974	9.53625	26.3809	4.09703	9.53628	26.7171	24.6447	9.5363	20.9152	14.682	9.53637	61.9967	37.4695
332.041	9.53614	-6.66087	2.59414	9.53615	-28.4102	-6.84916	9.53618	24.3774	4.16782	9.53621	25.7019	24.7221	9.53623	18.9058	14.7511	9.5363	60.9788	37.6258
332.043	9.53607	-10.6624	2.59366	9.53608	-29.4074	-6.90341	9.53611	21.3739	4.23115	9.53613	24.6867	24.7969	9.53615	17.8964	14.8176	9.53622	60.9609	37.782
332.046	9.536	-14.6639	2.58324	9.53601	-29.4045	-6.95765	9.53604	16.3703	4.28203	9.53606	25.6714	24.8741	9.53608	18.887	14.8866	9.53615	58.9429	37.9332
332.048	9.53593	-16.6655	2.56783	9.53594	-28.4016	-7.0094	9.53597	11.3668	4.32047	9.53599	28.6562	24.9588	9.53601	22.8775	14.9655	9.53608	57.925	38.0819
332.051	9.53585	-17.667	2.54994	9.53586	-25.3988	-7.05368	9.53589	7.3633	4.34896	9.53592	29.641	25.0459	9.53594	25.8681	15.0518	9.53601	57.907	38.2305
332.053	9.53578	-17.6685	2.53204	9.53579	-22.3959	-7.09049	9.53582	3.35978	4.36749	9.53585	31.6257	25.138	9.53587	27.8587	15.1431	9.53594	58.8891	38.3815
332.056	9.53571	-16.67	2.51663	9.53572	-19.393	-7.11984	9.53575	1.35626	4.38105	9.53578	33.6105	25.235	9.5358	28.8493	15.2369	9.53587	60.8712	38.5375
332.058	9.53564	-14.6716	2.50618	9.53565	-17.3902	-7.14421	9.53568	-0.64725	4.38962	9.53571	35.5952	25.3369	9.53573	27.8399	15.3281	9.5358	62.8532	38.6984
332.061	9.53557	-13.6731	2.49822	9.53558	-15.3873	-7.1636	9.53561	0.34923	4.40067	9.53564	39.58	25.4488	9.53565	25.8305	15.4143	9.53572	63.8353	38.8618
332.063	9.5355	-12.6746	2.49274	9.53551	-14.3844	-7.18049	9.53554	0.34571	4.41171	9.53556	41.5648	25.5656	9.53558	24.8211	15.4981	9.53565	62.8173	39.0226
332.066	9.53543	-11.6761	2.48974	9.53544	-13.3816	-7.19489	9.53547	1.3422	4.42523	9.53549	43.5495	25.6873	9.53551	24.8117	15.5818	9.53558	61.7994	39.1809
332.068	9.53535	-9.67766	2.49172	9.53536	-13.3787	-7.20929	9.53539	2.33868	4.44122	9.53542	45.5343	25.8139	9.53544	27.8022	15.6729	9.53551	60.7815	39.3367
332.071	9.53528	-8.67918	2.49617	9.53529	-14.3759	-7.22616	9.53532	1.33516	4.45472	9.53535	46.5191	25.943	9.53537	31.7928	15.774	9.53544	60.7635	39.4924
332.073	9.53521	-6.68071	2.50559	9.53522	-14.373	-7.24303	9.53525	0.33165	4.46573	9.53528	45.5038	26.0696	9.5353	35.7834	15.885	9.53537	59.7456	39.6456
332.076	9.53514	-4.68223	2.51998	9.53515	-15.3701	-7.26237	9.53518	-1.67187	4.47175	9.53521	44.4886	26.1936	9.53523	39.774	16.0059	9.5353	59.7276	39.7987
332.078	9.53507	-4.68376	2.53437	9.53508	-17.3673	-7.28668	9.53511	-2.67538	4.47528	9.53514	43.4733	26.3151	9.53515	42.7646	16.1343	9.53522	60.7097	39.9543
332.081	9.535	-4.68529	2.54876	9.53501	-20.3644	-7.31845	9.53504	-2.6789	4.4788	9.53506	41.4581	26.4317	9.53508	43.7552	16.2651	9.53515	61.6918	40.1123
332.083	9.53493	-5.68681	2.56065	9.53494	-22.3615	-7.35518	9.53497	-4.68242	4.47734	9.53499	40.4429	26.5456	9.53501	41.7458	16.3909	9.53508	65.6738	40.2803
332.086	9.53485	-6.68834	2.57006	9.53486	-22.3587	-7.3919	9.53489	-6.68593	4.4709	9.53492	38.4276	26.6546	9.53494	41.7363	16.5167	9.53501	68.6559	40.4556
332.088	9.53478	-8.68987	2.57448	9.53479	-20.3558	-7.42364	9.53482	-7.68945	4.46196	9.53485	39.4124	26.766	9.53487	40.7269	16.64	9.53494	69.638	40.6334
332.091	9.53471	-11.6914	2.57145	9.53472	-20.353	-7.45537	9.53475	-7.69297	4.45301	9.53478	40.3971	26.8799	9.5348	38.7175	16.7583	9.53487	71.62	40.8161
332.093	9.53464	-13.6929	2.56344	9.53465	-20.3501	-7.4871	9.53468	-5.69648	4.44903	9.53471	40.3819	26.9937	9.53473	37.7081	16.874	9.5348	72.6021	41.0013
332.096	9.53457	-15.6944	2.55045	9.53458	-21.3472	-7.52131	9.53461	-4.7	4.44752	9.53464	40.3667	27.1075	9.53465	35.6987	16.9848	9.53472	71.5841	41.1839
332.098	9.5345	-17.696	2.53248	9.53451	-21.3444	-7.55551	9.53454	-2.70352	4.45098	9.53456	41.3514	27.2238	9.53458	33.6893	17.0906	9.53465	71.5662	41.3665
332.101	9.53443	-18.6975	2.51203	9.53444	-22.3415	-7.59219	9.53447	1.29297	4.46438	9.53449	41.3362	27.34	9.53451	33.6799	17.1964	9.53458	72.5483	41.5515
332.103	9.53435	-18.699	2.49157	9.53436	-24.3386	-7.63383	9.5344	4.28945	4.48522	9.53442	42.321	27.4586	9.53444	35.6704	17.3071	9.53451	73.5303	41.739
332.106	9.53428	-18.7006	2.47111	9.53429	-25.3358	-7.67796	9.53432	5.28593	4.50855	9.53435	44.3057	27.5822	9.53437	37.661	17.4227	9.53444	72.5124	41.9239
332.108	9.53421	-17.7021	2.45313	9.53422	-27.3329	-7.72705	9.53425	7.28242	4.53683	9.53428	46.2905	27.7108	9.5343	38.6516	17.5409	9.53437	72.4944	42.1088
332.111	9.53414	-17.7036	2.43514	9.53415	-28.33	-7.77861	9.53418	9.2789	4.57009	9.53421	48.2752	27.8442	9.53423	38.6422	17.659	9.5343	72.4765	42.2936
332.113	9.53407	-16.7051	2.41964	9.53408	-28.3272	-7.83018	9.53411	9.27538	4.60333	9.53414	48.26	27.9776	9.53416	38.6328	17.777	9.53422	74.4586	42.4834
332.115	9.534	-14.7067	2.40911	9.53401	-28.3243	-7.88173	9.53404	8.27187	4.63408	9.53406	47.2448	28.1085	9.53408	38.6234	17.8951	9.53415	75.4406	42.6756
332.118	9.53393	-13.7082	2.40106	9.53394	-30.3214	-7.93825	9.53397	8.26835	4.66482	9.53399	45.2295	28.2344	9.53401	38.614	18.0131	9.53408	76.4227	42.8703
332.12	9.53385	-11.7097	2.39798	9.53387	-32.3186	-7.99973	9.5339	8.26483	4.69555	9.53392	45.2143	28.3603	9.53394	37.6046	18.1287	9.53401	77.4048	43.0674
332.123	9.53378	-11.7112	2.39489	9.53379	-33.3157	-8.0637	9.53382	11.2613	4.73373	9.53385	45.1991	28.4861	9.53387	35.5951	18.2392	9.53394	79.3868	43.2694
332.125	9.53371	-11.7128	2.39181	9.53372	-34.3129	-8.13014	9.53375	12.2578	4.77438	9.53378	45.1838	28.6119	9.5338	32.5857	18.3422	9.53387	82.3689	43.4788
332.128	9.53364	-12.7143	2.38623	9.53365	-33.31	-8.19409	9.53368	12.2543	4.81503	9.53371	47.1686	28.7426	9.53373	30.5763	18.4403	9.5338	84.3509	43.6932
332.13	9.53357	-14.7158	2.37567	9.53358	-32.3071	-8.25555	9.53361	10.2508	4.8507	9.53364	49.1533	28.8782	9.53366	29.5669	18.5358	9.53373	85.333	43.91
332.133	9.5335	-16.7173	2.36014	9.53351	-32.3043	-8.317	9.53354	9.24725	4.88387	9.53356	50.1381	29.0163	9.53358	29.5575	18.6313	9.53365	86.315	44.1293
332.135	9.53343	-18.7189	2.33963	9.53344	-31.3014	-8.37596	9.53347	7.24374	4.91206	9.53349	49.1229	29.1519	9.53351	30.5481	18.7293	9.53358	87.2971	44.351
332.138	9.53336	-19.7204	2.31663	9.53337	-31.2985	-8.4349	9.5334	5.24022	4.93527	9.53342	48.1076	29.2849	9.53344	32.5387	18.8322	9.53351	86.2792	44.5701
332.14	9.53328	-20.7219	2.29114	9.53329	-29.2957	-8.48887	9.53332	4.2367	4.95599	9.53335	45.0924	29.4105	9.53337	35.5292	18.9426	9.53344	84.2612	44.7843
332.143	9.53321	-19.7234	2.26814	9.53322	-26.2928	-8.53538	9.53325	4.23319	4.9767	9.53328	41.0771	29.526	9.5333	37.5198	19.0579	9.53337	82.2433	44.9934
332.145	9.53314	-16.725	2.25259	9.53315	-23.29	-8.57442	9.53318	6.22967	5.00237	9.53321	39.0619	29.6366	9.53323	40.5104	19.1806	9.5333	80.2254	45.1975
332.148	9.53307	-12.7265	2.24698	9.53308	-22.2871	-8.61096	9.53311	8.22615	5.033	9.53314	38.0467	29.7446	9.53316	42.501	19.3083	9.53323	80.2074	45.4016
332.15	9.533	-10.728	2.24634	9.53301	-20.2842	-8.64252	9.53304	8.22264	5.06362	9.53307	39.0314	29.8551	9.53308	44.4916	19.441	9.53315	81.1895	45.6081
332.153	9.53293	-7.72955	2.25315	9.53294	-18.2814	-8.66911	9.53297	8.21912	5.09424	9.53299	39.0162	29.9655	9.53301	46.4822	19.5786	9.53308	81.1715	45.8145
332.155	9.53286	-6.73107	2.26245	9.53287	-17.2785	-8.6932	9.5329	9.2156	5.12733	9.53292	37.001	30.071	9.53294	48.4728	19.7211	9.53301	80.1536	46.0185
332.158	9.53278	-3.7326	2.27921	9.53279	-18.2756	-8.71977	9.53283	12.2121	5.16788	9.53285	35.9857	30.1739	9.53287	51.4633	19.8711	9.53294	80.1357	46.2223
332.16	9.53271	-1.73413	2.30093	9.53272	-19.2728	-8.74882	9.53275	13.2086	5.2109	9.53278	35.9705	30.2767	9.5328	55.4539	20.031	9.53287	80.1177	46.4262
332.163	9.53264	0.26435	2.32762	9.53265	-18.2699	-8.77537	9.53268	14.2051	5.2564	9.53271	35.9552	30.3795	9.53273	59.4445	20.2008	9.5328	83.0998	46.6374
332.165	9.53257	2.26282	2.35928	9.53258	-18.2671	-8.80192	9.53261	14.2015	5.30189	9.53264	34.94	30.4798	9.53266	60.4351	20.3731	9.53273	85.0818	46.8536
332.168	9.5325	5.26129	2.39839	9.53251	-17.2642	-8.82597	9.53254	13.198	5.34489	9.53257	34.9248	30.5801	9.53259	59.4257	20.5429	9.53265	86.0639	47.0723
332.17	9.53243	7.25977	2.44248	9.53244	-18.2613	-8.85251	9.53247	12.1945	5.38539	9.53249	34.9095	30.6803	9.53251	56.4163	20.7052	9.53258	87.046	47.2933
332.173	9.53236	7.25824	2.48656	9.53237	-19.2585	-8.88152	9.5324	11.191	5.42339	9.53242	34.8943	30.7805	9.53244	53.4069	20.86	9.53251	86.028	47.5119
332.175	9.53229	7.25672	2.53063	9.5323	-20.2556	-8.91301	9.53233	11.1875	5.46139	9.53235	33.879	30.8782	9.53237	50.3975	21.0073	9.53244	85.0101	47.7279
332.178	9.53221	6.25519	2.57222	9.53222	-21.2527	-8.94699	9.53225	12.184	5.50186	9.53228	32.8638	30.9733	9.5323	46.388	21.1446	9.53237	84.9921	47.9438
332.18	9.53214	6.25366	2.6138	9.53215	-22.2499	-8.98344	9.53218	15.1804	5.54979	9.53221	31.8486	31.066	9.53223	43.3786	21.2745	9.5323	87.9742	48.1672
332.183	9.53207	5.25214	2.65289	9.53208	-21.247	-9.0174	9.53211	19.1769	5.60765	9.53214	30.8333	31.1561	9.53216	41.3692	21.3994	9.53223	90.9563	48.398
332.185	9.532	5.25061	2.69198	9.53201	-21.2441	-9.05135	9.53204	22.1734	5.67296	9.53207	27.8181	31.2387	9.53209	39.3598	21.5193	9.53216	95.9383	48.6412
332.188	9.53193	7.24908	2.73604	9.53194	-19.2413	-9.08032	9.53197	24.1699	5.74324	9.532	24.8029	31.3137	9.53201	37.3504	21.6342	9.53208	100.92	48.8967
332.19	9.53186	7.24756	2.78009	9.53187	-17.2384	-9.10431	9.5319	25.1664	5.81599	9.53192	21.7876	31.3814	9.53194	36.341	21.7466	9.53201	103.902	49.1597
332.193	9.53179	8.24603	2.82663	9.5318	-16.2356	-9.1258	9.53183	24.1629	5.88625	9.53185	21.7724	31.4489	9.53187	36.3316	21.8589	9.53194	105.885	49.4276
332.195	9.53171	8.24451	2.87316	9.53172	-14.2327	-9.14232	9.53175	22.1593	5.95153	9.53178	23.7571	31.5214	9.5318	35.3222	21.9688	9.53187	104.867	49.693
332.198	9.53164	9.24298	2.92218	9.53165	-13.2298	-9.15635	9.53168	21.1558	6.01431	9.53171	27.7419	31.6038	9.53173	35.3127	22.0786	9.5318	105.849	49.9608
332.2	9.53157	9.24145	2.97119	9.53158	-12.227	-9.16788	9.53161	18.1523	6.06962	9.53164	29.7267	31.6912	9.53166	34.3033	22.1859	9.53173	106.831	50.2311
332.203	9.5315	7.23993	3.01522	9.53151	-11.2241	-9.17691	9.53154	14.1488	6.11498	9.53157	30.7114	31.781	9.53159	35.2939	22.2957	9.53166	107.813	50.5038
332.205	9.53143	4.2384	3.05179	9.53144	-10.2212	-9.18346	9.53147	11.1453	6.15287	9.5315	30.6962	31.8707	9.53152	38.2845	22.4129	9.53158	108.795	50.7789
332.207	9.53136	4.23687	3.08836	9.53137	-11.2184	-9.19248	9.5314	8.14176	6.1833	9.53142	30.6809	31.9604	9.53144	41.2751	22.5375	9.53151	109.777	51.0565
332.21	9.53129	5.23535	3.12741	9.5313	-13.2155	-9.20647	9.53133	7.13824	6.21122	9.53135	30.6657	32.0501	9.53137	42.2657	22.6646	9.53144	109.759	51.3341
332.212	9.53122	6.23382	3.16894	9.53123	-15.2127	-9.22542	9.53126	6.13473	6.23666	9.53128	30.6505	32.1397	9.5313	42.2563	22.7917	9.53137	108.741	51.6091
332.215	9.53114	8.2323	3.21545	9.53115	-17.2098	-9.24934	9.53118	5.13121	6.2596	9.53121	32.6352	32.2343	9.53123	43.2468	22.9213	9.5313	105.723	51.8766
332.217	9.53107	9.23077	3.26443	9.53108	-17.2069	-9.27326	9.53111	4.12769	6.28004	9.53114	33.62	32.3313	9.53116	44.2374	23.0533	9.53123	103.705	52.1391
332.22	9.531	10.2292	3.3159	9.53101	-18.2041	-9.29965	9.53104	2.12418	6.2955	9.53107	34.6048	32.4308	9.53109	45.228	23.1878	9.53116	102.687	52.399
332.222	9.53093	11.2277	3.36985	9.53094	-18.2012	-9.32603	9.53097	1.12066	6.30847	9.531	35.5895	32.5327	9.53102	47.2186	23.3272	9.53109	102.669	52.6589
332.225	9.53086	10.2262	3.42131	9.53087	-17.1983	-9.34992	9.5309	1.11714	6.32143	9.53093	39.5743	32.6446	9.53094	48.2092	23.4691	9.53101	102.651	52.9188
332.227	9.53079	9.22466	3.47027	9.5308	-17.1955	-9.37381	9.53083	1.11363	6.33438	9.53085	41.559	32.7613	9.53087	48.1998	23.6109	9.53094	101.633	53.1761
332.23	9.53072	8.22314	3.51675	9.53073	-17.1926	-9.39768	9.53076	0.11011	6.34483	9.53078	40.5438	32.8755	9.5308	48.1904	23.7528	9.53087	102.615	53.4359
332.232	9.53064	6.22161	3.55826	9.53065	-14.1897	-9.41409	9.53068	-0.89341	6.35279	9.53071	40.5286	32.9898	9.53073	48.181	23.8946	9.5308	101.597	53.6932
332.235	9.53057	4.22009	3.59478	9.53058	-12.1869	-9.42553	9.53061	-1.89692	6.35826	9.53064	39.5133	33.1014	9.53066	47.1715	24.0339	9.53073	98.5795	53.9429
332.237	9.5305	2.21856	3.62633	9.53051	-8.18402	-9.427	9.53054	-3.90044	6.35874	9.53057	38.4981	33.2106	9.53059	46.1621	24.1707	9.53066	96.5616	54.1876
332.24	9.53043	0.21703	3.6529	9.53044	-6.18115	-9.4235	9.53047	-6.90396	6.35176	9.5305	37.4829	33.3172	9.53052	46.1527	24.3075	9.53059	95.5437	54.4298
332.242	9.53036	-0.78449	3.67699	9.53037	-6.17829	-9.41999	9.5304	-6.90747	6.34476	9.53043	38.4676	33.4263	9.53044	46.1433	24.4442	9.53051	93.5257	54.667
332.245	9.53029	-2.78602	3.69609	9.5303	-6.17543	-9.41648	9.53033	-7.91099	6.33527	9.53035	39.4524	33.5378	9.53037	45.1339	24.5785	9.53044	91.5078	54.8992
332.247	9.53022	-3.78755	3.71271	9.53023	-7.17256	-9.41544	9.53026	-8.91451	6.32329	9.53028	40.4372	33.6518	9.5303	45.1245	24.7127	9.53037	90.4899	55.1288
332.25	9.53015	-3.78907	3.72932	9.53016	-8.1697	-9.41688	9.53019	-8.91802	6.3113	9.53021	41.4219	33.7682	9.53023	46.1151	24.8494	9.5303	91.4719	55.3609
332.252	9.53007	-4.7906	3.74345	9.53008	-9.16684	-9.42081	9.53011	-8.92154	6.2993	9.53014	43.4067	33.8895	9.53016	47.1056	24.9885	9.53023	91.454	55.5929
332.255	9.53	-4.79212	3.75756	9.53001	-10.164	-9.42721	9.53004	-6.92506	6.29226	9.53007	45.3914	34.0158	9.53009	48.0962	25.1301	9.53016	93.436	55.8299
332.257	9.52993	-5.79365	3.76919	9.52994	-13.1611	-9.44106	9.52997	-5.92857	6.2877	9.53	46.3762	34.1446	9.53002	51.0868	25.2792	9.53009	96.4181	56.0742
332.26	9.52986	-9.79518	3.77087	9.52987	-13.1583	-9.45491	9.5299	-3.93209	6.2881	9.52993	48.361	34.2783	9.52995	55.0774	25.4381	9.53002	101.4	56.331
332.262	9.52979	-10.7967	3.77006	9.5298	-11.1554	-9.46377	9.52983	-1.9356	6.29347	9.52986	50.3457	34.4168	9.52987	60.068	25.6095	9.52994	106.382	56.6001
332.265	9.52972	-10.7982	3.76925	9.52973	-9.15252	-9.46766	9.52976	0.06088	6.3038	9.52978	50.3305	34.5554	9.5298	62.0586	25.7858	9.52987	111.364	56.8817
332.267	9.52965	-9.79976	3.77091	9.52966	-7.14966	-9.46657	9.52969	2.05736	6.3191	9.52971	50.3152	34.694	9.52973	64.0492	25.9671	9.5298	116.346	57.1756
332.27	9.52957	-7.80128	3.77755	9.52958	-6.14679	-9.46298	9.52961	5.05385	6.34185	9.52964	50.3	34.8325	9.52966	66.0397	26.1533	9.52973	119.328	57.4769
332.272	9.5295	-5.80281	3.78916	9.52951	-5.14393	-9.4569	9.52954	7.05033	6.36956	9.52957	50.2848	34.9709	9.52959	66.0303	26.3395	9.52966	120.31	57.7807
332.275	9.52943	-2.80433	3.80822	9.52944	-4.14107	-9.44833	9.52947	8.04681	6.39974	9.5295	49.2695	35.1068	9.52952	65.0209	26.5232	9.52959	121.293	58.0869
332.277	9.52936	-0.80586	3.83225	9.52937	-4.13821	-9.43975	9.5294	9.0433	6.43241	9.52943	48.2543	35.2403	9.52945	62.0115	26.6994	9.52952	125.275	58.403
332.28	9.52929	0.19261	3.85876	9.5293	-4.13534	-9.43116	9.52933	10.0398	6.46755	9.52936	47.239	35.3711	9.52938	59.0021	26.8681	9.52945	128.257	58.7266
332.282	9.52922	-1.80891	3.8803	9.52923	-4.13248	-9.42256	9.52926	9.03626	6.5002	9.52928	47.2238	35.502	9.5293	54.9927	27.0269	9.52937	128.239	59.05
332.285	9.52915	-2.81044	3.89934	9.52916	-4.12962	-9.41396	9.52919	8.03275	6.53035	9.52921	47.2086	35.6328	9.52923	53.9833	27.1831	9.5293	128.221	59.3735
332.287	9.52908	-2.81197	3.91838	9.52909	-6.12675	-9.41032	9.52912	6.02923	6.55553	9.52914	47.1933	35.7636	9.52916	52.9738	27.3368	9.52923	127.203	59.6944
332.29	9.529	-0.81349	3.94239	9.52901	-7.12389	-9.40917	9.52904	4.02571	6.57572	9.52907	48.1781	35.8968	9.52909	49.9644	27.4831	9.52916	125.185	60.0103
332.292	9.52893	0.18498	3.96889	9.52894	-8.12103	-9.41049	9.52897	4.0222	6.5959	9.529	46.1629	36.025	9.52902	49.955	27.6293	9.52909	121.167	60.3162
332.295	9.52886	2.18346	4.00035	9.52887	-8.11816	-9.4118	9.5289	3.01868	6.61358	9.52893	42.1476	36.1432	9.52895	49.9456	27.7755	9.52902	116.149	60.6096
332.297	9.52879	1.18193	4.02932	9.5288	-10.1153	-9.41808	9.52883	1.01516	6.62629	9.52886	38.1324	36.2514	9.52888	49.9362	27.9217	9.52895	111.131	60.8906
332.299	9.52872	0.1804	4.0558	9.52873	-10.1124	-9.42436	9.52876	0.01165	6.6365	9.52879	33.1172	36.3472	9.52881	49.9268	28.0679	9.52887	108.113	61.164
