b	f0005	0005	0005a	f0020	0020	0020a	f0100	0100	0100a	f0300	0300	0300a	f0500	0500	0500a	f0700	0700	0700a
337.28	9.38802	-36.8767	22.0214	9.38803	-83.3774	54.3577	9.38806	-304.032	359.105	9.38809	-986.405	1178.25	9.38811	-1717.93	1962.05	9.38817	-2523.82	2833.97
337.282	9.38795	-35.8782	21.9583	9.38796	-82.3745	54.1718	9.38799	-299.035	358.371	9.38802	-967.42	1175.86	9.38804	-1699.94	1957.85	9.38811	-2511.84	2827.73
337.285	9.38788	-35.8797	21.8951	9.38789	-80.3716	53.9908	9.38792	-294.039	357.651	9.38795	-950.435	1173.51	9.38797	-1682.95	1953.69	9.38804	-2498.85	2821.52
337.287	9.38781	-33.8813	21.8369	9.38782	-79.3688	53.8124	9.38785	-289.042	356.942	9.38788	-934.451	1171.2	9.3879	-1664.96	1949.57	9.38797	-2484.87	2815.35
337.29	9.38774	-33.8828	21.7787	9.38775	-75.3659	53.6439	9.38778	-286.046	356.241	9.38781	-919.466	1168.93	9.38783	-1647.97	1945.49	9.3879	-2471.89	2809.21
337.292	9.38768	-34.8843	21.718	9.38769	-71.363	53.4853	9.38772	-281.049	355.552	9.38774	-905.481	1166.69	9.38776	-1629.98	1941.46	9.38783	-2455.91	2803.11
337.295	9.38761	-35.8858	21.6548	9.38762	-67.3602	53.3367	9.38765	-275.053	354.879	9.38767	-892.496	1164.49	9.38769	-1611.98	1937.48	9.38776	-2439.93	2797.05
337.297	9.38754	-35.8874	21.5916	9.38755	-64.3573	53.1955	9.38758	-266.056	354.227	9.3876	-878.511	1162.32	9.38762	-1594.99	1933.53	9.38769	-2424.94	2791.02
337.3	9.38747	-34.8889	21.5309	9.38748	-61.3544	53.0619	9.38751	-257.06	353.598	9.38753	-863.527	1160.18	9.38755	-1576	1929.64	9.38762	-2411.96	2785.03
337.302	9.3874	-34.8904	21.4702	9.38741	-59.3516	52.9332	9.38744	-249.064	352.989	9.38746	-847.542	1158.09	9.38748	-1557.01	1925.79	9.38755	-2399.98	2779.07
337.305	9.38733	-34.8919	21.4094	9.38734	-58.3487	52.807	9.38737	-243.067	352.395	9.38739	-830.557	1156.04	9.38741	-1536.02	1921.99	9.38748	-2385	2773.14
337.307	9.38726	-32.8935	21.3537	9.38727	-58.3459	52.6808	9.3873	-239.071	351.811	9.38733	-813.572	1154.03	9.38734	-1513.03	1918.25	9.38741	-2371.02	2767.25
337.309	9.38719	-31.895	21.3004	9.3872	-60.343	52.5496	9.38723	-236.074	351.234	9.38726	-797.588	1152.06	9.38728	-1491.04	1914.57	9.38734	-2358.03	2761.39
337.312	9.38712	-30.8965	21.2496	9.38713	-61.3401	52.4159	9.38716	-234.078	350.662	9.38719	-779.603	1150.13	9.38721	-1470.05	1910.93	9.38728	-2345.05	2755.57
337.314	9.38705	-30.8981	21.1988	9.38706	-63.3373	52.2773	9.38709	-232.081	350.095	9.38712	-762.618	1148.25	9.38714	-1451.06	1907.35	9.38721	-2332.07	2749.77
337.317	9.38698	-30.8996	21.148	9.38699	-64.3344	52.1362	9.38702	-229.085	349.536	9.38705	-748.633	1146.4	9.38707	-1432.07	1903.81	9.38714	-2320.09	2744.01
337.319	9.38691	-28.9011	21.1022	9.38692	-63.3315	51.9977	9.38695	-225.088	348.987	9.38698	-736.649	1144.58	9.387	-1416.08	1900.31	9.38707	-2307.11	2738.28
337.322	9.38684	-26.9026	21.0614	9.38685	-63.3287	51.8591	9.38688	-221.092	348.447	9.38691	-726.664	1142.79	9.38693	-1401.09	1896.85	9.387	-2294.12	2732.58
337.324	9.38678	-26.9042	21.0205	9.38679	-61.3258	51.7255	9.38682	-217.095	347.918	9.38684	-717.679	1141.02	9.38686	-1385.1	1893.43	9.38693	-2282.14	2726.91
337.327	9.38671	-26.9057	20.9796	9.38672	-58.3229	51.5993	9.38675	-212.099	347.4	9.38677	-708.694	1139.27	9.38679	-1368.11	1890.05	9.38686	-2270.16	2721.27
337.329	9.38664	-26.9072	20.9388	9.38665	-54.3201	51.4831	9.38668	-208.102	346.893	9.3867	-699.71	1137.54	9.38672	-1353.12	1886.7	9.38679	-2257.18	2715.66
337.332	9.38657	-26.9087	20.8979	9.38658	-51.3172	51.3744	9.38661	-204.106	346.396	9.38663	-687.725	1135.85	9.38665	-1338.13	1883.4	9.38672	-2243.2	2710.09
337.334	9.3865	-26.9103	20.857	9.38651	-49.3144	51.2707	9.38654	-200.109	345.908	9.38656	-675.74	1134.18	9.38658	-1324.14	1880.13	9.38665	-2231.21	2704.55
337.337	9.38643	-25.9118	20.8186	9.38644	-50.3115	51.1644	9.38647	-196.113	345.431	9.3865	-660.755	1132.55	9.38651	-1309.14	1876.9	9.38658	-2217.23	2699.04
337.339	9.38636	-26.9133	20.7778	9.38637	-51.3086	51.0557	9.3864	-192.116	344.963	9.38643	-647.77	1130.96	9.38645	-1294.15	1873.7	9.38651	-2206.25	2693.56
337.342	9.38629	-27.9148	20.7344	9.3863	-53.3058	50.9421	9.38633	-188.12	344.506	9.38636	-634.786	1129.39	9.38638	-1279.16	1870.54	9.38644	-2194.27	2688.1
337.344	9.38622	-26.9164	20.6935	9.38623	-55.3029	50.8234	9.38626	-185.123	344.056	9.38629	-622.801	1127.86	9.38631	-1265.17	1867.42	9.38638	-2179.29	2682.69
337.347	9.38615	-25.9179	20.6551	9.38616	-55.3	50.7048	9.38619	-182.127	343.613	9.38622	-609.816	1126.35	9.38624	-1251.18	1864.33	9.38631	-2164.3	2677.31
337.349	9.38608	-23.9194	20.6216	9.38609	-55.2972	50.5862	9.38612	-177.13	343.183	9.38615	-598.831	1124.88	9.38617	-1236.19	1861.28	9.38624	-2149.32	2671.98
337.352	9.38601	-22.9209	20.5907	9.38602	-54.2943	50.4701	9.38605	-174.134	342.76	9.38608	-588.847	1123.43	9.3861	-1220.2	1858.27	9.38617	-2137.34	2666.67
337.354	9.38595	-21.9225	20.5622	9.38596	-52.2914	50.3589	9.38599	-171.137	342.345	9.38601	-579.862	1122	9.38603	-1203.21	1855.3	9.3861	-2124.36	2661.39
337.357	9.38588	-22.924	20.5313	9.38589	-50.2886	50.2528	9.38592	-169.141	341.934	9.38594	-569.877	1120.59	9.38596	-1185.22	1852.37	9.38603	-2112.38	2656.14
337.359	9.38581	-22.9255	20.5003	9.38582	-48.2857	50.1516	9.38585	-166.144	341.532	9.38587	-558.892	1119.22	9.38589	-1168.23	1849.49	9.38596	-2100.39	2650.92
337.362	9.38574	-22.9271	20.4693	9.38575	-45.2829	50.0579	9.38578	-163.148	341.136	9.3858	-547.908	1117.87	9.38582	-1152.24	1846.65	9.38589	-2088.41	2645.74
337.364	9.38567	-23.9286	20.4358	9.38568	-42.28	49.9716	9.38571	-159.151	340.751	9.38573	-536.923	1116.55	9.38575	-1138.25	1843.84	9.38582	-2077.43	2640.58
337.367	9.3856	-23.9301	20.4024	9.38561	-39.2771	49.8928	9.38564	-154.155	340.378	9.38567	-523.938	1115.26	9.38568	-1124.26	1841.07	9.38575	-2063.45	2635.45
337.369	9.38553	-24.9316	20.3664	9.38554	-33.2743	49.829	9.38557	-150.158	340.014	9.3856	-511.953	1114	9.38562	-1109.27	1838.33	9.38568	-2047.46	2630.36
337.372	9.38546	-25.9332	20.328	9.38547	-27.2714	49.78	9.3855	-145.162	339.664	9.38553	-498.969	1112.77	9.38555	-1095.28	1835.63	9.38561	-2031.48	2625.32
337.374	9.38539	-26.9347	20.2871	9.3854	-22.2686	49.7435	9.38543	-140.166	339.325	9.38546	-485.984	1111.58	9.38548	-1079.29	1832.97	9.38555	-2015.5	2620.31
337.377	9.38532	-27.9362	20.2436	9.38533	-21.2657	49.7095	9.38536	-135.169	338.999	9.38539	-473.999	1110.41	9.38541	-1064.3	1830.34	9.38548	-2000.52	2615.34
337.379	9.38525	-29.9377	20.1952	9.38526	-21.2628	49.6755	9.38529	-129.173	338.688	9.38532	-462.014	1109.28	9.38534	-1050.3	1827.75	9.38541	-1986.54	2610.41
337.382	9.38518	-30.9393	20.1443	9.38519	-22.26	49.639	9.38522	-123.176	338.392	9.38525	-449.03	1108.17	9.38527	-1038.31	1825.19	9.38534	-1971.55	2605.51
337.384	9.38512	-31.9408	20.0909	9.38513	-23.2571	49.6001	9.38516	-117.18	338.111	9.38518	-438.045	1107.1	9.3852	-1025.32	1822.67	9.38527	-1958.57	2600.64
337.387	9.38505	-31.9423	20.0376	9.38506	-22.2542	49.5636	9.38509	-111.183	337.845	9.38511	-426.06	1106.05	9.38513	-1012.33	1820.17	9.3852	-1945.59	2595.81
337.389	9.38498	-33.9438	19.9792	9.38499	-22.2514	49.5272	9.38502	-104.187	337.596	9.38504	-415.075	1105.03	9.38506	-997.342	1817.71	9.38513	-1932.61	2591.01
337.392	9.38491	-33.9454	19.9208	9.38492	-21.2485	49.4932	9.38495	-98.1901	337.362	9.38497	-407.09	1104.03	9.38499	-982.352	1815.29	9.38506	-1918.63	2586.24
337.394	9.38484	-31.9469	19.8674	9.38485	-21.2456	49.4593	9.38488	-93.1936	337.141	9.3849	-400.106	1103.05	9.38492	-969.361	1812.9	9.38499	-1902.64	2581.52
337.397	9.38477	-28.9484	19.8215	9.38478	-22.2428	49.4228	9.38481	-88.1971	336.931	9.38484	-395.121	1102.08	9.38485	-956.371	1810.55	9.38492	-1886.66	2576.83
337.399	9.3847	-24.9499	19.7855	9.38471	-24.2399	49.3814	9.38474	-86.2007	336.727	9.38477	-391.136	1101.13	9.38478	-945.38	1808.22	9.38485	-1871.68	2572.18
337.401	9.38463	-19.9515	19.7619	9.38464	-27.2371	49.3326	9.38467	-84.2042	336.528	9.3847	-386.151	1100.18	9.38472	-936.39	1805.91	9.38478	-1858.7	2567.57
337.404	9.38456	-15.953	19.7483	9.38457	-29.2342	49.2788	9.3846	-81.2077	336.336	9.38463	-382.167	1099.24	9.38465	-927.399	1803.63	9.38472	-1846.72	2562.98
337.406	9.38449	-11.9545	19.7446	9.3845	-30.2313	49.2225	9.38453	-79.2112	336.15	9.38456	-378.182	1098.31	9.38458	-919.408	1801.37	9.38465	-1834.73	2558.42
337.409	9.38442	-8.95604	19.7484	9.38443	-30.2285	49.1662	9.38446	-75.2147	335.973	9.38449	-373.197	1097.4	9.38451	-909.418	1799.13	9.38458	-1822.75	2553.9
337.411	9.38435	-8.95757	19.7521	9.38436	-29.2256	49.1124	9.38439	-72.2182	335.803	9.38442	-367.212	1096.5	9.38444	-897.427	1796.92	9.38451	-1811.77	2549.4
337.414	9.38429	-9.9591	19.7534	9.3843	-28.2227	49.0611	9.38433	-69.2218	335.642	9.38435	-361.228	1095.62	9.38437	-886.437	1794.74	9.38444	-1800.79	2544.92
337.416	9.38422	-11.9606	19.7497	9.38423	-26.2199	49.0148	9.38426	-67.2253	335.485	9.38428	-353.243	1094.75	9.3843	-875.446	1792.58	9.38437	-1790.81	2540.47
337.419	9.38415	-13.9621	19.741	9.38416	-26.217	48.9684	9.38419	-64.2288	335.335	9.38421	-346.258	1093.9	9.38423	-865.455	1790.45	9.3843	-1780.82	2536.05
337.421	9.38408	-15.9637	19.7274	9.38409	-25.2142	48.9246	9.38412	-60.2323	335.195	9.38414	-339.273	1093.07	9.38416	-855.465	1788.35	9.38423	-1770.84	2531.65
337.424	9.38401	-17.9652	19.7087	9.38402	-24.2113	48.8833	9.38405	-56.2358	335.066	9.38407	-333.289	1092.26	9.38409	-846.474	1786.26	9.38416	-1761.86	2527.28
337.426	9.38394	-19.9667	19.6851	9.38395	-22.2084	48.847	9.38398	-53.2393	334.944	9.38401	-328.304	1091.46	9.38402	-839.484	1784.2	9.38409	-1751.88	2522.93
337.429	9.38387	-21.9683	19.6565	9.38388	-19.2055	48.8181	9.38391	-50.2429	334.829	9.38394	-325.319	1090.66	9.38396	-833.493	1782.15	9.38402	-1741.9	2518.6
337.431	9.3838	-23.9698	19.623	9.38381	-14.2027	48.8016	9.38384	-49.2464	334.717	9.38387	-322.334	1089.87	9.38389	-829.503	1780.11	9.38395	-1730.91	2514.3
337.434	9.38373	-24.9713	19.5869	9.38374	-9.19983	48.7976	9.38377	-48.2499	334.607	9.3838	-319.35	1089.09	9.38382	-823.512	1778.08	9.38389	-1720.93	2510.03
337.436	9.38366	-25.9728	19.5484	9.38367	-5.19697	48.8036	9.3837	-48.2534	334.497	9.38373	-314.365	1088.32	9.38375	-816.521	1776.07	9.38382	-1710.95	2505.78
337.439	9.38359	-25.9744	19.5098	9.3836	-2.1941	48.817	9.38363	-47.2569	334.39	9.38366	-310.38	1087.57	9.38368	-809.531	1774.08	9.38375	-1699.97	2501.56
337.441	9.38352	-25.9759	19.4713	9.38353	-0.19124	48.8354	9.38356	-44.2604	334.29	9.38359	-305.395	1086.82	9.38361	-802.54	1772.11	9.38368	-1689.98	2497.36
337.444	9.38346	-24.9774	19.4352	9.38347	-0.18838	48.8538	9.3835	-41.264	334.197	9.38352	-299.41	1086.09	9.38354	-794.55	1770.16	9.38361	-1680	2493.19
337.446	9.38339	-22.9789	19.4041	9.3834	-1.18551	48.8697	9.38343	-40.2675	334.108	9.38345	-295.426	1085.37	9.38347	-785.559	1768.23	9.38354	-1672.02	2489.03
337.449	9.38332	-20.9805	19.378	9.38333	-2.18265	48.8831	9.38336	-40.271	334.018	9.38338	-291.441	1084.66	9.3834	-777.568	1766.31	9.38347	-1663.04	2484.9
337.451	9.38325	-18.982	19.3568	9.38326	-3.17979	48.8941	9.38329	-42.2745	333.923	9.38331	-287.456	1083.95	9.38333	-769.578	1764.42	9.3834	-1653.06	2480.8
337.454	9.38318	-15.9835	19.3431	9.38319	-5.17692	48.9001	9.38322	-45.278	333.82	9.38324	-283.471	1083.26	9.38326	-764.587	1762.54	9.38333	-1645.07	2476.71
337.456	9.38311	-10.985	19.3418	9.38312	-7.17406	48.9011	9.38315	-47.2815	333.713	9.38318	-280.487	1082.58	9.38319	-760.597	1760.67	9.38326	-1638.09	2472.64
337.459	9.38304	-6.98657	19.3505	9.38305	-8.1712	48.8997	9.38308	-47.285	333.605	9.38311	-278.502	1081.9	9.38313	-757.606	1758.81	9.38319	-1630.11	2468.6
337.461	9.38297	-2.9881	19.3691	9.38298	-8.16833	48.8982	9.38301	-46.2886	333.501	9.38304	-277.517	1081.22	9.38306	-755.615	1756.96	9.38312	-1622.13	2464.57
337.464	9.3829	-0.98962	19.3927	9.38291	-8.16547	48.8968	9.38294	-45.2921	333.398	9.38297	-276.532	1080.55	9.38299	-753.625	1755.1	9.38306	-1613.15	2460.56
337.466	9.38283	-1.99115	19.4137	9.38284	-6.16261	48.9004	9.38287	-44.2956	333.298	9.3829	-273.548	1079.88	9.38292	-749.634	1753.26	9.38299	-1603.16	2456.58
337.469	9.38276	-5.99267	19.4249	9.38277	-4.15974	48.9089	9.3828	-43.2991	333.201	9.38283	-271.563	1079.22	9.38285	-744.644	1751.43	9.38292	-1592.18	2452.63
337.471	9.3827	-9.9942	19.4261	9.38271	-3.15688	48.9199	9.38274	-45.3026	333.098	9.38276	-269.578	1078.56	9.38278	-739.653	1749.62	9.38285	-1583.2	2448.69
337.474	9.38263	-13.9957	19.4173	9.38264	0.84598	48.9409	9.38267	-47.3062	332.991	9.38269	-268.593	1077.91	9.38271	-735.663	1747.81	9.38278	-1573.22	2444.79
337.476	9.38256	-16.9973	19.4011	9.38257	3.84885	48.9693	9.3826	-49.3097	332.878	9.38262	-267.609	1077.26	9.38264	-733.672	1746.01	9.38271	-1563.24	2440.9
337.479	9.38249	-19.9988	19.3774	9.3825	5.85171	49.0027	9.38253	-50.3132	332.763	9.38255	-267.624	1076.61	9.38257	-732.681	1744.21	9.38264	-1555.25	2437.04
337.481	9.38242	-22.0003	19.3487	9.38243	7.85457	49.0412	9.38246	-52.3167	332.644	9.38248	-264.639	1075.96	9.3825	-731.691	1742.41	9.38257	-1549.27	2433.19
337.484	9.38235	-22.0018	19.32	9.38236	7.85744	49.0795	9.38239	-54.3202	332.519	9.38242	-263.654	1075.32	9.38243	-728.7	1740.62	9.3825	-1543.29	2429.36
337.486	9.38228	-22.0034	19.2914	9.38229	5.8603	49.113	9.38232	-54.3237	332.394	9.38235	-260.67	1074.68	9.38237	-726.71	1738.84	9.38243	-1537.31	2425.54
337.488	9.38221	-22.0049	19.2627	9.38222	5.86316	49.1464	9.38225	-55.3272	332.266	9.38228	-258.685	1074.05	9.3823	-726.719	1737.05	9.38236	-1531.33	2421.74
337.491	9.38214	-22.0064	19.234	9.38215	5.86603	49.1799	9.38218	-56.3308	332.137	9.38221	-257.7	1073.43	9.38223	-726.728	1735.27	9.3823	-1527.34	2417.95
337.493	9.38207	-20.0079	19.2103	9.38208	4.86889	49.2109	9.38211	-59.3343	331.999	9.38214	-256.715	1072.8	9.38216	-726.738	1733.48	9.38223	-1524.36	2414.16
337.496	9.382	-18.0095	19.1915	9.38201	1.87175	49.2344	9.38204	-63.3378	331.852	9.38207	-255.73	1072.18	9.38209	-728.747	1731.69	9.38216	-1521.38	2410.39
337.498	9.38193	-14.011	19.1827	9.38194	-1.12538	49.2505	9.38197	-65.3413	331.7	9.382	-255.746	1071.56	9.38202	-729.757	1729.9	9.38209	-1518.4	2406.61
337.501	9.38187	-9.01252	19.1864	9.38188	-2.12252	49.2641	9.38191	-68.3448	331.54	9.38193	-255.761	1070.94	9.38195	-730.766	1728.1	9.38202	-1514.42	2402.85
337.503	9.3818	-5.01404	19.1999	9.38181	-2.11966	49.2777	9.38184	-69.3483	331.378	9.38186	-258.776	1070.31	9.38188	-732.775	1726.3	9.38195	-1511.43	2399.1
337.506	9.38173	-3.01557	19.2185	9.38174	-1.11679	49.2938	9.38177	-69.3519	331.215	9.38179	-262.791	1069.67	9.38181	-732.785	1724.5	9.38188	-1508.45	2395.35
337.508	9.38166	-1.01709	19.242	9.38167	-1.11393	49.3098	9.3817	-67.3554	331.058	9.38172	-265.807	1069.02	9.38174	-732.794	1722.7	9.38181	-1502.47	2391.62
337.511	9.38159	-0.01862	19.2679	9.3816	-2.11107	49.3235	9.38163	-66.3589	330.903	9.38166	-268.822	1068.36	9.38167	-734.804	1720.9	9.38174	-1497.49	2387.91
337.513	9.38152	-1.02015	19.2915	9.38153	-2.10821	49.3371	9.38156	-64.3624	330.753	9.38159	-269.837	1067.71	9.3816	-735.813	1719.09	9.38167	-1492.51	2384.2
337.516	9.38145	-2.02167	19.3125	9.38146	-2.10534	49.3507	9.38149	-63.3659	330.606	9.38152	-270.852	1067.05	9.38154	-736.823	1717.28	9.3816	-1488.52	2380.5
337.518	9.38138	-4.0232	19.3285	9.38139	-4.10248	49.3594	9.38142	-63.3695	330.459	9.38145	-271.868	1066.38	9.38147	-736.832	1715.47	9.38154	-1485.54	2376.81
337.521	9.38131	-6.02473	19.3395	9.38132	-5.09962	49.3656	9.38135	-63.373	330.311	9.38138	-271.883	1065.72	9.3814	-733.841	1713.67	9.38147	-1483.56	2373.13
337.523	9.38124	-7.02625	19.3481	9.38125	-7.09675	49.3668	9.38128	-64.3765	330.161	9.38131	-271.898	1065.06	9.38133	-732.851	1711.87	9.3814	-1481.58	2369.45
337.526	9.38117	-9.02778	19.3517	9.38118	-9.09389	49.3631	9.38121	-66.38	330.007	9.38124	-273.913	1064.39	9.38126	-729.86	1710.08	9.38133	-1480.59	2365.77
337.528	9.38111	-12.0293	19.3478	9.38112	-13.091	49.3494	9.38115	-68.3835	329.847	9.38117	-275.929	1063.72	9.38119	-729.87	1708.28	9.38126	-1481.61	2362.09
337.531	9.38104	-15.0308	19.3365	9.38105	-16.0882	49.3283	9.38108	-69.387	329.684	9.3811	-278.944	1063.04	9.38112	-729.879	1706.49	9.38119	-1481.63	2358.42
337.533	9.38097	-19.0324	19.3152	9.38098	-19.0853	49.2997	9.38101	-69.3906	329.522	9.38103	-281.959	1062.35	9.38105	-732.888	1704.69	9.38112	-1482.65	2354.73
337.536	9.3809	-22.0339	19.2864	9.38091	-21.0824	49.2661	9.38094	-68.3941	329.362	9.38096	-282.974	1061.66	9.38098	-737.898	1702.88	9.38105	-1482.67	2351.05
337.538	9.38083	-23.0354	19.2552	9.38084	-22.0796	49.2301	9.38087	-64.3976	329.212	9.38089	-287.99	1060.96	9.38091	-742.907	1701.05	9.38098	-1481.68	2347.37
337.541	9.38076	-24.0369	19.2215	9.38077	-21.0767	49.1966	9.3808	-62.4011	329.067	9.38083	-294.005	1060.24	9.38084	-745.917	1699.22	9.38091	-1479.7	2343.7
337.543	9.38069	-23.0385	19.1902	9.3807	-18.0739	49.1705	9.38073	-61.4046	328.925	9.38076	-299.02	1059.51	9.38078	-749.926	1697.38	9.38084	-1476.72	2340.03
337.546	9.38062	-21.04	19.164	9.38063	-15.071	49.1519	9.38066	-61.4081	328.782	9.38069	-304.035	1058.77	9.38071	-753.935	1695.53	9.38078	-1473.74	2336.37
337.548	9.38055	-20.0415	19.1401	9.38056	-13.0681	49.1383	9.38059	-62.4117	328.637	9.38062	-308.05	1058.01	9.38064	-758.945	1693.66	9.38071	-1471.76	2332.72
337.551	9.38048	-18.043	19.1213	9.38049	-9.06526	49.1346	9.38052	-65.4152	328.485	9.38055	-310.066	1057.26	9.38057	-764.954	1691.78	9.38064	-1469.77	2329.07
337.553	9.38041	-16.0446	19.1075	9.38042	-5.06239	49.1409	9.38045	-67.4187	328.327	9.38048	-313.081	1056.49	9.3805	-773.964	1689.88	9.38057	-1466.79	2325.43
337.556	9.38035	-13.0461	19.1011	9.38036	-1.05953	49.1571	9.38039	-67.4222	328.17	9.38041	-313.096	1055.73	9.38043	-783.973	1687.95	9.3805	-1464.81	2321.79
337.558	9.38028	-8.04762	19.1071	9.38029	-0.05667	49.1759	9.38032	-69.4257	328.007	9.38034	-314.111	1054.96	9.38036	-793.983	1686	9.38043	-1462.83	2318.16
337.561	9.38021	-5.04915	19.1206	9.38022	0.9462	49.1971	9.38025	-71.4292	327.84	9.38027	-316.127	1054.19	9.38029	-802.992	1684.02	9.38036	-1462.85	2314.52
337.563	9.38014	-4.05067	19.1365	9.38015	1.94906	49.2208	9.38018	-74.4327	327.665	9.3802	-319.142	1053.41	9.38022	-811.001	1682.03	9.38029	-1463.86	2310.89
337.566	9.38007	-2.0522	19.1575	9.38008	3.95192	49.2495	9.38011	-76.4363	327.485	9.38013	-324.157	1052.61	9.38015	-819.011	1680.02	9.38022	-1465.88	2307.25
337.568	9.38	-0.05372	19.1834	9.38001	4.95479	49.2807	9.38004	-79.4398	327.298	9.38007	-329.172	1051.81	9.38008	-827.02	1677.98	9.38015	-1467.9	2303.6
337.571	9.37993	1.94475	19.2142	9.37994	5.95765	49.3144	9.37997	-83.4433	327.101	9.38	-336.188	1050.99	9.38002	-835.03	1675.93	9.38008	-1469.92	2299.95
337.573	9.37986	3.94322	19.2501	9.37987	4.96051	49.3456	9.3799	-88.4468	326.891	9.37993	-345.203	1050.14	9.37995	-841.039	1673.86	9.38002	-1474.94	2296.29
337.576	9.37979	4.9417	19.2884	9.3798	2.96338	49.3718	9.37983	-93.4503	326.669	9.37986	-352.218	1049.28	9.37988	-848.048	1671.77	9.37995	-1479.95	2292.61
337.578	9.37972	5.94017	19.3292	9.37973	1.96624	49.3956	9.37976	-98.4539	326.434	9.37979	-361.233	1048.39	9.37981	-855.058	1669.67	9.37988	-1483.97	2288.93
337.58	9.37965	7.93864	19.375	9.37966	0.9691	49.4168	9.37969	-103.457	326.187	9.37972	-370.249	1047.49	9.37974	-862.067	1667.55	9.37981	-1486.99	2285.24
337.583	9.37959	8.93712	19.4232	9.3796	0.97197	49.4381	9.37963	-106.461	325.933	9.37965	-379.264	1046.56	9.37967	-867.077	1665.41	9.37974	-1489.01	2281.54
337.585	9.37952	6.93559	19.4665	9.37953	0.97483	49.4594	9.37956	-110.464	325.668	9.37958	-387.279	1045.61	9.3796	-870.086	1663.27	9.37967	-1492.03	2277.83
337.588	9.37945	4.93407	19.5048	9.37946	0.97769	49.4807	9.37949	-113.468	325.396	9.37951	-394.294	1044.64	9.37953	-873.096	1661.12	9.3796	-1495.04	2274.12
337.59	9.37938	2.93254	19.5381	9.37939	-0.01944	49.4995	9.37942	-118.471	325.112	9.37944	-400.31	1043.66	9.37946	-875.105	1658.97	9.37953	-1499.06	2270.4
337.593	9.37931	-2.06899	19.559	9.37932	-0.01658	49.5184	9.37935	-123.475	324.815	9.37937	-405.325	1042.67	9.37939	-878.114	1656.81	9.37946	-1502.08	2266.67
337.595	9.37924	-7.07051	19.5675	9.37925	-1.01372	49.5347	9.37928	-127.478	324.508	9.37931	-409.34	1041.66	9.37932	-885.124	1654.63	9.37939	-1504.1	2262.93
337.598	9.37917	-10.072	19.5684	9.37918	-1.01085	49.5511	9.37921	-129.482	324.196	9.37924	-414.355	1040.64	9.37926	-892.133	1652.43	9.37932	-1507.12	2259.19
337.6	9.3791	-15.0736	19.557	9.37911	-2.00799	49.565	9.37914	-132.485	323.877	9.37917	-418.37	1039.62	9.37919	-900.143	1650.22	9.37926	-1511.13	2255.44
337.603	9.37903	-18.0751	19.5381	9.37904	-2.00513	49.5789	9.37907	-133.489	323.555	9.3791	-425.386	1038.57	9.37912	-909.152	1647.98	9.37919	-1518.15	2251.67
337.605	9.37896	-20.0766	19.5142	9.37897	-4.00226	49.5878	9.379	-133.493	323.234	9.37903	-434.401	1037.51	9.37905	-919.161	1645.71	9.37912	-1525.17	2247.88
337.608	9.37889	-23.0781	19.4829	9.3789	-4.9994	49.5942	9.37893	-134.496	322.91	9.37896	-442.416	1036.42	9.37898	-928.171	1643.43	9.37905	-1533.19	2244.07
337.61	9.37883	-24.0797	19.449	9.37884	-4.99654	49.6007	9.37887	-135.5	322.583	9.37889	-450.431	1035.31	9.37891	-937.18	1641.12	9.37898	-1542.2	2240.24
337.613	9.37876	-26.0812	19.4102	9.37877	-3.99368	49.6096	9.3788	-136.503	322.254	9.37882	-458.447	1034.19	9.37884	-946.19	1638.79	9.37891	-1550.22	2236.39
337.615	9.37869	-30.0827	19.3615	9.3787	-1.99081	49.6235	9.37873	-137.507	321.922	9.37875	-469.462	1033.03	9.37877	-953.199	1636.44	9.37884	-1557.24	2232.53
337.618	9.37862	-33.0842	19.3052	9.37863	-4.98795	49.63	9.37866	-139.51	321.585	9.37868	-481.477	1031.85	9.3787	-962.208	1634.07	9.37877	-1565.26	2228.64
337.62	9.37855	-34.0858	19.2465	9.37856	-9.98509	49.624	9.37859	-141.514	321.244	9.37862	-494.492	1030.63	9.37863	-971.218	1631.68	9.3787	-1572.28	2224.74
337.623	9.37848	-35.0873	19.1853	9.37849	-14.9822	49.6056	9.37852	-145.517	320.892	9.37855	-507.508	1029.39	9.37856	-981.227	1629.26	9.37863	-1579.29	2220.81
337.625	9.37841	-34.0888	19.1266	9.37842	-19.9794	49.5748	9.37845	-148.521	320.533	9.37848	-519.523	1028.11	9.3785	-992.237	1626.82	9.37856	-1587.31	2216.87
337.628	9.37834	-34.0904	19.0679	9.37835	-23.9765	49.5341	9.37838	-152.524	320.164	9.37841	-531.538	1026.8	9.37843	-1005.25	1624.34	9.3785	-1595.33	2212.91
337.63	9.37827	-34.0919	19.0091	9.37828	-26.9736	49.4859	9.37831	-156.528	319.785	9.37834	-542.553	1025.46	9.37836	-1018.26	1621.83	9.37843	-1605.35	2208.92
337.633	9.3782	-32.0934	18.9554	9.37821	-30.9708	49.4278	9.37824	-160.531	319.396	9.37827	-553.569	1024.1	9.37829	-1030.26	1619.29	9.37836	-1613.37	2204.92
337.635	9.37814	-31.0949	18.9041	9.37814	-32.9679	49.3647	9.37817	-165.535	318.994	9.3782	-563.584	1022.71	9.37822	-1042.27	1616.72	9.37829	-1621.38	2200.89
