b	fcucl2	cucl2	cucl2a	fcuso4	cuso4	cuso4a
286.177	11.0703	137.156	999.119	11.0783	879.815	6152.95
286.201	11.0694	137.161	1002.56	11.0773	882.837	6174.72
286.226	11.0684	137.165	1006	11.0764	885.859	6196.57
286.25	11.0675	136.17	1009.41	11.0754	888.881	6218.49
286.275	11.0665	134.174	1012.78	11.0745	893.903	6240.54
286.299	11.0656	133.179	1016.12	11.0736	898.925	6262.7
286.324	11.0646	134.183	1019.48	11.0726	903.948	6285
286.348	11.0637	136.188	1022.9	11.0717	909.97	6307.43
286.372	11.0627	138.192	1026.36	11.0707	914.992	6329.99
286.397	11.0618	139.197	1029.85	11.0698	920.014	6352.67
286.421	11.0608	139.201	1033.34	11.0688	923.036	6375.43
286.446	11.0599	139.206	1036.83	11.0679	926.059	6398.26
286.47	11.059	139.21	1040.31	11.0669	929.081	6421.17
286.495	11.058	138.215	1043.78	11.066	931.103	6444.12
286.519	11.0571	138.219	1047.24	11.0651	933.125	6467.12
286.544	11.0561	138.224	1050.71	11.0641	935.147	6490.18
286.568	11.0552	138.229	1054.17	11.0632	937.17	6513.28
286.593	11.0542	138.233	1057.64	11.0622	939.192	6536.43
286.617	11.0533	138.238	1061.1	11.0613	941.214	6559.63
286.641	11.0524	137.242	1064.54	11.0603	944.236	6582.91
286.666	11.0514	137.247	1067.98	11.0594	946.258	6606.23
286.69	11.0505	137.251	1071.42	11.0584	950.281	6629.65
286.715	11.0495	138.256	1074.89	11.0575	952.303	6653.13
286.739	11.0486	140.26	1078.4	11.0566	955.325	6676.67
286.764	11.0476	140.265	1081.92	11.0556	959.347	6700.32
286.788	11.0467	140.269	1085.43	11.0547	964.369	6724.08
286.813	11.0458	141.274	1088.97	11.0537	968.391	6747.95
286.837	11.0448	142.278	1092.53	11.0528	973.414	6771.94
286.861	11.0439	145.283	1096.17	11.0518	977.436	6796.03
286.886	11.0429	146.287	1099.83	11.0509	981.458	6820.21
286.91	11.042	147.292	1103.52	11.05	985.48	6844.49
286.935	11.0411	147.296	1107.2	11.049	989.502	6868.88
286.959	11.0401	146.301	1110.87	11.0481	993.525	6893.35
286.984	11.0392	145.306	1114.5	11.0471	997.547	6917.93
287.008	11.0382	144.31	1118.12	11.0462	1002.57	6942.63
287.033	11.0373	143.315	1121.7	11.0453	1006.59	6967.43
287.057	11.0364	142.319	1125.27	11.0443	1011.61	6992.36
287.082	11.0354	142.324	1128.83	11.0434	1016.64	7017.4
287.106	11.0345	143.328	1132.42	11.0424	1022.66	7042.59
287.13	11.0335	144.333	1136.04	11.0415	1028.68	7067.93
287.155	11.0326	147.337	1139.72	11.0406	1033.7	7093.4
287.179	11.0317	149.342	1143.46	11.0396	1038.72	7118.98
287.204	11.0307	150.346	1147.22	11.0387	1042.75	7144.66
287.228	11.0298	151.351	1151.01	11.0377	1046.77	7170.45
287.253	11.0288	152.355	1154.82	11.0368	1050.79	7196.33
287.277	11.0279	155.36	1158.7	11.0359	1053.81	7222.28
287.302	11.027	158.364	1162.66	11.0349	1056.84	7248.31
287.326	11.026	161.369	1166.69	11.034	1060.86	7274.44
287.35	11.0251	164.374	1170.79	11.033	1064.88	7300.66
287.375	11.0241	166.378	1174.94	11.0321	1068.9	7326.98
287.399	11.0232	167.383	1179.12	11.0312	1071.92	7353.38
287.424	11.0223	168.387	1183.32	11.0302	1075.95	7379.87
287.448	11.0213	169.392	1187.55	11.0293	1081.97	7406.52
287.473	11.0204	171.396	1191.82	11.0284	1086.99	7433.28
287.497	11.0195	172.401	1196.12	11.0274	1092.01	7460.17
287.522	11.0185	173.405	1200.45	11.0265	1098.04	7487.21
287.546	11.0176	173.41	1204.77	11.0255	1103.06	7514.36
287.57	11.0166	173.414	1209.1	11.0246	1107.08	7541.62
287.595	11.0157	174.419	1213.45	11.0237	1112.1	7569
287.619	11.0148	176.423	1217.85	11.0227	1116.12	7596.48
287.644	11.0138	178.428	1222.29	11.0218	1122.15	7624.1
287.668	11.0129	179.432	1226.77	11.0209	1127.17	7651.85
287.693	11.012	179.437	1231.24	11.0199	1132.19	7679.72
287.717	11.011	179.441	1235.71	11.019	1137.21	7707.71
287.742	11.0101	181.446	1240.23	11.018	1142.23	7735.83
287.766	11.0092	182.451	1244.78	11.0171	1147.26	7764.07
287.791	11.0082	182.455	1249.32	11.0162	1151.28	7792.41
287.815	11.0073	182.46	1253.87	11.0152	1156.3	7820.87
287.839	11.0064	184.464	1258.46	11.0143	1162.32	7849.47
287.864	11.0054	185.469	1263.08	11.0134	1165.35	7878.15
287.888	11.0045	185.473	1267.7	11.0124	1168.37	7906.91
287.913	11.0036	185.478	1272.32	11.0115	1170.39	7935.71
287.937	11.0026	186.482	1276.97	11.0106	1174.41	7964.62
287.962	11.0017	186.487	1281.61	11.0096	1178.43	7993.62
287.986	11.0007	185.491	1286.23	11.0087	1182.46	8022.72
288.011	10.9998	184.496	1290.83	11.0078	1186.48	8051.91
288.035	10.9989	182.5	1295.37	11.0068	1189.5	8081.18
288.059	10.9979	181.505	1299.9	11.0059	1192.52	8110.53
288.084	10.997	181.509	1304.42	11.005	1197.55	8140
288.108	10.9961	181.514	1308.94	11.004	1202.57	8169.59
288.133	10.9951	184.518	1313.54	11.0031	1208.59	8199.33
288.157	10.9942	185.523	1318.16	11.0022	1213.61	8229.19
288.182	10.9933	185.528	1322.78	11.0012	1219.63	8259.2
288.206	10.9923	185.532	1327.4	11.0003	1225.66	8289.35
288.231	10.9914	184.537	1332	10.9994	1230.68	8319.63
288.255	10.9905	184.541	1336.59	10.9984	1235.7	8350.03
288.28	10.9896	184.546	1341.19	10.9975	1239.72	8380.53
288.304	10.9886	185.55	1345.81	10.9966	1244.75	8411.15
288.328	10.9877	187.555	1350.48	10.9956	1248.77	8441.87
288.353	10.9868	189.559	1355.2	10.9947	1253.79	8472.72
288.377	10.9858	192.564	1360	10.9938	1258.81	8503.68
288.402	10.9849	195.568	1364.86	10.9928	1263.83	8534.77
288.426	10.984	197.573	1369.78	10.9919	1266.86	8565.94
288.451	10.983	200.577	1374.77	10.991	1270.88	8597.2
288.475	10.9821	203.582	1379.83	10.99	1273.9	8628.53
288.5	10.9812	203.586	1384.89	10.9891	1277.92	8659.96
288.524	10.9802	203.591	1389.95	10.9882	1283.94	8691.55
288.548	10.9793	203.595	1395.02	10.9872	1288.97	8723.25
288.573	10.9784	203.6	1400.08	10.9863	1293.99	8755.08
288.597	10.9774	203.605	1405.14	10.9854	1299.01	8787.02
288.622	10.9765	203.609	1410.2	10.9844	1306.03	8819.14
288.646	10.9756	204.614	1415.29	10.9835	1313.06	8851.44
288.671	10.9747	204.618	1420.38	10.9826	1320.08	8883.9
288.695	10.9737	204.623	1425.47	10.9817	1327.1	8916.54
288.72	10.9728	205.627	1430.58	10.9807	1335.12	8949.37
288.744	10.9719	207.632	1435.74	10.9798	1343.14	8982.4
288.768	10.9709	209.636	1440.95	10.9789	1350.17	9015.6
288.793	10.97	212.641	1446.24	10.9779	1357.19	9048.97
288.817	10.9691	213.645	1451.54	10.977	1363.21	9082.49
288.842	10.9682	215.65	1456.9	10.9761	1369.23	9116.15
288.866	10.9672	217.654	1462.31	10.9751	1375.26	9149.97
288.891	10.9663	218.659	1467.74	10.9742	1381.28	9183.93
288.915	10.9654	220.663	1473.22	10.9733	1387.3	9218.03
288.94	10.9644	222.668	1478.75	10.9724	1392.32	9252.26
288.964	10.9635	224.672	1484.33	10.9714	1397.34	9286.62
288.989	10.9626	224.677	1489.9	10.9705	1403.37	9321.12
289.013	10.9617	223.682	1495.46	10.9696	1407.39	9355.72
289.037	10.9607	222.686	1500.99	10.9686	1411.41	9390.41
289.062	10.9598	221.691	1506.49	10.9677	1415.43	9425.21
289.086	10.9589	221.695	1512	10.9668	1419.46	9460.1
289.111	10.958	220.7	1517.48	10.9659	1424.48	9495.12
289.135	10.957	220.704	1522.96	10.9649	1429.5	9530.26
289.16	10.9561	221.709	1528.46	10.964	1435.52	9565.54
289.184	10.9552	223.713	1534.02	10.9631	1440.54	9600.95
289.209	10.9542	225.718	1539.62	10.9622	1447.57	9636.54
289.233	10.9533	226.722	1545.25	10.9612	1453.59	9672.26
289.257	10.9524	227.727	1550.9	10.9603	1460.61	9708.16
289.282	10.9515	229.731	1556.61	10.9594	1466.63	9744.21
289.306	10.9505	231.736	1562.36	10.9585	1473.66	9780.43
289.331	10.9496	232.74	1568.13	10.9575	1481.68	9816.84
289.355	10.9487	233.745	1573.93	10.9566	1488.7	9853.43
289.38	10.9478	232.749	1579.71	10.9557	1495.72	9890.19
289.404	10.9468	231.754	1585.46	10.9547	1501.74	9927.1
289.429	10.9459	230.759	1591.18	10.9538	1508.77	9964.17
289.453	10.945	230.763	1596.91	10.9529	1513.79	10001.4
289.478	10.9441	230.768	1602.64	10.952	1519.81	10038.7
289.502	10.9431	231.772	1608.39	10.951	1525.83	10076.2
289.526	10.9422	230.777	1614.12	10.9501	1533.85	10113.9
289.551	10.9413	230.781	1619.84	10.9492	1542.88	10151.8
289.575	10.9404	232.786	1625.62	10.9483	1550.9	10189.9
289.6	10.9395	233.79	1631.42	10.9473	1558.92	10228.2
289.624	10.9385	234.795	1637.25	10.9464	1565.94	10266.7
289.649	10.9376	234.799	1643.07	10.9455	1572.97	10305.4
289.673	10.9367	235.804	1648.92	10.9446	1578.99	10344.1
289.698	10.9358	237.808	1654.82	10.9437	1585.01	10383.1
289.722	10.9348	239.813	1660.77	10.9427	1591.03	10422.2
289.746	10.9339	244.817	1666.84	10.9418	1598.05	10461.4
289.771	10.933	249.822	1673.03	10.9409	1606.08	10500.9
289.795	10.9321	253.826	1679.32	10.94	1614.1	10540.5
289.82	10.9311	258.831	1685.74	10.939	1622.12	10580.4
289.844	10.9302	262.836	1692.25	10.9381	1628.14	10620.4
289.869	10.9293	266.84	1698.86	10.9372	1634.17	10660.5
289.893	10.9284	270.845	1705.57	10.9363	1640.19	10700.8
289.918	10.9275	274.849	1712.37	10.9353	1646.21	10741.3
289.942	10.9265	277.854	1719.25	10.9344	1652.23	10781.8
289.967	10.9256	277.858	1726.13	10.9335	1657.25	10822.6
289.991	10.9247	277.863	1733	10.9326	1664.28	10863.4
290.015	10.9238	276.867	1739.86	10.9317	1670.3	10904.5
290.04	10.9229	276.872	1746.71	10.9307	1677.32	10945.7
290.064	10.9219	276.876	1753.57	10.9298	1684.34	10987
290.089	10.921	277.881	1760.45	10.9289	1692.37	11028.6
290.113	10.9201	279.885	1767.37	10.928	1700.39	11070.4
290.138	10.9192	281.89	1774.35	10.9271	1708.41	11112.3
290.162	10.9183	284.894	1781.4	10.9261	1714.43	11154.4
290.187	10.9173	285.899	1788.48	10.9252	1720.45	11196.7
290.211	10.9164	286.904	1795.58	10.9243	1725.48	11239
290.235	10.9155	287.908	1802.7	10.9234	1731.5	11281.6
290.26	10.9146	287.913	1809.82	10.9225	1735.52	11324.2
290.284	10.9137	288.917	1816.97	10.9215	1739.54	11366.9
290.309	10.9127	290.922	1824.17	10.9206	1745.56	11409.8
290.333	10.9118	292.926	1831.42	10.9197	1752.59	11452.8
290.358	10.9109	294.931	1838.71	10.9188	1760.61	11496.1
290.382	10.91	297.935	1846.08	10.9179	1769.63	11539.5
290.407	10.9091	300.94	1853.52	10.9169	1778.65	11583.2
290.431	10.9081	304.944	1861.07	10.916	1787.68	11627.1
290.455	10.9072	307.949	1868.68	10.9151	1796.7	11671.2
290.48	10.9063	310.953	1876.37	10.9142	1804.72	11715.5
290.504	10.9054	313.958	1884.13	10.9133	1812.74	11760
290.529	10.9045	315.962	1891.94	10.9123	1821.76	11804.8
290.553	10.9036	317.967	1899.8	10.9114	1830.79	11849.7
290.578	10.9026	318.971	1907.68	10.9105	1839.81	11894.9
290.602	10.9017	319.976	1915.59	10.9096	1848.83	11940.3
290.627	10.9008	321.981	1923.55	10.9087	1854.85	11985.8
290.651	10.8999	321.985	1931.5	10.9078	1860.88	12031.5
290.676	10.899	322.99	1939.48	10.9068	1867.9	12077.3
290.7	10.898	321.994	1947.44	10.9059	1875.92	12123.4
290.724	10.8971	320.999	1955.38	10.905	1884.94	12169.7
290.749	10.8962	319.003	1963.26	10.9041	1893.96	12216.2
290.773	10.8953	318.008	1971.12	10.9032	1901.99	12262.9
290.798	10.8944	317.012	1978.96	10.9022	1909.01	12309.7
290.822	10.8935	317.017	1986.79	10.9013	1914.03	12356.7
290.847	10.8926	316.021	1994.6	10.9004	1920.05	12403.8
290.871	10.8916	316.026	2002.41	10.8995	1928.08	12451.2
290.896	10.8907	316.03	2010.23	10.8986	1935.1	12498.7
290.92	10.8898	317.035	2018.06	10.8977	1944.12	12546.4
290.944	10.8889	318.039	2025.92	10.8968	1953.14	12594.3
290.969	10.888	320.044	2033.83	10.8958	1962.16	12642.5
290.993	10.8871	321.048	2041.77	10.8949	1970.19	12690.9
291.018	10.8861	321.053	2049.7	10.894	1978.21	12739.4
291.042	10.8852	324.058	2057.71	10.8931	1986.23	12788.2
291.067	10.8843	327.062	2065.79	10.8922	1994.25	12837.1
291.091	10.8834	330.067	2073.95	10.8913	2002.28	12886.3
291.116	10.8825	333.071	2082.17	10.8903	2011.3	12935.6
291.14	10.8816	335.076	2090.45	10.8894	2018.32	12985.2
291.165	10.8807	335.08	2098.73	10.8885	2024.34	13034.8
291.189	10.8797	336.085	2107.03	10.8876	2030.36	13084.7
291.213	10.8788	337.089	2115.36	10.8867	2036.39	13134.6
291.238	10.8779	337.094	2123.68	10.8858	2043.41	13184.8
291.262	10.877	339.098	2132.06	10.8849	2051.43	13235.1
291.287	10.8761	341.103	2140.48	10.8839	2060.45	13285.7
291.311	10.8752	342.107	2148.93	10.883	2069.47	13336.5
291.336	10.8743	344.112	2157.43	10.8821	2078.5	13387.5
291.36	10.8734	347.116	2166	10.8812	2088.52	13438.8
291.385	10.8724	349.121	2174.62	10.8803	2097.54	13490.2
291.409	10.8715	350.125	2183.27	10.8794	2106.56	13541.9
291.433	10.8706	352.13	2191.96	10.8785	2115.59	13593.8
291.458	10.8697	355.135	2200.73	10.8776	2125.61	13646
291.482	10.8688	358.139	2209.57	10.8766	2135.63	13698.4
291.507	10.8679	360.144	2218.46	10.8757	2144.65	13751
291.531	10.867	363.148	2227.43	10.8748	2154.67	13803.9
291.556	10.8661	367.153	2236.49	10.8739	2162.7	13856.9
291.58	10.8652	368.157	2245.57	10.873	2169.72	13910.2
291.605	10.8642	370.162	2254.71	10.8721	2175.74	13963.6
291.629	10.8633	371.166	2263.87	10.8712	2182.76	14017.1
291.654	10.8624	372.171	2273.05	10.8703	2189.79	14070.9
291.678	10.8615	373.175	2282.26	10.8693	2197.81	14124.8
291.702	10.8606	374.18	2291.49	10.8684	2205.83	14178.9
291.727	10.8597	376.184	2300.78	10.8675	2215.85	14233.3
291.751	10.8588	379.189	2310.13	10.8666	2225.87	14287.9
291.776	10.8579	380.193	2319.51	10.8657	2235.9	14342.7
291.8	10.857	382.198	2328.94	10.8648	2245.92	14397.8
291.825	10.856	383.202	2338.4	10.8639	2256.94	14453.2
291.849	10.8551	386.207	2347.92	10.863	2267.96	14508.8
291.874	10.8542	390.212	2357.55	10.8621	2276.99	14564.7
291.898	10.8533	393.216	2367.25	10.8612	2287.01	14620.8
291.922	10.8524	395.221	2376.99	10.8602	2297.03	14677.2
291.947	10.8515	398.225	2386.82	10.8593	2306.05	14733.7
291.971	10.8506	401.23	2396.71	10.8584	2315.07	14790.5
291.996	10.8497	406.234	2406.73	10.8575	2324.1	14847.5
292.02	10.8488	411.239	2416.87	10.8566	2334.12	14904.8
292.045	10.8479	417.243	2427.15	10.8557	2344.14	14962.3
292.069	10.847	422.248	2437.56	10.8548	2354.16	15020
292.094	10.8461	427.252	2448.09	10.8539	2366.18	15078.1
292.118	10.8451	431.257	2458.72	10.853	2378.21	15136.4
292.142	10.8442	435.261	2469.45	10.8521	2389.23	15195
292.167	10.8433	438.266	2480.25	10.8512	2402.25	15253.9
292.191	10.8424	439.27	2491.07	10.8502	2415.27	15313.2
292.216	10.8415	442.275	2501.97	10.8493	2427.3	15372.7
292.24	10.8406	444.279	2512.92	10.8484	2438.32	15432.5
292.265	10.8397	446.284	2523.92	10.8475	2449.34	15492.6
292.289	10.8388	450.289	2535.01	10.8466	2461.36	15553
292.314	10.8379	454.293	2546.2	10.8457	2474.38	15613.6
292.338	10.837	457.298	2557.47	10.8448	2486.41	15674.6
292.363	10.8361	460.302	2568.81	10.8439	2496.43	15735.8
292.387	10.8352	461.307	2580.17	10.843	2507.45	15797.3
292.411	10.8343	460.311	2591.51	10.8421	2519.47	15859.1
292.436	10.8334	459.316	2602.82	10.8412	2530.5	15921.2
292.46	10.8325	459.32	2614.14	10.8403	2540.52	15983.5
292.485	10.8315	462.325	2625.53	10.8394	2549.54	16046
292.509	10.8306	465.329	2636.99	10.8385	2558.56	16108.8
292.534	10.8297	470.334	2648.57	10.8376	2566.58	16171.7
292.558	10.8288	475.338	2660.28	10.8366	2576.61	16234.9
292.583	10.8279	480.343	2672.11	10.8357	2587.63	16298.3
292.607	10.827	484.347	2684.04	10.8348	2598.65	16362.1
292.631	10.8261	487.352	2696.04	10.8339	2609.67	16426.1
292.656	10.8252	490.357	2708.11	10.833	2620.7	16490.3
292.68	10.8243	494.361	2720.28	10.8321	2632.72	16554.9
292.705	10.8234	498.366	2732.55	10.8312	2643.74	16619.7
292.729	10.8225	501.37	2744.89	10.8303	2653.76	16684.8
292.754	10.8216	504.375	2757.31	10.8294	2662.78	16750.1
292.778	10.8207	507.379	2769.8	10.8285	2672.81	16815.6
292.803	10.8198	509.384	2782.34	10.8276	2680.83	16881.3
292.827	10.8189	511.388	2794.93	10.8267	2689.85	16947.3
292.852	10.818	513.393	2807.56	10.8258	2697.87	17013.4
292.876	10.8171	517.397	2820.3	10.8249	2705.9	17079.8
292.9	10.8162	520.402	2833.11	10.824	2713.92	17146.3
292.925	10.8153	522.406	2845.96	10.8231	2721.94	17213.1
292.949	10.8144	525.411	2858.9	10.8222	2729.96	17280
292.974	10.8135	528.415	2871.9	10.8213	2739.98	17347.2
292.998	10.8126	531.42	2884.98	10.8204	2750.01	17414.6
293.023	10.8117	536.424	2898.18	10.8195	2761.03	17482.3
293.047	10.8108	541.429	2911.5	10.8186	2772.05	17550.3
293.072	10.8099	546.434	2924.94	10.8177	2783.07	17618.5
293.096	10.809	550.438	2938.49	10.8168	2795.09	17687
293.12	10.8081	552.443	2952.08	10.8159	2806.12	17755.8
293.145	10.8072	554.447	2965.72	10.815	2817.14	17824.9
293.169	10.8063	557.452	2979.43	10.8141	2828.16	17894.2
293.194	10.8054	560.456	2993.22	10.8132	2839.18	17963.8
293.218	10.8045	563.461	3007.08	10.8123	2850.21	18033.7
293.243	10.8036	565.465	3020.99	10.8114	2861.23	18103.8
293.267	10.8027	569.47	3035	10.8104	2871.25	18174.2
293.292	10.8018	573.474	3049.11	10.8095	2880.27	18244.8
293.316	10.8009	578.479	3063.34	10.8086	2888.29	18315.6
293.341	10.7999	582.483	3077.66	10.8077	2898.32	18386.7
293.365	10.799	587.488	3092.11	10.8068	2909.34	18458
293.389	10.7981	591.492	3106.66	10.8059	2922.36	18529.7
293.414	10.7972	597.497	3121.35	10.805	2934.38	18601.6
293.438	10.7964	602.501	3136.17	10.8041	2947.41	18673.8
293.463	10.7955	607.506	3151.1	10.8032	2962.43	18746.5
293.487	10.7946	611.51	3166.14	10.8023	2977.45	18819.4
293.512	10.7937	616.515	3181.3	10.8014	2991.47	18892.8
293.536	10.7928	620.52	3196.55	10.8005	3006.49	18966.5
293.561	10.7919	625.524	3211.93	10.7996	3019.52	19040.5
293.585	10.791	628.529	3227.38	10.7987	3031.54	19114.8
293.609	10.7901	630.533	3242.89	10.7978	3043.56	19189.4
293.634	10.7892	632.538	3258.44	10.7969	3055.58	19264.3
293.658	10.7883	635.542	3274.06	10.796	3067.61	19339.5
293.683	10.7874	639.547	3289.78	10.7951	3079.63	19415
293.707	10.7865	645.551	3305.65	10.7943	3089.65	19490.7
293.732	10.7856	651.556	3321.66	10.7934	3098.67	19566.6
293.756	10.7847	656.56	3337.8	10.7925	3108.69	19642.8
293.781	10.7838	660.565	3354.04	10.7916	3118.72	19719.3
293.805	10.7829	665.569	3370.39	10.7907	3128.74	19796
293.829	10.782	668.574	3386.82	10.7898	3138.76	19872.9
293.854	10.7811	671.578	3403.33	10.7889	3148.78	19950.1
293.878	10.7802	674.583	3419.91	10.788	3157.8	20027.5
293.903	10.7793	677.588	3436.56	10.7871	3168.83	20105.1
293.927	10.7784	681.592	3453.31	10.7862	3179.85	20183.1
293.952	10.7775	684.597	3470.13	10.7853	3190.87	20261.3
293.976	10.7766	688.601	3487.05	10.7844	3203.89	20339.8
294.001	10.7757	694.606	3504.12	10.7835	3215.92	20418.6
294.025	10.7748	700.61	3521.33	10.7826	3226.94	20497.7
294.05	10.7739	706.615	3538.69	10.7817	3238.96	20577.1
294.074	10.773	711.619	3556.18	10.7808	3250.98	20656.7
294.098	10.7721	717.624	3573.81	10.7799	3261	20736.7
294.123	10.7712	725.628	3591.63	10.779	3272.03	20816.8
294.147	10.7703	732.633	3609.63	10.7781	3282.05	20897.3
294.172	10.7694	738.637	3627.78	10.7772	3293.07	20978
294.196	10.7685	742.642	3646.02	10.7763	3302.09	21058.9
294.221	10.7676	746.646	3664.36	10.7754	3310.12	21140
294.245	10.7667	749.651	3682.77	10.7745	3318.14	21221.3
294.27	10.7659	753.655	3701.28	10.7736	3327.16	21302.9
294.294	10.765	758.66	3719.91	10.7727	3338.18	21384.7
294.318	10.7641	763.665	3738.67	10.7718	3349.2	21466.8
294.343	10.7632	767.669	3757.52	10.7709	3362.23	21549.1
294.367	10.7623	772.674	3776.5	10.77	3374.25	21631.8
294.392	10.7614	778.678	3795.62	10.7691	3387.27	21714.8
294.416	10.7605	783.683	3814.87	10.7683	3399.29	21798.1
294.441	10.7596	790.687	3834.29	10.7674	3412.32	21881.8
294.465	10.7587	795.692	3853.82	10.7665	3427.34	21965.7
294.49	10.7578	799.696	3873.46	10.7656	3442.36	22050.1
294.514	10.7569	804.701	3893.22	10.7647	3456.38	22134.8
294.539	10.756	809.705	3913.1	10.7638	3469.4	22219.8
294.563	10.7551	814.71	3933.11	10.7629	3482.43	22305.1
294.587	10.7542	822.714	3953.31	10.762	3496.45	22390.8
294.612	10.7533	829.719	3973.68	10.7611	3508.47	22476.8
294.636	10.7525	834.723	3994.17	10.7602	3520.49	22563
294.661	10.7516	840.728	4014.81	10.7593	3530.52	22649.5
294.685	10.7507	845.732	4035.57	10.7584	3539.54	22736.3
294.71	10.7498	849.737	4056.43	10.7575	3550.56	22823.3
294.734	10.7489	855.742	4077.44	10.7566	3561.58	22910.5
294.759	10.748	861.746	4098.59	10.7558	3572.6	22998.1
294.783	10.7471	868.751	4119.92	10.7549	3584.63	23085.9
294.807	10.7462	875.755	4141.42	10.754	3595.65	23174
294.832	10.7453	882.76	4163.08	10.7531	3606.67	23262.4
294.856	10.7444	889.764	4184.92	10.7522	3615.69	23351
294.881	10.7435	895.769	4206.91	10.7513	3622.71	23439.7
294.905	10.7426	901.773	4229.04	10.7504	3629.74	23528.7
294.93	10.7418	908.778	4251.35	10.7495	3637.76	23617.8
294.954	10.7409	915.782	4273.82	10.7486	3645.78	23707.1
294.979	10.74	921.787	4296.44	10.7477	3654.8	23796.7
295.003	10.7391	927.791	4319.21	10.7468	3663.83	23886.4
295.027	10.7382	935.796	4342.18	10.7459	3672.85	23976.4
295.052	10.7373	941.8	4365.29	10.7451	3680.87	24066.6
295.076	10.7364	948.805	4388.57	10.7442	3689.89	24157
295.101	10.7355	955.81	4412.02	10.7433	3698.91	24247.6
295.125	10.7346	962.814	4435.65	10.7424	3707.94	24338.5
295.15	10.7337	969.819	4459.44	10.7415	3718.96	24429.6
295.174	10.7329	975.823	4483.39	10.7406	3730.98	24521
295.199	10.732	983.828	4507.53	10.7397	3743	24612.7
295.223	10.7311	991.832	4531.86	10.7388	3754.03	24704.7
295.248	10.7302	997.837	4556.34	10.7379	3765.05	24796.9
295.272	10.7293	1005.84	4581.02	10.737	3776.07	24889.4
295.296	10.7284	1012.85	4605.87	10.7362	3787.09	24982.2
295.321	10.7275	1020.85	4630.91	10.7353	3799.11	25075.3
295.345	10.7266	1027.85	4656.13	10.7344	3810.14	25168.6
295.37	10.7258	1032.86	4681.46	10.7335	3822.16	25262.3
295.394	10.7249	1038.86	4706.95	10.7326	3833.18	25356.2
295.419	10.724	1044.87	4732.58	10.7317	3841.2	25450.3
295.443	10.7231	1051.87	4758.38	10.7308	3849.23	25544.6
295.468	10.7222	1057.88	4784.33	10.7299	3858.25	25639.1
295.492	10.7213	1062.88	4810.4	10.7291	3867.27	25733.8
295.516	10.7204	1068.89	4836.62	10.7282	3874.29	25828.7
295.541	10.7195	1075.89	4863.01	10.7273	3880.31	25923.8
295.565	10.7187	1083.9	4889.6	10.7264	3885.34	26019
295.59	10.7178	1092.9	4916.4	10.7255	3890.36	26114.3
295.614	10.7169	1101.9	4943.43	10.7246	3896.38	26209.7
295.639	10.716	1109.91	4970.65	10.7237	3903.4	26305.4
295.663	10.7151	1118.91	4998.09	10.7228	3911.42	26401.2
295.688	10.7142	1125.92	5025.7	10.722	3920.45	26497.2
295.712	10.7133	1132.92	5053.49	10.7211	3929.47	26593.5
295.737	10.7125	1140.93	5081.47	10.7202	3940.49	26690
295.761	10.7116	1148.93	5109.64	10.7193	3950.51	26786.8
295.785	10.7107	1157.94	5138.04	10.7184	3960.54	26883.8
295.81	10.7098	1166.94	5166.65	10.7175	3968.56	26981
295.834	10.7089	1175.95	5195.49	10.7166	3977.58	27078.5
295.859	10.708	1184.95	5224.54	10.7158	3984.6	27176.1
295.883	10.7071	1193.95	5253.82	10.7149	3991.62	27273.9
295.908	10.7063	1204.96	5283.37	10.714	3998.65	27371.8
295.932	10.7054	1215.96	5313.18	10.7131	4005.67	27469.9
295.957	10.7045	1226.97	5343.26	10.7122	4011.69	27568.2
295.981	10.7036	1237.97	5373.62	10.7113	4019.71	27666.7
296.005	10.7027	1248.98	5404.24	10.7104	4027.74	27765.4
296.03	10.7018	1259.98	5435.13	10.7096	4036.76	27864.2
296.054	10.7009	1269.99	5466.26	10.7087	4043.78	27963.3
296.079	10.7001	1281.99	5497.69	10.7078	4050.8	28062.5
296.103	10.6992	1293	5529.39	10.7069	4056.82	28161.9
296.128	10.6983	1304	5561.36	10.706	4062.85	28261.4
296.152	10.6974	1313	5593.54	10.7051	4068.87	28361.1
296.177	10.6965	1322.01	5625.95	10.7043	4074.89	28460.9
296.201	10.6956	1330.01	5658.55	10.7034	4079.91	28560.8
296.226	10.6948	1339.02	5691.38	10.7025	4083.94	28660.9
296.25	10.6939	1348.02	5724.42	10.7016	4087.96	28761
296.274	10.693	1357.03	5757.68	10.7007	4091.98	28861.3
296.299	10.6921	1369.03	5791.24	10.6998	4095	28961.6
296.323	10.6912	1379.04	5825.04	10.699	4099.02	29062
296.348	10.6904	1389.04	5859.09	10.6981	4102.05	29162.4
296.372	10.6895	1400.05	5893.4	10.6972	4104.07	29263
296.397	10.6886	1412.05	5928.01	10.6963	4106.09	29363.6
296.421	10.6877	1424.05	5962.91	10.6954	4109.11	29464.2
296.446	10.6868	1435.06	5998.08	10.6945	4111.14	29564.9
296.47	10.6859	1446.06	6033.52	10.6937	4113.16	29665.7
296.494	10.6851	1458.07	6069.26	10.6928	4114.18	29766.4
296.519	10.6842	1471.07	6105.31	10.6919	4114.2	29867.2
296.543	10.6833	1484.08	6141.68	10.691	4116.22	29968.1
296.568	10.6824	1497.08	6178.36	10.6901	4117.25	30068.9
296.592	10.6815	1509.09	6215.35	10.6893	4119.27	30169.8
