b	fcucl2	cucl2	cucl2a	fcuso4	cuso4	cuso4a
339.354	9.33557	-112.991	728.104	9.34231	-163.919	943.19
339.378	9.3349	-113.987	725.402	9.34164	-164.896	939.348
339.403	9.33423	-114.982	722.676	9.34096	-164.874	935.506
339.427	9.33355	-115.978	719.925	9.34029	-163.852	931.689
339.452	9.33288	-114.973	717.199	9.33962	-162.83	927.897
339.476	9.33221	-112.969	714.522	9.33894	-159.808	924.179
339.501	9.33154	-111.964	711.869	9.33827	-157.785	920.511
339.525	9.33086	-110.96	709.241	9.3376	-153.763	916.94
339.55	9.33019	-108.955	706.662	9.33693	-149.741	913.469
339.574	9.32952	-107.951	704.108	9.33626	-144.719	910.119
339.598	9.32885	-105.946	701.603	9.33558	-140.697	906.869
339.623	9.32818	-103.942	699.146	9.33491	-137.674	903.692
339.647	9.32751	-102.937	696.715	9.33424	-135.652	900.564
339.672	9.32683	-100.932	694.332	9.33357	-134.63	897.462
339.696	9.32616	-99.9279	691.974	9.3329	-133.608	894.385
339.721	9.32549	-97.9234	689.664	9.33222	-133.586	891.308
339.745	9.32482	-97.9189	687.355	9.33155	-134.563	888.207
339.77	9.32415	-96.9144	685.071	9.33088	-136.541	885.058
339.794	9.32348	-97.9098	682.762	9.33021	-138.519	881.86
339.818	9.32281	-98.9053	680.429	9.32954	-140.497	878.614
339.843	9.32214	-97.9008	678.12	9.32887	-140.475	875.369
339.867	9.32147	-96.8962	675.836	9.3282	-139.453	872.149
339.892	9.3208	-94.8917	673.601	9.32752	-137.43	868.978
339.916	9.32013	-92.8872	671.415	9.32685	-136.408	865.832
339.941	9.31946	-91.8826	669.253	9.32618	-134.386	862.736
339.965	9.31879	-89.8781	667.14	9.32551	-132.364	859.688
339.99	9.31812	-88.8736	665.053	9.32484	-131.342	856.666
340.014	9.31745	-85.8691	663.038	9.32417	-131.319	853.645
340.039	9.31678	-83.8645	661.073	9.3235	-131.297	850.624
340.063	9.31611	-81.86	659.156	9.32283	-129.275	847.653
340.087	9.31544	-80.8555	657.264	9.32216	-127.253	844.731
340.112	9.31477	-79.8509	655.397	9.32149	-125.231	841.858
340.136	9.3141	-79.8464	653.53	9.32082	-126.208	838.961
340.161	9.31343	-79.8419	651.662	9.32015	-127.186	836.041
340.185	9.31276	-78.8374	649.82	9.31948	-129.164	833.072
340.21	9.31209	-77.8328	648.002	9.31881	-132.142	830.031
340.234	9.31142	-74.8283	646.257	9.31814	-135.12	826.916
340.259	9.31075	-73.8238	644.537	9.31747	-136.097	823.778
340.283	9.31008	-74.8192	642.793	9.3168	-137.075	820.616
340.307	9.30941	-74.8147	641.049	9.31613	-140.053	817.381
340.332	9.30874	-75.8102	639.28	9.31546	-143.031	814.073
340.356	9.30808	-77.8056	637.463	9.31479	-145.009	810.717
340.381	9.30741	-80.8011	635.572	9.31412	-145.987	807.337
340.405	9.30674	-83.7966	633.608	9.31346	-145.964	803.957
340.43	9.30607	-86.7921	631.571	9.31279	-144.942	800.602
340.454	9.3054	-88.7875	629.485	9.31212	-143.92	797.273
340.479	9.30473	-89.783	627.375	9.31145	-141.898	793.993
340.503	9.30406	-90.7785	625.241	9.31078	-140.876	790.738
340.528	9.3034	-91.7739	623.082	9.31011	-139.853	787.508
340.552	9.30273	-91.7694	620.923	9.30944	-138.831	784.302
340.576	9.30206	-91.7649	618.764	9.30878	-136.809	781.147
340.601	9.30139	-92.7604	616.581	9.30811	-135.787	778.016
340.625	9.30073	-94.7558	614.35	9.30744	-135.765	774.886
340.65	9.30006	-95.7513	612.093	9.30677	-134.742	771.781
340.674	9.29939	-95.7468	609.838	9.3061	-133.72	768.701
340.699	9.29872	-94.7422	607.606	9.30544	-130.698	765.694
340.723	9.29806	-91.7377	605.448	9.30477	-128.676	762.737
340.748	9.29739	-89.7332	603.339	9.3041	-126.654	759.83
340.772	9.29672	-87.7286	601.279	9.30343	-125.631	756.948
340.796	9.29606	-85.7241	599.268	9.30277	-124.609	754.09
340.821	9.29539	-84.7196	597.282	9.3021	-123.587	751.258
340.845	9.29472	-83.715	595.32	9.30143	-122.565	748.45
340.87	9.29406	-82.7105	593.383	9.30076	-122.543	745.643
340.894	9.29339	-82.706	591.445	9.3001	-122.52	742.837
340.919	9.29272	-81.7014	589.533	9.29943	-123.498	740.007
340.943	9.29206	-79.6969	587.669	9.29876	-123.476	737.177
340.968	9.29139	-78.6924	585.83	9.2981	-122.454	734.372
340.992	9.29072	-79.6879	583.967	9.29743	-121.432	731.593
341.017	9.29006	-79.6833	582.104	9.29676	-121.41	728.813
341.041	9.28939	-81.6788	580.192	9.2961	-123.387	725.986
341.065	9.28872	-82.6743	578.255	9.29543	-124.365	723.134
341.09	9.28806	-85.6697	576.246	9.29476	-125.343	720.259
341.114	9.28739	-87.6652	574.187	9.2941	-125.321	717.384
341.139	9.28673	-89.6607	572.08	9.29343	-125.299	714.51
341.163	9.28606	-90.6562	569.948	9.29277	-125.276	711.636
341.188	9.2854	-91.6516	567.792	9.2921	-125.254	708.763
341.212	9.28473	-90.6471	565.661	9.29143	-125.232	705.89
341.237	9.28407	-89.6426	563.554	9.29077	-124.21	703.043
341.261	9.2834	-88.638	561.472	9.2901	-123.188	700.22
341.285	9.28274	-87.6335	559.415	9.28944	-122.165	697.422
341.31	9.28207	-85.629	557.406	9.28877	-121.143	694.65
341.334	9.28141	-82.6244	555.471	9.28811	-119.121	691.927
341.359	9.28074	-80.6199	553.585	9.28744	-119.099	689.204
341.383	9.28008	-78.6154	551.747	9.28678	-117.077	686.531
341.408	9.27941	-77.6109	549.935	9.28611	-115.054	683.907
341.432	9.27875	-77.6063	548.122	9.28545	-111.032	681.381
341.457	9.27808	-76.6018	546.334	9.28478	-110.01	678.881
341.481	9.27742	-77.5973	544.522	9.28412	-109.988	676.381
341.505	9.27676	-78.5927	542.686	9.28345	-111.966	673.833
341.53	9.27609	-78.5882	540.849	9.28279	-112.944	671.26
341.554	9.27543	-78.5837	539.013	9.28212	-113.921	668.664
341.579	9.27476	-77.5791	537.201	9.28146	-114.899	666.044
341.603	9.2741	-77.5746	535.389	9.28079	-114.877	663.425
341.628	9.27344	-77.5701	533.578	9.28013	-114.855	660.806
341.652	9.27277	-77.5656	531.766	9.27947	-112.833	658.236
341.677	9.27211	-78.561	529.93	9.2788	-111.81	655.692
341.701	9.27144	-79.5565	528.07	9.27814	-109.788	653.197
341.726	9.27078	-80.552	526.186	9.27747	-107.766	650.751
341.75	9.27012	-82.5474	524.252	9.27681	-106.744	648.331
341.774	9.26945	-83.5429	522.295	9.27615	-107.722	645.886
341.799	9.26879	-84.5384	520.313	9.27548	-109.699	643.393
341.823	9.26813	-85.5338	518.306	9.27482	-112.677	640.827
341.848	9.26747	-84.5293	516.325	9.27416	-115.655	638.189
341.872	9.2668	-82.5248	514.392	9.27349	-118.633	635.478
341.897	9.26614	-81.5203	512.484	9.27283	-120.611	632.718
341.921	9.26548	-79.5157	510.625	9.27217	-121.588	629.934
341.946	9.26482	-77.5112	508.814	9.2715	-122.566	627.127
341.97	9.26415	-75.5067	507.053	9.27084	-123.544	624.296
341.994	9.26349	-74.5021	505.317	9.27018	-123.522	621.465
342.019	9.26283	-73.4976	503.605	9.26951	-122.5	618.659
342.043	9.26217	-72.4931	501.917	9.26885	-121.477	615.878
342.068	9.2615	-71.4886	500.254	9.26819	-119.455	613.147
342.092	9.26084	-71.484	498.591	9.26753	-117.433	610.465
342.117	9.26018	-70.4795	496.953	9.26687	-116.411	607.808
342.141	9.25952	-70.475	495.315	9.2662	-116.389	605.151
342.166	9.25886	-71.4704	493.653	9.26554	-114.367	602.544
342.19	9.2582	-70.4659	492.015	9.26488	-112.344	599.987
342.215	9.25753	-70.4614	490.377	9.26422	-111.322	597.454
342.239	9.25687	-70.4568	488.739	9.26356	-110.3	594.947
342.263	9.25621	-69.4523	487.126	9.26289	-110.278	592.44
342.288	9.25555	-68.4478	485.538	9.26223	-108.256	589.982
342.312	9.25489	-68.4433	483.949	9.26157	-106.233	587.574
342.337	9.25423	-69.4387	482.336	9.26091	-105.211	585.191
342.361	9.25357	-70.4342	480.699	9.26025	-103.189	582.857
342.386	9.25291	-70.4297	479.062	9.25959	-101.167	580.573
342.41	9.25225	-70.4251	477.425	9.25892	-100.145	578.313
342.435	9.25159	-70.4206	475.788	9.25826	-101.122	576.03
342.459	9.25093	-71.4161	474.127	9.2576	-102.1	573.723
342.483	9.25027	-72.4115	472.442	9.25694	-102.078	571.417
342.508	9.2496	-71.407	470.781	9.25628	-102.056	569.111
342.532	9.24894	-67.4025	469.218	9.25562	-103.034	566.781
342.557	9.24828	-65.3979	467.704	9.25496	-102.011	564.476
342.581	9.24762	-64.3934	466.214	9.2543	-100.989	562.196
342.606	9.24696	-64.3889	464.725	9.25364	-99.9671	559.941
342.63	9.2463	-64.3844	463.236	9.25298	-99.9449	557.686
342.655	9.24564	-63.3798	461.771	9.25232	-100.923	555.408
342.679	9.24499	-63.3753	460.307	9.25166	-101.9	553.106
342.704	9.24433	-62.3708	458.867	9.251	-102.878	550.78
342.728	9.24367	-62.3662	457.427	9.25034	-105.856	548.381
342.752	9.24301	-62.3617	455.987	9.24968	-105.834	545.983
342.777	9.24235	-63.3572	454.523	9.24902	-104.812	543.609
342.801	9.24169	-63.3526	453.059	9.24836	-104.79	541.236
342.826	9.24103	-63.3481	451.595	9.2477	-105.767	538.84
342.85	9.24037	-64.3436	450.107	9.24704	-105.745	536.443
342.875	9.23971	-66.3391	448.57	9.24638	-105.723	534.048
342.899	9.23905	-67.3345	447.009	9.24572	-107.701	531.604
342.924	9.23839	-68.33	445.423	9.24506	-108.679	529.136
342.948	9.23774	-69.3255	443.813	9.2444	-109.656	526.644
342.972	9.23708	-69.3209	442.203	9.24374	-110.634	524.128
342.997	9.23642	-67.3164	440.642	9.24309	-111.612	521.588
343.021	9.23576	-65.3119	439.13	9.24243	-112.59	519.025
343.046	9.2351	-65.3074	437.618	9.24177	-112.568	516.462
343.07	9.23444	-64.3028	436.131	9.24111	-111.545	513.924
343.095	9.23379	-64.2983	434.644	9.24045	-110.523	511.411
343.119	9.23313	-65.2938	433.133	9.23979	-108.501	508.947
343.144	9.23247	-65.2892	431.621	9.23913	-108.479	506.484
343.168	9.23181	-66.2847	430.085	9.23848	-107.457	504.046
343.192	9.23115	-67.2802	428.525	9.23782	-106.434	501.633
343.217	9.2305	-68.2756	426.941	9.23716	-105.412	499.245
343.241	9.22984	-68.2711	425.357	9.2365	-104.39	496.882
343.266	9.22918	-67.2666	423.797	9.23584	-103.368	494.544
343.29	9.22852	-65.2621	422.286	9.23519	-102.346	492.231
343.315	9.22787	-63.2575	420.825	9.23453	-102.324	489.918
343.339	9.22721	-60.253	419.437	9.23387	-101.301	487.631
343.364	9.22655	-59.2485	418.073	9.23321	-101.279	485.344
343.388	9.2259	-59.2439	416.709	9.23256	-102.257	483.033
343.413	9.22524	-59.2394	415.346	9.2319	-103.235	480.698
343.437	9.22458	-58.2349	414.007	9.23124	-101.213	478.413
343.461	9.22393	-58.2303	412.668	9.23058	-99.1903	476.177
343.486	9.22327	-57.2258	411.354	9.22993	-96.1682	474.014
343.51	9.22261	-59.2213	409.991	9.22927	-95.146	471.877
343.535	9.22196	-59.2167	408.628	9.22861	-92.1238	469.814
343.559	9.2213	-60.2122	407.241	9.22796	-91.1016	467.776
343.584	9.22064	-60.2077	405.854	9.2273	-90.0794	465.763
343.608	9.21999	-60.2032	404.467	9.22664	-88.0572	463.799
343.633	9.21933	-62.1986	403.031	9.22599	-86.035	461.885
343.657	9.21868	-63.1941	401.571	9.22533	-86.0128	459.971
343.681	9.21802	-62.1896	400.136	9.22467	-84.9906	458.082
343.706	9.21736	-62.185	398.7	9.22402	-86.9684	456.145
343.73	9.21671	-60.1805	397.314	9.22336	-88.9463	454.16
343.755	9.21605	-59.176	395.952	9.22271	-90.9241	452.126
343.779	9.2154	-57.1715	394.639	9.22205	-92.9019	450.044
343.804	9.21474	-56.1669	393.351	9.22139	-94.8797	447.913
343.828	9.21409	-56.1624	392.062	9.22074	-95.8575	445.759
343.853	9.21343	-56.1579	390.774	9.22008	-96.8353	443.58
343.877	9.21278	-55.1533	389.511	9.21943	-97.8131	441.378
343.902	9.21212	-55.1488	388.247	9.21877	-98.7909	439.152
343.926	9.21147	-55.1443	386.984	9.21812	-99.7687	436.902
343.95	9.21081	-56.1397	385.696	9.21746	-99.7465	434.652
343.975	9.21016	-56.1352	384.409	9.21681	-99.7243	432.403
343.999	9.2095	-56.1307	383.122	9.21615	-100.702	430.13
344.024	9.20885	-57.1262	381.81	9.2155	-101.68	427.833
344.048	9.20819	-58.1216	380.474	9.21484	-102.658	425.513
344.073	9.20754	-61.1171	379.064	9.21419	-102.636	423.193
344.097	9.20689	-62.1126	377.631	9.21353	-100.613	420.922
344.122	9.20623	-62.108	376.197	9.21288	-98.5912	418.7
344.146	9.20558	-61.1035	374.788	9.21222	-96.569	416.529
344.17	9.20492	-59.099	373.428	9.21157	-94.5468	414.406
344.195	9.20427	-58.0944	372.093	9.21091	-93.5246	412.309
344.219	9.20362	-57.0899	370.782	9.21026	-93.5024	410.212
344.244	9.20296	-55.0854	369.52	9.20961	-93.4802	408.116
344.268	9.20231	-54.0809	368.283	9.20895	-92.458	406.044
344.293	9.20166	-53.0763	367.07	9.2083	-91.4358	403.998
344.317	9.201	-49.0718	365.955	9.20764	-91.4137	401.952
344.342	9.20035	-47.0673	364.889	9.20699	-90.3915	399.931
344.366	9.1997	-47.0627	363.823	9.20634	-89.3693	397.935
344.39	9.19904	-47.0582	362.758	9.20568	-88.3471	395.965
344.415	9.19839	-47.0537	361.692	9.20503	-88.3249	393.994
344.439	9.19774	-47.0491	360.627	9.20438	-88.3027	392.024
344.464	9.19708	-47.0446	359.562	9.20372	-88.2805	390.055
344.488	9.19643	-47.0401	358.497	9.20307	-89.2583	388.062
344.513	9.19578	-49.0356	357.383	9.20242	-88.2361	386.094
344.537	9.19513	-51.031	356.22	9.20176	-87.2139	384.151
344.562	9.19447	-53.0265	355.008	9.20111	-87.1917	382.208
344.586	9.19382	-54.022	353.772	9.20046	-87.1695	380.266
344.611	9.19317	-55.0174	352.512	9.1998	-88.1474	378.3
344.635	9.19252	-54.0129	351.277	9.19915	-90.1252	376.286
344.659	9.19186	-52.0084	350.09	9.1985	-91.103	374.248
344.684	9.19121	-50.0039	348.952	9.19785	-91.0808	372.21
344.708	9.19056	-47.9993	347.864	9.19719	-90.0586	370.197
344.733	9.18991	-45.9948	346.824	9.19654	-87.0364	368.259
344.757	9.18926	-44.9903	345.809	9.19589	-85.0142	366.369
344.782	9.18861	-42.9857	344.843	9.19524	-82.992	364.529
344.806	9.18795	-41.9812	343.902	9.19459	-80.9698	362.739
344.831	9.1873	-40.9767	342.985	9.19393	-78.9476	360.998
344.855	9.18665	-40.9721	342.068	9.19328	-76.9254	359.306
344.879	9.186	-39.9676	341.176	9.19263	-74.9032	357.664
344.904	9.18535	-39.9631	340.283	9.19198	-74.8811	356.022
344.928	9.1847	-39.9586	339.391	9.19133	-73.8589	354.406
344.953	9.18405	-40.954	338.475	9.19068	-73.8367	352.79
344.977	9.1834	-41.9495	337.534	9.19002	-72.8145	351.199
345.002	9.18274	-43.945	336.545	9.18937	-71.7923	349.633
345.026	9.18209	-45.9404	335.507	9.18872	-71.7701	348.067
345.051	9.18144	-48.9359	334.395	9.18807	-72.7479	346.478
345.075	9.18079	-49.9314	333.259	9.18742	-74.7257	344.84
345.1	9.18014	-49.9268	332.123	9.18677	-75.7035	343.178
345.124	9.17949	-48.9223	331.012	9.18612	-76.6813	341.492
345.148	9.17884	-47.9178	329.926	9.18547	-76.6591	339.807
345.173	9.17819	-45.9132	328.888	9.18482	-75.6369	338.147
345.197	9.17754	-43.9087	327.899	9.18417	-75.6148	336.488
345.222	9.17689	-43.9042	326.911	9.18352	-73.5926	334.878
345.246	9.17624	-43.8997	325.923	9.18287	-73.5704	333.268
345.271	9.17559	-43.8951	324.934	9.18221	-72.5482	331.684
345.295	9.17494	-43.8906	323.946	9.18157	-72.526	330.1
345.32	9.17429	-43.8861	322.958	9.18091	-73.5038	328.492
345.344	9.17364	-44.8815	321.946	9.18026	-74.4816	326.86
345.368	9.17299	-44.877	320.933	9.17962	-75.4594	325.204
345.393	9.17234	-45.8725	319.897	9.17897	-76.4372	323.524
345.417	9.1717	-46.868	318.836	9.17832	-76.415	321.845
345.442	9.17105	-47.8634	317.751	9.17767	-76.3928	320.167
345.466	9.1704	-49.8589	316.616	9.17702	-77.3706	318.464
345.491	9.16975	-50.8544	315.458	9.17637	-77.3485	316.762
345.515	9.1691	-50.8498	314.3	9.17572	-76.3263	315.085
345.54	9.16845	-50.8453	313.142	9.17507	-74.3041	313.458
345.564	9.1678	-50.8408	311.983	9.17442	-71.2819	311.904
345.589	9.16715	-48.8362	310.874	9.17377	-70.2597	310.376
345.613	9.1665	-47.8317	309.79	9.17312	-68.2375	308.896
345.637	9.16586	-46.8272	308.73	9.17247	-66.2153	307.467
345.662	9.16521	-44.8227	307.719	9.17182	-64.1931	306.086
345.686	9.16456	-42.8181	306.757	9.17117	-61.1709	304.78
345.711	9.16391	-40.8136	305.844	9.17053	-59.1487	303.523
345.735	9.16326	-39.8091	304.956	9.16988	-57.1265	302.315
345.76	9.16262	-38.8045	304.092	9.16923	-55.1043	301.157
345.784	9.16197	-39.8	303.204	9.16858	-54.0821	300.024
345.809	9.16132	-40.7955	302.291	9.16793	-55.06	298.867
345.833	9.16067	-41.7909	301.354	9.16728	-57.0378	297.662
345.857	9.16002	-43.7864	300.369	9.16664	-58.0156	296.433
345.882	9.15938	-44.7819	299.359	9.16599	-60.9934	295.131
345.906	9.15873	-46.7773	298.3	9.16534	-64.9712	293.731
345.931	9.15808	-48.7728	297.193	9.16469	-67.949	292.259
345.955	9.15744	-51.7683	296.012	9.16405	-68.9268	290.763
345.98	9.15679	-53.7638	294.782	9.1634	-69.9046	289.243
346.004	9.15614	-56.7592	293.48	9.16275	-69.8824	287.724
346.029	9.15549	-59.7547	292.103	9.1621	-69.8602	286.205
346.053	9.15485	-61.7502	290.679	9.16146	-68.838	284.711
346.077	9.1542	-62.7456	289.23	9.16081	-65.8158	283.291
346.102	9.15355	-62.7411	287.78	9.16016	-62.7937	281.945
346.126	9.15291	-60.7366	286.38	9.15951	-61.7715	280.624
346.151	9.15226	-58.7321	285.029	9.15887	-60.7493	279.328
346.175	9.15161	-56.7275	283.727	9.15822	-60.7271	278.032
346.2	9.15097	-55.723	282.45	9.15757	-61.7049	276.713
346.224	9.15032	-53.7185	281.221	9.15693	-63.6827	275.345
346.249	9.14968	-50.7139	280.067	9.15628	-64.6605	273.953
346.273	9.14903	-48.7094	278.961	9.15563	-67.6383	272.489
346.298	9.14838	-46.7049	277.904	9.15499	-70.6161	270.952
346.322	9.14774	-46.7003	276.847	9.15434	-73.5939	269.341
346.346	9.14709	-44.6958	275.839	9.15369	-76.5717	267.659
346.371	9.14645	-42.6913	274.88	9.15305	-77.5495	265.952
346.395	9.1458	-40.6868	273.97	9.1524	-77.5273	264.245
346.42	9.14516	-39.6822	273.085	9.15176	-76.5052	262.564
346.444	9.14451	-39.6777	272.2	9.15111	-76.483	260.883
346.469	9.14386	-38.6732	271.339	9.15046	-75.4608	259.227
346.493	9.14322	-37.6686	270.503	9.14982	-75.4386	257.572
346.518	9.14257	-35.6641	269.716	9.14917	-75.4164	255.918
346.542	9.14193	-33.6596	268.978	9.14853	-75.3942	254.263
346.566	9.14128	-33.655	268.24	9.14788	-75.372	252.61
346.591	9.14064	-33.6505	267.502	9.14724	-76.3498	250.932
346.615	9.13999	-32.646	266.789	9.14659	-76.3276	249.255
346.64	9.13935	-31.6414	266.1	9.14595	-76.3054	247.579
346.664	9.13871	-30.6369	265.436	9.1453	-75.2832	245.927
346.689	9.13806	-30.6324	264.772	9.14466	-73.261	244.325
346.713	9.13742	-30.6279	264.108	9.14401	-73.2389	242.724
346.738	9.13677	-32.6233	263.396	9.14337	-72.2167	241.148
346.762	9.13613	-36.6188	262.585	9.14272	-70.1945	239.62
346.787	9.13548	-39.6143	261.702	9.14208	-69.1723	238.118
346.811	9.13484	-41.6097	260.769	9.14143	-67.1501	236.666
346.835	9.1342	-43.6052	259.788	9.14079	-65.1279	235.263
346.86	9.13355	-44.6007	258.783	9.14014	-63.1057	233.909
346.884	9.13291	-44.5962	257.777	9.1395	-61.0835	232.605
346.909	9.13226	-45.5916	256.748	9.13886	-61.0613	231.301
346.933	9.13162	-44.5871	255.742	9.13821	-61.0391	229.998
346.958	9.13098	-44.5826	254.737	9.13757	-61.0169	228.695
346.982	9.13033	-43.578	253.757	9.13692	-59.9948	227.418
347.007	9.12969	-42.5735	252.801	9.13628	-57.9726	226.189
347.031	9.12905	-42.569	251.845	9.13564	-57.9504	224.962
347.055	9.1284	-42.5645	250.889	9.13499	-58.9282	223.71
347.08	9.12776	-44.5599	249.885	9.13435	-59.906	222.435
347.104	9.12712	-45.5554	248.856	9.13371	-59.8838	221.16
347.129	9.12648	-47.5509	247.778	9.13306	-59.8616	219.885
347.153	9.12583	-49.5463	246.652	9.13242	-60.8394	218.587
347.178	9.12519	-49.5418	245.525	9.13178	-60.8172	217.289
347.202	9.12455	-49.5373	244.399	9.13113	-61.795	215.968
347.227	9.12391	-49.5327	243.273	9.13049	-60.7728	214.671
347.251	9.12326	-47.5282	242.196	9.12985	-59.7506	213.399
347.276	9.12262	-45.5237	241.168	9.12921	-59.7285	212.128
347.3	9.12198	-44.5192	240.164	9.12856	-59.7063	210.858
347.324	9.12134	-44.5146	239.161	9.12792	-60.6841	209.563
347.349	9.12069	-44.5101	238.158	9.12728	-61.6619	208.245
347.373	9.12005	-45.5056	237.13	9.12664	-61.6397	206.927
347.398	9.11941	-47.501	236.054	9.12599	-62.6175	205.585
347.422	9.11877	-47.4965	234.977	9.12535	-62.5953	204.244
347.447	9.11813	-49.492	233.852	9.12471	-62.5731	202.903
347.471	9.11749	-49.4874	232.727	9.12407	-61.5509	201.587
347.496	9.11684	-49.4829	231.602	9.12342	-60.5287	200.297
347.52	9.1162	-47.4784	230.526	9.12278	-59.5065	199.031
347.544	9.11556	-46.4738	229.475	9.12214	-58.4843	197.79
347.569	9.11492	-44.4693	228.473	9.1215	-58.4622	196.55
347.593	9.11428	-43.4648	227.495	9.12086	-59.44	195.286
347.618	9.11364	-41.4603	226.566	9.12022	-61.4178	193.974
347.642	9.113	-40.4557	225.662	9.11958	-63.3956	192.613
347.667	9.11236	-38.4512	224.807	9.11893	-65.3734	191.204
347.691	9.11172	-38.4467	223.952	9.11829	-64.3512	189.819
347.716	9.11107	-37.4421	223.121	9.11765	-64.329	188.436
347.74	9.11043	-35.4376	222.34	9.11701	-63.3068	187.077
347.764	9.10979	-36.4331	221.534	9.11637	-62.2846	185.744
347.789	9.10915	-36.4286	220.728	9.11573	-60.2624	184.459
347.813	9.10851	-37.424	219.898	9.11509	-60.2402	183.176
347.838	9.10787	-37.4195	219.068	9.11445	-59.218	181.917
347.862	9.10723	-38.415	218.214	9.11381	-59.1959	180.659
347.887	9.10659	-39.4104	217.335	9.11317	-60.1737	179.377
347.911	9.10595	-41.4059	216.408	9.11253	-61.1515	178.071
347.936	9.10531	-43.4014	215.432	9.11189	-60.1293	176.79
347.96	9.10467	-42.3968	214.48	9.11124	-59.1071	175.534
347.985	9.10403	-39.3923	213.602	9.1106	-56.0849	174.352
348.009	9.10339	-37.3878	212.773	9.10996	-53.0627	173.244
348.033	9.10275	-35.3832	211.993	9.10932	-51.0405	172.185
348.058	9.10211	-35.3787	211.212	9.10868	-50.0183	171.151
348.082	9.10148	-35.3742	210.433	9.10804	-48.9961	170.143
348.107	9.10084	-35.3697	209.653	9.10741	-48.9739	169.135
348.131	9.1002	-34.3651	208.897	9.10677	-48.9517	168.127
348.156	9.09956	-33.3606	208.167	9.10613	-47.9295	167.144
348.18	9.09892	-32.3561	207.461	9.10549	-46.9074	166.187
348.205	9.09828	-31.3515	206.779	9.10485	-44.8852	165.278
348.229	9.09764	-31.347	206.098	9.10421	-44.863	164.371
348.253	9.097	-31.3425	205.416	9.10357	-45.8408	163.439
348.278	9.09636	-30.3379	204.759	9.10293	-45.8186	162.508
348.302	9.09573	-30.3334	204.103	9.10229	-46.7964	161.553
348.327	9.09509	-29.3289	203.47	9.10165	-47.7742	160.574
348.351	9.09445	-27.3244	202.887	9.10101	-48.752	159.571
348.376	9.09381	-25.3198	202.353	9.10037	-49.7298	158.545
348.4	9.09317	-24.3153	201.844	9.09974	-49.7076	157.519
348.425	9.09253	-22.3108	201.383	9.0991	-50.6854	156.469
348.449	9.0919	-20.3062	200.972	9.09846	-50.6632	155.419
348.474	9.09126	-19.3017	200.585	9.09782	-52.6411	154.321
348.498	9.09062	-18.2972	200.222	9.09718	-52.6189	153.224
348.522	9.08998	-18.2926	199.86	9.09654	-54.5967	152.078
348.547	9.08935	-19.2881	199.473	9.09591	-57.5745	150.86
348.571	9.08871	-19.2836	199.087	9.09527	-58.5523	149.617
348.596	9.08807	-19.2791	198.7	9.09463	-60.5301	148.327
348.62	9.08743	-19.2745	198.314	9.09399	-61.5079	147.012
348.645	9.0868	-19.27	197.928	9.09335	-60.4857	145.722
348.669	9.08616	-21.2655	197.493	9.09272	-59.4635	144.458
348.694	9.08552	-22.2609	197.033	9.09208	-58.4413	143.218
348.718	9.08488	-24.2564	196.525	9.09144	-57.4191	142.003
348.742	9.08425	-25.2519	195.993	9.0908	-57.3969	140.789
348.767	9.08361	-24.2474	195.485	9.09017	-56.3748	139.6
348.791	9.08297	-24.2428	194.977	9.08953	-53.3526	138.485
348.816	9.08234	-24.2383	194.469	9.08889	-51.3304	137.419
348.84	9.0817	-24.2338	193.962	9.08826	-49.3082	136.403
348.865	9.08106	-26.2292	193.406	9.08762	-49.286	135.387
348.889	9.08043	-27.2247	192.825	9.08698	-50.2638	134.347
348.914	9.07979	-27.2202	192.244	9.08635	-51.2416	133.283
348.938	9.07916	-27.2156	191.664	9.08571	-52.2194	132.196
348.962	9.07852	-26.2111	191.108	9.08507	-53.1972	131.084
348.987	9.07788	-27.2066	190.528	9.08444	-55.175	129.925
349.011	9.07725	-28.2021	189.923	9.0838	-57.1528	128.716
349.036	9.07661	-29.1975	189.294	9.08316	-57.1307	127.509
349.06	9.07598	-30.193	188.641	9.08253	-57.1085	126.302
349.085	9.07534	-31.1885	187.963	9.08189	-57.0863	125.095
349.109	9.0747	-32.1839	187.261	9.08125	-57.0641	123.889
349.134	9.07407	-32.1794	186.56	9.08062	-56.0419	122.708
349.158	9.07343	-32.1749	185.858	9.07998	-55.0197	121.552
349.183	9.0728	-32.1703	185.156	9.07935	-53.9975	120.421
349.207	9.07216	-32.1658	184.455	9.07871	-51.9753	119.34
349.231	9.07153	-32.1613	183.753	9.07808	-50.9531	118.283
349.256	9.07089	-32.1568	183.052	9.07744	-49.9309	117.251
349.28	9.07026	-31.1522	182.375	9.0768	-47.9087	116.269
349.305	9.06962	-31.1477	181.699	9.07617	-45.8865	115.337
349.329	9.06899	-30.1432	181.047	9.07553	-42.8644	114.478
349.354	9.06835	-29.1386	180.419	9.0749	-40.8422	113.668
349.378	9.06772	-27.1341	179.841	9.07426	-39.82	112.884
349.403	9.06708	-27.1296	179.262	9.07363	-39.7978	112.1
349.427	9.06645	-27.125	178.684	9.07299	-41.7756	111.268
349.451	9.06582	-26.1205	178.13	9.07236	-42.7534	110.412
349.476	9.06518	-24.116	177.626	9.07172	-43.7312	109.532
349.5	9.06455	-24.1115	177.121	9.07109	-43.709	108.652
349.525	9.06391	-25.1069	176.592	9.07046	-42.6868	107.798
349.549	9.06328	-28.1024	175.99	9.06982	-41.6646	106.968
